"id","survey_lang","purpose"
"s716","eng","I think the purpose was to see how we can undestand the situation if a person is right oe wrong."
"s717","eng","judging the variables that make people believe something vs. what makes people know something "
"s718","eng","To see what participants believe is ideas based on facts or theory."
"s725","eng","To establish peoples perception of reality.  "
"s726","eng","I think that the purpose of this study was to analyze the reactions or beliefs that individuals make when faced or told of a certain situation. "
"s727","eng","I think the purpose of this study was to tell how well I was paying attention to the paragraphs and how I would react to strangely worded questions"
"s729","eng","How well people can answer questions based off of their short term memory. See how well people can deconstruct a few paragraphs. "
"s730","eng","I think that the purpose may involve how our brains try to  evaluate situations based on very little background."
"s731","eng","To see how the reader feels towards the person talked about."
"s732","eng","To question and test the boundaries of what people think they know, and what they actually know for a fact."
"s737","eng","I think the purpose of this study was to test how well I paid attention to the paragraph without knowing what the questions would be, then how well I would answer strangely worded questions"
"s739","eng","i have no idea"
"s740","eng","I am really not sure."
"s742","eng","I dont know what the purpose of this study is"
"s743","eng","I am not sure."
"s746","eng","logical reasoning"
"s757","eng","To figure out what people really think they know and how confident they are in what they think they know, even though the possibility to be wrong is always present."
"s760","eng","I believe the purpose of this study is to show people that there are many things that people believe 
are true, but in reality aren't and vice versa. This study could also have the purpose of examining people to see if they themselves are able to understand the difference between something that is believed to be true and something that is actually true."
"s761","eng","I believe the purpose of this study was to show people that you can't always trust what you believe."
"s762","eng","The purpose may have been to test the recall of the story as well as the beliefs that people have towards certain things. "
"s763","eng","Knowledge about beliefs."
"s772","eng","I believe the purpose was to determine how easily we attribute wrong answers to situational versus dispositional occurrences."
"s773","eng","the purpose was to determine how we judge {Category:} based on their awareness of their knowledge."
"s776","eng","I think the purpose of this study was to see what {Category:} think others are aware of."
"s795","eng","To see how {Category:} perceive and belief things "
"s796","eng","I think this study is focusing on the perspective of individuals in the fictional scenarios, as well as our perspective in being the all-knowing reader. Due to the fact that the reader has all of the information from the story, it is easy to see the explanations behind the choices and thinking made by each character in the different scenarios. I think the idea in understanding all sides of one's perspectives would limit the disagreements in today's world. For instance, the story with the father and son driving through the tornado town. The father thought he was pointing at a real house, but it was in fact a fake house. Since it was evident to the reader that he was unaware of the recent tornado that had ripped through the town, it is easy to understand his belief. If the reader did not know this information, it could be highly likely that they think the father is not very intelligent because he can't tell the difference between a fake and real house. The study is all about gaining every angle on someone's belief, before making judgement upon them."
"s797","eng",".."
"s815","eng","To examine the general public's response to the reasons {Category:} get certain things right or wrong."
"s818","eng","Not sure, test {Category:}'s comprehension of language maybe"
"s819","eng","to find out if {Category:} actually paid attention "
"s822","eng","To test {Category:} ability to judge others based on the information given, "
"s838","eng","n/a"
"s839","eng","n/a"
"s840","eng","To understand our opinions on other {Category:}'s knowledge, and compare them. "
"s841","eng","To study how an individual judges the actions, motivations, beliefs of others."
"s845","eng","to show how {Category:} percieve different things"
"s849","eng","I think the purpose of this study was to compare and contrast knowledge to assumptions."
"s850","eng","I have no idea"
"s862","eng","I think the study was bringing into question whether we truly know things, or if we only believe them to be true based on the evidence provided to us. "
"s863","eng","To see how {Category:} perceive different things from an outside perspective"
"s867","eng","Not sure "
"s875","eng","reading comprehension"
"s876","eng","I think the purpose of this study was to take a deeper look into what {Category:} think they know or believe about something upon first glance. "
"s877","eng","to see how {Category:} form perceptions"
"s879","eng","none"
"s883","eng","I felt the purpose was to determine how others judge others when knowledge of a situation is given to them about the others."
"s902","eng","I think the purpose of this study was to interpret our perspective on other's ability to perceive common knowledge"
"s940","eng","To study how perceptive {Category:} really are and if what they see is a reality."
"s941","eng","To see how {Category:} think about other {Category:}'s knowledge on certain things?"
"s942","eng","I think this study was to see the outside perception of situations"
"s943","eng","To see if {Category:} are able to understand the context they are reading. To also understand what characters in a story believe."
"s1000","eng","Testing how {Category:} view beliefs and what they are"
"s1016","eng","NA"
"s1017","eng","To get feedback on experimental information."
"s1018","eng","To understand the extent to which {Category:} are paying attention to the scenarios"
"s1019","eng","To determine how our perception of reality can be right or wrong and how the circumstances surrounding what we perceive affect our perception"
"s1020","eng","The questions that were asked about the individuals taking the survey instead of the responses to the scenarios. "
"s1021","eng","N/A"
"s1025","eng","No idea"
"s1026","eng","maybe to see how a questioner effect confidence "
"s1043","eng","I think the purpose of this study was to evaluate the psychological processes associated with perception by testing situational variables. "
"s1045","eng","i have no idea"
"s1047","eng","To see if there is an ability to see what is real and what is not. "
"s1050","eng","the purpose was to determine differences between knowing and believing  "
"s1052","eng","To see {Category:}'s opinions on others beliefs in difficult scenarios. "
"s1053","eng","No idea"
"s1055","eng","How {Category:} perceive reality. That's my best guess.  "
"s1056","eng","N/A"
"s1058","eng","What knowledge we have about beliefs"
"s1059","eng","to see if {Category:} pay attention to details when they read."
"s1060","eng","I think the purpose of the study was to see how much {Category:} trust their instincts."
"s1062","eng","To see if readers can remember the details of what they read."
"s1063","eng","To see what readers remember."
"s1066","eng","When we know the full situation, but another person doesn't do we think they are right or wrong in their beliefs/choices in the situation."
"s1092","eng","To see how {Category:} feel when someone doesn't have all the facts, but assumes they are correct."
"s1094","eng","To see if {Category:} are driven by ability/inability or luck."
"s1095","eng","To see how we interpret certain scenarios in our minds. "
"s1096","eng","i have no idea "
"s1100","eng","To see how quickly {Category:} adjust to patterns"
"s1109","eng","I think it had to do with {Category:} not knowing the full story and making decisions based on assumptions "
"s1111","eng","TEST"
"s1112","eng","To understand how {Category:} perceive knowing and being lucky. "
"s1113","eng","THIS IS A TEST"
"s1114","eng","Test"
"s1120","eng","To determine how {Category:} think differently of believing and knowing."
"s1122","eng","I have no idea"
"s1134","eng","To see what something thinks of others thoughts"
"s1136","eng","Not sure "
"s1137","eng","N/A"
"s1178","eng","TEST"
"s1208","eng","TEST"
"s1211","eng","TEST"
"s1213","eng","TEST"
"s1339","eng","TEST"
"s1379","eng","idk"
"s1393","eng","Measure ability vs. inability "
"s1400","eng","To determine luck versus knowledge."
"s1420","eng","To understand the way {Category:} think and process vague scenarios. "
"s1447","eng","Maybe how well {Category:} retain information."
"s1450","eng","to see how different {Category:} perceive different scenarios "
"s1451","eng","To see how well your mind remembers things "
"s1452","eng","To retrieve information about the objective mind.  Dialectical thought. Are individuals able to consider the unknown/contrast of an event. If they know is it by chance or by observation."
"s1465","eng","I think the purpose of this study is how students respond to the questions based on the scenarios and to measure how their answers vary throughout the survey. "
"s1475","eng","H pay how well {Category:} pay attetion"
"s1477","eng","Something to do with individuals' perceptions of ability, knowledge and luck."
"s1478","eng","to see if the participant can recognize given information and guage whether the scenario's right or wrong."
"s1479","eng","Perception."
"s1484","eng","I think the purpose of this study is to show that not everything you see is as it seems. "
"s1489","eng","Paying attention to the study and how the answers correlate to our feelings about the study."
"s1490","eng","i think how we interpret certain things."
"s1495","eng","paying attention "
"s1502","eng","information about language"
"s1509","eng","personal perceptions"
"s1510","eng","To study thinking and reasoning"
"s1518","eng","to see if the participant has a different view on {Category:} with different knowledge standards to see if that can affect their intuition about something that looks similar to what they are looking at or studying. "
"s1519","eng","I am not sure what this study was about. Maybe to study how effective our thinking is when it comes to analyzing something we just read. "
"s1521","eng","Opinion/ memory on certain readings "
"s1535","eng","To understand the way humans process decision making."
"s1537","eng","Maybe how self-aware one is and how much responsibility one takes for their thought processes?  I don't know lol"
"s1548","eng","To study the memories of those that are participating."
"s1663","eng","to determine perception of knowlegde and luck"
"s1695","eng","N/a"
"s1696","eng","To get information."
"s1764","eng","Trying to understand language I guess."
"s1765","eng","the ability to assess different situations."
"s1767","eng","to judge and adapt to situations quickly"
"s1790","eng","cool"
"s1791","eng","to asses simulations accurately."
"s1799","eng","To show how people react without really knowing sometimes"
"s1813","eng","TEST"
"s1816","eng","TEST"
"s1818","eng","TEST"
"s1842","eng","TEST"
"s1853","eng","No idea."
"s1855","eng","No"
"s1889","eng","To figure out the ability of readers and comprehension"
"s1929","eng","I don't know."
"s1930","eng","To determine how people perceive a character's confidence in their observations according to language."
"s1931","eng","Understanding the perception of right and wrong. "
"s1932","eng","I am not sure."
"s1933","eng","Like I said I don't know. "
"s1940","eng","NO IDEA"
"s1942","eng","to gather information but I am not sure why"
"s1954","eng","To extend the statement that every person holds its own opinion. "
"s1959","eng","To demonstrate study habits,"
"s1961","eng","To see how thinking changes based on the language of each situation "
"s1972","eng","To see how objects are what they seem to be."
"s1986","eng","TEST"
"s1996","eng","TEST"
"s2031","eng","no idea"
"s2081","eng","TEST"
"s2103","eng","We hope that our results will contribute to the scientific knowledge of how language works."
"s2127","eng","To emphasize how everyone has their own perceptions and interpretation of language and stories."
"s2128","eng","To see how different people react to different situations"
"s2165","eng","Purpose of the study was to determine if the participant read and comprehended. "
"s2166","eng","I believe the purpose of this study had a lot to do with memory. Seeing whether we could remember well or not."
"s2167","eng","To try and understand how the wording of the story may effect the way we understand the information. But that is a random guess"
"s2168","eng","understanding reason"
"s2169","eng","How we process language and how our opinions can be changed based on reading"
"s2170","eng","peoples ability to reason "
"s2173","eng","To see how the use of language affected our opinions"
"s2174","eng","no idea"
"s2176","eng","To see how people perceive things without knowing completely what they saw."
"s2178","eng","Why people think the way they do"
"s2179","eng","I think the purpose of this study was to define someone's perception of an object by either their ability/luck, and if they knew/believed the perceived object as correct/incorrect."
"s2180","eng","To analyze language "
"s2183","eng","To see if language can effect how we process direct information given/received"
"s2184","eng","I think a part of the study is about how people interpret language id different ways."
"s2185","eng","I understood somewhat of the questions after reading the short stories. However, don't understand the full purpose of this particular study. "
"s2186","eng","To see how well people retain information they just read."
"s2187","eng","To see the difference between actually knowing something and just thinking we know something. "
"s2188","eng","To understand reasoning behind what people think is under others control, whether it is luck or ability. "
"s2189","eng","I think the purpose of this study is to give people tricky analogies and see if they have what it takes to think hard about the answer."
"s2190","eng","To see how the wording and background knowledge of a question affects a persons response. "
"s2191","eng","I have read about relatively similar studies done on young children that attempted to measure theory of mind."
"s2192","eng","i think the purpose of this study is to figure out if i understand the reasoning behind why people think the way they do whether is it reasonable or unreasonable."
"s2193","eng","I think the purpose of this study is to figure out how people view scenarios in which the people are not fully aware of all the factors."
"s2194","eng","I think the purpose of this study was to see if we blamed ourselves or others for our successes and failures."
"s2195","eng","understanding people resolution"
"s2196","eng","some sort of correlation of luck and ability to know things?"
"s2217","eng","TEST"
"s2220","eng","TEST"
"s2224","eng","TEST"
"s2226","eng","TEST"
"s2229","eng","TEST"
"s2231","eng","TEST"
"s2234","eng","I don't know"
"s2242","eng","Not sue"
"s2245","eng","TEST"
"s2327","eng","To evaluate comprehension skills & remembering the information we were given"
"s2379","eng","The purpose of the study is to see how one evaluates others based on the availability of information."
"s2380","eng","I believe the purpose of this study is to gauge how people respond to data and how having excess background knowledge effects our analysis of situations "
"s2381","eng","To see people's different perspectives on scenarios. "
"s2394","eng","I am unsure what this study was trying to achieve"
"s2416","eng","The purpose of this study was to see the difference between how people view knowledge, and what they believe to be true, even though it might actually not be true. This can vary based on a person's general knowledge of the topic of just plain luck. "
"s2466","eng","to see how closely we pay attention "
"s2467","eng","To determine how participants detect language and end results. "
"s2468","eng","to see how closely people pay attention to detail"
"s2469","eng","I believe the purpose of this study is to determine the difference between what people believe to be true and what is in fact true."
"s2470","eng","i think the purpose was to see if people would essentially think the person in the story should have know what was the right answer, because we as the participants did or if they would expect the person to get it wrong."
"s2472","eng","I believe the purpose was to identify how we receive the information around us "
"s2476","eng","To observe language"
"s2479","eng","I think the purpose of this study was to show that when reading something you can easily form an opinion or idea without the story actually telling you straight up. I also believe that it was to show that people can read the same story and have different opinions about the situation. "
"s2480","eng","one's ability to see a situation in several ways "
"s2558","eng","TEST"
"s2565","eng","To see how somebody evaluates the choices of others and analyzes the thoughts of others."
"s2566","eng","I don't know"
"s2568","eng","To see how people pay attention. "
"s2605","eng","I think the purpose of this study was to see how different people perceive other's choices. "
"s2606","eng","no idea"
"s2608","eng","I believe that the purpose of this study was to discover how people think about certain situations. Language may affect how their viewpoint may come across."
"s2611","eng","to see if people could follow stories that could be misleading or confusing"
"s2612","eng","To see what people can make themselves believe and ultimately think it is fact without fully knowing what it is."
"s2614","eng","How wording affects perception of situation."
"s2615","eng","I think that the purpose of the study is to see how people interpret and view scenarios differently. "
"s2616","eng","see how we interpreted the story through how it was written"
"s2617","eng","to understand reasoning"
"s2618","eng","to observe peoples ability to judge someone with inside knowledge"
"s2619","eng","I think the purpose of this study was to test your thinking skills."
"s2620","eng","i think the purpose of this study to analyze ones mind and how they interpret senarios "
"s2621","eng","To see if the mind can comprehend reading?"
"s2623","eng","to determine perception differences "
"s2624","eng","I think it was about certain wording and how each scenario was different."
"s2626","eng","to see people might think vs whats real"
"s2627","eng","The sheet mentioned something about language, but I didn't necessarily notice research about language. It was more based on fact or assumption. I feel the study was about how many things humans think they """"""""know"""""""" when in reality, they only think they know, or they are making an unknown assumption."
"s2628","eng","To figure out the persons thinking"
"s2629","eng","I think the purpose of this study was to see if someone's opinions changed from story to story, even though they were all very similar."
"s2631","eng","I think the purpose of this study is to see how people think and how given scenarios may contribute to opinion "
"s2632","eng","I don't know the purpose of this study."
"s2633","eng","To undertsand reasoning behind an answer or thought process"
"s2635","eng","I think the purpose of this study is to decide whether an opinion is based on luck or on fact and knowledge."
"s2637","eng","To see how people view deception and knowledge."
"s2638","eng","To analyze interpretations of situations"
"s2639","eng","pay attention to detail?"
"s2642","eng","im not sure "
"s2643","eng","Figuring out how language works in daily life."
"s2646","eng","I think the purpose of this study is all about perception."
"s2647","eng","No idea"
"s2648","eng","Assess the varying perceptions a group may have on the same given information"
"s2649","eng","To see if people believe in luck or take accountability for their knowledge"
"s2650","eng","to see if the participant can identify what a person thinks about certainty and facts"
"s2651","eng","to read the questions carefully and give good and honest feedback."
"s2652","eng","I am not sure but feel it is used to study word associations to feelings that one may get from a reading."
"s2653","eng","Examine how we understand language. "
"s2654","eng","Whether specific wording and situation impact reading comprehension"
"s2656","eng","to understand the way we think about the observations"
"s2657","eng","test knowledge just read about"
"s2658","eng","To find out how well people pay attention to details "
"s2659","eng","To see how people interpret different situations regarding a """"""""luck of the draw"""""""" type basis"
"s2660","eng","Memory and attention to detail "
"s2662","eng","To figure out perception and reality based thinking and the ideology behind perceptions"
"s2666","eng","I think the purpose of the study was to examine how people interpret language."
"s2667","eng","To see how certain situations stimulates certain words to be used or prefered"
"s2668","eng","I think the purpose of the study is to observe people's perceptions of different scenarios based on how they are worded/presented. "
"s2670","eng","i was not sure what the purpose of the study was."
"s2671","eng","To be able to identify whether people believe things happen by chance or wit."
"s2672","eng","To see how well someone adapts to something. "
"s2676","eng","Maybe to evaluate the difference between believing and knowing.  Since these individuals are bystanders, they can never truly know whether something is true or not unless they personally experience it."
"s2679","eng","To see how people make decisions based off what they know."
"s2680","eng","supposedly it is about language. But I feel like the purpose might have something to do with pessimism vs. optimism. "
"s2681","eng","to see how some people think they know something but they dont have all the information"
"s2682","eng","I think the purpose of the study is to determine what participants think knowing is versus believing, even if what they think they know is wrong."
"s2683","eng","I am not exactly sure what the purpose of the study is. It might be about how we answer the questions, and what we think is happening in the readings. And if we think the person is right or wrong, or what is actually happening "
"s2689","eng","to understand how language can be manipulated by context"
"s2690","eng","to see how long it takes for the participant to fully adjust to the questions and measuring accuracy of the questions answered"
"s2691","eng","Believing things are real when they are not."
"s2698","eng","To see how people comprehend or view sentences that can have more than one meaning."
"s2699","eng","To see how well I understood what I read, based on how much I paid attention."
"s2700","eng","to decipher how people feel when different terms of language are used"
"s2701","eng","to see how the phrasing of language effects a person's perspective on each scenario. "
"s2702","eng","To see how different people judge other's decisions "
"s2703","eng","to understand others perceptions based on reading a passage"
"s2704","eng","I think that the purpose of this study was to see how we can do mindless tasks that most people in college would not find challenging. "
"s2705","eng","to distinguish how people understand the difference between """"""""only believes"""""""" and """"""""knows"""""""""
"s2707","eng","I think the purpose of the study was to analyze how people interpret language differently."
"s2721","eng","In my opinion, the purpose of this study is to show the possible inabilities and abilities but also, to show that there is always false points in a what a person thinks they really know.  "
"s2722","eng","I think the purpose of this study was to measure our attention to detail."
"s2723","eng","I believe that the purpose of the study was to see how people perceive decisions based on circumstances and knowing both sides of the story. "
"s2726","eng","n/a"
"s2727","eng","To address the ability to distinguish scenarios of intuition versus random chance. Or to see how much individuals pay attention to detail to appropriately respond when asked certain questions."
"s2729","eng","To evaluate people and what they know versus what they think they know but they could still be wrong. "
"s2730","eng","to find out about how the people in the stories got their answers "
"s2731","eng","To shed light on how people view beliefs versus knowledge."
"s2756","eng","how wording different stories impacts how we perceive the information or understand what is happening. "
"s2757","eng","To see how people perceive language differently."
"s2758","eng","to see how confident people were in their abilities to answer questions about readings. "
"s2759","eng","To judge peoples opinions on luck or ability."
"s2760","eng","To see how we view peoples decision making and if they are just in thinking they way they do. "
"s2761","eng","maybe about whether we are confident in our decision making "
"s2762","eng","distinguish our ability from good/bad luck when making decisions"
"s2763","eng","To see how we can take information and understand it"
"s2764","eng","To see if people are more inclined to believe that a person knew things because of their good luck or ability of knowing them."
"s2765","eng","I'm not sure"
"s2766","eng","np idea"
"s2771","eng","To see if one's level of expertise will determine whether or not someone believes them"
"s2826","eng","TEST"
"s2827","eng","TEST"
"s2828","eng","TEST"
"s2835","eng","TEST"
"s2836","eng","maybe to understand how the wording of the scenarios affect our answers."
"s2837","eng","The purpose of the study may have been to assess false information."
"s2839","eng","To test how a person responds to information given where the right answer may or may not be known."
"s2840","eng","To see what people view as luck vs ability in different situations"
"s2845","eng","to differ between actual knowing and instinct of thinking you know"
"s2846","eng","To see how choosing real or fake objects can make observers' perceptions different of the situation"
"s2848","eng","The purpose of the study could have been to acknowledge differences in perception."
"s2849","eng","I think the purpose of the study was to show people's confirmation bias in their attempt to tell what something actually is without full knowledge."
"s2850","eng","to describe how people think and their reasoning behind it. "
"s2851","eng","To see the difference of opinion vs. fact"
"s2852","eng","To decipher peoples confidence levels/trust and how it affects their outlook on life"
"s2853","eng","to figure out how people view different situations as correct/incorrect"
"s2855","eng","To see how the language/wording of a specific passage affects the reader's comprehension of it"
"s2858","eng","To test your knowledge of what you read and apply it the questions given to you based on the person in the situation."
"s2860","eng","No"
"s2861","eng","To observe how students read and respond to different scenarios when it comes to the use of language."
"s2862","eng","to see who people classify certain situations "
"s2863","eng","Something to do with perception vs reality"
"s2864","eng","No idea"
"s2865","eng","How well someone is able to problem solve and pay attention to the scenario."
"s2867","eng","n/a"
"s2869","eng","no idea"
"s2882","eng","To see how well we could understand language."
"s2887","eng","The comprehension of reading a text. "
"s2890","eng","I think the purpose of this study has to do with something about how language means different things to different people. "
"s2891","eng","to see if the way things were phrased affects how people view the characters in the story."
"s2893","eng","To understand people's understanding of scientific language. "
"s2895","eng","No idea"
"s2901","eng","See if people believe luck is the reason things happen to us"
"s2902","eng","to see how the language affects the reader's perception of the character. "
"s2904","eng","To find patterns in information given to you and being able to decode the information presented to me."
"s2905","eng","To look at out ability to distinguish between believing what we think is right and knowing what is right "
"s2906","eng","To see how we are able to differ between knowing what is right and believing what we think is right."
"s2907","eng","Reading Comprehension and to see how we feel about different situations based on the context. "
"s2908","eng","I think the purpose of this study was to determine how people assume they perceive the world when in actuality they may be perceiving incorrectly"
"s2910","eng","I think the purpose of the sudy is to show the effect of language on peoples perspective of ability versus luck"
"s2911","eng","To examine the effects of language on peoples beliefs about ability compared to luck."
"s2912","eng","To examine the affects of language on peoples' beliefs as to whether an event was caused by luck or ability."
"s2915","eng","It appears to be pay attention to detail and determining if the individuals in the scenarios were reasonable to be correct in their observations."
"s2916","eng","no clue"
"s2917","eng","Proof that if a person doesn't understand the reading, they will have a difficult time doing the task (what is asked for). Therefore, they will be bored of the activity and mind wander."
"s2920","eng","something about perception of what we think we see rather than what we know we see"
"s2921","eng","no idea, sorry man"
"s2922","eng","To see if anyone really takes these studies seriously and to see if we think that we are even doing something to help anyone. Or if we are just going through the motions."
"s2924","eng","N/A"
"s2934","eng","idk bah to be real "
"s2936","eng","To study the actor-observer effect. "
"s2938","eng","Disillusionment in different scenarios, things more or less plausible "
"s2942","eng","I think that this study was to gage the way in which  word choises and specific descriptions can impact the interpretation of them"
"s2943","eng","To see how well people actually pay attention to the studies that are given by researches"
"s2944","eng","To see how fast people are able to adapt to a line of questioning, and where to pull information based on a pattern."
"s2946","eng","To see how well people can remember information they read."
"s2947","eng","to understand our engagement or how well we retain information"
"s2972","eng","I believe it has something to do with implicit or explicit bias."
"s2981","eng","Not really"
"s2983","eng","empty"
"s2984","eng","To see how English speakers interpret the same text"
"s2992","eng","to see how the language of the questions affected the participants judgement of the character's situation in the study."
"s2993","eng","I think the purpose of this study was to see how different use of language changes how we read a scenario."
"s2994","eng","to understand just how easily one can perceive and then completely believe something they see (or think they see)"
"s2995","eng","I think it was to examine how language (i.e., feel vs know) impacts understanding and interpretation of events "
"s2996","eng","learn how to see the information in there   "
"s2999","eng","to learn oh to take information form a story and answer questions "
"s3005","eng","To know if something is real or not."
"s3006","eng","I think the purpose is to maybe see how outsiders view situations depending on how they are worded."
"s3007","eng","To study on the mind and what it believes in the situation it is given."
"s3011","eng","To be able to tell a distinct difference between situations that actually happen to our knowledge "
"s3012","eng","To see how the same text is interpreted by different people"
"s3013","eng","The purpose was to be able to tell what is real and what is not. What our mind may portray to us makes us believe that the fake item is real. "
"s3021","eng","To determine if we can correctly asses a situation"
"s3028","eng","determine reading comprehension and understanding of situations"
"s3034","eng","to learn how to take information out of a essay "
"s3036","eng","How wording can impact someone's opinion."
"s3040","eng","To determine factors that influence our perceptions of events."
"s3042","eng","To see if students actually cared about the research"
"s3043","eng","no idea"
"s3044","eng","To examine how people perceive truth."
"s3046","eng","To learn about reading comprehension and retaining information. "
"s3047","eng","The purpose of this study was to study language and comprehension"
"s3053","eng","Seeing how different scenarios impact people's perceptions"
"s3056","eng","I assume the purpose of the study is to identify how language influences people's experiences."
"s3070","eng","To see how a situation causes a person's reaction."
"s3071","eng","To record people's view on others perceptions. "
"s3073","eng","to read and answer passage "
"s3078","eng","n/a"
"s3080","eng","To identify one's comprehension of the material or to see how much one pays attention or how we fall into habit when we read. "
"s3088","eng","to see which details people picked up on while reading"
"s3090","eng","Language study"
"s3091","eng","to correlate reading skills with ability to adapt to the questions and the perceived purpose of the study"
"s3092","eng","I don't know"
"s3093","eng","I think the purpose of the study is to try and understand how participants understand a given situation and made correct speculations based on the provided information."
"s3094","eng","N/A"
"s3096","eng","To determine the effect of background information when reading a story and making conclusions."
"s3100","eng","I believe the purpose of this study was to collect data to be able to later analyze how the way language is perceived by the reader."
"s3102","eng","I am not sure the purpose."
"s3105","eng","To determine how people view certain behaviors, and the thinking of others,"
"s3106","eng","What we perceive"
"s3108","eng","To see what we can remember and I don't know."
"s3113","eng","To test people's views on knowledge, and whether people view knowledge as absolute"
"s3117","eng","Identify how language shapes interpretation"
"s3130","eng","To determine how we use words and in this instance I would say the focus word was knowledge or knowing."
"s3135","eng","To understand how people understand the question of the paragraphs. "
"s3138","eng","To test people's impressionability "
"s3141","eng","no clue"
"s3146","eng","To understand our perceptions of fake/real things and if they relate to the ability to differentiate them or just due to luck."
"s3149","eng","To test the correlation between luck and knowledge."
"s3156","eng","The difference in language can pollute our ideas of what we know to what we believe."
"s3158","eng","I believe the purpose of this study was to see how our answers were affected by our attitude towards the study."
"s3161","eng","I think the purpose of this study is to evaluate a situation based on a different persons perspective or by evaluating their actions by knowing more about the situation than they do, "
"s3162","eng","Not Sure "
"s3163","eng","Not very sure "
"s3166","eng","Find individuals opinions of things that are real and fake."
"s3167","eng","I don't know"
"s3169","eng","Study language and inferences"
"s3171","eng","I think the purpose of this study was to see to what extent people thought other people were capable of knowing things that were not made obvious. "
"s3173","eng","n/a"
"s3176","eng","To know if something for fake or real."
"s3177","eng","I dont know"
"s3180","eng","I think that the purpose of this study is to analyze situational biases."
"s3201","eng","to see how people's perceptions of characters are affected by the language and context."
"s3204","eng","n/a"
"s3205","eng","How we can interpret reading "
"s3207","eng","To see the different perceptions people have on scenarios."
"s3209","eng","I feel like the purpose of this study is to prove that mind wandering happens when the person does not understand the text or find it difficult to comprehend."
"s3211","eng","could possibly help on how intense a study is "
"s3212","eng","N/A"
"s3214","eng","To see how you were at analyzing a passage and answering questions about it  "
"s3215","eng","to distinguish scenarios that we have control and knowledge of and scenarios that are left up to chance and fate"
"s3218","eng","I think that the purpose of this study was to understand language, confusion, and honest mistakes."
"s3221","eng","Perhaps to see if different word usage causes you to view similar situations as different."
"s3222","eng","To determine the perception of language"
"s3230","eng","The purpose is to see how language affects our perceptions of a story."
"s3233","eng","How human being perceive their outer world - are they confident in what they see, skeptical, and how is that represented in language? "
"s3234","eng","To see how word choice affects our comprehension."
"s3235","eng","to see how well we understood the reading."
"s3236","eng","The purpose of this study may be to test our understanding of certain situations when we have more information about a situation than others do."
"s3237","eng","To see how people view a story given the specific wording of it"
"s3238","eng","To test if the majority has mastery-oriented thinking or believes in learned helplessness. Maybe to gather data on how people interpret people's abilities."
"s3239","eng","To see what people would think of other's decision making and how they think/if they were right"
"s3241","eng","Based on the questions asked in the second part, I'm going to assume this study focuses on the frequency with which participants make responses sound like what they think the researcher wants to hear and not what they actually think."
"s3242","eng","to see how language works for different people"
"s3243","eng","The purpose of this study was to compare results and see how well English is being taught in classes and what need to be improved upon."
