"id","survey_lang","previous"
"s6821","pol","nie"
"s6829","pol","Nie."
"s6875","pol","Nie"
"s6893","pol","Nie przypominam sobie"
"s6902","pol","Nie przypominam sobie."
"s7019","pol","nie, nigdy"
"s7039","pol","nie"
"s7132","pol","Nie"
"s7134","pol","Nigdy nie uczestniczyłam w podobnym badaniu"
"s7151","pol","Chyba nie :)  podobało mi się to doświadczenie."
"s7155","pol","Tak, nie pamiętam"
"s7323","pol","Nie"
"s7717","pol","TEST"
"s8022","pol","TEST"
"s8140","pol","TEST"
"s8161","pol","TEST"
"s8163","pol","TEST"
"s8252","pol","TEST"
"s8540","pol","participation in similar study"
"s8653","pol","TEST"
"s8654","pol","TEST"
"s9039","pol","Nie."
"s9043","pol","Oj tak, coroczne badanie z historyjkami w tym stylu, stodoły-atrapy i takie tam. Na pewno je znacie."
"s9048","pol","Nie"
"s9050","pol","Nie przypominam sobie."
"s9083","pol","Nie"
"s9097","pol","Nie"
"s9100","pol","nie"
"s9115","pol","Nie brałem"
"s9117","pol","Nie"
"s9119","pol","nie"
"s9120","pol","Nie."
"s9130","pol","Zależy jak podobnym. Ale to jest faktycznie oryginalne. "
"s9136","pol","Tak, ale nie potrafię podać szczegółów"
"s9137","pol","nie"
"s9139","pol","W tego typu nie, ale biorę udział w wielu badaniach psychologicznych, bo studiuję psychologię"
"s9153","pol","nie"
"s9155","pol","tak, w badaniu dr Kuś"
"s9169","pol","Tak, pytania były sformułowane w bardzo podobny sposób. Treść historii różniła się od tych przedstawionych tutaj, jednak badanie działało na tej samej zasadzie. "
"s9187","pol","Nie uczestniczyłam"
"s9202","pol","Nie."
"s9206","pol","Nie"
"s9211","pol","Nie"
"s9232","pol","chyba nie"
"s9241","pol","Nie"
"s9242","pol","Nie, jednak to miła odmiana "
"s9246","pol","Nie"
"s9253","pol","Nie"
"s9257","pol","Tak, było podobne, z dokładnością do przykładu Gettierowskiego, ale o znacznie szerszym zakresie, ponieważ testowało też inne rozumowania, niezwiązane z teorią poznania. "
"s9267","pol","nie"
"s9270","pol","nie"
"s9273","pol","Nie, nie uczestniczyłam nigdy w podobnym badaniu. "
"s9282","pol","Tak, badanie psychologiczne oraz obszrowe"
"s9298","pol","nie"
"s9308","pol","Wierze ze nie uczestniczylem w podobnym badaniu. "
"s9314","pol","Chyba nie"
"s9319","pol","nie"
"s9324","pol","nie"
"s9343","pol","nie uczestniczyłem"
"s9373","pol","nie"
"s9379","pol","Glu"
"s9385","pol","Nie"
"s9391","pol","Nie"
"s9396","pol","nie"
"s9400","pol","nie"
"s9408","pol","nie"
"s9426","pol","nie"
"s9449","pol","Podczas naboru do służby. Jednak wszystko pozostaje tajemnicą."
"s9457","pol","nie"
"s9461","pol","Nie"
"s9463","pol","nie"
"s9467","pol","nie"
"s9472","pol","nie"
"s9482","pol","NIE"
"s9492","pol","nie"
"s9493","pol","nie"
"s9503","pol","Nie"
"s9506","pol","Badanie również polegało na odpowiedzi na pytania w zakresie prawy/fałszu oraz opinii na podstawie przedstawionych historii."
"s9522","pol","W badaniu tego rodzaju nie uczestniczyłam"
"s9523","pol","nie"
"s9525","pol","nie"
"s9573","pol","Nie"
"s9592","pol","Chyba nie. Nie przypominam siebie."
"s9598","pol","Nie, nigdy."
"s9616","pol","Nie"
"s9625","pol","Nie"
"s9639","pol","Były przedstawione różne historie i należało wybrać odpowiedź jak rozumiemy przekonania i wiedzę o zdarzeniach osób przedstawionych w historiach."
"s9641","pol","Tak, w badaniu nt. zmiany/rozwoju różnorakich intuicji filozoficznych (epistemicznych, moralnych, ontologicznych) w toku uczęszczania na studia filozoficzne. Jedna z historyjek w tamtym badaniu była bardzo podobna do historyjek z tego badania."
"s9652","pol","Nie"
"s9659","pol","Nie"
"s9694","pol","Tak, raz, kilka lat temu. Badanie było podobne, ale szczegółów już nie pamietam."
"s9696","pol","nie"
"s9709","pol","Nie"
"s9722","pol","Nie"
"s9729","pol","Nie uczestniczyłam."
"s9731","pol","Nie"
"s9734","pol","Nie"
"s9746","pol","Brałem udział w podobnym zadaniu - badanie polega (wykonuje się je raz na semestr) na testowaniu intuicji związanych z problemami filozoficznymi wśród studentów (pojawiło się tam między innymi analogiczne zadanie do tego z budynkami i tornadem)"
"s9767","pol","Nie"
"s9768","pol","W takim jak to, nie. W prostszych testach wyboru."
"s9772","pol","Uczestniczyłam w ankietach badających myślenie hipotetyczne. Też trzeba było oceniać, czy bohater historyjki wie coś na pewno, czy raczej mu się wydaje."
"s9912","pol","Tak, trzykrotnie uczestniczyłam w podobnym badaniu, również były prezentowane historyjki a następnie trzeba było zaznaczyć w jakim dużym stopniu jesteśmy przekonani co do słuszności stwierdzeń."
"s9939","pol","nie"
"s9949","pol","Uczestniczę regularnie w cyklicznym badaniu dr Kuś z UW, w którym bada rozwój intuicji filozoficznych u studentów filozofii. Daje im podobne historyjki jak te z tego badania do ocenienia (np.jeśli dobrze kojarzę, to jest tam ta z makietą stodoły)"
"s10001","pol","Nie"
"s10002","pol","trochę podobne wydaje mi się badanie prowadzone przez dr Kuś, tam też są historyjki i trzeba oceniać coś tam, już nie pamiętam co dokładnie
i na pewno była tam podobna historyjka z jeżdzeniem przez wieś i domami, ktore sa tak naprawde kartonami udającymi domy, i tam ta historia i pytania do niej mają sens!"
"s10141","pol","nie"
"s10183","pol","nie"
"s10210","pol","nie"
"s15760","pol","Nie"
"s15764","pol","nie"
"s15768","pol","Nie."
"s15769","pol","Nie "
"s15778","pol","coś podobne było na semantyce eksperymentalnej, tylko nie uczestniczyliśmy, a czytaliśmy o innych badaniach"
"s15780","pol","Tak. Badanie było na uniwersytecie w czasach przedpandemicznych. Polegało na wybraniu jednej z trzech odpowiedzi- trolley problem. "
"s15783","pol","Nie"
"s15790","pol","Nie"
"s15802","pol","nie"
"s15806","pol","Nie."
"s15807","pol","Tak, też dotyczyło intuicji językowych, było chyba elementem pracy licencjackiej studentów kognitywistyki."
"s15813","pol"," nie"
"s15814","pol","Uczestniczyłem w badaniu, które miało na celu, że tak się wyrażę, rozwijanie spostrzegawczości socjalnej, rozwijanie empatii i rozwiązywania problemów wynikających ze ścierania się ze sobą różnych kultur, języków, itd."
"s15816","pol","nie"
"s15821","pol","Nigdy."
"s15822","pol","Nie"
"s16253","pol","Nie"
"s16270","pol","Nie"
"s16302","pol","ankieta cech osobowościowych na studia psychologii"
"s16304","pol","Nie."
"s16508","pol","Nie"
"s16518","pol","Uczestniczyłem w kilku badaniach polegających na przeczytaniu krótkiej historii i odpowiedzi na pytania, z tego co pamiętam wszystkie z nich dotyczyły jednak oceny wiarygodności świadków przestępstw."
"s16949","pol","Nie, ale omawialiśmy to zagadnienie na zajęciach "
"s17035","pol","Nie"
"s17040","pol","Nie. "
"s17316","pol","Nie"
"s18166","pol","Nie :)"
"s18726","pol","Nie"
"s19185","pol","nie pamiętam"
