"id","survey_lang","purpose"
"s20156","hun","értelmezési kísérletek és mik azok a szövegtani tényezők, amelyek befolyásolják"
"s20157","hun","Szerintem a szövegértést mérték ezzel, hogy ki mennyire figyel oda a részletekre, illetve azt nézték, hogy a két jelentésű mondatokat ki hogy értelmezi."
"s20159","hun","Az ember szövegértési és precepciós képességeit mérték fel"
"s20160","hun","A nyelvhasználatot vizsgálja"
"s20163","hun","Olvasás közben figyelem"
"s20164","hun","Talán az, hogy az információ hiánya egy számunkat érdeklő dologról az kinek a """"""""hibája"""""""", balszerencse (mint az álházaknál) vagy nem elég alapos munka (mint Durell esetében). De az is lehet hogy a megvezethetőségre próbál rávilágítani a kutatás."
"s20165","hun","Más emberek hogyan látják azokat a helyzetek, amiket mások biztosan állítanak, hogy 
úgy van"
"s20169","hun","Szerintem a célja,hogy felmérje,hogy az emberek mennyire gondolják tudatosnak a cselekedeteiket, és, hogy rájöjjünk sok minden amit úgy hiszünk, hogy tudunk valójában lehetséges,hogy hamis információ.
"
"s20173","hun","tudás, meggyőződés, tapasztalás, hit"
"s20174","hun","Talán az emberi megfigyeléshez lehet köze."
"s20177","hun","Véleményem szerint ennek a kutatásnak a célja az, hogy megmutatja, hogy egy történeten keresztül hogy értelmezzük a nyelvet és annak segítségével a szereplők gondolodását."
"s20179","hun","Véleményem szerint a kutatás célja a szövegek értelmezése, és a szövegek által kiváltott érzelmek, reakciók mérése."
"s20181","hun","Megtudni azt, hogy az emberek milyen nézőpontból veszik figyelembe az emberek véleményét, hiszen ha valaki egy adott igaz informéáció hiányéban van, akkor véleménye szerint igaz az az állytás, amire az információ tudtával hamissal válaszolna. "
"s20187","hun","Talán, hogy mennyire lehet összezavarni a gondolkodást és a történet követhetőségét plusz (esetleg a kérdések szempontjából irreleváns) információkkal."
"s20189","hun","a kísérletben részt vevő alanyok, hogyan dolgozzák fel (észlelik, érzekelik) az olvasott szöveget"
"s20191","hun","Mennyire vagyunk biztosak magunkban, mennyire vagyunk befolyásolhatóak? "
"s20195","hun","hogy vizsgálják az emberek értő olvasását"
"s20197","hun","Szerintem a célja a megfelelő szövegértés felmérése."
"s20198","hun","nem tudom"
"s20200","hun","Kideríteni, hogy meg lehet e ítélni emberek cselekedeteit, gondolatait olyan információ birtokában amivel ők maguk nem rendelkeznek."
"s20203","hun","Szerintem egyrészt a kísérletnek az volt a célja, hogy felmérje, hogy hogyan értelmezzük az adott szövegeket, szövegrészleteket és az ezekben szereplő adatok alapján hogyan és mi alapján válaszolunk az eldöntendő kérdésekre."
"s20207","hun","Valami olyasmi, hogy a véledekéseket mi alapján tekintjük igaznak vagy hamisnak, hogy a külső körülmények vagy az amit az adott személy gondol határozza-e meg."
"s20208","hun","különbségtétel a nyelv árnyalt részei között, nagyon vékony a jég a """"""""tudja"""""""" és az """"""""úgy gondolja, hogy tudja"""""""" között"
"s20209","hun","Szerintem a kísérlet célja, hogy megállapítsuk, hogy az emberek mennyire tudnak azonosulni a szövegekben szereplő személyekkel."
"s20216","hun","a különböző nyelvek ugyan azon szó jelentésbeli különbségének vizsgáata"
"s20217","hun","Az a célja, hogy megvizsgálja, hogy az emberek hogyan értelmeznek különböző szövegeket, különböző kontextusokba téve."
"s20218","hun","különböző helyzetekben ugyanúgy gondolkodunk e, ugyanúgy írnánk e le az adott helyzetet"
"s20220","hun","Célja, hogy megállapítsa, hogy az emberek mennyire másképp dolgoznak fel szövegeket. Mennyire gyorsan, mennyire akaposan és hogyan tudják azokat értelmezni, majd véleméynüket kifejezni a szövegekhez kapcsolódó kérdésekben."
"s20221","hun","Az információ kétoldala"
"s20226","hun","Tudatelmélet vizsgálata?"
"s20230","hun","Részben szerintem azt vizsgálja ez a kísérlet, hogy a résztvevők mennyire képesek megkülönböztetni a szövegben a látszatra és a valóségra utaló információkat, és hogy képesek-e helyesen értelmezni őket."
"s20232","hun","Véleményem szerint a kísérlet célja az volt, hogy kiderüljön, mit gondolnak az emberek a tényleges tudásról. Azt jelenti tudni valamit, hogy helyes információk birtokában vagyunk. vagy azt, hogy ha hamis is az információ, melynek birtokában vagyunk, de meggyőződésünk, hogy igaz, akkor az valóban tényleges tudás-e."
"s20233","hun","Az, hogy egy történet elolvasása után mennyire tudunk reálisan válaszolni és dönteni."
"s20235","hun","..."
"s20236","hun","Szövegértési - memória képességek mérése talán, de nem vagyok biztos"
"s20240","hun","Mennyire tud az ember összefüggéseket látni, és továbbgondolni olyan dolgokat, maik nincsenek kimondva."
"s20241","hun","Logikus gondolkodás felmérése"
"s20242","hun","Hogy mennyiféleképpen tudunk értelmezni egy szöveget, milyen fajta különbségek vannak 1-1 történet között"
"s20244","hun","Figyelem, koncentráció mérés, szövegértelmezés, mennyire figyelnek arra az emberek amit olvasnak és hogyan emlékeznek rá"
"s20246","hun","a szövegfeldolgozás"
"s20247","hun","A helyes szövegértés és gondolkodás vizsgálata"
"s20248","hun","Hogy felmérje az emberek szövegértési képességeit. Majd tesztelje, hogy megfelleően értelmeztünk-e adott mondatokat, megértettük- e a mondanivalóját és egyértelműen meg tudjuk-e válaszolni a szöveg tartalmáról feltett kérdéseket."
"s20249","hun","Véleményem szerint az, hogy ki hogyan tud feldolgozni egy-egy szöveget, miként dolgozza fel az információkat."
"s20253","hun","Megfigyelni, hogy a tudásunk és a szavaink használata mennyire állnak összhangban egymással."
"s20254","hun","A kutatás során megismerjük a résztvevők különböző szempontjait, világlátását, felfogását.  "
"s20255","hun","A gondolkodás vizsgálata: tudásnak vagy vélekedésnek tulajdonítjuk-e mások gondolatait úgy, hogy közben mi """"""""beavatottként"""""""" háttérinformációkkal rendelkezünk a kontextusról."
"s20257","hun"," A kutatás célja valószínűleg az lehet, hogy egy adott információmennyiséget az agyunk hogyan dolgoz fel a már meglévő tapasztalataink és tudásunk alapján. "
"s20258","hun","Mennyi információ marad meg az emberekben egy szöveg egyszeri elolvasása után, és azokat mennyire tudják hasznosítani, mikor következtetéseket kell levonni."
"s20259","hun","Talán, hogy mennyire vagyunk képesek értelmezni egy adott szöveget, amit külső tényezők befolyásolhatnak a tudtunk nélkül. "
"s20260","hun","felderíteni hogy az emberek miképp értelmeznek egy adott szöveget, hogy miket lehet a nagy többség szerint félreérteni"
"s20262","hun","Felmérni, hogy az ember hogyan kezeli a feltevés és a tudás közti különbséget, hogy reflektál a helyzetre és a helyzetről alkotott gondolataira külső szemlélőként, és hogy viszonyul a belső szemlélő gondolatmenetéhez. Úgy sejtem, a kognitív pszichológia területén kutat."
"s20263","hun","A kísérlet azt méri, hogy: 
milyen figyelmesen olvasnak az emberek
mennyire torzítják el az olvasott információt -> azaz milyen mértékben alakítanak ki álemlékeket"
"s20267","hun","Nyelvi értelmezés, figyelem."
"s20271","hun","Tudatosság és 2 hasonló fogalom közti különbség megtalálása"
"s20274","hun","Valami olyasmi lehet, hogy hol van a határ aközött, hogy valaki biztosan tud valamit, és csak azt hiszi, hogy tud valamit."
"s20275","hun","Megpróbálja felhívni a figyelmünket arra, hogy az amit látunk nem biztos, hogy mindig az, amit hiszünk, hogy látunk."
"s20276","hun","Nem tudom"
"s20279","hun","A kísérlet célja az lehetett, hogy meg tudják vizsgálni, hogy az emberek hogyan értelmeznek különböző szövegeket. "
"s20281","hun","Az, hogy többet megtudjon az ember gondolkodásmódjáról, hogy miképp állít fel hipotéziseket, miről mit hisz."
"s20282","hun","a mentalizációt juttatta eszembe, a válaszadásnál nem volt biztos abban, hogy az én szemszögemből kell-e megválaszolni a kérdést vagy a történetben szereplő karakter nézőpontjából. 
"
"s20284","hun","Véleményem szerint azzal lehet kapcsolatban, hogy a szövegkörnyezet mennyiben befolyásolja az emberek hiteles információról alkotott képét."
"s20289","hun","Felmérni, hogy ez emberek mennyire értelmzik logikusan, amit olvasnak"
"s20292","hun","Valamilyen szövegértelmezéssel kapcsolatos"
"s20294","hun","szövegértés"
"s20298","hun","Véleményem szerint a szövegkörnyezet hatását vizsgálják abban a vonatkozásban, hogyan hat az emberek hiteles információról alkotott képére."
"s20299","hun","Véleményem szerint, a kutatás egyik legfontosabb célja a lakosság nyelvi képességeinek felmérése."
"s20302","hun","Olvasás utáni szövegértés felmérése"
"s20303","hun","az emberi itélőképességet méri fel"
"s20304","hun","Nem tudom pontosan. "
"s20306","hun","Felhívja az emberek figyelmét arra, hogy az amit látunk nem feltétlen valódi/ az aminek tűnik."
"s20309","hun","Valamilyen kapcsolatot keres az ésszerű és ésszerűtlen dolgok között?"
"s20310","hun","Vizsgálja, hogy a nyelvhasználatunkkal, a beszédünkkel mennyire szeretünk magabiztos kijelentéseket tenni, még akkor is ha valójában nem lehetünk biztosak ezen állításokban, mert nem ismerjük az állítás tárgyának minden apró részletét."
"s20312","hun","Mekkora szerepe van a hozzáértésnek, tapasztalatnak."
"s20313","hun","Szövegértés és gondolkodás felmérése"
"s20315","hun","Felmérni azt, hogy hogyan értelmezünk egy szöveget, mennyire értjük meg."
"s20316","hun","Tanácstalan vagyok, deha válaszolnom kell a kísérleten résztvevők szövegértését vizsgálja."
"s20317","hun","Valószínűleg az, hogy a szövegből ki lehet e szűrni, hogy a szereplő(k) valamit biztosan tudnak vagy csak azt hiszik, hogy tudják. A tudás és a látszat közötti különbség felmérése. "
"s20319","hun","A szövegben olvasott információk mennyire befolyásolják az egyes történeteknél a válaszokat."
"s20320","hun","A szavak kritikus értelmezése, az igazságérzet"
"s20321","hun","Emberi gondolkodás; igaz-e attól valami, hogy igaznak véljük?"
"s20323","hun","Valami azzal kacspolatban, hogy mennyire lehet biztos az ember a dolgában ha hamis vagy helyes információk birtokában van, de laikus az adott helyzetben."
"s20324","hun","Úgy gondolom nem a történetek és az arra adott válaszok a legfontosabb része a kísérletnek hanem az utána következő rész."
"s20325","hun","Talán a szövegismeret, vagy az egyének különböző nézőpontjainak megismerése"
"s20326","hun","Felmérje, hogy az emberek hajlandóak-e beismerni azt, hogy semmiről sem tudhatnak mindent biztosan, még akkor sem, ha azt hiszik igen."
"s20327","hun","Hogy az emberek mennyire tudnak különbséget tenni az igazság és az általuk mindennapokban tapasztalt körülmények között?"
"s20331","hun","Hogy felmérjék az emberek szövegértelmezési képességeit."
"s20333","hun","Az emberek olvasott szöveg utáni megértését hivatott mérni."
"s20334","hun","Annak a felmérése, hogy mennyire lehet manipulálni embereket."
"s20336","hun","Nem tudom mi a célja"
"s20337","hun","Talán a vélt tudáshoz, illetve a véletlenekhez, a vak szerencséhez van köze a kísérletnek. "
"s20338","hun","Úgy gondolom talán a funkcionális szövegértés."
"s20342","hun","Szövegértés mechanizmusát, vagy esetleg, hogy egy ilyen összetettebb feladatnál, ami koncentrációt igényel, a kitöltő személy mennyire motivált a kutatók segítésére, arra, hogy jó teljesítményt nyújtson. "
"s20343","hun","Szerintem az a célja a kutatásnak, hogy felderítsen egyes részleteket arról, hogy az emberek gondolkodása hogyan fejeződik ki a nyelvben."
"s20345","hun","Szövegértés, szövegértelmezés"
"s20346","hun","A célja, hogy felderítse szövegértési készségünket, illetve a theory of mind konstruktumát mérheti."
"s20351","hun","Nyelvi minták felállítása"
"s20353","hun","Az értő olvasás lemérése. "
"s20354","hun","Talán a vélt tudáshoz, a vak szerencséhez, illetve a véletlenekhez kapcsolódik a kísérlet."
"s20356","hun","Felmérni az emberek szövegértési és nyelvi képességét egyszeri elolvasás után. "
"s20358","hun","Mit és hogyan vélünk valóságosnak az információ birtokában."
"s20359","hun","döntéshozatal, szövegértés, nyelvi értelmezések, fogalmazási különbségek jelentősége"
"s20360","hun","Felmérni, hogy az emberek mennyire tudnak különbséget tenni a valódi tudás és a naív tudás között"
"s20362","hun","Felmérni, hogy milyen következtetéseket lehet levonni többféleképpen értelmezhető szövegekkel/jelenségekkel kapcsolatban, és hogy az emberek milyen szívesen foglalkoznak ilyesmivel."
"s20363","hun","felmérni, hogy mennyire siklunk át bizonyos információk felett, illetve mennyire fejlett a kísérleti csoport szövegértelmezési képessége- amennyiben ez elmarad más kísérleti csoportokétól, kideríteni az okot."
"s20364","hun","A kísérlet talán a vélt tudáshoz, a vak szerencséhez, illetve a véletlenekhez kapcsolódik. "
"s20365","hun","asd"
"s20366","hun","hogy jobban megértsék, hogyan gondolkodnak az emberek a másik személy gondolkodásáról (mentalizálás)"
"s20367","hun","Figyelem és koncentráció vizsgálata, valamint az információk helyes kiszűrése."
"s20369","hun","Az emberek figyelmének, szövegértéslnek megfigyelése különböző stresszes/ideges vagy épp nyugodt állapotukban"
"s20370","hun","Az emberek értelmezését megvizságlni."
"s20372","hun","Figyelem, értő olvasás és szövegértés mérése"
"s20375","hun","Egyes szituációk megítélése mennyire különböző lehet egyénenként."
"s20377","hun","Annak kutatása, hogy mi az emberek véleménye, gondolata olyan helyzetekben, amikor ők tudják, hogy valami csalás történt vagy történhetett, de más emberek viszont nem tudják ezt."
"s20380","hun","Azt megtudni, hogy más emberek hogy gondolkodnak arról, hogy mások hogyan gondolkodhatnak, ha ezek az emberek már bíztos információ birtokában vannak a másikkal ellentétben. "
"s20381","hun","Ez a kutatás kíváncsi az emberek határozottságára, ok-okozati összefüggés megtalálására, és az emlékezet, memória fejlettségi szintjére. "
"s20383","hun","Talán, hogy a különböző információk szubjektíven mennyire bizonytalanítják el az ítélőképességet."
"s20384","hun","Továbbgondoljuk a dolgokat, még ha azok nincsenek is szó szerint leírva."
"s20386","hun","A hamis vélekedés és annak tudatossága és felmérése"
"s20387","hun","Logikia és szövegértési feladatnak tűnik de az egyyéni nézőpont, a szubjektivitás kérdését is vizsgálhatja (főleg a képesség vs (bal) szerencse kérdések. "
"s20389","hun","Szövegértés és asszociálás"
"s20390","hun","Olyan helyzeteket vizsgál, melyekben a személyek a nem megfelelő információk, vagy a helyzetek alakulása miatt téves információk alapján döntenek."
"s20391","hun","Talán a mások szemszögéből való gondolkodás és a saját tudatunk vizsgálata lehet a cél."
"s20393","hun","Nem tudom mi a célja. "
"s20398","hun","Kideríteni, hogy az ember mit vesz úgy, hogy tud és mi az amit csak gondolja, hogy tudja, de nem biztos benne."
"s20402","hun","Rengeteg gondolatom van ezzel kapcsolatban, de nem tudom rendesen megfogalmazni."
"s20404","hun","koncentráció felmérés,részletekre figyelés felmérése,elnagyolt-e  az olvasás"
"s20405","hun","A figyelem irányítása részek és egész között. Bebizonyítani ,hogy mennyire képes az ember elhatárolni a látszatot a valóságtól."
"s20406","hun","Az emberek hozzáállásának vizsgálata a külső tényezőkről. Hányan gondolják hogy felelősek olyan meggyőződésért amikor nem ismerhetnek minden tényezőt."
"s20408","hun","Gondolom a szövegértelmezéshez van köze a kutatásnak."
"s20409","hun","Felmérni azt, hogy mennyire hisszük azt, hogy a minket körülvevő világ valódi"
"s20412","hun","nem tudom"
"s20414","hun","Felmérni, hogy mennyire tudjuk értelmezni egy-egy szöveg alapján objektíven a tényeket, nehéz helyzetekben felismerjük-e, hogy egy adott tudás tényleg bizonyos-e és képességek miatt határozták meg az állítást, vagy csak szerencséjük volt, és éppen beletrafáltak. Több esetben is lehet igaza valakinek, akkor is, ha csak véletlen, de rengeteg körülménytől és tényezőtől függ, hogy valaki tapasztalatai alapján igaznak gondolt dolog tényleg igaz-e."
"s20416","hun","A kutatás célja az lehet, hogy képet kapjanak a kutatók arról, hogy az emberek mit tartanak fontosnak egy szövegben, mi ragadja meg a figyelmüket és mire asszociálnak ebből."
"s20417","hun","Szövegértés felmérése."
"s20420","hun","Szövegértés és logika kapcsolata"
"s20422","hun","Szövegértés, logikus gondolkodás vizsgálata."
"s20423","hun","nem tudom"
"s20424","hun","Véleményem szerint a kísérlet célja az volt, hogy feltárják azt, hogy az emberek mennyire tudnak a kisebb részletekre figyelni egy adott szövegben. "
"s20425","hun","Szövegek különböző értelmezése és az olvasóra hatott hatása."
"s20426","hun","Az érzékelt valóság, és a valódi valóság kapcsolatát vizsgálta a befogadó tükrében."
"s20428","hun","Szerintem, köze lehet a megítéléshez és a látszathoz talán még a kritikus gondolkodáshoz is. Több szempontból kell megvizsgálnunk egy szituációt, történést, hogy valódi képet kapjunk róla. Nem mindig az a valós, amit elsőre annak gondolunk és látunk."
"s20432","hun","Talán az, hogy felmérje, az alanyok képesek-e különbséget tenni az első kettő és az utolsó szöveg között, hiszen az utolsó nem valódi hibáról szólt, a szomjas jellemző csak egy kiegészítés, nem változtatja meg az állatot. Talán még a többszörös tudatelmélet megértését is vizsgálják."
"s20436","hun","Az észlelés tudatossága és a nyelv kapcsolata vélhetően."
"s20440","hun","Megfigyelni, hogy az emberek mit látnak egy történet mögé, úgy hogyha vannak olyan ismereteik, amik a történet szereplőinek nincsenek."
"s20442","hun","Véleményem szerint a kutatás célja az, hogy felmérje, hogy egy szöveg olvasása közben mennyire tud értően olvasni az ember, majd az olvasottak alapján viszonylag helyes választ adni."
"s20443","hun","Hogy megfigyelje, mennyire vagyunk képesek figyelni és emlékezni. részletekr, a szöveg értelmezésére, és tudunk-e a nézőpontok között váltani."
"s20444","hun","Valószínűleg az, hogy külső szemlélőként hogyan ítélünk meg adott helyzeteket, amelyeknek a teljes hátterét (az igazságot) tudjuk."
"s20445","hun","Úgy gondolom, hogy az a célja,hogy megnézzék az emberek mennyire figyelnek a szövegre és a részletekre."
"s20446","hun","Azt gondolom, hogy a kutatás célja az volt, hogy a kutatók képet kapjanak arról, hogy az emberek egy szövegből mit ragadnak ki és mit tartanak fontosnak."
"s20449","hun","Különböző leírások alapján mennyire tudjuk megállapítani mások meggyőződéseit."
"s20451","hun","Emberek gondolkodásának kutatása"
"s20457","hun","A nyelvi működés vizsgálata, a bennünk kialakult benyomások vizsgálata a különböző szövegek olvasása után."
"s20459","hun","A történetekben olvasott vélemény és valóság feldolgozása."
"s20465","hun","Felismerni a különböző emberek látásmódját egy kiragadott szövegrészletből."
"s20466","hun","Szerintem az emberek véleményalkotó és szövegértési tulajdonságait vizsgálták különböző """"""""biztosságú"""""""" szövegekben. (Nem tudom, milyen szóval lehetne jellemezni a szövegeket.)"
"s20467","hun","Az lehet a célja, hogy kiderítse, hogy mennyire hagyjuk becsapni magunkat az első benyomásunktól"
"s20470","hun","Véleményem szerint a résztvevők szövegértését vizsgálja, illetve talán azt, hogy mennyire figyelnek oda a részletekre az olvasás során. "
"s20478","hun","Szövegértés vizsgálata"
"s20479","hun","Hogy az elbizonytalanító tényezők ellenére mennyire tudjuk megérteni a szöveget."
"s20480","hun","A kutatás célja felmérni, hogy a kutatásban részt vevők miként képesek szövegeket feldolgozni, illetve, ezek a szövegek miként hatnak rájuk. "
"s20483","hun","Talán az, hogy hasonló esetek, máshogy megfogalmazva, milyen gondolatokat váltanak ki másokból."
"s20488","hun","Talán az, hogy több szemszögből lehet megvizsgálni bizonyos eseményeket és nem minden mindig úgy igaz, ahogy mi látjuk. "
"s20491","hun","nem tudom"
"s20498","hun","Úgy gondolom, a kutatás a szavak döntéseinkre való hatását vizsgálja. "
"s20502","hun","Szövegértelmezés és nyelvhasználat vizsgálata. "
"s20503","hun","Az, hogy az emberek mennyire tudnak olvasni a sorok között, és hogyan tudnak értelmezni egy rövid, de információval teli szöveget."
"s20506","hun","Mennyire tudjuk felmérni azt, hogy mások mennyire vannak tisztába képességeikkel."
"s20507","hun","Annak a kutatása, hogy az olvasó mit gondol, mik lehettek a történet szereplőinek gondolatai a leírt szituációban úgy, hogy tud olyan információkról, amiről a történet szereplője nem."
"s20508","hun","kideríteni, hogy hogyan alkotunk véleményt általunk hitt dolgokról"
"s20511","hun","Talán, hogy hogyan értelmezünk bizonyos szövegeket. "
"s20514","hun","A nyelvi kifejezés megértése és kompetenciája"
"s20515","hun","Megfigyelni, hogy a kifejezés, más oldalról megközelítés, hogyan befolyásolja a felfogásunkat."
"s20517","hun"," - "
"s20518","hun","Felmérni, hogy a különböző megfogalmazások hogyan változtatnak a szövegértelmezés vélt és valós biztosságán."
"s20519","hun","Arra kereshette a választ, hogy a megkérdezettek milyen hatékonysággal képesek visszaidézni az olvasott információkat."
"s20520","hun","Hogy mennyire tudják az emberek megérteni a szöveget."
"s20521","hun","Ha elbizonytalanítjuk az embereket felesleges(nek tűnő) szöveg résszel, akkor mennyire képes kiszűrni a helyes válaszokat."
"s20526","hun","Szövegértés, logikai gondolkozás felmérése."
"s20527","hun","Kideríteni, hogy mennyire olvansak figyelmesen a vizsgált személyek és mennyire értik, amit olvasnak"
"s20528","hun","Azzal kapcsolatos lehet, hogy mennyire befolyásolható a véleményünk?.."
"s20530","hun","Tudatosság vagy figyelmesség vizsgálata"
"s20531","hun","Talán az, hogy megvizsgálják, milyen információkat emel ki egy-egy ember egy ilyen típusú szövegből. Hogyan befolyásolja, hogyan tudja befolyásolni a szöveg (vagy esetleg az utána feltett kérdés?) azt, amit utána gondolunk a tartalmával kapcsolatban."
"s20533","hun","nem tudom
"
"s20534","hun","A látszat- valóság megkülönböztetésének mérése"
"s20535","hun","Azt gondolom, hogy a szövegértést tűzte ki célul a kísérlet, illetve azt, hogy mennyire olvasnak felszínesen az emberek."
"s20536","hun","a gondolkodás megértése, vizsgálata"
"s20537","hun","Megfigyelni, az emberek mennyire feltételeznek rosszat az emberekről egy kis történet, párbeszéd alapján."
"s20539","hun","Szerintem a kísérlet a szövegértelmezési képességeket vizsgálta a legnagyobb mértékben. "
"s20540","hun","Hogy mennyire képes az ember a rengeteg felesleges információ közül kiszűrni a lényegeset és vajon a sajátos hit mennyire befolyásolja az embert (pl. Andrew apja amikor lakóházakra mutatott és azok csak álházak voltak)."
"s20541","hun","Feltételezem episztemológiai jellegű, a tudás-percepciót vizsgáló kutatás (vagy ez, vagy megértést / íréskészséget). Lehetséges, hogy vak vagyok (vagy akár betudható annak, hogy pusztán csak átszaladtam a szövegeken), vagy akár """"""""fordítási hibának"""""""", de emlékeim alapján a 3. történet utolsó bekezdése ellent-mondd a megfogalmazott válaszlehetőségeknek."
"s20546","hun","Mennyi különbség van a között, hogy az emberek mit látnak, tapasztalnak, érzékelnek és mi az igazi történet."
"s20547","hun","Az odafigyelés, a logikus gondolkodás és a történetek sikeres elvonatkoztatása egymástól."
"s20548","hun","Véleményem szerint az emberek rövidtávú memóriáját, figyelmét és értelmező készségét figyelhetik meg."
"s20549","hun","Nem csak a kísérleti alanyok memóriáját kutatja, hanem azt is hogy mennyire pontosan olvassák el az adott szövegeket. "
"s20550","hun","Azt vizsgálja, hogy mennyire figyelmesen olvassa el az ember a szöveget, és hogy képes-e a történet főszereplője által birtokolt információ helyességéről gondolkodni "
"s20551","hun","Általános szövegértés és felületes vagy alapos olvasás/értelmezés jellemző-e rád."
"s20552","hun","Milyen érzéseket vált ki belőlünk, ha nem vagyunk biztosak a válaszainkban, mivel azok nézőpont kérdései."
"s20555","hun","Felmérni a kitöltők értelmezési készségeit."
"s20557","hun","Hogy különböző információk tudatában az emberek máshogy gondolkodnak egy helyzetről. Én pl. aki tudtam, hogy hamis lakóházakat néztek, máshogy reagáltam a történtekre, mint azok,akik szerepeltek benne."
"s20563","hun","információhiány esetén mennyire bízhatunk meg a tudásunkban"
"s20564","hun","Véleményem szerint az, hogy a kutatásban résztvevők gondolkodását, értelmezési képességeiket vizsgálják."
"s20565","hun","A kitöltők mennyire olvasssák el alaposan a szövegeket."
"s20566","hun","Az olvasott szöveg alapján ki milyen szemszögből közelíti meg az adott problémát."
"s20567","hun","Az lehet a célja, hogy megfigyelhessük, hogy egy szituációt milyen sokféle szempontból lehet nézni."
"s20568","hun","Megismerni az emberek donteshozatali logikajat."
"s20571","hun","Úgy gondolom, hogy az emberi figyelmet nézik."
"s20573","hun","Nyelvhasználatot kutatja"
"s20574","hun","Szövegértés elősegítése"
"s20575","hun","Megérteni hogyan értelmeznek az emberek egy szöveget"
"s20579","hun","Talán azt kutatják, a leírás függvényében mennyire tulajdonítanak az emberek hamis vélekedést a szereplőknek."
"s20580","hun","Ez csak tipp, de általában nem jól tippelek: naiv tudatelmélet"
"s20581","hun","Véleményem szerint a kutatás célja a hamis vélekedés vizsgálata."
"s20585","hun","Nyelvhasználattal kapcsolatos felmérés"
"s20590","hun","Hogy mennyire befolyásol minket az igazság tudása. A figyelmességre is"
"s20591","hun","az emberek szövegolvasás közbeni figyelését méri fel"
"s20592","hun","Egyrészről az, hogy milyen figyelmesen olvassa az alany a szöveget, mivel a történet rövid, lehet olyan, hogy az ember csak """"""""átfutja"""""""", így a lényegi információkat összecseréli, illetve meg sem jegyzi. Másrészről gondolom cél az is, hogy kiderüljön, milyen ítéletet hoznak meg az alanyok azoknál a kérdéseknél, ahol a válaszadás szubjektívebb."
"s20596","hun","El lehet-e bizonytalanítani az embereket ellentétes információkkal? Mit gondolunk igaznak, az objektív valóságot, vagy azt, amiről nem tudjuk hogy nem igaz."
"s20597","hun","Esetleg az, hogy mennyire vagyunk tudatában cselekedeteinknek, illetve hogy csak mennyire gondoljuk, hogy tudatában vagyunk."
"s20600","hun","Azt gondolom, hogy a kísérlet célja annak a vizsgálása, hogy mennyire olvasnak figyelmesen az emberek, illetve mennyire könnyen félrevezethetőek."
"s20602","hun","Az emberek mennyire figyelnek arra amit olvasnak. Mennyire tudnak visszaemlékezni egyszer elolvasott történetekre."
"s20604","hun","Hogy az emberek mennyire figyelnek oda az olvasott szövegekre és annak részleteire"
"s20606","hun","Talán ahhoz kapcsolódhat, hogy egy-egy szövegben a megadott információk és bizonyos szavak használatával milyen gondolatokat ébreszthetünk az olvasóban, hogyan befolyásolhatjuk őket. "
"s20607","hun","Az emberek szövegértésének mérése"
"s20610","hun","Talán az, hogy felmérjük, hogy az emberek adott körülmények között mennyire találják mások véleményét ésszerűnek/helyénvalónak"
"s20613","hun","Hogy egy történet megfogalmazása, illetve annak körülményei mennyire befolyásolják a megfigyeléseinket."
