StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,consent,d_knows_1,d_fake,d_fake_DO,d_reasonable_1,d_right,d_right_DO,d_ability_1,d_situation,d_situation_DO,d_responsibility_1,g_knows_1,g_fake,g_fake_DO,g_reasonable_1,g_right,g_right_DO,g_ability_1,g_situation,g_situation_DO,g_responsibility_1,e_knows_1,e_fake,e_fake_DO,e_reasonable_1,e_right,e_right_DO,e_ability_1,e_situation,e_situation_DO,e_responsibility_1,age,gender,gender_3_TEXT,country_now,country_now_2_TEXT,country_birth,country_birth_2_TEXT,ethnicity,ethnicity_7_TEXT,lvl_edu,english,purpose_study,impression_study,similar_study,pay,enjoy_study,nervous_study,difficult_study,boring_study,tiring_study,quickly_study,regularly_study,selfcons_study,motivated_study,important_study,aim_study,comment_study,workerId,assignmentId,hitId,FL_85_DO,FL_78_DO,FL_41_DO,FL_50_DO
4/20/20 13:02,4/20/20 13:10,IP Address,*******,100,461,TRUE,4/20/20 13:10,R_1LFmlYxhe8Wezue,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,100,right,wrong|right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",0,0,fake,fake|real,100,wrong,right|wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",0,0,diamonds,diamonds|cubic zirconium stones,100,right,wrong|right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",0,30,Female,-99,United States,-99,United States,-99,"East or Southeast Asian / Pacific Islander (e.g. from Japan, China, Korea, Vietnam, Thailand, Philippines, native Hawaiian)",-99,"4-year college degree (B.A., B.S.)",Very well,None,None,No,6Very satisfied,1. I enjoyed the study a lot,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,9. I did not find the study activity boring at all,9. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,9. I was not trying to work out the aim of the study during my participation,No,*******,*******,*******,FL_94|FL_93|FL_89,FL_90,FL_64,FL_70
4/20/20 13:02,4/20/20 13:10,IP Address,*******,100,466,TRUE,4/20/20 13:10,R_3JCLR8lHWWVzRNb,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,0,prairie dog,ground squirrel|prairie dog,83,wrong,wrong|right,44,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",0,0,real,fake|real,100,right,right|wrong,72,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",0,0,diamonds,diamonds|cubic zirconium stones,100,right,right|wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,42,Female,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,None,None,No,5,2,9. I was not nervous during the study at all,7,6,9. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,9. I was not trying to work out the aim of the study during my participation,none,*******,*******,*******,FL_94|FL_93|FL_89,FL_92,FL_62,FL_70
4/20/20 13:04,4/20/20 13:10,IP Address,*******,100,381,TRUE,4/20/20 13:10,R_cMdBijpmFN6m6mR,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,100,right,wrong|right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",0,80,fake,real|fake,72,wrong,right|wrong,70,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",0,0,diamonds,diamonds|cubic zirconium stones,100,right,wrong|right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",0,53,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,None,None,No,5,4,9. I was not nervous during the study at all,6,7,8,3,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,5. Not sure,3,9. I was not trying to work out the aim of the study during my participation,None,*******,*******,*******,FL_93|FL_89|FL_94,FL_90,FL_64,FL_70
4/20/20 13:05,4/20/20 13:10,IP Address,*******,100,315,TRUE,4/20/20 13:10,R_ysY1dX900HuRk1b,*******,*******,*******,*******,*******,*******,anonymous,EN,0.7,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,100,right,wrong|right,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",100,100,real,fake|real,100,right,wrong|right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,100,diamonds,cubic zirconium stones|diamonds,99,right,wrong|right,99,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",100,30,Male,-99,United States,-99,United States,-99,Black/African American,-99,"Master’s degree (M.A., M.S.)",Very well,None,NONE,NO,5,5. Not sure,9. I was not nervous during the study at all,8,7,8,7,8,9. I was not at all self-conscious of the responses I gave in this study,8,7,8,good,*******,*******,*******,FL_89|FL_93|FL_94,FL_91,FL_62,FL_69
4/20/20 13:02,4/20/20 13:10,IP Address,*******,100,472,TRUE,4/20/20 13:10,R_1EZjs5tS3VwDsLC,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,100,right,wrong|right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",0,0,fake,real|fake,79,wrong,wrong|right,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,20,diamonds,diamonds|cubic zirconium stones,20,right,wrong|right,78,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",77,33,Female,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,Interpreting stories and people's interpretations of those stories,None,No,4,3,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,6,9. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,6,-99,*******,*******,*******,FL_94|FL_89|FL_93,FL_91,FL_64,FL_68
4/20/20 13:04,4/20/20 13:10,IP Address,*******,100,402,TRUE,4/20/20 13:10,R_1FqXKpHxdof0NUX,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,80,I agree to participate in this study.,78,ground squirrel,ground squirrel|prairie dog,81,wrong,wrong|right,73,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",74,76,real,real|fake,75,right,right|wrong,49,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",67,70,cubic zirconium stones,cubic zirconium stones|diamonds,79,right,right|wrong,83,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",76,25,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Well,none,none,none,5,5. Not sure,7,9. I did not find the study tasks difficult to complete at all,8,7,9. I was not able to adjust to the study task quickly,6,8,9. I was not at all motivated to help make the study a success for the researchers,8,9. I was not trying to work out the aim of the study during my participation,good,*******,*******,*******,FL_89|FL_94|FL_93,FL_91,FL_64,FL_68
4/20/20 13:02,4/20/20 13:10,IP Address,*******,100,472,TRUE,4/20/20 13:10,R_307PfbuXgn2F8EV,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,30,ground squirrel,prairie dog|ground squirrel,84,right,wrong|right,92,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",57,0,fake,real|fake,100,wrong,right|wrong,65,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,23,diamonds,diamonds|cubic zirconium stones,91,right,right|wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",44,31,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,How people perceive various outcomes of stories.,none,no,4,6,3,3,6,6,4,2,2,2,3,4,-99,*******,*******,*******,FL_93|FL_89|FL_94,FL_91,FL_64,FL_68
4/20/20 13:02,4/20/20 13:10,IP Address,*******,100,487,TRUE,4/20/20 13:10,R_WpzdzN6Dy5ykCB3,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,97,ground squirrel,ground squirrel|prairie dog,99,right,wrong|right,3,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",100,6,fake,real|fake,100,wrong,right|wrong,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",70,75,diamonds,diamonds|cubic zirconium stones,90,right,wrong|right,60,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",25,32,Female,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,Judging responsibility ,None,No,6Very satisfied,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,*******,*******,*******,FL_89|FL_94|FL_93,FL_91,FL_64,FL_68
4/20/20 13:05,4/20/20 13:10,IP Address,*******,100,353,TRUE,4/20/20 13:10,R_dmAnRqm65kk74n7,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,95,ground squirrel,ground squirrel|prairie dog,100,right,right|wrong,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",0,35,real,real|fake,100,right,wrong|right,75,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",5,0,cubic zirconium stones,diamonds|cubic zirconium stones,90,wrong,wrong|right,75,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",20,32,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,To understand what factors influence people's perceptions about knowledge vs. belief.,None,No,4,6,9. I was not nervous during the study at all,7,7,8,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,6,1. I was strongly motivated to help make the study a success for the researchers,2,4,-99,*******,*******,*******,FL_89|FL_93|FL_94,FL_90,FL_66,FL_69
4/20/20 13:06,4/20/20 13:11,IP Address,*******,100,288,TRUE,4/20/20 13:11,R_cNLQPX9fcCWoq9X,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,51,ground squirrel,prairie dog|ground squirrel,100,right,wrong|right,51,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",0,50,fake,real|fake,100,wrong,wrong|right,51,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",51,100,diamonds,diamonds|cubic zirconium stones,100,right,right|wrong,51,Emma knows that she chose a necklace made of diamonds.,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",0,37,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,None,None,No,5,1. I enjoyed the study a lot,9. I was not nervous during the study at all,6,7,7,8,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,9. I was not trying to work out the aim of the study during my participation,n/a,*******,*******,*******,FL_89|FL_94|FL_93,FL_91,FL_64,FL_68
4/20/20 13:02,4/20/20 13:11,IP Address,*******,100,488,TRUE,4/20/20 13:11,R_b89Qty40F8sGDO9,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,29,ground squirrel,prairie dog|ground squirrel,78,right,wrong|right,86,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",30,26,fake,fake|real,84,wrong,right|wrong,69,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",21,35,diamonds,diamonds|cubic zirconium stones,75,right,right|wrong,64,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",22,33,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,none,none,no,5,3,7,7,7,7,8,4,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,8,no,*******,*******,*******,FL_93|FL_89|FL_94,FL_91,FL_64,FL_68
4/20/20 13:03,4/20/20 13:11,IP Address,*******,100,455,TRUE,4/20/20 13:11,R_1HntWrfWmlgD8rD,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,11,ground squirrel,prairie dog|ground squirrel,94,right,right|wrong,96,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",14,5,real,real|fake,95,right,right|wrong,97,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",23,11,cubic zirconium stones,diamonds|cubic zirconium stones,84,wrong,right|wrong,6,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",31,60,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,None,None,No,5,3,9. I was not nervous during the study at all,7,7,7,3,3,8,4,4,8,None,*******,*******,*******,FL_89|FL_93|FL_94,FL_91,FL_62,FL_69
4/20/20 13:04,4/20/20 13:11,IP Address,*******,100,396,TRUE,4/20/20 13:11,R_25ZsU3ld31zagyT,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,92,ground squirrel,prairie dog|ground squirrel,96,right,wrong|right,8,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",28,4,fake,fake|real,81,wrong,right|wrong,16,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",13,22,diamonds,cubic zirconium stones|diamonds,73,right,right|wrong,83,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",10,34,Female,-99,United States,-99,United States,-99,Black/African American,-99,"Master’s degree (M.A., M.S.)",Very well,None,None,No,6Very satisfied,3,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,9. I did not find the study activity boring at all,4,8,1. I have taken part in many research studies,5. Not sure,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,*******,*******,*******,FL_94|FL_93|FL_89,FL_90,FL_64,FL_70
4/20/20 13:06,4/20/20 13:11,IP Address,*******,100,243,TRUE,4/20/20 13:11,R_ywORhu7qLrsDFol,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,100,ground squirrel,ground squirrel|prairie dog,100,right,right|wrong,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",0,0,fake,fake|real,50,wrong,right|wrong,25,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,0,cubic zirconium stones,diamonds|cubic zirconium stones,77,wrong,wrong|right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",70,22,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,None,None,No,6Very satisfied,2,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,7,7,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,2,3,9. I was not trying to work out the aim of the study during my participation,-99,*******,*******,*******,FL_94|FL_93|FL_89,FL_90,FL_66,FL_69
4/20/20 13:04,4/20/20 13:11,IP Address,*******,100,432,TRUE,4/20/20 13:11,R_3NJoCKRegTydT13,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,33,prairie dog,prairie dog|ground squirrel,86,right,wrong|right,70,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",78,26,real,real|fake,79,right,wrong|right,93,Gerald knows that the house he is pointing at is a real house.,"Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",80,52,diamonds,diamonds|cubic zirconium stones,84,right,right|wrong,86,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",80,40,Male,-99,United States,-99,United States,-99,Black/African American,-99,"Master’s degree (M.A., M.S.)",Very well,The survey was very interesting,None,No,6Very satisfied,5. Not sure,9. I was not nervous during the study at all,7,8,7,8,9. I have never taken part in a research study before,7,8,7,8,The survey was very well,*******,*******,*******,FL_94|FL_93|FL_89,FL_90,FL_64,FL_70
4/20/20 13:02,4/20/20 13:11,IP Address,*******,100,503,TRUE,4/20/20 13:11,R_3PYzlsochljxHB7,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,0,prairie dog,ground squirrel|prairie dog,100,wrong,right|wrong,60,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.","Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",78,100,real,fake|real,100,right,right|wrong,85,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",67,90,diamonds,diamonds|cubic zirconium stones,100,right,right|wrong,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",59,30,Female,-99,United States,-99,United States,-99,Other,mixed race,"Master’s degree (M.A., M.S.)",Very well,none,none,no,6Very satisfied,3,9. I was not nervous during the study at all,7,7,7,1. I was able to adjust to the study task very quickly,3,3,4,5. Not sure,9. I was not trying to work out the aim of the study during my participation,none,*******,*******,*******,FL_93|FL_89|FL_94,FL_92,FL_62,FL_70
4/20/20 13:03,4/20/20 13:11,IP Address,*******,100,487,TRUE,4/20/20 13:11,R_3oMxSkMBlXLFjpv,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,78,ground squirrel,ground squirrel|prairie dog,80,right,wrong|right,35,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.|Darrel knows that the animal he saw is a red speckled ground squirrel.",26,30,fake,real|fake,35,wrong,right|wrong,68,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.","Gerald knows that the house he is pointing at is a real house.|Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",59,25,cubic zirconium stones,diamonds|cubic zirconium stones,76,wrong,right|wrong,75,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.","Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.|Emma knows that she chose a necklace made of diamonds.",26,50,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,None,The stories could have gone either way at the end,No,4,3,8,7,7,8,2,3,7,3,2,4,I do not,*******,*******,*******,FL_93|FL_89|FL_94,FL_90,FL_66,FL_69
4/20/20 13:02,4/20/20 13:11,IP Address,*******,100,512,TRUE,4/20/20 13:11,R_yDSpheNJ5Coj95L,*******,*******,*******,*******,*******,*******,anonymous,EN,0.9,,0,0,I agree to participate in this study.,79,ground squirrel,prairie dog|ground squirrel,93,right,wrong|right,8,Darrel knows that the animal he saw is a red speckled ground squirrel.,"Darrel knows that the animal he saw is a red speckled ground squirrel.|Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",0,89,real,real|fake,97,right,right|wrong,9,Gerald knows that the house he is pointing at is a real house.,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.|Gerald knows that the house he is pointing at is a real house.",0,79,diamonds,cubic zirconium stones|diamonds,93,right,right|wrong,59,Emma knows that she chose a necklace made of diamonds.,"Emma knows that she chose a necklace made of diamonds.|Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,39,Male,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,none,none,no,4,2,9. I was not nervous during the study at all,9. I did not find the study tasks difficult to complete at all,8,8,1. I was able to adjust to the study task very quickly,1. I have taken part in many research studies,9. I was not at all self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,-99,*******,*******,*******,FL_93|FL_89|FL_94,FL_92,FL_66,FL_68
