"id","survey_lang","previous"
"s4280","ger","Nein, habe ich nicht."
"s4285","ger","Nein"
"s4327","ger","ich habe schon einmal genau an der gleichen Studie teilgenommen"
"s4328","ger","Nein"
"s4332","ger","Nein"
"s4333","ger","Ja, ich musste schon einmal über ähnliche Situationen Einschätzungen abgeben. Allerdings weiß ich nicht mehr worum es in der Studie genau ging, weshalb ich auch hier den Zweck nicht erraten kann."
"s4337","ger","Nein."
"s4341","ger","ja
bisschen international zwischen LA und Emden"
"s4342","ger","Nein, das ist die erste Studie, an der ich teilgenommen habe. "
"s4349","ger","Nein"
"s4350","ger","Ja"
"s4351","ger","Ja, ich erinnere mich noch an den Diamanttext, der war aber in der anderen Studie anders als hier. Ich erinnere mich auch nicht, was der Zweck der früheren Studie war."
"s4354","ger","Nein."
"s4356","ger","Nein"
"s4357","ger","Nein"
"s4364","ger","Ja, wie bereits beschrieben war eigentlich genau das gefordert was hier auch gefordert war. Aber ich hab von da an bis jetzt nicht herausgefunden worum es geht und bin immer noch irritiert."
"s4368","ger","Nein"
"s4369","ger","Ich habe einmal an einer Studie teilgenommen, bei welcher verschiedene Filme mit emotionalen Themen gezeigt wurden (z.B. Tod) und danach musste man sich viele Wörter merken und diese wiedergeben."
"s4373","ger","Nein. "
"s4385","ger","nein"
"s4387","ger","Nein"
"s4400","ger","Nein"
"s4403","ger","Nein"
"s4503","ger","nein"
"s4505","ger","Nein"
"s4506","ger","nein"
"s4507","ger","Nein habe ich nicht."
"s4509","ger","nope"
"s4516","ger","nein"
"s4518","ger","nein"
"s4519","ger","Nein."
"s4523","ger","Nein nicht an einer ähnlichen, aber an vielen anderen."
"s4524","ger","Nein."
"s4529","ger","Nein bis jetzt waren es keine mit einer textanalyse, ehr videos bewerten oder Berechnungen"
"s4530","ger","Ja habe ich. Gefühlt war es fast die gleiche Studie obwohl ich das mit den reglern nicht kannte"
"s4533","ger","Nein."
"s4534","ger","Bisher nicht."
"s4535","ger","Nein."
"s4538","ger","Nein."
"s4540","ger","Nein."
"s4546","ger","Nein."
"s4560","ger","Nein"
"s4567","ger","Nein"
"s4569","ger","Nein, es war das erste Mal. "
"s4570","ger","Noch keine Studie zum Leseverständnis."
"s4572","ger","Ich habe noch nie an einer Studie teilgenommen."
"s4573","ger","Nein, ich habe an keiner ähnlichen Studie teilgenommen"
"s4574","ger","Nein, so in der Art noch nicht."
"s4575","ger","Nein"
"s4578","ger","Nein."
"s4581","ger","Ich habe noch nie an einer Studie teilgenommen."
"s4582","ger","Nein"
"s4584","ger","nein;)"
"s4586","ger","nein"
"s4589","ger","Nein"
"s4590","ger","Nein"
"s4591","ger","nein"
"s4599","ger","Nein"
"s4601","ger","Nein"
"s4676","ger","Nein"
"s4680","ger","Nein"
"s4685","ger","TEST delete data "
"s4686","ger","Nein"
"s4687","ger","Nein"
"s4690","ger","nein"
"s4695","ger","nein"
"s4700","ger","nein"
"s4701","ger","nein"
"s4706","ger","Nein"
"s4707","ger","Bisher nicht."
"s4708","ger","nein"
"s4709","ger","nein"
"s4711","ger","Nein"
"s4718","ger","nein"
"s4719","ger","Nein"
"s4721","ger","nein"
"s4723","ger","nein"
"s4730","ger","Nein"
"s4731","ger","Nein."
"s4732","ger","nein"
"s4734","ger","Nein"
"s4736","ger","nein"
"s4737","ger","ja"
"s4739","ger","nein"
"s4740","ger","nein"
"s4741","ger","Nein das ist meine erste Studie"
"s4742","ger","nein"
"s4743","ger","Nein"
"s4744","ger","nein"
"s4745","ger","nein"
"s4746","ger","Nein "
"s4747","ger","Nein"
"s4748","ger","Nein"
"s4749","ger","Nein. "
"s4751","ger","Merkfähigkeit, "
"s4760","ger","nein"
"s6163","ger","TEST"
"s7523","ger","ösldigh"
"s7525","ger","ölgbäwgt"
"s7526","ger","s.,djfgböwe"
"s7527","ger","sälifghaü9etp"
"s7528","ger","sldkgwhäqotir "
"s7782","ger","Nein"
"s7798","ger","Nein"
"s7858","ger","ja diverse"
"s7876","ger","nein"
"s7906","ger","nein"
"s7991","ger","Nein"
"s7992","ger","nein"
"s8155","ger","Nein"
"s8299","ger","nein"
"s8305","ger","nein"
"s8306","ger","Nein"
"s8308","ger","Nein."
"s8315","ger","Nein"
"s8323","ger","Nein"
"s8342","ger","Nein. Halte ich auch für Quatsch."
"s8358","ger","nein"
"s8367","ger","Nein"
"s8374","ger","Nein"
"s8377","ger","nein"
"s8379","ger","Nein"
"s8397","ger","nein"
"s8404","ger","nein"
"s8416","ger","Nein"
"s8429","ger","Nein."
"s8445","ger","handelt es sich um eine Blindstudie?"
"s8451","ger","Nein."
"s8469","ger","Nein"
"s8471","ger","Nein"
"s8492","ger","Nein"
"s8527","ger","Nein"
"s8562","ger","Nein"
"s8615","ger","Nein"
"s8662","ger","nein"
"s8692","ger","nein"
"s8746","ger","asd"
"s8774","ger","Nein"
"s10380","ger","Nein"
"s10394","ger","Nein "
"s10416","ger","Nein"
"s10434","ger","nein"
"s10440","ger","nein"
"s10443","ger","weiß ich nicht mehr"
"s10488","ger","nein"
"s10495","ger","Nein"
"s10516","ger","Nein"
"s10523","ger","nein"
"s10526","ger","Nein"
"s10543","ger","Nein"
"s10559","ger","Nein"
"s10662","ger","TEST"
"s10673","ger","nein"
"s10685","ger","Nein."
"s10688","ger","nein"
"s10717","ger","nein"
"s10745","ger","nein"
"s10748","ger","Nein."
"s10754","ger","Nein, bisher noch nicht"
"s10757","ger","Nein"
"s10761","ger","Nein"
"s10794","ger","Nein"
"s10808","ger","Nein"
"s10811","ger","Nein"
"s10813","ger","Nein"
"s10814","ger","nein"
"s10824","ger","Nein"
"s10843","ger","Nein"
"s10845","ger","Nein"
"s10854","ger","Nein"
"s10856","ger","nein"
"s10902","ger","Nein"
"s10994","ger","Nein"
"s10995","ger","Ich glaube nicht."
"s10998","ger","Nein"
"s11052","ger","nein"
"s11080","ger","Nein"
"s11159","ger","Nein"
"s11161","ger","nein, habe ich nicht. "
"s11194","ger","Nein"
"s11218","ger","nein"
"s11238","ger","Nein "
"s11247","ger","nein"
"s11256","ger","Nein."
"s11257","ger","nein"
"s11282","ger","nein"
"s11293","ger","Nein"
"s14487","ger","TEST"
"s15535","ger","TEST"
"s15539","ger","TEST"
"s15543","ger","TESt"
"s16312","ger","TEST"
"s16314","ger","TEST"
"s16315","ger","TEST"
"s16316","ger","TEST"
"s16318","ger","TEST"
"s16320","ger","TEST"
"s16344","ger","Nein"
"s16347","ger","Nein"
"s16354","ger","Nie."
"s16358","ger","nein"
"s16383","ger","Ich habe schon an einigen Studien teilgenommen, vergleichbar war jedoch keine."
"s16387","ger","Nein."
"s16398","ger","Nein"
"s16410","ger","Nein"
"s16419","ger","Nein.
"
"s16429","ger","Ich habe an einigen Studien teilgenommen aber nichts in der Art, die mit Wortschatz zu tun haben."
"s16431","ger","Nein "
"s16433","ger","Nein"
"s16442","ger","Nein."
"s16444","ger","ja"
"s16453","ger","Nein"
"s16471","ger","Nein."
"s16476","ger","Inhaltlich nicht, aber vom Aufbau (Text und Fragen beantworten)
Es ging um eine Forschung zu Emotionen am Arbeitsplatz. Es wurden in Texten verschiedene Situationen dargestellt und es wurden zahlreiche Fragen gestellt, für die man sich in die beschriebene Situation hineinversetzen musste."
"s16481","ger","Nein."
"s16487","ger","ich denke schon, ich habe schon an vielen Studien teilgenommen, deshalb bin ich  mir nicht ganz sicher "
"s16494","ger","nein"
"s16500","ger","Nein."
"s16515","ger","nein"
"s16535","ger","Ich habe noch nie an einer Studie für Psychologie oder ähnlichem teilgenommen."
"s16559","ger","nein"
"s16572","ger","Nein."
"s16583","ger","nein"
"s16723","ger","Nein, wäre aber interessiert an Weiteren."
"s16741","ger","NEIN"
"s16925","ger","nein noch nie"
"s16932","ger","Nein, leider nicht"
"s17067","ger","Nein ich habe noch nie an einer vergleichbaren Studie teilgenommen."
"s17101","ger","Sehr ähnliche Studie vor 1 Jahr ca. (?), evtl. sogar mit denselben Texten 
:/"
"s17121","ger","Nein"
"s17124","ger","nein"
"s17133","ger","Nein"
"s17154","ger","Nein"
"s17174","ger","Nein"
"s17178","ger","xy"
"s17182","ger","Nein"
"s17188","ger","Nein"
"s17195","ger","Ja, ähnliches Format, Texte und Fragen"
"s17294","ger","Nein"
"s17299","ger","Ich habe an empirischer Forschung in Form von Umfragen zu meinem eigenen Verhalten teilgenommen. "
"s17330","ger","Nein"
"s17360","ger","Nein."
"s17369","ger","Nein"
"s17375","ger","Nein"
"s17420","ger","Nein"
"s17443","ger","Ja. Eine auf einer ähnlichen Plattform durchführte Studie. Ebenfalls Texte, zu denen danach Antworten gegeben werden mussten. Dabei aber keine Regler. "
"s17451","ger","Nein"
"s17491","ger","nein"
"s17497","ger","Nein "
"s17512","ger","Ja, es ging um die Hilfsbereitschaft, wobei diese dahingehend untersucht wurde, wie sie sich ändert, wenn man vorher Bilder von Helden sieht."
"s17527","ger","Nein"
"s17538","ger","Nein"
"s17558","ger","nein"
"s17653","ger","nein"
"s17666","ger","Nein."
"s17667","ger","Nein."
"s17682","ger","ja, Studie über Umwelt "
"s17697","ger","Nein, noch nie."
"s17703","ger","Ja, aber ich erinnere mich nicht mehr an Details."
"s17716","ger","Es gab einige, kann mich aber nicht wirklich erinnern. Bei einer ging es um das Thema Nachhaltigkeit"
"s17729","ger","Nein, nicht wirklich."
"s17730","ger","nein"
"s17735","ger","Nein"
"s17744","ger","nein"
"s17745","ger","Ja, sehr ähnlich, kann mich an die Unterschiede nicht mehr erinnern. "
"s17750","ger","Nein"
"s17757","ger","Nein, jedoch habe ich während meines Studiums (nicht Psychologie) ab und zu an Studien der psychologischen Fakultät teilgenommen. "
"s17758","ger","Nein."
"s17761","ger","Nein"
"s17773","ger","nein"
"s17788","ger","Nein."
"s17789","ger","Nein noch nie."
"s17817","ger","nein"
"s17823","ger","u.a. vor ca. 40 Jahren am Psychologischen Institut Heidelberg ... es ging glaube ich um die Bewertung von visuell dargestellten Situationen "
"s17829","ger","Nein"
"s17830","ger","nein "
"s17832","ger","Nein"
"s17849","ger","nein"
"s17850","ger","nein"
"s17856","ger","Nein."
"s17865","ger","Nein"
"s17888","ger","nein"
"s17889","ger","Nein"
"s17898","ger","Nein"
"s17900","ger","nein"
"s17908","ger","nein"
"s17911","ger","Ja war eine Studie über Pokemon von einem Studenten. Inhalt weis ich leider nicht mehr. Zu lang her. "
"s17934","ger","Nein"
"s17947","ger","nein"
"s17950","ger","nein"
"s17960","ger","Nein"
"s17966","ger","Nein."
"s17968","ger","Nein"
"s17991","ger","Nein"
"s17997","ger","Nein"
"s17998","ger","nein"
"s18005","ger","Nein."
"s18007","ger","Nein"
"s18009","ger","Nein."
"s18017","ger","nein"
"s18022","ger","Nein , noch nie aber immer wieder gerne"
"s18032","ger","Nein"
"s18037","ger","ja mindestens zwei der drei szenarien waren genau gleich gewesen bei der anderen studie"
"s18041","ger","nein"
"s18042","ger","Nein habe ich noch nicht."
"s18061","ger","nein"
"s18065","ger","nein"
"s18073","ger","nein"
"s18079","ger","Nein"
"s18090","ger","nein Danke"
"s18091","ger","Noch nicht."
"s18095","ger","nein"
"s18101","ger","nein"
"s18104","ger","Nein, habe ich noch nicht. Ich kenne jemand der die Verwendung von Fachsprachen wissenschaftlich untersucht hat. Da habe ich bei der Mathematik ausgeholfen. Ich glaube das beeinflusst mich."
"s18115","ger","Nein"
"s18118","ger","Ich habe bei der Pisa Studie mitgemacht"
"s18130","ger","Nein"
"s18135","ger","Nein"
"s18153","ger","nein"
"s18162","ger","Nein"
"s18169","ger","nein"
"s18171","ger","Nein"
"s18176","ger","Nein"
"s18177","ger","Nein."
"s18181","ger","Nein"
"s18187","ger","nein"
"s18206","ger",".."
"s18229","ger","Nein"
"s18239","ger","Nein"
"s18258","ger","Nein."
"s18278","ger","Nein."
"s18285","ger","Nein"
"s18292","ger","Nein."
"s18323","ger","Nein"
"s18334","ger","Nein"
"s18337","ger","Nein"
"s18354","ger","Nein"
"s18371","ger","Nein "
"s18380","ger","Ja, ähnliche Studien mit anderen Texten."
"s18382","ger","Nein"
"s18384","ger","Nein"
"s18408","ger","Nein"
"s18415","ger","Nein"
"s18447","ger","Nein"
"s18473","ger","Nein."
"s18476","ger","Nein"
"s18490","ger","Nein"
"s18496","ger","Nein"
"s18519","ger","Nein."
"s18529","ger","Nein."
"s18536","ger","nein"
"s18541","ger","nein"
"s18546","ger","Nein"
"s18552","ger","Nein."
"s18584","ger","nein (Teilnahme nur an Studien in nicht psychologischem Kontext)."
"s18593","ger","Nein "
"s18606","ger","nein"
"s18617","ger","Nein "
"s18624","ger","Nein"
"s18648","ger","Nicht zu dem Bereich"
"s18652","ger","Nein "
"s18660","ger","nein"
"s18664","ger","Nein"
"s18670","ger","Nein."
"s18674","ger","Ich habe bis jetzt nur im Rahmen des gesellschaftswissenschaftlichen Kernstudiums an Studien im Rahmen der Lerntheorien teilgenommen."
"s18686","ger","Ich habe bisher an keiner ähnlichen Studie teilgenommen."
"s18694","ger","nein"
"s18702","ger","nein"
"s18720","ger","Nein."
"s18730","ger","nein"
"s18738","ger","nein"
"s18742","ger","nein"
"s18748","ger","nein"
"s18754","ger","Nein, habe ich nicht."
"s18762","ger","nein"
"s18766","ger","ja, gleiche Texte, gleiche Fragen "
"s18767","ger","nein"
"s18771","ger","Ja, ich denke es war die gleiche, allerdings letztes oder vorletztes Semester. "
"s18778","ger","Nein"
"s18779","ger","nein"
"s18785","ger","Nein"
"s18787","ger","nein"
"s18793","ger","nein"
"s18800","ger","Nein - sie war eher ungewöhnlich"
"s18809","ger","nein"
"s18812","ger","Nein"
"s18832","ger","Nein."
"s18840","ger","Nein"
"s18849","ger","Nein"
"s18853","ger","Nein"
"s18856","ger","Nein"
"s18869","ger","Nein"
"s18877","ger","Nein"
"s18883","ger","Nein."
"s18885","ger","Nein"
"s18886","ger","Nein"
"s18890","ger","Nein"
"s18899","ger","Nein"
"s18908","ger","nein"
"s18946","ger","np"
"s18954","ger","nein"
"s18968","ger","Nein"
"s18969","ger","Nein"
"s18970","ger","Nein, ich habe an keiner anderen Studie teilgenommen."
"s18972","ger","nein"
"s18978","ger","Nein. "
"s18983","ger","Nein.
Andere Studien an denen ich teilnahm waren wesentlich leichter (waren aber auch keine Studien zur Psychologie)."
"s18995","ger","Nein"
"s18997","ger","Nein."
"s19007","ger","nein"
"s19010","ger","Nein"
"s19028","ger","nein"
"s19036","ger","Nein"
"s19075","ger","nein"
"s19078","ger","nein"
"s19088","ger","Nicht an einer psychologischen."
"s19090","ger","nein"
"s19095","ger","nein"
"s19098","ger","nein"
"s19102","ger","nein"
"s19109","ger","Wenn ich mich richtig errinere habe ich noch nie an so einer Studie teilgenommen "
"s19112","ger","Nein"
"s19114","ger","Nein"
"s19116","ger","nein"
"s19122","ger","Nein"
"s19128","ger","Nein."
"s19133","ger","Nein"
"s19139","ger","Nein."
"s19151","ger","Nein"
"s19152","ger","nein"
"s19153","ger","nein"
"s19156","ger","Nein"
"s19161","ger","Nein, noch nicht."
"s19169","ger","Nein."
"s19173","ger","Nein."
"s19176","ger","Ja"
"s19188","ger","nein, sowas noch nie"
"s19194","ger","nein"
"s19209","ger","nein"
"s19213","ger","Ja, dabei ging es um den Medienkonsum der Deutschengesellschaft"
"s19215","ger","Nein"
"s19216","ger","Nicht direkt. Die vorliegende Studie hat mich ein bisschen an den Sally-and-Anne Task erinnert. "
"s19232","ger","nein"
"s19245","ger","nein"
"s19250","ger","nein"
"s19253","ger","Nein"
"s19265","ger","Ja, an mehreren, erinnere mich aber nicht mehr an deren Inhalt.
"
"s19273","ger","nein"
"s19293","ger","Nein"
"s19302","ger","Es handelte sich hierbei um eine Wirtschaftsumfrage der Uni Köln, in der ethisches Handeln bezüglich des eigenen Kapitals abgefragt wurde."
"s19304","ger","nein"
"s19313","ger","nein"
"s19349","ger","nein"
"s19352","ger","Nein"
"s19358","ger","nein"
"s19365","ger","Ich habe noch nie an einer Psychologischen Studie teilgenommen."
"s19367","ger","nein"
"s19368","ger","Nein"
"s19369","ger","nein"
"s19371","ger","Keine Studien bisher!"
"s19375","ger","Nein."
"s19377","ger","Nein "
"s19383","ger","nein"
"s19388","ger","Nein"
"s19390","ger","nein"
"s19396","ger","ne"
"s19397","ger","Nein"
"s19412","ger","nein "
"s19413","ger","nein"
"s19416","ger","nein"
"s19443","ger","Nein, ich habe noch nie an einer solchen Studie teilgenommen."
"s19452","ger","nein"
"s19489","ger","Nein ich habe noch an keiner ähnlichen Studie teilgenommen."
"s19514","ger","Ähnliche Texte und Fragen"
"s19516","ger","Nein"
"s19544","ger","Nein"
"s19553","ger","Nein"
"s19554","ger","nein. "
"s19576","ger","Nein"
"s19588","ger","Nein"
"s19612","ger","nein"
"s19614","ger","Nein"
"s19630","ger","Nein"
"s19632","ger","nein."
"s19636","ger","Nein"
"s19653","ger","nein"
"s19671","ger","Nein"
"s19676","ger","nö"
"s19680","ger","Nein"
"s19696","ger","nein"
"s19706","ger","Nein"
"s19726","ger","nein"
"s19731","ger","nein"
"s19804","ger","Nein"
"s19877","ger","Nein"
"s19879","ger","Nein"
"s19885","ger","Nein "
"s19927","ger","Nein "
"s19948","ger","Nein."
"s19964","ger","Meine letzte Studie hat sich mit Werten im Alltag beschäftigt "
"s20957","ger","idk"
"s20975","ger","ja"
"s21012","ger","test"
"s21086","ger","Nein."
"s21214","ger","pcfodskfsdlöfks"
"s21272","ger","TEST"
"s21296","ger","TEST"
"s21378","ger","fgdsfdsyf"
"s21402","ger","Nein."
"s21403","ger","Nein"
"s21404","ger","Nein"
"s21405","ger","nein"
"s21406","ger","Nein."
"s21408","ger","Nein "
"s21410","ger","nein"
"s21411","ger","nein"
"s21413","ger","nein"
"s21414","ger","Nein. "
"s21422","ger","Nein"
"s21427","ger","Nein."
"s21430","ger","nein"
"s21431","ger","Nein"
"s21432","ger","Nein."
"s21433","ger","Nein"
"s21438","ger","ja"
"s21439","ger","Nein"
"s21442","ger","Nein."
"s21443","ger","Nein"
"s21445","ger","Nein"
"s21448","ger","nein"
"s21449","ger","nein"
"s21452","ger","Nein"
"s21453","ger","nein"
"s21454","ger","Nein"
"s21459","ger","nein"
"s21461","ger","nein"
"s21462","ger","nein"
"s21464","ger","Nein"
"s21467","ger","Nein"
"s21469","ger","Nein."
"s21471","ger","nein."
"s21473","ger","nein"
"s21474","ger","Ja, mehrere.
Diese Studien waren allerdings ohne """"""""Freitexteingabe"""""""". 
Studien über dunkle Triade und Arbeiten im Homeoffice"
"s21476","ger","Nein"
"s21480","ger","Nein."
"s21481","ger","nein "
"s21486","ger","Nein, leider nicht"
"s21495","ger","Nein"
"s21496","ger","Nein"
"s21498","ger","Nein"
"s21500","ger","Nein"
"s21505","ger","nein"
"s21506","ger","Nein"
"s21509","ger","Nein"
"s21510","ger","nein"
"s21511","ger","Nein"
"s21516","ger","nein"
"s21517","ger","nein"
"s21520","ger","nein"
"s21521","ger","Nein"
"s21523","ger","Nein"
"s21524","ger","Nein"
"s21526","ger","Nein, bisher nicht. "
"s21528","ger","Nein."
"s21529","ger","nein"
