"id","survey_lang","previous"
"s15844","rum","Țin minte că am mai participat la un studiu asemănător acum ceva timp, deoarece mi s-a părut cunoscut modul de formulare al întrebărilor, însă nu-mi mai amintesc despre ce era vorba. "
"s15845","rum","Nu"
"s15846","rum","Nu"
"s15848","rum","nu"
"s15849","rum","da"
"s15851","rum","Nu am mai participat la un studiu similar."
"s15852","rum","Da, ni se expuneau mici situatii in care trebuia sa evaluam comportamentul personajului ca fiind unul mora sau imoral pe o scala Likert si cateodata era intrebarea ”dumneavostră cum ati proceda?”."
"s15853","rum","Nu"
"s15854","rum","Nu, nu am participat."
"s15855","rum","Da, am participat. Studiul era cu texte asemanatoare, intrebarile fiind cu referire la decizia personajului."
"s15857","rum","Am mai participat o singură dată. Ni se prezentau situații în care persoane de diferite vârste și situații sociale comiteau fapte imorale (ex. ucidere, furt, înșelăciune) și ni se cerea să evaluăm fapta și să oferim o pedeapsă."
"s15860","rum","nu"
"s15865","rum","Nu"
"s15868","rum","Nu"
"s15870","rum","Nu."
"s15877","rum","Nu am participat"
"s15881","rum","Am mai participat și la alte studii, dar care priveau moralitatea din anumite situații."
"s15886","rum","Nu. "
"s15887","rum","Nu chiar, întrebările sunt formulate și structurate diferit, la fel și situațiile. "
"s15888","rum","Da, erau abordate povesti tot in acest gen, iar raspunsurile erau pe o scara Likert."
"s15890","rum","da, tot la fel se aratau niste povesti iar pe baza acelei povesti trebuia sa raspund"
"s15892","rum","Nu "
"s15893","rum","nu, este prima data"
"s15895","rum","Nu am participat"
"s15896","rum","Nu am mai participat la vreun studiu similar."
"s15897","rum","Nu am mai participat."
"s15898","rum","Este primul studiu de acest gen la care particip."
"s15907","rum","Am mai participat la studii în care ni se prezentau situații dar itemi din acest studiu sunt complet diferiți de restul cercetărilor la care am participat."
"s15909","rum","nu"
"s15913","rum","nu"
"s15916","rum","Da"
"s15917","rum","Nu am participat la niciun studiu similar."
"s15919","rum","nu"
"s15922","rum","Da la un studiu care viza in ce masura afecteaza emoțiile capacitatea de morala."
"s15926","rum","Nu"
"s15927","rum","Am participat odata la un studiu care folosea povesti dar se baza pe atribuirea vinei uneia din cele doua persoane implicate intr-un caz de violenta//viol/injustitie."
"s15929","rum","Cred ca la un singur studiu cu modalitate similara de raspunsuri."
"s15931","rum","La un astfel de studiu nu, dar mi s-a parut interesant."
"s15934","rum","Da. Era vorba despre un studiu aproape identic, însă itemii descriau situații diferite dintr-o zi de muncă a anumitor indivizi."
"s15935","rum","Da"
"s15936","rum","Nu "
"s15940","rum","Nu."
"s15942","rum","Nu"
"s15947","rum","Nu "
"s15955","rum","Am participat la un studiu similar în sensul că existau întrebări de verificare a înțelegerii poveștilor, dar tema era moralitatea."
"s15956","rum","Nu."
"s15964","rum","Nu. "
"s15967","rum","da, dar nu imi mai amintesc despre ce era"
"s15970","rum","Am participat o dată, dar nu mai țin minte detaliile."
"s15973","rum","nu"
"s15977","rum","Nu"
"s15979","rum","Cred că da... doar o dată... stiu că tot așa era niște povestioare la care trebuia sa te gândești foarte logic ca să poți răspunde la întrebările de după... din câte îmi aud eu aminte, voiau să verfice dacă avem capacitatea de a raționa corect și de a fi foarte atenți."
"s15985","rum","Nu."
"s15988","rum","Identic cu acest tip de studiu nu, dar am completat multe chestionare in cadrul practicii semestriale si in ajutorul colegilor care au avut nevoie."
"s15999","rum","Nu."
"s16004","rum","Nu"
"s16005","rum","Nu a fost un studiu similar."
"s16008","rum","Din cate imi amintesc, am mai participat la unul similar"
"s16010","rum","nu am participat"
"s16011","rum","da, unul in care trebuia sa citit povesti cu tenta morala si sa raspundem la intrebari pe baza lor"
"s16014","rum","Da, eram puși să citim situații diferite și să facem decizii însă erau legate de moralitate (ex: pe o șină de tren este un om, pe cealaltă sunt 5, dacă apăsăm un buton, trenul va devia și va omorî doar un om, ce decizie luați?)"
"s16020","rum","Da, dar a fost mai accesibil."
"s16022","rum","nu"
"s16024","rum","nu"
"s16026","rum","Nu știu sigur acest lucru."
"s16029","rum","Da"
"s16030","rum","Prima data particip la un studiu care presupun asa istorioare mai lungi. Recent am participat la un studiu care oferea niste istorioare scurte si apoi ne intreba cat de moral mi se pare acea situatie si cum ma simteam pe moment "
"s16034","rum","Nu"
"s16035","rum","Studiul la care am mai participat semănă cu acesta, dar e diferit. În sensul că în studiul anterior evaluam cât de morale sunt anumite decizii (scrise sub formă de povești) și se mai lua în calcul emoțiile pe care le aveam în acel moment.  "
"s16037","rum","Nu"
"s16038","rum","Nu"
"s16041","rum","Da, cercetarea Emoții și moralitate."
"s16045","rum","Nu am participat"
"s16049","rum","Nu cred"
"s16051","rum","nu"
"s16052","rum","Nu"
"s16053","rum","Nu am participat la studii similare."
"s16056","rum","Nu"
"s16058","rum","Da. Studiul era despre emotii mixte si moralitate."
"s16061","rum","nu"
"s16062","rum","nu"
"s16066","rum","nu, am participat la un studiu ce implia citirea unei situatii si constatarea dacă actiunea interprinsă de personajul principal este catalogată ca fiind morala sau imporala, în functie de dispozitiile participantilor"
"s16067","rum","Nu am mai participat."
"s16069","rum","Am mai participat la studii ce vizau moralitatea, structurate asemanator. Trebuia sa citim o poveste si sa raspundem la anumiti itemi pe baza ei. "
"s16070","rum","Nu îmi amintesc să fi participat la un astfel de studiu"
"s16076","rum","Studiul silimar la care am mai participat avea la fel 5 povestiri scurte, apoi 5 intrebari cu privire la acele scurte intamplari. "
"s16077","rum","Nu"
"s16082","rum","Nu"
"s16086","rum","Am participat la un studiu similar în care se prezentau povești. Astfel, se dădeau tot felul de povești/situații privind moralitatea, iar participanții trebuiau să aprecieze măsura în care acestea erau morale sau imorale."
"s16087","rum","Da"
"s16088","rum","Da."
"s16092","rum","Am participat anul trecut, dar nu imi amintesc detalii."
"s16097","rum","Nu."
"s16102","rum","La un studiu similar nu, doar la alte studii in general."
"s16103","rum","Nu"
"s16105","rum","Nu"
"s16106","rum","Studiu similar,nu! Altfel de studii ,da!"
"s16108","rum","Nu am participat la un studiu similar, din ce imi amintesc."
"s16109","rum","Nu"
"s16112","rum","Am mai participat dar nu mai tin bine minte. A trecut ceva timp de atunci."
"s16114","rum","Nu."
"s16115","rum","Nu."
"s16116","rum","Nu"
"s16117","rum","Nu"
"s16118","rum","nu"
"s16119","rum","nu"
"s16121","rum","Nu îmi mai amintesc exact despre ce era vorba, întrucât am participat acum câțiva ani, dar știu că tipul de abordare era oarecum similar."
"s16122","rum","La unul similar nu, dar mi s-a parut interesant."
"s16125","rum","Nu"
"s16131","rum","Da"
"s16132","rum","Nu am participat la un studiu similar."
"s16134","rum","Nu"
"s16135","rum","Nu."
"s16137","rum","nu-mi aduc aminte"
"s16138","rum","Nu știu."
"s16142","rum","Nu am participat."
"s16143","rum","Nu"
"s16147","rum","Nu, nu am mai participat"
"s16148","rum","nu"
"s16154","rum",",jhkh"
"s16156","rum","nu"
"s16157","rum","nu"
"s16160","rum","Nu."
"s16164","rum","Nu "
"s16166","rum","nu"
"s16168","rum","Nu cred."
"s16169","rum","o singura data"
"s16172","rum","Nu"
"s16173","rum","Nu am participat nici la un studiu similar"
"s16175","rum","DA"
"s16178","rum","Nu."
"s16180","rum","Nu "
"s16189","rum","nu."
"s16190","rum","Nu"
"s16191","rum","am mai participat la studii in care se dadea un text, iar dupa trebuia sa raspundem la intrebari legate de acel text"
"s16192","rum","nu"
"s16194","rum","Impactul pandemiei asupra studentilor, Impactul purtarii aparatului dentar asupra increderii de sine al pacientilor etc."
"s16198","rum","Nu"
"s16207","rum","Nu, nu-mi amintesc studii asemanatoare, cred ca e primul pe care il completez cu structura asta."
"s16208","rum","Da."
"s16214","rum","Nu"
"s16217","rum","Nu, n-am mai participat la un studiu similar."
"s16220","rum","   Nu"
"s16222","rum","Nu, n-am mai participat."
"s16226","rum","Nu, nu am mai participat la studii de genul acesta."
"s16235","rum","Nu"
"s16242","rum","Nu"
"s16244","rum","Nu, nu cred."
"s16254","rum","da, la un studiu care implica moralitatea"
"s16258","rum","Nu"
"s16266","rum","Cred că da"
"s16273","rum","Cred că da"
"s16280","rum","Cred ca da, era destul de similar in sensul ca a constat tot in povesti urmate de intrebari, doar ca intrebarile erau despre moralitatea protagonistului."
"s16283","rum","Nu
"
"s16285","rum","nu"
"s16289","rum","Nu am particicipat la studi de acest gen. "
"s16293","rum","Cercetare de emotii. Am avut la fel niste situatii de genul in care mi s-a cerut sa citesc povestea si dupa care sa raspund cum as proceda eu daca as fi in situatia respectiva"
"s16294","rum","Am participat, insa era intr-un contex diferit si intrebarile erau sub o alta forma"
"s16297","rum","Deși am participat la studii anterior, nu am mai întâlnit sarcini asemănătoare cu acestea."
"s16298","rum","Nu"
"s16337","rum","Am participat la un studiu asemanator prin faptul ca de asemena era prezentata situatia trebuia sa o citim si apoi sa o analizam si sa spunem cat de moral sauimoral a procedat protagonistul."
"s16608","rum","Da, un studiu referitor la accidentele rutiere. "
"s16611","rum","Nu am participat."
"s16612","rum","nu-mi amintesc"
"s16616","rum","nu"
"s16621","rum","Țin minte că evalua percepția unor comportamente și rațiuni, dar nu țin minte natura acestora."
"s16624","rum","Am mai participat la un studiu cu povesti de genul, la care trebuia sa raspundem la fel apoi la niste intrebari, insa era legat de problemele etice."
"s16625","rum","Am participat la un studiu similar în anul II, unde n-i se dădeau mai multe povești și ni se cerea să răspundem  la întrebări legate de înțelegerea poveștii. "
"s16626","rum","Da, am mai participat la un studiu similar, tot in cadrul facultatii, desi acela era doar un exercitiu de seminar in care citeam o poveste, raspunzand apoi la niste intrebari bazate pe acea poveste."
"s16628","rum","Nu"
"s16631","rum","nu"
"s16635","rum","Da, am mai participat la un studiu de acest gen în care trebuia să ținem minte detalii ale unui caz de sinucidere și să spunem dacă este întradevăr un caz de sinucidere sau caz de ucidere și să ne gândim cine ar putea fi criminalul."
"s16650","rum","nu"
"s16652","rum","Cu vignete da, dar niciodată nu au fost aceste descrieri."
"s16653","rum","nu"
"s16663","rum","Niciodata unul de acest fel"
"s16669","rum","Nu"
"s16670","rum","Da. Am raspuns la intrebari despre jduecati morale"
"s16685","rum","Nu am mai participat la un studiu asemanator."
"s16694","rum","nu cerd"
"s16705","rum","Nu am participat la studii de acest gen"
"s16707","rum","Nu"
"s16713","rum","Nu"
"s16722","rum","Nu"
"s16728","rum","Nu."
"s16729","rum","Da, dar nu-mi amintesc ce presupunea"
"s16733","rum","Da, de depistare a psihopatului din interior, in acelasi stil cu situatii si intrebari decizionale pe situatia respectiva"
"s16737","rum","Nu."
"s16742","rum","nu, nu am participat la astfel de studii, dar am participat la niste examene care aveau ca scop verificarea rationamentelor logice"
"s16745","rum","Nu."
"s16751","rum","Am mai întâlnit viniete la cercetarea unui student. Erau legate de păreri despre un caz de crimă, cu indicii progresive.Atât."
"s16752","rum","Da. Similar pentru ca folosea acelasi tipar de instrumente: povestioare, pe marginea carora erau intrebari. Dar nu mai stiu despre ce era vorba pentru ca am participat mai de mult"
"s16771","rum","Da, la Psihologie Sociala 1 am avut de efectuat un studiu asemanator, care se concentra pe atentia la detalii in principal."
"s16772","rum","Da, Am participat la un studiu similar in anul II de facultate"
"s16780","rum","Am mai participat la un studiu similar dar nu imi mai amintesc bine."
"s16785","rum","nu am participat la vreun studiu similar"
"s16787","rum","nu, nu am participat"
"s16791","rum","nu "
"s16792","rum","Nu "
"s16795","rum","nu am participat"
"s16814","rum","da, un studiu asemănător cu acesta, în care situațiile descrise în text conțineau detaliile semnificative necesare întelegerii profunde a situației."
"s16829","rum","nu sunt sigura"
"s16834","rum","Am participat la multe studii de psihologie, întrucât sunt studentă."
"s16840","rum","NU IMI AMINTESC"
"s16841","rum","Nu am mai participat la astfel de studii."
"s16842","rum","Da.
Dar era mai mult un studiu care iti testa atentia cu care ai citit niste informatii si nu modul de interpretare, care poate fi subiectiv."
"s16845","rum","Am participat la un studiu similar, dar avea ca tema dilemele morale."
"s16849","rum","Nu."
"s16853","rum","Am participat la studii care se foloseau de povești, unele folosind povești ce aveau în vedere relațiile de cuplu, iar altele foloseau povești tip dileme"
"s16854","rum","Nu am participat."
"s16855","rum","Am mai participat și în cadul acelui studiu trebuia să citim o serie de texte, din domeniul jjuridic plus moral, după care primeam o serie de întrebări cu privire la opinia noastră."
"s16856","rum","Am participat la un studiu cu tema relațiilor de cuplu, în care se foloseau povești. "
"s16858","rum","Nu"
"s16862","rum","Da, dar  imi amintesc foarte vag"
"s16869","rum","Da, am mai participat la un astfel de studiu, insa nu-mi amintesc detaliile."
"s16872","rum","Nu"
"s16873","rum","Nu, nu am participat la un studiu similar acestuia."
"s16877","rum","Nu."
"s16893","rum","Da, in legatura cu problematica moral/imoral."
"s16899","rum","Nu"
"s16900","rum","Nu "
"s16901","rum","da, am participat la un singur studiu ce semana destul de mult cu acesta"
"s16905","rum","nu,din ce imi amintesc"
"s16911","rum","Sunt sanse sa fi participat la un studiu similar dar nu imi aduc aminte foarte bine."
"s16915","rum","da, am participat la un studiu usor asemanator. acesta presupunea lecturarea unor scurte povesti in care erau prezentate alegerile facute de persoane in situații dificile. dupa lecturarea povestii trebuia sa facem un scurt rezumat pentru a arata ca am inteles textul si răspundeam la o serie de intreberi referitoare la acesta, la moralitatea deciziilor personajelor "
"s16916","rum","Nu am participat."
"s16917","rum","NU"
"s16918","rum","da, era vorba despre situatii morale si cum  actionam la astfel de situatii"
"s16920","rum","nu"
"s16934","rum","Am participat la alte studii, dar nu la unul similar."
"s16935","rum","Nu "
"s16936","rum","da"
"s16939","rum","Nu, nu am mai participat. "
"s16942","rum","Nu imi amintesc sa fi participat la un studiu similar."
"s16947","rum","nu"
"s16951","rum","probabil dar nu sunt sigura"
"s16956","rum","nu"
"s16970","rum","Nu am mai participat la un studiu similar."
"s16977","rum","Da, de 2 ori"
"s16982","rum","Nu, nu am mai participat la un studiu similar cu acesta."
"s16984","rum","Am mai participat la un studiu asemănător în care ni se cerea sa fim atenți la niște povești despre diferite crime iar întrebările erau referitoare la cine e criminalul/dacă e crimă sau sinucidere, etc."
"s16985","rum","Nu"
"s16986","rum","Nu"
"s16987","rum","Nu am mai participat la niciun studiu similar cu acesta."
"s16993","rum","Am mai participat la un studiu similar anul trecut, în anul doi de facultate."
"s16999","rum","Nu"
"s17001","rum","Nu întru totul similar."
"s17002","rum","Da, intr-un studiu similar ni s-au prezentat doua povesti in care protagonistul era o femeie, iar ulterior a trebuit sa raspundem unor intrebari care urmareau cat de atenti am fost pe parcurs."
"s17003","rum","Nu."
"s17006","rum","nu"
"s17008","rum","Nu."
"s17010","rum","Nu."
"s17012","rum","Nu"
"s17017","rum","da. am mai ăarticipat la un studiu in care s-au utilizat povesti"
"s17018","rum","La un studiu similar, nu "
"s17027","rum","nu "
"s17033","rum","nu"
"s17039","rum","Nu."
"s17043","rum","nu"
"s17044","rum","nu am mai participat la studii asemanatoare"
"s17047","rum","Da."
"s17065","rum","Am participat la un studiu asemănător în care citeam povești și îmi spuneam părerea despre moralitatea/imoralitatea poveștilor."
"s17072","rum","nu"
"s17083","rum","Nu am participat."
"s17086","rum","Am mai participat la un studiu similar legat de pandemia generată de Covid-19"
"s17098","rum","nu"
"s17100","rum","Da , am mai patricipat, era asemănător, doar că era despre dileme morale"
"s17116","rum","Nu"
"s17117","rum","Nu, nu am participat la studii de acest tip, doar la altele diferite"
"s17119","rum","Studiul la care am mai participat măsura gradul de moralitate al oamenilor cu privire la niște situații în care erau amplasați."
"s17122","rum","Am participat la un studiu similar pentru o lucrare de licență."
"s17123","rum","Da"
"s17125","rum","Nu"
"s17126","rum","Unul în care mi se prezentau povești și eu să îmi dau cu părerea la cât de reală este."
"s17127","rum","Nu"
"s17132","rum","nu"
"s17134","rum","Nu cred ca am participat vreodata la un astfel de studiu."
"s17136","rum","nu"
"s17137","rum","o singura data"
"s17139","rum","Nu am mai participat la un studiu ce genul acesta."
"s17145","rum","Nu am mai participat."
"s17147","rum","Nu"
"s17150","rum","A mai fost un studiu in care se vorbea despre moralitate, nu cred ca este cazul in cadrul acestuia."
"s17151","rum","nu"
"s17153","rum","Nu"
"s17155","rum","Nu"
"s17156","rum","NU"
"s17157","rum","Nu"
"s17159","rum","Nu"
"s17163","rum","Am mai particpat la un studiu care presupunea citirea unor scenarii, iar apoi urma să atribui anumite valori morale personajelor și să răspund  la întrebări de verificare."
"s17167","rum","Nu"
"s17177","rum","Nu"
"s17181","rum","Nu, nu am participat la vreun studiu similar."
"s17183","rum","am participat la un studiu despre relatiile romantice."
"s17186","rum","Nu am participat la un studiu similar. "
"s17187","rum","Am participat la diverse studii, dar nu țin minte să fi participat la unul similar cu acesta."
"s17190","rum","Nu am participat la vreun studiu similar. "
"s17191","rum","am participal semestrul trecut la un studiu asemanator in care ne erau, de asemenea, prezentate cateva situatii pe care noi trebuia sa le evaluam."
"s17198","rum","DA,AM PARTICIPAT LA UN STUDIU CARE CEREA SA ALEG INTRE ACTIUNI CARE DUCEAU LA RANIREA SAU CHIAR MOARTEA UNEI PERSOANE SAU A MAI MULTORA."
"s17200","rum","Nu. Nu am mai participat pana acum la vreun studiu similar."
"s17207","rum","nu"
"s17209","rum","Nu, nu am participat."
"s17210","rum","Nu cred, Am participat la altfel de studii."
"s17226","rum","Nu "
"s17229","rum","Nu."
"s17231","rum","Nu."
"s17232","rum","Da."
"s17233","rum","Nu am mai participat la un studiu asemanator din punctul de vedere al formularii intrebarilor. Avand in vedere ca nu cunosc  scopul studiului nu pot sa imi dau seama de similitudinea lor."
"s17291","rum","Nu"
"s17306","rum","nu"
"s17309","rum","nu mai retin exact"
"s17320","rum","Nu am mai participat la un studiu de acest gen"
"s17322","rum","Nu, nu am mai participat la un studiu similar."
"s17325","rum","din câte îmi amintesc, nu"
"s17328","rum","Nu."
"s17342","rum","nu"
"s17361","rum","da"
"s17363","rum","nu am mai participat la un studiu similar"
"s17372","rum","nu"
"s17395","rum","Nu tin minte sa fi participat la un studiu asemanator in ultima vreme"
"s17416","rum","Am mai participat la studii similare dar nu imi mai aduc bin aminte"
"s17429","rum","nu, nu am participat la ceva similar"
"s17449","rum","nu"
"s17450","rum","O singura data, chestionarul trebuia completat de persoane intr-o relatie mai lunga de 6 luni de ambele persoane din relatie. Dupa cateva intrebari legate de relatie si parerea noastra despre ea, am primit cateva povestioare cu situatii de cuplu (""""""""x s-a suparat pe y pentru ca y a facut ceva"""""""") iar apoi primeam intrebari despre acele povestioare (""""""""ce parere aveti, a avut dreptate x sa se supere?"""""""", """"""""de ce s-a suparat x?""""""""). "
"s17467","rum","Nu."
"s17477","rum","nu mai stiu"
"s17484","rum","nu, niciodata"
"s17492","rum","da, am avut tot asa povesti si intrebari "
"s17493","rum","nu tin minte sa fi participat"
"s17496","rum","Nu am participat"
"s17508","rum","da"
"s17510","rum","Cred ca a fost similar un studiu in care vizionam un filmulet si apoi erau niste intrebari legate de anumite detalii din filmulet si se cerea parerea in anumite privinte."
"s17516","rum","da, despre atitudinea morală  asupra transgenderilor"
"s17517","rum","Am mai participat la un astfel de studiu, insa era mai complex decat trei povestiri!Avea si povestiri si intrebari si cunoasteam scopul testului"
"s17518","rum","similar la modul general, da, adică studiu psihologic, dar cred că puține studii au fost realizate în această manieră"
"s17526","rum","O data.Era tot un studiu de acest gen ,tot pentru cercetarea din cadrul facultatii"
"s17534","rum","Da. Am participat in an II la psihodiagnosticul aptitudinilor si psihologia santatii.."
"s17543","rum","Da, dar nu imi aduc acum aminte toate detaliile."
"s17548","rum","nu"
"s17555","rum","nu"
"s17563","rum","Nu am participat la un studiu similar. "
"s17564","rum","nu"
"s17578","rum","nu"
"s17580","rum","Similar nu, dar as  mai participa "
"s17595","rum","nu"
"s17603","rum","da,am participat, dar nu mai stiu numele studiului, tot ceea ce stiu este ca , la fel, am avut 3 povesti , una dintre ele era cu un soldat pe un pod care trebuia sa salveze 5 oameni. Atat imi aduc aminte "
"s17610","rum","Nu"
"s17612","rum","Nu"
"s17613","rum","Nu."
"s17618","rum","Nu am participat la un studiu similar . "
"s19111","rum","Nu."
"s19990","rum","NU"
