"id","survey_lang","purpose"
"s1071","ger","Verständnis für sprachlichen Ausdruck"
"s1079","ger","über die Relevanz subjektiver Sichtweisen und deren Wechselwirkung"
"s1086","ger","Unterschied etwas zu glauben oder davon überzeugt zu sein es zu wissen"
"s1087","ger","Untersuchung der wahrgenommenen Wahrscheinlichkeit von Ereignissen aufgrund von gegebenen/nicht gegebenen Informationen zur Situation bzw. den Personen"
"s1092","eng","To see how {Category:} feel when someone doesn't have all the facts, but assumes they are correct."
"s1094","eng","To see if {Category:} are driven by ability/inability or luck."
"s1095","eng","To see how we interpret certain scenarios in our minds. "
"s1096","eng","i have no idea "
"s1100","eng","To see how quickly {Category:} adjust to patterns"
"s1105","ger","Denkmuster von Menschen. Wie voreingenommen sind wir von unserer subjektiven Wahrnehmung."
"s1109","eng","I think it had to do with {Category:} not knowing the full story and making decisions based on assumptions "
"s1111","eng","TEST"
"s1112","eng","To understand how {Category:} perceive knowing and being lucky. "
"s1113","eng","THIS IS A TEST"
"s1114","eng","Test"
"s1117","pol","nie mam"
"s1119","ger","Was wird als absolute Aussage interpretiert?"
"s1120","eng","To determine how {Category:} think differently of believing and knowing."
"s1122","eng","I have no idea"
"s1134","eng","To see what something thinks of others thoughts"
"s1136","eng","Not sure "
"s1137","eng","N/A"
"s1155","ger","Tieferes Verständnis erzeugen. "
"s1162","pol","nj"
"s1174","ger","Verhaltensforschung"
"s1178","eng","TEST"
"s1180","ger","TEST"
"s1181","ger","TEST"
"s1205","zho","TEST"
"s1208","eng","TEST"
"s1211","eng","TEST"
"s1213","eng","TEST"
"s1219","nor","Tset"
"s1220","nor","test"
"s1249","ger","Vielleicht die Lesekonzentration oder das Leseverständnis zu untersuchen

Oder die Art und Weise wie man das gelesene und die Fragen auffasst."
"s1250","ger","Die Wahrnehmung bei allgemein formulierten """"""""Geschichten"""""""" des Menschens zu erheben."
"s1253","ger","Das Sprachverständnis und Textverständnis zu überprüfen."
"s1256","ger","Wahrnehmung (subjektiv)"
"s1261","ger","Subjektives Bewerten von Situationen"
"s1275","ger","sind die Einschätzung eines Objekts vermutungen oder wissen wir es wirklich"
"s1285","ger","Unterscheidung zwischen Schein und Wirklichkeit"
"s1299","ger","Sich in andere hineinzuversetzen "
"s1300","ger","Sprache verstehen bzw. interpretieren"
"s1302","ger","Der Zweck war vielleicht, das richtige Lesen von Texten, Gedächtnisleistung und Einschätzen von Motiven der Personen und deren Glaubhaftigkeit (bzw. wie sicher die Protagonisten mit ihren Aussagen waren)."
"s1303","ger","Festzustellen, wie verschiedene Menschen verschiedene Situationen einschätzen oder wahrnehmen"
"s1306","ger","Um zu sehen wie man getäuscht wird ohne es zu wissen"
"s1308","tur","TEST"
"s1310","pol","TEST"
"s1311","ger","Sprache und Verständnis des Ausdruck beim Empfänger einer Botschaft untersuchen,"
"s1313","ger","Da ich davon ausgehe, dass es sich um eine psychologische Studie handelt, dann würde ich sagen, dass es sich um eine Art Erfassung bzgl. der Wahrnehmung handelt. Also vermute ich, dass es sich um eine phänomenologische Studie handelt, deren Zweck das Erfassen verschiedener Wahrnehmungsstrukturen ist. "
"s1321","ger","wohl keine eichhörnchenstudie"
"s1324","ger","Leseverständnis überprüfen, verschiedene Perspektiven wahrnehmen"
"s1336","ger","Konzentration zu messen"
"s1338","nor","Test"
"s1339","eng","TEST"
"s1340","pol","jo"
"s1344","pol","nk"
"s1352","pol","sa"
"s1354","ger","wie Sprache Wissen beeinflusst"
"s1357","pol","jn"
"s1373","ger","ich glaube, dass es bei der Studie um das Auffassen von Texten geht, die komplexer sind und auch verschieden gedeutet werden können. "
"s1379","eng","idk"
"s1393","eng","Measure ability vs. inability "
"s1400","eng","To determine luck versus knowledge."
"s1420","eng","To understand the way {Category:} think and process vague scenarios. "
"s1424","pol","tedsdt"
"s1447","eng","Maybe how well {Category:} retain information."
"s1450","eng","to see how different {Category:} perceive different scenarios "
"s1451","eng","To see how well your mind remembers things "
"s1452","eng","To retrieve information about the objective mind.  Dialectical thought. Are individuals able to consider the unknown/contrast of an event. If they know is it by chance or by observation."
"s1465","eng","I think the purpose of this study is how students respond to the questions based on the scenarios and to measure how their answers vary throughout the survey. "
"s1475","eng","H pay how well {Category:} pay attetion"
"s1477","eng","Something to do with individuals' perceptions of ability, knowledge and luck."
"s1478","eng","to see if the participant can recognize given information and guage whether the scenario's right or wrong."
"s1479","eng","Perception."
"s1484","eng","I think the purpose of this study is to show that not everything you see is as it seems. "
"s1489","eng","Paying attention to the study and how the answers correlate to our feelings about the study."
"s1490","eng","i think how we interpret certain things."
"s1495","eng","paying attention "
"s1502","eng","information about language"
"s1509","eng","personal perceptions"
"s1510","eng","To study thinking and reasoning"
"s1518","eng","to see if the participant has a different view on {Category:} with different knowledge standards to see if that can affect their intuition about something that looks similar to what they are looking at or studying. "
"s1519","eng","I am not sure what this study was about. Maybe to study how effective our thinking is when it comes to analyzing something we just read. "
"s1521","eng","Opinion/ memory on certain readings "
"s1535","eng","To understand the way humans process decision making."
"s1537","eng","Maybe how self-aware one is and how much responsibility one takes for their thought processes?  I don't know lol"
"s1548","eng","To study the memories of those that are participating."
"s1663","eng","to determine perception of knowlegde and luck"
"s1695","eng","N/a"
"s1696","eng","To get information."
"s1722","pol","xdc"
"s1738","ger","Vielleicht Leseverständnis und Logik zu messen."
"s1739","ger","Der Versuch, eine bestimmte Sichtweise auf Sachverhalte zu beeinflussen. Die ersten zwei Szenarien sollten dazu dienen, aufzuzeigen, dass Menschen glauben viele Dinge zu wissen obwohl dies nicht immer der Fall ist. Das dritte Szenario hatte so wie die ersten beiden Szenarien keinen extra Absatz, in dem stand, dass was der Protagonist des Szenarios dachte, falsch war. Trotzdem fühlte man sich dazu verleitet zu glauben, dass auch in diesem Szenario der Protagonist irgendeinen Fehler gemacht bzw. eine falsche Annahme gemacht hatte. "
"s1764","eng","Trying to understand language I guess."
"s1765","eng","the ability to assess different situations."
"s1767","eng","to judge and adapt to situations quickly"
"s1775","ger","Situationen werden aus unterschiedlichen Sichtweisen betrachtet (manchmal ohne dass man alle Einzelheiten kennt) - ich glaube der Zweck der Studie ist es herauszufinden, was die Wahrheit für die einzelnen Personen ist. "
"s1784","ger","Ziel ist herauszufinden, wie genau der Text gelesen und verstanden wird"
"s1790","eng","cool"
"s1791","eng","to asses simulations accurately."
"s1799","eng","To show how people react without really knowing sometimes"
"s1813","eng","TEST"
"s1816","eng","TEST"
"s1818","eng","TEST"
"s1822","ger","Ich denke das Ziel ist herauszufinden, wie Menschen schlussfolgern und wie sie zu Entscheidungen kommen."
"s1842","eng","TEST"
"s1843","ger","TEST"
"s1844","ger","TEST"
"s1853","eng","No idea."
"s1855","eng","No"
"s1871","ger","irgendwas mit wissensentstehung vielleicht?"
"s1889","eng","To figure out the ability of readers and comprehension"
"s1905","ger","Wissen und Philosophie?"
"s1906","ger","Text- bzw. Sprachverständnis"
"s1929","eng","I don't know."
"s1930","eng","To determine how people perceive a character's confidence in their observations according to language."
"s1931","eng","Understanding the perception of right and wrong. "
"s1932","eng","I am not sure."
"s1933","eng","Like I said I don't know. "
"s1940","eng","NO IDEA"
"s1942","eng","to gather information but I am not sure why"
"s1954","eng","To extend the statement that every person holds its own opinion. "
"s1959","eng","To demonstrate study habits,"
"s1961","eng","To see how thinking changes based on the language of each situation "
"s1972","eng","To see how objects are what they seem to be."
"s1984","hun","TEST"
"s1985","hun","TEST"
"s1986","eng","TEST"
"s1996","eng","TEST"
"s2031","eng","no idea"
"s2033","ger","Wie die Angabe von Informationen Antworten beeinflussen."
"s2081","eng","TEST"
"s2083","tur","TEST"
"s2084","tur","TEST"
"s2085","tur","TEST"
"s2087","tur","TEST"
"s2092","nor","Formålet var muligens å se på hva deltakerne opplever som sanne eller usanne utsagn ut fra hvordan scenarioene ble beskrevet. "
"s2103","eng","We hope that our results will contribute to the scientific knowledge of how language works."
"s2127","eng","To emphasize how everyone has their own perceptions and interpretation of language and stories."
"s2128","eng","To see how different people react to different situations"
"s2142","nor","Gjetter på at det har noe å gjøre med om språket referer til den faktiske virkeligheten, usikkerheten i virkeligheten, eller den subjektive opplevelsen. "
"s2145","nor","Å finne ut mer om spårkunnskaper"
"s2147","nor","Studere hvordan hjernen prosesserer semantisk ambiguous informasjon "
"s2150","nor","Formålet tror jeg er å se hvordan vi forholder oss til ting som er usikkert, og hvordan man formulerer seg rundt ting som man tror er ekte men egentlig ikke er det."
"s2151","nor","Jeg tror den dreide seg om å hvordan språk påvirker oppfatninger om hva man kan vite"
"s2154","nor","Forstå hvordan språk påvirker våre holdninger. Virker som sannhet og forståelsen av det er et tema."
"s2155","nor","Formålet med studien tror jeg er å se hvor stor forstålese studenter har i de gitte casene, og evnen til å tolke de gitte oppgavene. "
"s2156","nor","Hvilke utsagn deltagerne tror på. Om  man får sympati for den som tror feil, eller om man får sympati for den andre siden av saken. "
"s2157","nor","Gikk først ut ifra at studien skulle teste hvorsan vi tolker situasjoner som minner om hverandre med små variasjoner, men på grunn av den store mengden spørsmål om studien selv går jeg nå ut ifra at det er reaksjonen på utformingen på studien som ble testet. "
"s2158","nor","Få en bedre forståelse av hva språket har å si for oppfattelsen av en situasjon "
"s2161","nor","Jeg tror formålet handler om å se på hvordan språk man påvirke omgivelsene og situasjonene vi omgås"
"s2165","eng","Purpose of the study was to determine if the participant read and comprehended. "
"s2166","eng","I believe the purpose of this study had a lot to do with memory. Seeing whether we could remember well or not."
"s2167","eng","To try and understand how the wording of the story may effect the way we understand the information. But that is a random guess"
"s2168","eng","understanding reason"
"s2169","eng","How we process language and how our opinions can be changed based on reading"
"s2170","eng","peoples ability to reason "
"s2173","eng","To see how the use of language affected our opinions"
"s2174","eng","no idea"
"s2176","eng","To see how people perceive things without knowing completely what they saw."
"s2178","eng","Why people think the way they do"
"s2179","eng","I think the purpose of this study was to define someone's perception of an object by either their ability/luck, and if they knew/believed the perceived object as correct/incorrect."
"s2180","eng","To analyze language "
"s2183","eng","To see if language can effect how we process direct information given/received"
"s2184","eng","I think a part of the study is about how people interpret language id different ways."
"s2185","eng","I understood somewhat of the questions after reading the short stories. However, don't understand the full purpose of this particular study. "
"s2186","eng","To see how well people retain information they just read."
"s2187","eng","To see the difference between actually knowing something and just thinking we know something. "
"s2188","eng","To understand reasoning behind what people think is under others control, whether it is luck or ability. "
"s2189","eng","I think the purpose of this study is to give people tricky analogies and see if they have what it takes to think hard about the answer."
"s2190","eng","To see how the wording and background knowledge of a question affects a persons response. "
"s2191","eng","I have read about relatively similar studies done on young children that attempted to measure theory of mind."
"s2192","eng","i think the purpose of this study is to figure out if i understand the reasoning behind why people think the way they do whether is it reasonable or unreasonable."
"s2193","eng","I think the purpose of this study is to figure out how people view scenarios in which the people are not fully aware of all the factors."
"s2194","eng","I think the purpose of this study was to see if we blamed ourselves or others for our successes and failures."
"s2195","eng","understanding people resolution"
"s2196","eng","some sort of correlation of luck and ability to know things?"
"s2217","eng","TEST"
"s2220","eng","TEST"
"s2224","eng","TEST"
"s2226","eng","TEST"
"s2227","zho","TEST"
"s2228","zho","TEST"
"s2229","eng","TEST"
"s2231","eng","TEST"
"s2234","eng","I don't know"
"s2242","eng","Not sue"
"s2245","eng","TEST"
"s2246","nor","Jeg tror at formålet med studien er å undersøke hvordan mennesker forstår persepsjon og hvordan man forstår forskjellen på beliefs og kunnskap. Eventuelt er det kanskje en studie om theory of mind. "
"s2249","nor","Noe om oppfattelse av sikker kunnskap (vet) og overbevisning (tror man vet), og oppfattelse av de to når man som leser vet svaret"
"s2253","nor","For å se om jeg husket detaljene i historien"
"s2255","nor","Sammenhengen mellom agent-situasjon attribution ut fra hvorvidt man har fått riktig svar, og om dette har en kulturell faktor."
"s2267","nor","Forske på personer sine ulike tolkinger av tekst "
"s2268","nor","Vår evne til å tenke kritisk på ting vi vanligvis tar for gitt? Eller antar stemmer, basert på at det vanligvis er slik. At noe som ser ut som et hus langs en vei ikke er et hus, er jo for eksempel rimelig absurd. 
Evt bare en metastudie av forskningsstudier, slik som kanskje disse spørsmålene tyder på.. "
"s2269","nor","Kartlegge hvordan folk tolker tekster"
"s2275","nor","Det kan virke som om man vil utforske hva folk legger i begrepet """"""""å vite noe"""""""" (når kan man vite noe med sikkerhet. Dette er jo også et begrep med lang filosofisk diskusjon rundt seg :)"
"s2296","nor","Jeg tror formålet er å undersøke folk sitt syn på hvorvidt man kan si at """"""""slik ser jeg det og derfor er det slik"""""""" selv om vi ikke har all informasjon, og i hvilken grad man syns konklusjonene vil være korrekte eller ei om man tar hensyn til mengden informasjon"
"s2301","nor","Jeg tenkte at studien dreide seg om å undersøke hvorvidt man tviler på fakta og opplysninger, og hvor mye man tenker at det er rimelig å anta og ikke. Jeg ble riktig nok i tvil da dere begynte å spørre på denne måten."
"s2310","nor","Se hvordan man ordlegger seg påvirker deltagerens svar"
"s2311","nor","Jeg vil anta nyanser i språk. Som forskjellen på å tro og vite. Persepsjon. "
"s2312","nor","Å se om deltakere svarer forskjellig når de tror de vet formålet med studien. Trodde underveis at studien handlet om noe rundt tilfeldigheter og om det man tror er sant eller bare tilfeldigvis det vi tror."
"s2323","nor","Hvilken betydning vi tillegger forskjellige ord/formuleringer/Hvordan vi tolker informasjon. For eksempel kan man si at virkeligheten kan sies å være objektiv og subjektiv - vi oppfatter/sanser det rundt oss og skaper så vår egen subjektive virkelighet på grunnlag av dette. "
"s2325","nor","noko med språk å gjør. hvor mye man følger med når man leser, eller hvordan man bruker ord for å gi en tekst mer mening"
"s2327","eng","To evaluate comprehension skills & remembering the information we were given"
"s2330","nor","Undersøke hvordan mennesker oppfatter faktakunnskap "
"s2334","nor","Å undersøke hvordan vi oppfatter hva som er sant/usant på bakgrunn av språk."
"s2368","nor","Studere hvordan vi vurderer overbevisninger."
"s2369","nor","For å forstå i hvilken grad folk bedømmer sann kunnskap. Når det alltid er mulighet for at den informasjonen man oppfatter er feil, hva kan man da egentlig si om kunnskap. Det ville vært urealistisk av Emma å forvente at diamantene var falske når det ikke egentlig var noen god informasjon som pekte andre veien. "
"s2370","nor","Overordnet tror jeg studien tar utgangspunkt i (eksperimentell) filosofi, hvor formålet her er å undersøke folks oppfatninger om når man har justified true beliefs."
"s2377","nor","Språkegenskaper?"
"s2379","eng","The purpose of the study is to see how one evaluates others based on the availability of information."
"s2380","eng","I believe the purpose of this study is to gauge how people respond to data and how having excess background knowledge effects our analysis of situations "
"s2381","eng","To see people's different perspectives on scenarios. "
"s2393","nor","innenfor kognitiv psykologi, muligens for å forstå hvordan vi tror vi vet noe, hvordan vi intuitivt ikke tar hemsyn til ulike variabler."
"s2394","eng","I am unsure what this study was trying to achieve"
"s2396","nor","Jeg vil tro formålet med denne studien er å kartlegge menneskers evne til å innhente informasjon fra ulike situasjoner, og se om leseren klarer å observere og tolke det de leser."
"s2398","nor","vet ikke "
"s2404","nor","Ordvalg påvirker oppfattelse av historiene og våres perspektiv."
"s2406","nor","Typ theory of mind, kanskje"
"s2412","nor","Kartlegge menneskers intuitive oppfatning av kunnskap."
"s2415","nor","Å forstå hvordan språk fungerer - det var det jeg fikk opplysning om. "
"s2416","eng","The purpose of this study was to see the difference between how people view knowledge, and what they believe to be true, even though it might actually not be true. This can vary based on a person's general knowledge of the topic of just plain luck. "
"s2448","nor","Jeg tror formålet med denne studien er hvordan ulike mennesker tolker tekster ulikt. "
"s2466","eng","to see how closely we pay attention "
"s2467","eng","To determine how participants detect language and end results. "
"s2468","eng","to see how closely people pay attention to detail"
"s2469","eng","I believe the purpose of this study is to determine the difference between what people believe to be true and what is in fact true."
"s2470","eng","i think the purpose was to see if people would essentially think the person in the story should have know what was the right answer, because we as the participants did or if they would expect the person to get it wrong."
"s2472","eng","I believe the purpose was to identify how we receive the information around us "
"s2476","eng","To observe language"
"s2479","eng","I think the purpose of this study was to show that when reading something you can easily form an opinion or idea without the story actually telling you straight up. I also believe that it was to show that people can read the same story and have different opinions about the situation. "
"s2480","eng","one's ability to see a situation in several ways "
"s2547","nor","Jeg tror formålet handler om å bedre forstå relasjonen mellom ord og opplevde gjenstander og konsepter. -Hvordan mennesker i det daglige tar beslutninger om å si noe eller å handle basert på noe som er opplevd, men ikke helt vites. "
"s2558","eng","TEST"
"s2565","eng","To see how somebody evaluates the choices of others and analyzes the thoughts of others."
"s2566","eng","I don't know"
"s2568","eng","To see how people pay attention. "
"s2604","fre","cds"
"s2605","eng","I think the purpose of this study was to see how different people perceive other's choices. "
"s2606","eng","no idea"
"s2608","eng","I believe that the purpose of this study was to discover how people think about certain situations. Language may affect how their viewpoint may come across."
"s2611","eng","to see if people could follow stories that could be misleading or confusing"
"s2612","eng","To see what people can make themselves believe and ultimately think it is fact without fully knowing what it is."
"s2614","eng","How wording affects perception of situation."
"s2615","eng","I think that the purpose of the study is to see how people interpret and view scenarios differently. "
"s2616","eng","see how we interpreted the story through how it was written"
"s2617","eng","to understand reasoning"
"s2618","eng","to observe peoples ability to judge someone with inside knowledge"
"s2619","eng","I think the purpose of this study was to test your thinking skills."
"s2620","eng","i think the purpose of this study to analyze ones mind and how they interpret senarios "
"s2621","eng","To see if the mind can comprehend reading?"
"s2623","eng","to determine perception differences "
"s2624","eng","I think it was about certain wording and how each scenario was different."
"s2626","eng","to see people might think vs whats real"
"s2627","eng","The sheet mentioned something about language, but I didn't necessarily notice research about language. It was more based on fact or assumption. I feel the study was about how many things humans think they """"""""know"""""""" when in reality, they only think they know, or they are making an unknown assumption."
"s2628","eng","To figure out the persons thinking"
"s2629","eng","I think the purpose of this study was to see if someone's opinions changed from story to story, even though they were all very similar."
"s2631","eng","I think the purpose of this study is to see how people think and how given scenarios may contribute to opinion "
"s2632","eng","I don't know the purpose of this study."
"s2633","eng","To undertsand reasoning behind an answer or thought process"
"s2635","eng","I think the purpose of this study is to decide whether an opinion is based on luck or on fact and knowledge."
"s2637","eng","To see how people view deception and knowledge."
"s2638","eng","To analyze interpretations of situations"
"s2639","eng","pay attention to detail?"
"s2642","eng","im not sure "
"s2643","eng","Figuring out how language works in daily life."
"s2646","eng","I think the purpose of this study is all about perception."
"s2647","eng","No idea"
"s2648","eng","Assess the varying perceptions a group may have on the same given information"
"s2649","eng","To see if people believe in luck or take accountability for their knowledge"
"s2650","eng","to see if the participant can identify what a person thinks about certainty and facts"
"s2651","eng","to read the questions carefully and give good and honest feedback."
"s2652","eng","I am not sure but feel it is used to study word associations to feelings that one may get from a reading."
"s2653","eng","Examine how we understand language. "
"s2654","eng","Whether specific wording and situation impact reading comprehension"
"s2656","eng","to understand the way we think about the observations"
"s2657","eng","test knowledge just read about"
