"id","survey_lang","purpose"
"s15617","rum","Scopul studiului, cred că a fost acesta: în ce măsură modul în care ne sunt comunicate verbal/scris anumite informații  influențează valoarea de adevăr a acestora sau în ce măsură modul în care ne sunt comunicate verbal/scris anumite informații ne influențează să credem că acele informații sunt reale sau nu( reprezintă realitatea sau nu)"
"s15618","rum","Verificarea atentiei "
"s15619","rum","Modul in care aparentele pot insela."
"s15620","rum","cat de bine sunt povestite situatiile pt ca cei care citesc, sa inteleaga si sa retina detaliile/ cuvintelele folosite,distributia lor."
"s15624","rum","este interesant"
"s15625","rum","Poate sa verifice nivelul de atentie si intelegere a unui text"
"s15627","rum","Observarea atentiei de scurta durata si logica interpretarii situatiilor din spatele unui text citit la prima vedere. Intelegerea textului."
"s15632","rum","Cred că scopul a fost ceva legat de modul în care persoanele cred anumite lucruri și datorită căror factori cred asta (competență/incompetență sau noroc/ghinion)"
"s15641","rum","Scopul studiului consider ca a fost testarea atentiei si a propriei perceptii pe anumite situatii care, desi pot parea normale, in esenta, pot exista detalii ce le schimba total."
"s15643","rum","nu am idee"
"s15651","rum","Atentia distributiva si gandirea critica"
"s15653","rum","logica si capacitatea de interpretare a actiunii "
"s15656","rum","nu stiu "
"s15658","rum","SA REFLECTE GRADUL DE PREZENTA, CONSTIENTA  SAU ATENTIE AL RESPONDENTILOR , GRADUL IN CARE SE POT DETASA DE PROBLEMELE EXISTENTIALE ACTUALE"
"s15659","rum","Evaluarea atentiei"
"s15661","rum","Măsurarea atenției "
"s15662","rum","311340802rsl191045"
"s15664","rum","Cred ca scopul testului a fost de a stabili in cele 3 povestioare corelatia dintre a crede ( posibilitatea) si a stii ( certitudine)."
"s15666","rum","testarea atentiei"
"s15667","rum","Masurarea Atentiei"
"s15668","rum","Diferența între ceea ce credem noi și ceea ce este cu adevărat real."
"s15671","rum","Probabil scopul a fost sa sublinieze diferentele intre a crede si a sti"
"s15673","rum","Competență/Incompetență vs. Noroc/Ghinion"
"s15674","rum","Masurarea capacittatii de concentrare intr-o situatie limita"
"s15676","rum","Studiu despre atentie"
"s15678","rum","Nu știu"
"s15679","rum","despre felul cum luam decizii si interpretam situatii pe baza informatiilor pe care le avem la dispozitie - acestea pot fi incomplete sau neactualizate, ne putem simti competenti intr-o situatie dar de fapt sa nu avem toate datele care sa ne ajute sa luam o decizie corecta, sau invers putem lua o decizie corecta pe baza expertizei/competentei/experientei noastre chiar si cand intervin alte informatii noi care totusi nu influenteaza capacitatea noastra de a lua o decizie corecta"
"s15680","rum","Consider ca scopul acestui studiu a fost sa verifice influenta limbajului asupra participantilor."
"s15683","rum","perceptia si realitatea"
"s15687","rum","NU STIU"
"s15697","rum","Masurarea nivelului de stres asociat unei nivelului de perceptie a sarcinii (dificila, plictisitoare, motivanta, etc) "
"s15705","rum","cercetare"
"s15709","rum","cercetare"
"s15717","rum","Cred că scopul studiului este acela de a verifica atenția asupra detaliilor și a noțiunilor decert/incert."
"s15824","rum","Nu știu."
"s15836","rum","Cred ca o varianta posibila ar fi sa cerceteze aspecte ce tin de atentie."
"s15837","rum","Scopul studiului a fost de a ne testa capacitatea cognitiva(atentia)."
"s15838","rum","Să testeze atenția și capacitatea de concentrare"
"s15843","rum","Să ne testeze percepția despre anumite situații pe care le catalogam fie norocoase/ghinioniste, fie datorate competenței/incompetenței"
"s15844","rum","Cred că scopul studiului ar putea fi legat de concentrarea atenției."
"s15846","rum","Posibil înțelegerea celor citite. Evitarea citirii mecanice. "
"s15848","rum","Nu știu"
"s15849","rum","scopul studiului a fost acela de a ne mentine atentia pe toata durata completarii chestionarului"
"s15852","rum","Cred că scopul studiului este legat de atenția pe care o acordăm unor simple povestiri, avand in vedere ca există foarte multe persoane care citesc ceva insa nu au idee ce anume au citit sau nu ar putea (din cauza lipsei concentrarii) sa spuna detalii chiar si despre cateva randuri citite anterior."
"s15854","rum","Parerea mea este ca studiului a vizat tendinta noastra de a percepe anumite lucruri."
"s15855","rum","cum judeca oamenii, cum evalueaza oamenii situatiile; daca ne luam dupa aparente"
"s15857","rum","Competența oamenilor de a analiza o situație dată."
"s15860","rum","Cum inluenteaza norocul/ghinionul, competenta/incompetenta intamplarile din viata oamenilor sau cat de repede trag acestia concluzii"
"s15864","rum","Consider ca scopul studiul este cel de a vedea functiile limbajului"
"s15881","rum","De a vedea cum oamenii judecă anumite situații. "
"s15887","rum","Cred că este vorba de limbaj, care este în legătură cu felul în  care întelegem noi anumite situații."
"s15888","rum","Cred ca scopul studiului a fost capacitatea de a deosebi minciuna de adevar si demascarea unei minciuni atunci cand se vrea a fi considerat un adevar."
"s15890","rum","nu sunt sigura"
"s15892","rum","Nu am idee."
"s15893","rum","nu stiu"
"s15895","rum","Nu stiu"
"s15896","rum","Nu am nicio idee despre scopul acestui studiu."
"s15897","rum","Să estimeze rata de analfabeți funcționali."
"s15907","rum","Deși în timpul studiului nu m-am gândit la scop ci la rezolvarea itemilor , cred că studiul a constat în a vedea cât de bine stim să facem diferența între a știi și a crede , dar și între noroc/ghinion și rezonabil/nerezonabil în situațiile prezentate."
"s15913","rum","doar presupun"
"s15914","rum","Atentia la detalii"
"s15917","rum","Diferențele în ceea ce privește limbajul sau diferența dintre verbul ,,a crede” și verbul ,,a ști”."
"s15919","rum","Studiul ar putea viza capacitatea de memorare pe durate scurte."
"s15922","rum","Bănuiesc că este despre modul în care emitem anumite judecăți sau despre cat de raționali suntem."
"s15927","rum","Nu sunt sigur care a fost scopul studiului, tot ce am observat e ca s-a pus accent pe cat de bine am inteles detaliile povestilor si daca am tras sau nu concluzii primite prin amestecarea unor informatii fara a tine cont de detalii."
"s15929","rum","Să măsoare percepția noastră cu privire la gradul de atenție sau conștientizare a siguranței de sine in cadrul diferitelor situații expuse."
"s15931","rum","Intelegerea textului si vigilenta noastra, probabil."
"s15935","rum","Intelegerea unui text"
"s15936","rum","A avut ca scop transpunerea unor faptului că de multe ori noi ne bazăm pe intuiție și nu investigăm. "
"s15942","rum","Nu am"
"s15955","rum","Să afle dacă felul în care sunt formulate poveștile influențează modul în care percepem ideea ce certitudine sau credință"
"s15956","rum","Scopul a fost acela de a verifica capacitatea de atenție."
"s15967","rum","nu stiu"
"s15970","rum","Să ne observe concentrarea atenției, cât și a memoriei"
"s15977","rum","Scopul ar putea fi observarea atenției în parcurgerea unor informații"
"s15979","rum","Cred că scopul studiului a vizat capacitatea de a înțelege logic și corect anumite raționamente. Cred că s-a măsurat gradul de analfabetism funcțional."
"s15985","rum","Antentia sau capacitatea de concentrare"
"s15988","rum","Nu stiu exact scopul studiului dar sutn convinsa ca am putut ajuta intr-o cercetare."
"s15998","rum","Cred că, scopul studiului a fost de a ne menține constantă atenția."
"s16005","rum","Sa testeze atentia si logica participantilor."
"s16008","rum","Masurarea atentiei"
"s16011","rum","nu am reusit sa imi dau seama"
"s16024","rum","sincer, habar nu am. Au fost situatii diferite intre ele iar cea de a doua m-a pus putin in dificultate cand ma gandeam la scopul studiului si la variabila dependenta."
"s16026","rum","Sincer, nu mi-am dat seama care a fost scopul studiului."
"s16034","rum","nu"
"s16035","rum","Deși nu sunt sigur, cred că scopul studiului a fost să investigheze modul în care evaluăm anumite situații luând în considerare capacitatea de gândire critică sau gradul de atenție și informare pe care le avem când suntem familiarizați cu o anumită sarcină sau cu un anumit loc. "
"s16037","rum","Cred ca scopul studiului a fost eficienta transmiterii mesajului. Cercetatorii doresc sa observe daca subiecti au citit si inteles textul. "
"s16041","rum","Studierea modului în care este perceput procesul de luare a deciziilor și capacitatea de înțelegere a textului"
"s16045","rum","Cred ca scopul studiului este cum deciziile noastre pot fi influentate de lipsa cunoasterii tuturor variabilelor. Putem ajunge usor la raspunsul corect sau gresit dintr-un noroc sau ghinion. Perspectiva noastra se poate schimba cu totul, intr-un sens sau celalalt, odata cu acumularea tuturor datelor specifice situatiei."
"s16051","rum","atentia la detalii
usurinta cu care emitem judecati de valoare"
"s16052","rum","Cred că scopul studiului a fost verficarea atenției și concentrării studenților."
"s16053","rum","Nu stiu care a fost scopul."
"s16061","rum","Urmarirea intelegerii situatiilor personajelor date."
"s16062","rum","de atesta atentia participantului "
"s16066","rum","Să observe dacă percepțiile noastre asupra unui studiu sunt influențate de cele trei povești."
"s16067","rum","Sincer, nu mi-am dat seama care este scopul studiului."
"s16070","rum","Nu stiu care a fost scopul acestui studiu"
"s16077","rum","Habar nu am"
"s16086","rum","Cum percep oamenii lucrurile având deja construite niște idei despre felul în care acestea arată."
"s16087","rum","De a măsura capacitatea de înțelegere "
"s16088","rum","Consider ca masoara atentia."
"s16095","rum","Masurarea limbajului nonverbal"
"s16097","rum","Măsoară capacitatea de atenție"
"s16106","rum","Atentia acordata studiului."
"s16108","rum","Nu am nici o idee."
"s16112","rum","Sa observe modul de intelegere si analiza. "
"s16114","rum","Acest studiu cred că a scos în evidență aptitudinile cu privire la atenția noastră asupra detaliilor, dar și a logicii de a înțelege întrebările."
"s16115","rum","Sa observati daca catalogam oamenii ca fiind competenti sau incompetenti."
"s16118","rum","concentrarea atentiei"
"s16119","rum","măsurarea atenţiei"
"s16122","rum","Atentia pe care o dam textelelor pe care le citim, probabil."
"s16125","rum","nu stiu"
"s16131","rum","Intelegerea textului"
"s16132","rum","Scopul a fost studierea limbajului."
"s16137","rum","emiterea cu usurinta a unor judecati de valoare"
"s16138","rum","Nu l-am aflat."
"s16142","rum","Scopul studiului cred ca a fost capacitatea de concentrare , dar si atentia asupra detaliilor oferita de participanti."
"s16143","rum","Dupa cum s-a precizat in consemn, scopul studiului este analiza limbajului."
"s16154","rum","cc"
"s16156","rum","Am încercat să îmi dau seama, dar nu știu."
"s16160","rum","Nu știu."
"s16164","rum","Cred ca studiul analizeaza modul in care ne transpunem noi in pielea pesonajului, felul nostru de a empatiza "
"s16168","rum","Nu știu."
"s16169","rum","nu stiu"
"s16173","rum","Scopul studiului a fost de a răspunde corect la întrebări"
"s16178","rum","Nu știu."
"s16191","rum","cum influenteaza limbajul perceptia mesajului transmis"
"s16194","rum","Nu stiu"
"s16204","rum","Modul în care atenția noastră ne poate îndrepta spre alegerile pe care le facem, în sensul că putem anticipa sau nu, uneori, greșelile."
"s16207","rum","Concentrarea atentiei in general si atentiei la detalii."
"s16208","rum","Nu știu"
"s16214","rum","Scopul studiului a fost să testeze atenția cu care este citit un text"
"s16220","rum","    De a cuantifica masura in care oamenii sunt sau nu categorici in ceea ce vor ei sa afirme."
"s16258","rum","Ma gandesc ca e ceva legat de diferentele dintre situatiile in care ne-am transpus"
"s16273","rum","Nu știu"
"s16280","rum","Nu stiu"
"s16283","rum","Habar nu am"
"s16285","rum","nu am idee"
"s16293","rum","Sigranta/insecuritate"
"s16294","rum","Scopul a fost de a ne testa atentia ."
"s16297","rum","În baza informațiilor oferite la început și al tipurilor de sarcini propuse, am dedus că studiul vizează modul în care limbajul folosit într-o povestire influențează capacitatea fiecărui individ de a se pune în postura personajelor descrise."
"s16298","rum","Nu stiu"
"s16337","rum","De a vedea modul in care oamenii percep verbele a crede si a sti"
"s16608","rum","iluzii personale "
"s16611","rum","Măsurarea atenţiei."
"s16612","rum","nu am reușit să-mi dau seama"
"s16621","rum","Evaluarea măsurii în care atribuim competenței/incompetenței sau norocului/ghinionului faptul că ceea ce credem este adevărat."
"s16624","rum","Intelegerea unui text la prima vedere si capacitatea de a trage niste concluzii dupa citirea sa, doar din informatiile date de acesta."
"s16626","rum","Cred ca scopul studiului a avut legatura cu gandirea noastra, mai exact cu diferenta dintre a stii cu adevarat ceva si doar a presupune, a crede."
"s16628","rum","verificarea perceptiei/raportarea personala la un cadru de lucru dat"
"s16631","rum","Intelegerea unei comun icari scrise."
"s16650","rum","cred ca scopul studiului vizează analfabetismul funcțional"
"s16652","rum","Despre competență, situații în care persoanele cred că știu realitatea din jur, însă sin faptul că nu cunosc toate detaliile ajung la erori. scop: părerea participanților în legătură cu diferite constatări formulate de persoane ce fac judecăți doar pe baza aparențelor"
"s16663","rum","Cred ca isi propune sa masoare distinctia dintre """"""""cred că și sun sigur că"""""""""
"s16669","rum","Cum este perceput limbajul prin intermediul poveștilor"
"s16670","rum","Falsele perceptii"
"s16685","rum","Influenta memoriei asupra perceptiei "
"s16691","rum","Probabil studiul urmărea capacitatea de a răspunde corect la anumite întrebări sub presiunea timpului. "
"s16694","rum","atentia la detalii"
"s16705","rum","Nu m-am gandit la asta dar daca ati scris la inceput ca este ceva despre limbaj ma gandesc ca este despre cum interpretam noi informatiile primite"
"s16707","rum","
Tiparul de gândire al oamenilor."
"s16713","rum","Daca perspectiva unei persoane asupra realitatii corespunde de fapt realitatii"
"s16722","rum","Nu am nici o idee."
"s16729","rum","Ceva legat de perceptie sau memorie"
"s16733","rum","Diferente clare de limbaj, ceea ce stii sau crezi ca stii despre o situatie sau un lucru"
"s16737","rum","Cred ca scopul a fost identificarea modalitatii prin care la prima citire a unui text putem insinua si diferentia ce stim versus ce credem ca stim."
"s16742","rum","Scopul studiul a fost verificarea aplicarii rationamentelor logice la situații reale."
"s16745","rum","Cat de mult ne lasam influentati de cuvintele pe care le citim/lucrurile pe care le aflam despre o anumita situatie."
"s16751","rum","diferența dintre a ști și a crede 
tipull de atribuire"
"s16752","rum","Sa sublinieze cumva diferenta dintre ceea ce stim si ceea ce ni se pare ca stim"
"s16771","rum","Sa vada cercetatorii cat de capabili sunt unii studenti sa inteleaga si sa perceapa corect realitatea unor povestiri expuse."
"s16772","rum","N-am nici o idee"
"s16780","rum","Sa verifice atentia."
"s16787","rum","este un test de rationament logic si verifica logica de argumentare."
"s16791","rum","nu știu"
"s16792","rum","Studiu pentru a determina intelegerea unei anumite situatii dintr-un text, in functie de preferinta pentru """"""""a crede"""""""" vs """"""""a sti"""""""", """"""""noroc"""""""" vs """"""""competenta"""""""". "
"s16795","rum","Cercetarea "
"s16814","rum","capacitatea de a discerne dintre realitate si aparente, ca lucrurile sunt diferite in functie de perspectiva fiecaruia.
Acelasi lucru poate fi vazut diferit de persoane care au percetii diferite."
"s16829","rum","sa imi testeze spiritul de observatie "
"s16840","rum","DIFERENTA DINTRE PERCEPTIE SI REALITATE"
"s16841","rum","Eu cred că scopul studiului a vizat modul în care oamenii sunt atenți la detaliile din texte și  cât de mult își îndreaptă atenția asupra acestora( detaliilor)."
"s16842","rum","Initial am considera ca scopul studiului este acela de a testa atentia subiectului si  modul de interpretare a unor situatii contextuale.
Ulterior, spre final, am inceput sa cred ca de fapt se testeaza profunzimea convingerii subiectului despre relevanta concluziilor studiilor, la modul general."
"s16845","rum","Definirea perceptiei asupra a ceea ce numim realitate"
"s16849","rum","Rata de subiectivitate a raspunsurilor subiectilor."
"s16854","rum","Scopul studiului ar putea fi acela de a vedea atenția cu care persoanele citesc un text."
"s16855","rum","Măsurarea și evaluarea gradului de atenție și percepție, cu privire la anumite situații."
"s16858","rum","Pentru a testa atentia si rationamentul"
"s16862","rum","Nu stiu"
"s16869","rum","Maniera de a lua decizii, atentia si folosirea limbajului."
"s16872","rum","Testarea atentiei si a rationamentului"
"s16877","rum","Atentia cititorului, starea de prezenta."
"s16893","rum","Atentia catre nivelul de expertiza vs. noroc."
"s16901","rum","Cred ca scopul acestui studiu a fost acela de a masura gradul de intelegere"
"s16911","rum","Cred ca studiul vizeaza certitudinea credintelor/alegerilor facute in circumstante in care realitatea este diferita de reprezentarea mentala."
"s16915","rum","efectul pe care utilizarea unui anumit limbaj il are asupra intelegerii textului"
"s16916","rum","Cred că scopul studiului a fost maniera in care ne influenteaza anumite informatii, de exemplu la prima poveste in care ni s-a dat informatia ca acele case sunt false, am zis despre George ca doar crede ca sunt reale, dar nu stie sigur, pt ca eu am crezut informatia cu privire la faptul ca sunt false, dar de fapt nu stiu nici eu sigur daca intr-adevar este asa."
"s16917","rum","Nu m-am gandit la asta"
"s16918","rum","dezvoltarea ununu anumit tip de gandire"
"s16934","rum","Observarea modului de interpretare a limbajului si a modului in care ne influenteaza interpretarea adaugarea unor detalii "
"s16942","rum","Tipul de rationament utilizat in rezolvarea unor """"""""probleme""""""""."
"s16951","rum","nu am incercat sa descopar acest lucru"
"s16956","rum","Cred ca este un studiu legat de memorie"
"s16959","rum","Banuiesc ca scopul e cercetarea modului in care e inteles limbajul."
"s16970","rum","Cred ca scopul real al studiului a fost studierea atenției ."
"s16977","rum","Nu stiu, nu l-am intuit."
"s16982","rum","De a vedea cum reacționează oamenii în anumite situații, de a înțelege cum și de ce reacționează și gândesc ceva în anumite situații când nu se știe cu dovezi clare adevărul."
"s16993","rum","Să verifice atenția participanților."
"s16999","rum","Cred ca scopul a fost de a aplica un nou tip de chestionar "
"s17001","rum","Verificarea atitudinii participanţilor cu privire la competenţă/incompetenţă şi a şti/a crede, în contextul unei situaţii înşelatoare, care nu este ceea ce pare a fi."
"s17002","rum","Sa se urmareasca capacitatea de memorare a detaliilor si atentia."
"s17006","rum","nedefinit sau despre limbaj"
"s17010","rum","Scopul studiului cred ca a fost descoperirea capacitatii de atentie/memorare, retinere de situatii."
"s17027","rum","pentru a verifica maniera de intelegere a tiparelor de gandire "
"s17029","rum","Cred că este legat de conceptul de atenție selectivă și gândire abstarctă."
"s17033","rum","de ce anumiti stimuli se remarca mai mult decat altii atunci cand este vorba despre atentie"
"s17043","rum","e legat de distinctia pe care o fac oamenii intre a sti cu adevărat și a crede in adevarul anumitor lucruri."
"s17044","rum","scopul studiului a fost acela de a compara perceptiile despre realitate"
"s17047","rum","Probabil, scopul studiului era construit în jurul întrebării :„Ioana/Gabriel crede/știe că ceea ce a văzut este adevărat?” și cum percepem noi validitatea celor văzute de ei."
"s17072","rum","de a vedea dacă sesizăm perspectivele diferite alea situației"
"s17086","rum","Să vadă măsura în care cel care completează este atent și înțelege sarcinile."
"s17098","rum","sa reflecte perspectiva lucrurilor din punctul nostru de vedere"
"s17116","rum","Testarea memoriei"
"s17117","rum","Sa se urmareasca atentia"
"s17119","rum","Din punctul meu de vedere, scopului studiului este acela de a măsura atenția subiecților pe parcursul citirii unor texte."
"s17122","rum","Presupun că ține de înțelegerea mai mult sensuri a limbajului."
"s17123","rum","Verificarea atentiei probabil"
"s17125","rum","identificarea unor conexiuni de tipul: percepție-realitate"
"s17126","rum","Percepția omului în legătură cu realitatea"
"s17127","rum","Mă gândesc că studiul are legătură într-adevăr cu limbajul și cu modul în care întâmplările sunt relatate"
"s17136","rum","Despre perceptia unor lucruri."
"s17137","rum","atentia la detalii"
"s17145","rum","Cred că scopul studiului a fost de a vedea cum interpretează persoanele un anumit text"
"s17147","rum","Modul in care perceptiile oamenilor afecteaza semnificatia obiectelor si valoarea lor."
"s17151","rum","diferenta dintre """"""""a sti/cunoaste"""""""" si """"""""a crede"""""""""
"s17153","rum","Nu știu"
"s17155","rum","felul in care este folosit limbajul pentru a reda o experienta"
"s17156","rum","Sincer cred că scopul acestui studiu este să vadă dacă suntem atenți la detaliile dintr-o situație"
"s17157","rum","Nivelul de înțelegere a unui text scris"
"s17159","rum","Perceptia asupra realitatii"
"s17163","rum","Investigarea modului în care utilizăm limbajul."
"s17167","rum","Nu știu"
"s17177","rum","Cât de mult credem că norocul/ghinionul ne influențează în fiecare zi."
"s17181","rum","Nu știu"
"s17183","rum","Sa se observe cum percep oamenii situatiilemai putin certe."
"s17186","rum","Nu am nicio idee despre scopul studiului"
"s17190","rum","Consider că scopul studiului a fost acela de a observa dacă maniera în care este formulată o întrebare poate schimba ceea ce s-a întâmplat (realitatea). "
"s17198","rum","EVALUAREA NIVELULUI DE STRESS IN FATA UNOR INTREBARI CIUDATE, LA CARE RASPUNSURILE ERAU GREU DE DAT"
"s17200","rum","Cred ca scopul studiului a avut la baza modul in care oamenii fac anumite inferente."
"s17210","rum","Verificarea atentiei"
"s17229","rum","Diferenta conceptuala dintre a sti si a crede."
"s17231","rum","Cred că scopul acestui studiu este de a afla cum acţionează, cum judecă, (rezonează)oamenii în diferite situaţii. "
"s17232","rum","Consider ca scopul acestui studiu este de a evidentia diferentele dintre cele doua actiuni, respectiv, cea de ,,a sti"""""""" ( a cunoaste) si cea de ,,a crede"""""""". Se urmareste intelegerea textului pe baza rationamentului logic si oferirea opiniei pentru a se vedea influenta unui text care contine termeni ambigui."
"s17233","rum","Nu pot sa emit o parere in acest sens."
"s17291","rum","Nu stiu"
"s17306","rum"," - ar putea avea legătură cu măsura în care suntem/subiecții din poveste erau fermi convinși de ceea ce credem legat de orice aspect al vieții 
- sau cu faptul că avem tendința de a lua de bun tot ce vedem, fără să trecem prin filtrul gândirii critice"
"s17309","rum","testarea perceptiei unui subiect in functie de increderea in competentele lui/ a altor persoane sau in functie de starea de spirit/ de concentrare de moment"
"s17325","rum"," -nu m-am gândit "
"s17328","rum","Să verifice atenția participantului."
"s17334","rum","Cum fac oamenii diferenta intre a sti si a crede ca ceva este real."
"s17361","rum","atentia noastra "
"s17363","rum","Nu stiu sigur care a fost scopul studiului"
"s17395","rum","Probabil, identificarea argumentarii proprii persoanelor cand acestea se identifica intr-o situatie fara informatiile complete. Adica  faptul ca in ciuda ca nu se cunoaste orice detaliu se ajunge la raspunsul dorit sau cel gresit, iar astfel se poate identifica daca am folosi ratiunea ca mod de argumentare sau pur si simplu norocul ce nu tine de noi."
"s17416","rum","sa testeze cati oameni sunt in control in viata lor"
"s17429","rum","am oscilat intre a ma identifica cu personajul si a privi intamplarea prin ochii lui, sau nu. poate fi ceva in sensul asta."
"s17449","rum","Cred ca se urmareste modul in care este perceputa fiecare situatie de catre participantii la studiu"
"s17467","rum","In general, investigare pe tema Teoriei Minții."
"s17477","rum","ceva legat de gandirea persoanelor si de logica evenimentelor"
"s17484","rum","Speculez ca este vorba despre un studiu in zona capacitatii de intelegere a unui tex (analfabetism functional)"
"s17516","rum","să se afle relația dintre influența lipsei informațiilor și perceprtia lucrurilor"
"s17517","rum","Probabil atentie sau daca sunt o persoana negativa sau pozitiva"
"s17518","rum","ar putea fi legat de tiparele de gândire și faptul că obișnuim să încadrăm lucrurile similare în aceeași categorie"
"s17526","rum","Efectul stresului asupra raspunsului dat"
"s17534","rum","Scopul studiului a fost intrarea in pielea personajelor respective."
"s17543","rum","Poate fi  testarea atentiei sau a modului de intelegere."
"s17548","rum","despre cum crede mintea ca stie ce vede dar de fapt nu e ceea ce pare"
"s17564","rum","Capacitatea de a distinge dintre iluzie și realitate"
"s17578","rum","nu stiu"
"s17610","rum","Constientizarea asupra ceea ce credem vs care este realitatea, ce stim daca este intotdeuna adevarat"
"s17618","rum","Modul in care percepem realiatte in funcție de  expectanțele noastre"
"s19990","rum","SA STUDIEZE ATENTIA"
