"id","survey_lang","purpose"
"s15816","pol","Przypuszczam, żę badanie dotyczy języka i komunikacji"
"s15821","pol","Indywidualna świadomość"
"s15822","pol","intuicja "
"s16253","pol","czytanie ze zrozumieniem"
"s16270","pol","Jaki jest wpływ otoczenia i kontekstu w postrzeganiu i nazywaniu podmiotów percepcji. Jak podchodzą badani do pewności poprawności naszych obserwacji. "
"s16302","pol","Zdefiniować, co znaczy wierzyć i wiedzieć na podstawie pytania: Na ile procent jesteś przekonany do czegoś."
"s16304","pol","Wskazać błędy w ludzkim rozumowaniu, wyjaśnić ich przyczyny."
"s16518","pol","Stawiałbym, że dotyczy rozumienia słów """"""""wiem"""""""" i """"""""wierzę"""""""" w zależności od różnych czynników, jednym z których jest merytoryczne przygotowanie """"""""wiedzącego"""""""" lub """"""""wierzącego""""""""."
"s16949","pol","Sprawdzenie intuicji populacji na temat fałszywych przekonań"
"s17035","pol","Badanie tego co nazywamy wiedzą i przekonaniami"
"s17040","pol","Uważam, że badanie może dotyczyć naszych złudzeń i wiary w rzeczy oczywiste na temat świata rzeczywistego."
"s17316","pol","Sprawdzenie ludzkiej intuicji na temat pojęcia wiedzy"
"s18166","pol","No clue"
"s19185","pol","1. analiza relacji między faktycznym stanem rzeczy a wiedzą o faktycznym stanie rzeczy i wiary w niego
2. analiza tego jak niejasność ankiet utrudnia ich wypełnianie"
"s19342","pol","Przypuszczam, że badanie mogło dotyczyć zrozumienia i użycia pojęć """"""""wiedzieć"""""""" i """"""""wierzyć"""""""", zwłaszcza w sytuacjach, w których pojawiają się fałszywe lub nieuzasadnione przekonania; wyobrażam sobie, że trzy rozważane w badaniu sytuacje, mimo istotnych podobieństw, mogą być oceniane różnie (w kategoriach, o które pytano) przez wiele osób, i wówczas analiza odpowiedzi może pozwolić na głębsze poznanie sposobu, w jaki wskazane wyrazy (jak i kategorie szczęścia/pecha oraz umiejętności) są postrzegane przez ludzi."
