"id","survey_lang","previous"
"s1113","eng","THIS IS A TEST"
"s1114","eng","Test"
"s1120","eng","No"
"s1122","eng","Just recently for this class.  "
"s1131","eng","No"
"s1132","eng","No"
"s1134","eng","No"
"s1135","eng","I have for a class I am taking this term."
"s1136","eng","No not one like this "
"s1137","eng","No"
"s1178","eng","TEST"
"s1208","eng","TEST"
"s1211","eng","TEST"
"s1213","eng","TEST"
"s1379","eng","no"
"s1397","eng","no"
"s1400","eng","Yes. I have participated in similar studies during my undergrad. I attended a university with many research projects happening at once."
"s1420","eng","No"
"s1440","eng","No I have not."
"s1447","eng","No, I have not."
"s1450","eng","no the would be my first one like this "
"s1451","eng","no never "
"s1452","eng","No"
"s1465","eng","I have taken the MSLQ study before but that is it. "
"s1475","eng","no"
"s1477","eng","No."
"s1478","eng","no"
"s1479","eng","No"
"s1482","eng","I have not participated in a similar study. Usually, the studies consist of only questions about myself and never offer any other material, like the three individual studies."
"s1484","eng","I have never participated in a familiar study. "
"s1489","eng","Not one where it felt like a test and a lot of reading and questions about the scenarios."
"s1490","eng","no"
"s1492","eng","no, I have not"
"s1495","eng","no"
"s1502","eng","no"
"s1509","eng","no"
"s1510","eng","No"
"s1512","eng","No"
"s1518","eng","no"
"s1519","eng","No I have not participated in a study similar to this. "
"s1521","eng","No"
"s1532","eng","No I have not."
"s1535","eng","No I haven't."
"s1548","eng","No. This is my first time."
"s1556","eng","no"
"s1663","eng","no"
"s1694","eng","no"
"s1695","eng","Nope."
"s1696","eng","No"
"s1752","eng","No."
"s1763","eng","no"
"s1764","eng","no"
"s1765","eng","no"
"s1767","eng","no"
"s1772","eng","no"
"s1788","eng","sdd"
"s1790","eng","no"
"s1791","eng","no"
"s1799","eng"," No I have not"
"s1851","eng","No"
"s1853","eng","No"
"s1855","eng","No"
"s1889","eng","no"
"s1916","eng","No"
"s1927","eng"," no"
"s1929","eng","No."
"s1930","eng","No"
"s1931","eng","Nothing like this. "
"s1932","eng","No."
"s1933","eng","Negatory."
"s1940","eng","NO"
"s1942","eng","not that I can remember"
"s1945","eng","No"
"s1952","eng","I have not."
"s1954","eng","No. "
"s1959","eng","No
"
"s1961","eng","No"
"s1972","eng","no"
"s1986","eng","TEST"
"s1991","eng","Yes, I have seen the red squirrel question before."
"s2031","eng","no"
"s2099","eng","Yes, it was very similar to this one, the scenarios were different though."
"s2103","eng","yes"
"s2127","eng","no"
"s2128","eng","no"
"s2130","eng","no"
"s2165","eng","No."
"s2166","eng","No I have not."
"s2167","eng","I don't think so"
"s2168","eng","No"
"s2169","eng","No"
"s2170","eng","I have participated in ones that I answered questions, but nothing similar to this type of study "
"s2173","eng","No. All the studies have been fairly different "
"s2174","eng","no"
"s2176","eng","No"
"s2178","eng","No, but similar formatting "
"s2179","eng","I have not participated in a similar study."
"s2180","eng","No"
"s2183","eng","No"
"s2184","eng","No, I don't think any studies I have participated in were similar to this one."
"s2185","eng","No I have not."
"s2186","eng","no."
"s2187","eng","No, I have not. At least I do not remember. "
"s2188","eng","No"
"s2189","eng","I have participated in a study where I read scenarios from a court case and gave my opinion."
"s2190","eng","No. "
"s2191","eng","No"
"s2192","eng","no"
"s2193","eng","I have participated in a somewhat similar study, but I am sure I can not talk about it."
"s2194","eng","No, I have never participated in a study like this one."
"s2195","eng","yes"
"s2196","eng","no"
"s2220","eng","TEST"
"s2224","eng","TEST"
"s2226","eng","TEST"
"s2229","eng","TEST"
"s2231","eng","TEST"
"s2234","eng","No"
"s2242","eng","no"
"s2245","eng","TEST"
"s2327","eng","No, never."
"s2379","eng","I participated in a study that was set up to be a mock trial. In this study, I had to listen to a fake courtroom session and give a decision as a jury member.  After I had made my decision, I was asked questions regarding how my emotions led my decision making process versus the role of logic."
"s2380","eng","No, I have not  "
"s2381","eng","Yes, I have. The other ones were more complex, but were scenario based."
"s2394","eng","I have not"
"s2416","eng","No"
"s2466","eng","no I haven't "
"s2467","eng","no."
"s2468","eng","no"
"s2469","eng","No, I haven't participated in a similar study. "
"s2470","eng","not really no."
"s2471","eng","no"
"s2472","eng","Yes i did some online surveys "
"s2476","eng","No."
"s2479","eng","No"
"s2480","eng","no"
"s2566","eng","No"
"s2568","eng","yes, the study involves watching pictures and then describing them later."
"s2605","eng","no"
"s2606","eng","no"
"s2608","eng","n/a"
"s2611","eng","no"
"s2612","eng","no"
"s2614","eng","Word Puzzles"
"s2615","eng","Yes, interpreting others emotions during the transition to college. "
"s2616","eng","no"
"s2617","eng","no i have not participated in a similar study"
"s2619","eng","No I have not."
"s2620","eng","I have somewhat participated in a similar study. however, in the other study i had to write an essay about a given senario / story.  "
"s2621","eng","No i have not."
"s2622","eng","no"
"s2623","eng","no"
"s2624","eng","No I have not."
"s2626","eng","no"
"s2627","eng","No"
"s2628","eng","No"
"s2629","eng","I have not. This was I think one of the first, if not the first study I have done. So this is a relatively new experience for me. But for the most part I really enjoyed this study."
"s2630","eng","No"
"s2631","eng","No i have not "
"s2632","eng","No."
"s2633","eng","no"
"s2634","eng","no"
"s2635","eng","No, none of the studies I have participated in were similar to this."
"s2636","eng","Yes and you should stop forcing people to take these studies."
"s2637","eng","No"
"s2638","eng","no. "
"s2639","eng","no"
"s2640","eng","no"
"s2641","eng","I think so. The one when you watch the video of a girl who is a Fairfield U student who actually wasn't."
"s2642","eng","no i have not "
"s2643","eng","No"
"s2646","eng","No"
"s2647","eng","No I have not. "
"s2648","eng","No I have not "
"s2649","eng","Yes, once. It was a study on relationships"
"s2651","eng","no, this was different then any of the other ones i have participated in."
"s2652","eng","I do not believe so."
"s2653","eng","Nope"
"s2654","eng","no"
"s2655","eng","no"
"s2656","eng","no"
"s2657","eng","No"
"s2658","eng","Yes, I participated in an online study that involves reading and answering questions. "
"s2659","eng","No, I have not. "
"s2660","eng","No, I don't think that I have"
"s2661","eng","no"
"s2662","eng","no"
"s2666","eng","Yes I have participated in a similar study."
"s2667","eng","No"
"s2668","eng","No."
"s2669","eng","No"
"s2670","eng","no i have not"
"s2671","eng","No, this was a unique study for me."
"s2672","eng","No."
"s2675","eng","i have not"
"s2676","eng","No."
"s2677","eng","No"
"s2679","eng","no"
"s2680","eng","no"
"s2681","eng","no "
"s2682","eng","No I have not."
"s2683","eng","No, I have not. "
"s2689","eng","no"
"s2690","eng","no"
"s2691","eng","No "
"s2698","eng","No"
"s2699","eng","Not really.  I once watched a video and answered questions about it, but that's it."
"s2700","eng","not really just other studies done here at Fairfield University where you have to judge things"
"s2701","eng","No "
"s2702","eng","No"
"s2703","eng","no"
"s2704","eng","no"
"s2705","eng","no"
"s2707","eng","I have not."
"s2721","eng","No, I haven't. There was one study where they could be similar but this one is better and interesting. "
"s2722","eng","No."
"s2723","eng","I did an online study that kind of put me in the same spot, knowing both sides of the stories in order to come to a decision. However, it never asked me to think from that person's point of view. Instead, I was the person making the decisions. "
"s2726","eng","no"
"s2727","eng","I have not"
"s2728","eng","No, I have not. "
"s2729","eng","No I have not participated in a similar study. "
"s2730","eng","no i have not "
"s2731","eng","I have not."
"s2756","eng","no "
"s2757","eng","No."
"s2758","eng","No, but I really enjoyed participating in a new kind of study unlike any one I had done before. "
"s2759","eng","No, I have not."
"s2760","eng","No"
"s2761","eng","no "
"s2762","eng","no"
"s2763","eng","no"
"s2765","eng","No"
"s2766","eng","yes"
"s2771","eng","no"
"s2836","eng","no"
"s2838","eng","no "
"s2839","eng","No."
"s2840","eng","I have participated in many studies at Fairfield so far, some similar in terms of materials but none too similar to the content."
"s2845","eng","no"
"s2846","eng","No"
"s2847","eng","No I haven't participated in a study like this one."
"s2848","eng","No"
"s2849","eng","I have not participated in a similar study before."
"s2850","eng","no"
"s2851","eng","No"
"s2852","eng","No, I have not participated in a study of a similar format"
"s2853","eng","n/a"
"s2855","eng","No"
"s2858","eng","No, I haven't."
"s2860","eng","No"
"s2861","eng","No, I have not. "
"s2862","eng","no"
"s2863","eng","no"
"s2864","eng","maybe some similar psych studies"
"s2865","eng","No I have not."
"s2867","eng","n/a"
"s2868","eng","No"
"s2869","eng","no"
"s2872","eng","I have not participated in a study similar to this before."
"s2877","eng","No"
"s2882","eng","Yes, I have done a few of the research for PLU."
"s2887","eng","Yes, Perceptions of Individuals. "
"s2888","eng","No"
"s2890","eng","I have not participated in studies that have a sliding bar"
"s2891","eng","No. "
"s2893","eng","No"
"s2895","eng","No"
"s2896","eng","No ma’am "
"s2901","eng","no"
"s2902","eng","No."
"s2903","eng","no"
"s2904","eng","No"
"s2905","eng","No I have not"
"s2906","eng","No"
"s2907","eng","No I have not. "
"s2908","eng","No"
"s2910","eng","no"
"s2911","eng","No."
"s2912","eng","No."
"s2913","eng","not really"
"s2915","eng","I have not participated in a study quite like this before."
"s2916","eng","yes, I had to read a passage and answer questions"
"s2917","eng","N/A"
"s2918","eng","I never benn a part of a study like this "
"s2919","eng","no "
"s2920","eng","I don't think so "
"s2921","eng","I have not"
"s2922","eng","No I haven't."
"s2924","eng","N/A"
"s2934","eng","no "
"s2936","eng","No."
"s2937","eng","No all studies have been different"
"s2938","eng","no"
"s2939","eng","no, I have not"
"s2942","eng","I have participated in a similar study where the researcher was looking at how word choices in a description about a student were very deliberate in order to influence the interpretations the participants made. Different participants were given the same students and similar descriptions for them, just with different word choices."
"s2943","eng","No"
"s2946","eng","No"
"s2947","eng","yes, except that study was based off on mind wondering/ attention span"
"s2972","eng","No."
"s2973","eng","No, I have not participated in a similar study."
"s2981","eng","No"
"s2983","eng","empty"
"s2984","eng","No"
"s2992","eng","no I have not"
"s2993","eng","No, this is the first one. "
"s2994","eng","no"
"s2995","eng","No I have not "
"s2996","eng","no"
"s2999","eng","yes"
"s3005","eng","No"
"s3006","eng","No, the other studies were very different from this one."
"s3007","eng","No."
"s3012","eng","No"
"s3013","eng","No I have not"
"s3021","eng","No"
"s3027","eng","no not a reading comprehension study or a study that asked about my feelings"
"s3028","eng","not one quite like it"
"s3034","eng","no"
"s3036","eng","Not really"
"s3040","eng","I don't think I have."
"s3042","eng","Not sure, I have taken many studies but do not recall"
"s3043","eng","no"
"s3044","eng","I don't think I have."
"s3046","eng","No. I have not participated in a study such as this. "
"s3047","eng","No I have not"
"s3049","eng","No"
"s3053","eng","No"
"s3056","eng","Only in studies with similar data collection methods (i.e., surveys). The sliders were new."
"s3058","eng","No"
"s3068","eng","No I never have participated in a similar study."
"s3070","eng","No, I have not."
"s3071","eng","No."
"s3073","eng","no"
"s3078","eng","I have not, but I have participated in a study where there are different scenarios."
"s3080","eng","No I have not participated in a similar study but this topic somewhat co-insides with the subject of one of my other classes. "
"s3088","eng","no"
"s3090","eng","no "
"s3091","eng","No"
"s3092","eng","I have not"
"s3093","eng","No"
"s3094","eng","Nope"
"s3096","eng","No"
"s3097","eng","No. "
"s3100","eng","NOPE! ;)"
"s3102","eng","no"
"s3105","eng","No"
"s3106","eng","No I have not"
"s3108","eng","No"
"s3110","eng","No."
"s3111","eng","No"
"s3113","eng","Never"
"s3117","eng","No"
"s3119","eng","No"
"s3121","eng","No"
"s3125","eng","TEST"
"s3130","eng","No I have not."
"s3135","eng","Yes, It was about fallacies."
"s3138","eng","No"
"s3141","eng","no"
"s3146","eng","No."
"s3149","eng","No."
"s3156","eng","This is my first study I have participated in."
"s3158","eng","No"
"s3161","eng","I have done an online study but not in this format. "
"s3162","eng","no"
"s3163","eng","no"
"s3164","eng","no"
"s3166","eng","I have not be a part of. a study like this."
"s3167","eng","yes"
"s3169","eng","No"
"s3171","eng","I have not. This is the first study I have participated in that used a bar that I could drag to determine how sure I was of my answer. "
"s3173","eng","no"
"s3176","eng","No"
"s3177","eng","no"
"s3180","eng","I have not."
"s3201","eng","Yes, I have had to take this one 3 times because it is not showing that I completed it. "
"s3202","eng","No."
"s3204","eng","n/a"
"s3205","eng","no"
"s3207","eng","No"
"s3209","eng","I have never participated in this type of study before."
"s3211","eng","yes, if was based on mind wondering and how we could handle difficult tasks "
"s3212","eng","yes, we had to read a passage and answer questions"
"s3214","eng","no"
"s3215","eng","i have not"
"s3218","eng","I have participated in other studies, but nothing very similar to this"
"s3221","eng","I participated in a word puzzle study a few months ago."
"s3222","eng","No I have not"
"s3230","eng","No."
"s3231","eng","no
"
"s3233","eng","Negative"
"s3234","eng","Yes. I have done a few studies where I was asked questions based on different wordings of readings."
"s3235","eng","no."
"s3236","eng","No"
"s3237","eng","I have not"
"s3238","eng","No"
"s3239","eng","no"
"s3240","eng","No"
"s3241","eng","No I haven't"
"s3242","eng","no"
"s3243","eng","yes , but it didn't contain any reading it was all a automated story."
"s3244","eng","No, I have participated in a few studies similar to this one but this study was different in certain ways."
"s3245","eng","Yes and no, I have done online studies similar to this but no the same tasks. "
"s3246","eng","I took a reading test in a study not too long ago, however it would ask me things such as what words go in here, and just comprehension questions."
"s3247","eng","No I have not"
"s3248","eng","no"
"s3249","eng","N/A"
"s3250","eng","no"
"s3251","eng","No"
"s3252","eng","No."
"s3254","eng","No"
"s3255","eng","Nope!"
"s3256","eng","No"
"s3257","eng","While I've participated in multiple studies before, this is the first one where I was expected to read and answer comprehension questions. "
"s3263","eng","I have not participated in a study like this."
"s3264","eng","No"
"s3265","eng","no."
"s3266","eng","no "
"s3267","eng","No."
"s3268","eng","No I have not participated in a similar study."
"s3269","eng","no"
"s3270","eng","no"
"s3271","eng","no"
"s3272","eng","no.
"
"s3273","eng","no"
"s3303","eng","no"
"s3313","eng","Yes, I participated in studies like this one."
"s3314","eng","No "
"s3315","eng","No"
"s3316","eng","no."
"s3317","eng","I never participated in a similar study like this. "
"s3318","eng","no"
"s3319","eng","no"
"s3320","eng","no"
"s3321","eng","NO"
"s3327","eng","no not really "
"s3329","eng","Nope"
"s3346","eng","no"
"s3402","eng","Cannot recall. "
"s3403","eng","no i have not"
"s3404","eng","no"
"s3405","eng","No"
"s3407","eng","I have done other research studies"
"s3409","eng","No I have not"
"s3410","eng","no"
"s3611","eng","I have participated in a few studies before, but non of them had similar questions I believe -however the scaling system of  answers e.g. strongly believe, believe, neutral, disagree, strongly disagree. have been used in some of them."
"s3620","eng","no"
"s3654","eng","yes , on pappers but i don't remmber the deatails"
"s3662","eng","no"
"s3836","eng","No."
"s3900","eng","NO"
"s3983","eng","No"
"s4099","eng","no"
"s4415","eng","no, i have not"
"s4423","eng","yes, it called mbti and it studies the personalities but its more comprehensive"
"s4625","eng","no"
"s4665","eng","No"
"s4683","eng","TEST delete data "
"s4795","eng"," - "
"s4813","eng","TEST"
"s4834","eng","never"
"s4841","eng","no i have not"
"s4842","eng","No"
"s6134","eng","no"
"s6161","eng","TEST"
"s6355","eng","yes , but it was not tidy and good as this study "
"s6406","eng","no"
"s6441","eng","no"
"s6584","eng","I have never."
"s6632","eng","no"
"s6660","eng","No I have not"
"s6782","eng","no"
"s6851","eng","no"
"s6852","eng","Never participated in a study before."
"s6853","eng","No"
"s6854","eng","No"
"s6872","eng","I have participated in other online studies, but never one dealing with perceptions of truthhood."
"s6877","eng","I have not. "
"s6878","eng","No"
"s6879","eng","No"
"s6885","eng","No"
"s6887","eng","No"
"s6891","eng","No"
"s6916","eng","no"
"s6917","eng","No"
"s6927","eng","No"
"s6940","eng","No."
"s6945","eng","no"
"s6948","eng","No "
"s6949","eng","No"
"s6966","eng","no"
"s6967","eng","no"
"s6973","eng","no"
"s6974","eng","No"
"s6985","eng","No. "
"s6988","eng","No."
"s6989","eng","No"
"s6990","eng","no"
"s6991","eng","No. "
"s7029","eng","No"
"s7031","eng","No, I have not participated in a similar study."
"s7061","eng","No"
"s7066","eng","None. "
"s7069","eng","no"
"s7114","eng","DO NOT USE IN RESULTS. TEST RUN "
"s7119","eng","no"
"s7150","eng","No. "
"s7157","eng","No."
"s7164","eng","no"
"s7201","eng","No"
"s7202","eng","Yes, but I do not remember it very well - it involved reading passages and answering similar questions to the ones in this study. "
"s7204","eng","No"
"s7225","eng","No. "
"s7246","eng","no."
"s7248","eng","no"
"s7249","eng","No."
"s7251","eng","No"
"s7252","eng","No. "
"s7267","eng","No"
"s7272","eng","no"
"s7281","eng","No."
"s7284","eng","No"
"s7291","eng","I have not participated in a study like this before. "
"s7379","eng","no"
"s7400","eng","No."
"s7401","eng","I have not participated in a study like this before."
"s7402","eng","No"
"s7408","eng","no"
"s7433","eng","No"
"s7434","eng","I have not ever participated in a similar study. "
"s7435","eng","No."
"s7436","eng","No."
"s7437","eng","No"
"s7465","eng","no"
"s7466","eng","no "
"s7468","eng","No"
"s7483","eng","nope"
"s7506","eng","No. "
"s7511","eng","No."
"s7515","eng","No"
"s7519","eng","No"
"s7535","eng","No. "
"s7537","eng","No."
"s7539","eng","no"
"s7540","eng","no"
"s7546","eng","no"
"s7549","eng","No"
"s7555","eng","no"
"s7578","eng","no I have not. "
"s7584","eng","no"
"s7585","eng","No."
"s7586","eng","No, I have not."
"s7587","eng","no"
"s7601","eng","no"
"s7602","eng","No this was my first study I participated in."
"s7603","eng","No"
"s7604","eng","No"
"s7607","eng","No."
"s7608","eng","No. "
"s7609","eng","No"
"s7610","eng","yeah kinda, a psychiatrist did similar situational studies on me in high school these are an interesting task but one of the more engaging ones."
"s7611","eng","I have participated in other psychology research studies in the past that involved the understanding of the participants judgement towards something."
"s7616","eng","Not really so I am glad to participate. Thanks. "
"s7618","eng","No"
"s7619","eng","No"
"s7621","eng","No."
"s7746","eng","never do it before."
"s7756","eng","No"
"s7757","eng","no"
"s7758","eng","nope"
"s7801","eng","i have not"
"s7859","eng","nope"
"s7864","eng","no "
"s7879","eng","No"
"s7891","eng","N/A"
"s7896","eng","No"
"s7897","eng","No"
"s7910","eng","TEST"
"s7919","eng","No "
"s7920","eng","I have not."
"s7921","eng","I cannot recall a similar study, to the one I just took."
"s7922","eng","i have participated in 2 online surveys
1:it was about my mental state when i joined this college im not fully sure but it was something close to this 
2:it was a survey that had to do with my current resident situation and lifestyle"
"s7923","eng","never"
"s7925","eng","No"
"s7937","eng","never"
"s7938","eng","no."
"s7940","eng","no"
"s7941","eng","No"
"s7942","eng","No"
"s7952","eng","I have never participated in a similar study."
"s7953","eng","No"
"s7954","eng","no"
"s7960","eng","Not similar to this study "
"s7961","eng","no"
"s7962","eng","No"
"s7963","eng","No i have not participated in a similar study"
"s7964","eng","no"
"s7966","eng","no"
"s7967","eng","No. "
"s7973","eng","no"
"s7974","eng","no"
"s7975","eng","no i have not"
"s7979","eng","No, I have not participated in a similar study."
"s7993","eng","No"
"s8017","eng","No I haven't"
"s8025","eng","no"
"s8044","eng","no"
"s8045","eng","No"
"s8050","eng","no"
"s8052","eng","NO"
"s8053","eng","No."
"s8054","eng","No"
"s8064","eng","No"
"s8065","eng","No."
"s8066","eng","No."
"s8067","eng","no, never participated in similar study"
"s8072","eng","TEST"
"s8078","eng","No, only similar to the extent of questionairre"
"s8079","eng","Yes I have for Dr Thomas Evans at Coventry University."
"s8080","eng","TEST"
"s8082","eng","no I have not"
"s8084","eng","No, I have not."
"s8085","eng","no"
"s8086","eng","I have not ever participated in a similar study."
"s8094","eng","no"
"s8095","eng","No"
"s8096","eng","TEST"
"s8098","eng","No."
"s8099","eng","no"
"s8100","eng","no"
"s8110","eng","I have not"
"s8112","eng","TEST"
"s8116","eng","TEST"
"s8118","eng","TEST"
"s8126","eng","TEST"
"s8128","eng","No I have not."
"s8129","eng","No"
"s8137","eng","No"
"s8147","eng","no"
"s8150","eng","This was my first research study."
"s8151","eng","No"
"s8153","eng","No"
"s8162","eng","no"
"s8166","eng","no "
"s8167","eng","No."
"s8174","eng","Nope."
"s8179","eng","No"
"s8180","eng","No. "
"s8181","eng","No"
"s8183","eng","No."
"s8184","eng","no"
"s8187","eng","no"
"s8192","eng","No."
"s8193","eng","no"
"s8196","eng","No."
"s8197","eng","No I have not."
"s8200","eng","no"
"s8205","eng","Nope"
"s8206","eng","No, this was a very unique study."
"s8207","eng","No"
"s8208","eng","no"
"s8209","eng","No. "
"s8210","eng","I have participated in a lot of research studies because I am in psych 1001, but I have not done one like this."
"s8212","eng","no"
"s8213","eng","I have not."
"s8214","eng","TEST"
"s8217","eng","No"
"s8218","eng","I have not participated in a study like this. "
"s8224","eng","No"
"s8225","eng","No"
"s8226","eng","No I have never done a study like this "
"s8228","eng","No"
"s8230","eng","No"
"s8235","eng","No, none have been quite like this. There was one on music comprehension, where you listen to music and say how it made you feel - that was more on the emotional response to situations, than logical. Logical responses seem to be the aim of this study. "
"s8245","eng","not really"
"s8246","eng","No, I have seen one of the stories/scenarios given before. "
"s8261","eng","TEST"
"s8271","eng","no "
"s8275","eng","TEST"
"s8277","eng","no"
"s8278","eng","no"
"s8280","eng","TEST"
"s8282","eng","I have not participated in a similar study."
"s8284","eng","no"
"s8285","eng","No, this was unlike anything I've encountered."
"s8286","eng","No"
"s8287","eng","No, I have not."
"s8316","eng","I have not participated in a study like this before."
"s8318","eng","no"
"s8319","eng","Nope"
"s8326","eng","No"
"s8327","eng","no"
"s8343","eng","no. "
"s8356","eng","I have not participated in a similar study before."
"s8357","eng","No I have not"
"s8385","eng","I have not."
"s8391","eng","Nope"
"s8433","eng","No, not at all."
"s8439","eng","no"
"s8440","eng","I have not"
"s8441","eng","No, I have never participated in a similar study."
"s8442","eng","no."
"s8443","eng","No, I have no. The studies I have participated in were direct questions about myself. "
"s8444","eng","I have not participated in a similar study."
"s8446","eng","No"
"s8472","eng","No "
"s8473","eng","no"
"s8488","eng","No."
"s8490","eng","No"
"s8493","eng","No"
"s8494","eng","no"
"s8496","eng","no"
"s8499","eng","No"
"s8500","eng","No."
"s8507","eng","No. "
"s8570","eng","I have not"
"s8571","eng","no"
"s8573","eng","using a computer and selecting answers, yes."
"s8584","eng","No"
"s8586","eng","No"
"s8587","eng","Yeah, I did one with beans the other day."
"s8594","eng","No"
"s8596","eng","No I haven't."
"s8600","eng","test"
"s8601","eng","No."
"s8602","eng","test"
"s8603","eng","no"
"s8605","eng","No"
"s8616","eng","No"
"s8624","eng","no"
"s8625","eng","No I have not."
"s8628","eng","I participated in a study through a computer game program where I had to choose the correct beans in order to gain points. The goal was to get to 100 and the game would end in failure if i reached 0."
"s8630","eng","No"
"s8631","eng","No."
"s8632","eng","No"
"s8642","eng","test"
"s8645","eng","no"
"s8646","eng","no"
"s8648","eng","No this is my first study"
"s8650","eng","No I have not. "
"s8656","eng","yes i have college age cousins so ive had to sit though a lot of psych projects"
"s8663","eng","no"
"s8667","eng","no"
"s8669","eng","No I have not"
"s8670","eng","No"
"s8685","eng","No"
"s8687","eng","I have participated in a similar study; I have done numerous online studies like this in which I judge situations based on given information. "
"s8688","eng","never"
"s8689","eng","no, i have not participated in a similar study "
"s8690","eng","no"
"s8691","eng","No"
"s8693","eng","no"
"s8694","eng","No"
"s8695","eng","no"
"s8702","eng","N/a"
"s8704","eng","Yes, emotional perception of faces"
"s8706","eng","no"
"s8708","eng","I don't think so"
"s8710","eng","No"
"s8712","eng","I have not.
"
"s8714","eng","Reading comprehension studies are very similar. Read a short passage and see how much info on it you retained"
"s8715","eng","No I have not participated in a similar study but I have participated in an online survey before."
"s8728","eng","No"
"s8740","eng","No, I have not"
"s8744","eng","no"
"s8749","eng","no"
"s8752","eng","no"
"s8761","eng","TEST"
"s8763","eng","No not like this one but I have researched in other studies."
"s8767","eng","nope!"
"s8768","eng","No, but I have taken research studies in the past. "
"s8769","eng","no"
"s8771","eng","yes. it was a study on tmt theory 
"
"s8772","eng","ni]o"
"s8779","eng","None"
"s8782","eng","no"
"s8783","eng","nope"
"s8785","eng","no"
"s8805","eng","no"
"s8806","eng","No"
"s8813","eng","TEST"
"s8814","eng","TEST"
"s8817","eng","TEST"
"s8821","eng","No I have not"
"s8822","eng","no"
"s8823","eng","No"
"s8824","eng","No"
"s8825","eng","no"
"s8827","eng","No"
"s8829","eng","no"
"s8830","eng","No."
"s8831","eng","No"
"s8833","eng","no"
"s8834","eng","No"
"s8836","eng","no"
"s8837","eng","No"
"s8839","eng","Test"
"s8850","eng","No. "
"s8853","eng","No "
"s8857","eng","nope"
