"id","survey_lang","purpose"
"q_87d100_R_3je1moqHqHLkInT","prt","Estudar a perceção e opinião das pessoas sobre a influência de variáveis não controladas/desconhecidas por um indivíduo que desempenha uma determinada ação"
"q_87d100_R_3knRHphKwVjDcp0","prt","Descobrir e interpretar as análises e a atenção de cada um"
"q_87d100_R_C7iTHVFDeFUQwSt","prt","tentar perceber o quanto as palavras influenciam a maneira como olhamos para uma situação"
"q_87d100_R_2ZE4UJKi3azOtut","prt","Perceber o nível de interpretação de uma determinada informação, em língua portuguesa, ao ler textos, como neste caso."
"q_87d100_R_2Vs6vobz9Dsnw3C","prt","Analisar a opinião das pessoas relativamente à maneira como avaliamos a realidade dependendo do contexto: em que situações julgamos saber/conhecer a realidade e em que situações apenas acreditamos que a conhecemos"
"q_87d100_R_PHubL6UNbol5Py1","prt","O objetivo pareceu tentar perceber que com o mesmo texto com as mesmas palavras pode levar a diversas interpretações das pessoas. A compreensão da lingua é importante para estas situações"
"q_87d100_R_1FnXRuYQnY4g6Ok","prt","Compreender e analisar a velocidade de compreensão."
"q_87d100_R_2TnpNtGgSbL1d17","prt","O objetivo do estudo foca a interpretação (correta/errada) que os indivíduos efetuam da linguagem apresentada e quais as estratégias e metodologias para que seja realizada uma correta interpretação do que é exposto aos diferentes participantes."
"q_87d100_R_28M8SunfH3ah6dP","prt","Analisar a interpretação e atenção do individuo"
"q_87d100_R_3enw4jp8CiMcuXx","prt","testar a capacidade de atenção"
"q_87d100_R_1NEdynnPr6kZQxS","prt","Perceber se consigo focar a minha atenção, e compreender a linguagem"
"q_87d100_R_3qg1ntiGvgIHuy8","prt","Entender a capacidade de interpretação das pessoas."
"q_87d100_R_sNfTopzAr9tyTOp","prt","Adorava poder saber."
"q_87d100_R_1M4hlnIKIqKRUDD","prt","não faço a mínima ideia"
"q_87d100_R_2DS37SrF4RN4kLN","prt","Penso que este estudo incida sobre como pequenas diferenças na linguagem utilizada e na abordagem de um texto simples têm uma implicação divergente daquela que seria uma primeira interpretação do texto."
"q_87d100_R_2dnkj0Im1Ywvt1o","prt","Perceber o nível de interpretação do participante, ao ler determinados textos."
"q_87d100_R_302kaQ9ddfqU1qL","prt","Perceber a facilidade de cada um na interpretação de textos, e a respetiva receção de informação."
"q_87d100_R_3lA1uW9WLExiRAx","prt","Perceber o nível de compreensão de informação através da interpretação de textos. E compreender também com a leitura destes textos, se o que acontecia a cada pessoa mencionada nos mesmos, se era pela falta de incapacidade ou capacidade de cada, e o mesmo, relativamente à sua  boa ou má sorte."
"q_87d100_R_9ogptE1uI378XId","prt","Interpretação da língua"
