StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q114,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
4/29/2020 6:38,4/29/2020 10:36,0,47.11.210.148,100,14258,1,4/29/2020 10:36,R_1OOcWdl9XKShmoP,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,10,10,10,10,10,10,10,5,10,10,10,10,10,95,4,1,5,4,7,8,9,8,8,7,1,5,8,5,10,10,9,0,8,8,6,10,9,,8,9,9,9,8,8,8,9,10,9,1,4,8,0,,9,,10,8,,10,10,,0,,,0,,,,50,,,16,8,25,3 minutes,7 hours,1,,35,3,1,1,,8,2,1,1,213
4/29/2020 22:41,4/29/2020 22:42,0,42.110.149.236,100,59,1,4/29/2020 22:42,R_4OOMBK59hpl4YE1,,,,,22.56550598,88.36529541,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020 22:33,4/30/2020 23:06,0,202.142.77.204,100,1983,1,4/30/2020 23:06,R_3O8M7W3fBhaoN1V,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,1,9,9,9,9,9,5,9,3,8,8,8,8,70,20,10,5,10,7,2,9,10,10,5,5,6,5,0,10,5,5,0,0,6,8,9,5,,3,3,10,5,10,10,10,10,10,9,1,10,9,5,2,8,0,10,1,7,9,10,10,0,8,9,5,,,,30,10,8,14,9,,,,2,,52,3,2,1,,6,1,1,1,213
4/30/2020 23:49,5/1/2020 0:19,0,202.142.77.204,100,1772,1,5/1/2020 0:19,R_3NWbik10qHFcPgX,,,,,22.56550598,88.36529541,anonymous,EN,1,8,0,6,10,10,10,,10,7,0,5,5,5,5,10,100,0,0,3,10,9,8,8,10,10,8,2,10,5,8,0,5,1,0,10,5,1,5,5,5,8,8,8,8,9,1,9,9,10,9,7,8,8,9,10,8,4,9,9,10,10,10,9,0,9,8,3,5,5,9,40,40,5,16,9,,,,1,,45,3,1,1,,5,1,1,1,213
5/1/2020 0:54,5/1/2020 1:30,0,202.142.77.204,100,2152,1,5/1/2020 1:30,R_1mQbkXzvu9Unqae,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,8,10,10,8,10,10,10,1,10,10,10,10,10,80,10,10,0,0,9,7,7,10,10,5,5,5,5,10,9,8,10,5,0,5,5,5,5,5,5,5,10,9,8,8,8,10,8,9,9,2,8,5,5,8,7,9,9,10,10,10,8,0,5,7,1,2,7,10,0,50,6,16,10,75,,,1,,46,3,1,1,,6,1,1,1,213
4/24/2020 22:59,4/24/2020 23:00,0,47.15.254.1,4,50,0,5/1/2020 23:00,R_pxWTEl7lQlxOpb3,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 23:03,4/24/2020 23:09,0,47.9.228.97,22,360,0,5/1/2020 23:09,R_2Xba8XpyPtFEb0n,,,,,,,anonymous,EN,1,5,6,5,9,9,8,8,8,8,9,9,9,9,9,2,100,0,0,8,5,7,8,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020 11:25,4/25/2020 12:29,0,42.110.153.50,100,3852,1,4/25/2020 12:29,R_1cZLszfCanDEsKS,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,10,10,10,8,8,10,8,10,8,8,8,8,10,60,20,20,7,6,4,6,6,9,6,7,7,1,7,2,10,10,10,0,1,7,8,7,7,7,8,10,3,4,8,9,9,8,4,6,8,8,8,0,4,4,3,7,7,1,10,9,5,0,7,7,0,6,7,10,50,70,1,15,8,25 cents,3 mins,7 hrs,2,,35,1,0,1,,6,1,1,2,213
4/26/2020 23:44,4/27/2020 0:45,0,49.34.65.74,100,3624,1,4/27/2020 0:45,R_0fxjCdHO2i3eQj7,,,,,23.02760315,72.58709717,anonymous,EN,1,9,0,6,8,10,8,8,10,9,6,10,10,10,10,10,70,30,0,1,3,0,8,2,10,3,5,0,0,0,3,10,10,10,0,0,3,10,4,6,4,5,10,5,3,1,0,4,0,4,3,4,10,8,0,4,4,2,5,4,8,10,5,0,0,0,0,3,0,0,8,50,90,5,11,6,25,3 minutes,4 hours? ,2,,29,1,0,1,,5,1,1,1,213
4/27/2020 3:13,4/27/2020 3:36,0,157.49.191.215,100,1412,1,4/27/2020 3:36,R_1Ngk56wAcSmh2tW,,,,,12.97210693,77.59329224,anonymous,EN,1,10,0,9,10,10,10,10,10,9,5,10,10,7,10,10,75,20,5,10,9,10,10,10,10,10,8,8,8,9,3,10,10,10,0,2,0,0,0,0,0,0,0,10,10,10,8,8,10,7,7,6,10,9,0,9,6,2,8,8,3,10,10,10,9,2,8,10,8,9,10,10,20,6,5,7,25 cents,3 minutes,1,1,,34,3,0,1,,4,1,1,1,213
5/1/2020 14:12,5/1/2020 14:54,0,45.37.165.254,100,2471,1,5/1/2020 14:54,R_wYnQp9ooR3r6YFP,,,,,35.91119385,-78.9178009,anonymous,EN,1,9,0,6,7,10,7,9,10,6,7,10,10,10,10,10,20,80,0,4,8,5,5,5,10,7,0,0,0,0,3,9,10,9,0,3,9,9,6,9,2,7,7,7,8,8,8,8,9,6,9,6,8,8,0,7,8,3,9,8,1,10,10,6,0,8,9,0,6,9,6,70,80,4,9,8,25,1 minute,7,2,,30,3,0,1,,3,1,1,1,213
5/2/2020 21:27,5/2/2020 21:40,0,150.107.212.108,100,758,1,5/2/2020 21:40,R_yO60LlmhpOawInf,,,,,22.56550598,88.36529541,anonymous,EN,1,9,0,4,8,10,10,10,10,7,7,10,6,10,10,10,90,10,0,6,6,5,5,7,9,10,4,2,3,2,1,10,9,10,1,1,10,10,10,8,10,2,1,8,9,4,7,9,10,2,3,1,10,9,5,4,9,0,8,1,0,10,9,1,0,1,8,1,9,1,10,50,50,4,7,7,25 cents,5hrs,4 hrs,2,,43,3,2,2,,4,2,1,1,213
4/23/2020 23:51,4/24/2020 0:15,0,103.87.141.93,100,1474,1,4/24/2020 0:15,R_30oxa2W2qOLaUDm,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,10,10,10,10,10,10,10,5,10,10,7,10,10,50,50,0,5,7,5,8,8,10,10,2,2,2,2,2,10,10,10,0,1,10,5,5,8,5,5,5,10,10,8,10,9,8,5,8,5,2,2,8,5,3,1,7,5,1,10,10,8,0,6,6,3,8,3,7,0,0,6,7,10,25,,7,1,,25,2,0,1,,5,1,1,1,213
4/24/2020 0:30,4/24/2020 0:46,0,157.43.223.15,100,930,1,4/24/2020 0:46,R_3nGe2qEXT6eJjEq,,,,,22.56550598,88.36529541,anonymous,EN,1,7,7,3,7,6,7,3,8,7,4,3,8,7,3,8,50,20,30,7,3,3,7,8,7,7,2,7,3,7,3,7,7,6,2,6,4,6,6,7,4,3,7,2,6,4,6,,7,2,7,7,2,9,7,6,3,6,6,3,7,7,7,3,9,6,2,8,8,2,10,60,40,6,2,8,,,,3,,,3,,4,,3,2,1,2,213
4/24/2020 1:43,4/24/2020 2:09,0,157.43.132.234,100,1565,1,4/24/2020 2:09,R_2tbSj3xlqACqKuY,,,,,22.56550598,88.36529541,anonymous,EN,1,10,5,10,10,10,10,9,10,8,10,10,9,,10,10,50,40,10,7,3,5,10,10,10,10,9,2,10,9,8,10,10,10,6,1,10,10,10,10,6,10,0,10,1,5,7,2,9,9,9,0,0,5,9,4,5,0,4,9,8,10,10,5,1,6,6,0,6,3,8,10,80,5,16,10,,,,1,,25,1,0,3,,7,2,1,1,213
4/24/2020 5:41,4/24/2020 5:42,0,47.29.61.84,100,96,1,4/24/2020 5:42,R_1KkagLawKfEtbLm,,,,,25.59080505,85.13479614,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 5:11,4/24/2020 5:46,0,47.11.33.187,100,2073,1,4/24/2020 5:46,R_1cT7NxdD0tiJOVh,,,,,22.56550598,88.36529541,anonymous,EN,1,4,0,1,10,1,9,8,10,7,5,10,10,10,10,10,27,53,20,6,6,10,7,0,10,10,2,4,6,8,9,6,7,9,6,9,5,5,8,5,5,3,5,6,7,1,3,2,6,6,4,3,3,8,8,4,4,4,5,3,0,4,9,6,6,7,4,4,6,6,4,10,10,1,16,6,,,,1,,22,1,0,4,,4,2,1,1,213
4/25/2020 7:12,4/25/2020 7:30,0,42.110.151.69,100,1058,1,4/25/2020 7:30,R_2QMWCuXttAquTnj,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,10,10,10,8,8,10,2,7,10,10,10,10,10,80,15,5,4,4,8,8,10,10,10,9,9,9,9,6,10,10,9,1,9,10,8,9,9,3,8,0,8,7,6,6,6,9,5,7,4,3,8,10,7,7,3,8,6,0,10,10,2,0,6,,0,4,6,10,10,70,7,14,4,50,3,,1,,27,3,0,4,,6,1,1,1,213
4/26/2020 4:44,4/26/2020 7:42,0,223.223.128.242,100,10706,1,4/26/2020 7:42,R_1Ukt3ekWCnmbDhf,,,,,22.56550598,88.36529541,anonymous,EN,1,8,1,9,9,10,7,7,10,3,3,10,10,10,8,10,60,20,20,4,4,2,2,2,2,1,2,1,0,2,2,9,9,9,3,3,10,10,9,10,10,2,2,9,6,3,2,3,7,8,10,3,7,10,7,8,9,6,9,8,3,10,10,7,1,8,2,1,2,10,10,20,30,2,2,7,50,3 mins,7 hours,1,,27,2,0,2,,6,1,2,1,213
4/24/2020 1:11,4/24/2020 1:27,0,182.66.148.13,9,999,0,5/1/2020 1:27,R_pFBWfwHbTHY13wd,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 1:26,4/24/2020 1:30,0,43.239.81.146,7,276,0,5/1/2020 1:30,R_10ObYPm4JWcur7M,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,0,8,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 1:44,4/24/2020 1:53,0,157.45.218.11,44,538,0,5/1/2020 1:53,R_4TrndYogVO6tBL3,,,,,,,anonymous,EN,1,,,,,,9,6,10,7,0,,,,,,60,30,10,6,6,,,,10,10,10,2,7,7,8,10,10,10,10,10,,,,,,,,10,10,7,9,8,10,10,10,10,10,10,,9,8,0,10,10,0,10,10,10,1,10,10,10,7,8,8,10,30,,16,8,,,,,,,,,,,,,,,
4/24/2020 1:57,4/24/2020 2:26,0,103.102.122.142,56,1765,0,5/1/2020 2:26,R_2c29CS66UBmWxdh,,,,,,,anonymous,EN,1,9,0,10,10,10,,,,,,8,9,9,10,10,50,25,25,8,10,1,1,1,10,4,1,0,0,0,4,10,10,10,,0,7,8,4,5,,7,10,6,8,8,6,7,10,4,9,9,5,8,7,10,,0,,0,0,10,6,1,0,5,5,0,8,7,10,10,,,16,8,,,,,,,,,,,,,,,
4/24/2020 3:39,4/24/2020 3:46,0,103.225.177.82,21,424,0,5/1/2020 3:47,R_3CBGXJcLiXKlndn,,,,,,,anonymous,EN,1,,,,,,10,10,10,10,10,10,10,10,10,10,93,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,4,2,3,4,1,10,10,4,0,7,10,0,0,6,10,,,5,,,,,,,,,,,,,,,,,
4/24/2020 4:15,4/24/2020 4:18,0,157.43.185.245,9,192,0,5/1/2020 4:18,R_3MAxtGLk2by0Vru,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,5,,,,,,,,,,,,,,,,,
4/24/2020 4:37,4/24/2020 5:06,0,180.87.202.118,16,1758,0,5/1/2020 5:06,R_3O8pMaF7LwfsDe8,,,,,,,anonymous,EN,1,,,,,,,,,,,10,10,10,10,10,,,,,,7,5,10,,,,,,,7,10,8,10,0,0,,,,,,,,10,5,,,,,,,,,,,10,10,5,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 7:38,4/24/2020 7:39,0,157.40.4.18,7,65,0,5/1/2020 7:39,R_2WI4JEBRUvxpbzJ,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 1:27,4/24/2020 7:44,0,157.43.222.117,7,22601,0,5/1/2020 7:44,R_3I5G05jCpkBsiJI,,,,,,,anonymous,EN,1,,,,,,,,,,,9,10,10,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 10:30,4/24/2020 10:36,0,223.223.143.133,23,381,0,5/1/2020 10:37,R_w5lSj7e7Z9JYfzH,,,,,,,anonymous,EN,1,,,,,,6,7,10,6,3,,,,,,,,,8,8,,,,10,10,,,,,3,8,7,7,2,3,,,,,,,,,,,,,,,,,,8,,7,6,6,6,,3,,,,,,,,,,,50,80,,,,,,,,,,,,,,,,,,
4/24/2020 0:32,4/27/2020 8:39,0,47.15.196.83,100,288451,1,4/27/2020 8:39,R_26l7bqIT99x04yG,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,9,10,10,9,9,9,9,9,9,9,9,9,5,80,15,5,7,2,10,8,9,10,10,8,5,8,5,8,10,9,9,7,1,9,9,9,5,8,6,8,9,9,9,9,9,10,6,9,6,1,8,0,8,9,6,9,9,6,10,9,1,1,9,9,1,10,9,9,10,20,7,8,8,25,3 minutes,7 hours,1,,32,3,0,1,,6,1,1,1,213
4/24/2020 5:46,4/24/2020 5:47,0,47.15.246.241,5,23,0,5/1/2020 5:47,R_3nOVZcjG5IolNAz,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 2:52,4/24/2020 3:26,0,49.37.138.132,100,2038,1,4/24/2020 3:26,R_DCQIqreT5jfXbjP,,,,,17.38459778,78.45739746,anonymous,EN,1,10,0,3,10,10,8,10,10,8,8,10,10,10,10,10,50,30,20,2,2,6,7,7,10,10,0,3,2,8,1,1,2,0,10,1,1,0,1,2,5,8,7,10,10,10,9,10,8,5,10,2,3,8,8,2,2,3,3,9,2,8,9,10,2,7,8,2,7,8,7,10,30,6,7,9,50,3,4,1,,34,1,0,6,Salaried employee,4,1,1,1,213
4/24/2020 3:24,4/24/2020 6:29,0,183.83.139.24,100,11091,1,4/24/2020 6:29,R_sMPxihPrELfyTp7,,,,,17.38459778,78.45739746,anonymous,EN,1,10,1,3,10,10,10,10,10,8,5,9,10,10,10,10,90,10,0,3,7,7,2,10,10,7,8,4,7,8,10,10,10,10,2,8,9,8,9,8,7,7,5,10,10,9,9,8,9,8,9,8,3,10,,7,8,7,9,9,1,9,9,6,5,6,6,3,6,7,9,10,10,9,16,10,25 cents,3 min,8 hours,1,,27,1,0,1,,6,1,1,1,213
4/24/2020 6:58,4/24/2020 7:34,0,42.110.154.102,100,2161,1,4/24/2020 7:34,R_2uKvRNmbj5kWxVf,,,,,22.56550598,88.36529541,anonymous,EN,1,5,,,,,10,,,,,10,10,10,10,10,75,20,5,4,4,7,5,8,10,9,5,0,0,0,0,10,10,10,0,0,5,6,8,8,8,8,5,10,10,10,10,10,10,10,10,0,0,8,5,0,0,5,5,5,0,10,10,0,0,5,5,0,5,5,7,50,50,5,12,8,25,300,7,1,,65,3,2,5,,,1,1,1,213
4/25/2020 12:59,4/25/2020 13:39,0,183.83.66.224,100,2383,1,4/25/2020 13:39,R_AHYQvr5k6rZTr7r,,,,,17.38459778,78.45739746,anonymous,EN,1,9,2,10,9,10,9,9,10,4,9,10,10,10,10,10,80,20,0,3,4,9,8,6,8,8,2,3,3,3,3,9,8,9,1,5,2,7,8,,,4,6,8,8,7,8,8,8,8,4,9,8,7,0,6,7,6,9,4,9,9,8,,2,8,2,2,,7,8,30,50,4,16,7,50,3 min,4,1,,25,1,0,1,,7,1,1,1,213
4/25/2020 9:24,4/25/2020 15:07,0,42.106.253.52,100,20550,1,4/25/2020 15:07,R_1eOEIN4qbh2UdJt,,,,,19.07479858,72.88560486,anonymous,EN,1,10,0,7,9,10,,,10,6,7,10,8,10,10,10,98,2,0,5,7,5,5,5,10,8,7,7,5,4,6,8,9,9,2,3,6,6,9,10,8,8,9,10,10,8,7,8,10,10,9,5,10,7,0,9,9,5,9,6,5,10,10,10,0,10,7,1,5,5,8,0,90,3,6,8,,300,,2,,25,1,0,1,,5,1,1,1,213
4/26/2020 4:46,4/26/2020 5:02,0,47.15.137.119,100,930,1,4/26/2020 5:02,R_1pJQOVDW6p2uyGB,,,,,22.56550598,88.36529541,anonymous,EN,1,2,0,6,6,6,10,10,10,4,5,10,10,10,10,5,90,10,0,0,5,10,5,10,10,10,4,5,5,5,0,10,8,9,5,4,5,5,5,5,5,5,5,8,8,5,5,5,5,5,5,5,0,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,7,16,9,50,3 minutes,,2,,47,3,1,1,,6,1,1,1,213
4/26/2020 9:18,4/26/2020 9:59,0,47.29.118.56,100,2482,1,4/26/2020 9:59,R_b1Po5RSSLVWau09,,,,,25.59080505,85.13479614,anonymous,EN,1,6,4,8,8,10,10,10,10,4,9,9,10,6,8,10,95,5,0,6,6,9,8,7,10,10,10,9,9,9,7,10,10,10,8,9,8,10,8,8,9,9,8,7,8,10,8,8,10,7,9,7,7,8,0,9,9,4,8,8,6,9,9,4,3,9,4,1,6,8,9,60,80,5,16,10,,,,1,,25,1,0,1,,6,2,1,1,213
4/27/2020 4:58,4/27/2020 4:59,0,47.15.186.188,100,35,1,4/27/2020 4:59,R_2v0S7Rrv8g5JeEN,,,,,22.56550598,88.36529541,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 4:59,4/27/2020 5:17,0,47.15.232.16,100,1095,1,4/27/2020 5:17,R_12yXk5P2rZ66k0Q,,,,,22.56550598,88.36529541,anonymous,EN,1,10,0,10,10,10,9,10,10,5,10,10,10,10,10,10,70,20,10,7,6,5,6,10,10,5,1,0,0,0,3,10,10,10,0,1,6,5,5,5,5,8,7,10,6,8,5,5,7,9,10,8,9,10,0,2,8,1,9,5,0,10,10,0,0,4,5,0,0,1,10,50,30,5,16,8,50,1,4,2,,49,1,1,1,,4,1,1,1,213
4/27/2020 22:53,4/27/2020 23:18,0,157.41.78.171,100,1532,1,4/27/2020 23:18,R_1j86mERfHZQsiTx,,,,,20.27130127,85.83340454,anonymous,EN,1,10,1,10,9,10,8,8,10,,9,10,9,8,10,10,80,20,0,6,5,7,10,6,10,8,0,0,0,0,2,7,10,10,0,1,5,7,6,8,9,5,2,5,7,9,7,8,10,4,3,3,8,8,0,4,7,2,7,6,2,10,9,3,3,3,1,5,5,3,7,30,20,1,14,7,25,3 minutes,4,1,,28,2,0,1,,4,2,1,2,213
4/24/2020 2:56,4/24/2020 2:57,0,47.11.242.96,4,49,0,5/1/2020 2:57,R_BFgyeuZ1d2MKw7L,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020 1:19,4/26/2020 1:33,0,47.9.248.118,24,836,0,5/3/2020 1:33,R_3m3QdZxFM0G9lVk,,,,,,,anonymous,EN,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,90,10,0,8,7,9,10,7,10,10,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020 1:43,4/26/2020 1:51,0,115.96.16.232,11,472,0,5/3/2020 1:51,R_33lFilU1aovPxOu,,,,,,,anonymous,EN,1,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020 2:56,4/26/2020 3:17,0,106.207.21.96,98,1275,0,5/3/2020 3:17,R_O3fp4hpyqlpqlDb,,,,,,,anonymous,EN,1,10,0,8,8,10,8,10,9,2,7,10,8,10,10,10,80,20,0,5,5,8,8,5,10,10,5,5,5,5,0,8,10,10,5,2,10,10,8,8,8,8,2,8,10,7,7,7,5,3,4,2,8,5,0,5,0,5,0,3,0,10,10,0,0,5,6,0,7,7,5,10,30,3,7,8,,,,2,,23,1,0,1,,6,1,1,1,213
4/26/2020 11:45,4/26/2020 11:46,0,47.15.191.117,11,57,0,5/3/2020 11:46,R_AAPfiAybLAAPB1T,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 2:36,4/24/2020 2:54,0,103.225.59.196,100,1068,1,4/24/2020 2:54,R_3D5egNSJjDm8U8x,,,,,28.63310242,77.22070313,anonymous,EN,1,10,0,9,10,10,10,10,10,7,8,10,10,10,10,10,60,40,0,10,6,9,10,6,10,10,6,0,0,0,10,10,10,10,3,5,5,5,7,8,7,8,4,10,10,8,8,8,10,9,9,2,9,7,10,3,0,2,2,7,7,7,9,7,0,9,9,8,8,8,9,0,80,10,16,10,25,300,,1,,30,1,0,2,,6,1,2,1,213
4/24/2020 1:37,4/24/2020 2:59,0,106.198.133.195,100,4917,1,4/24/2020 2:59,R_3O2IWikZq1VYyC4,,,,,28.63310242,77.22070313,anonymous,EN,1,8,0,10,10,10,7,7,10,10,8,6,10,10,10,10,70,20,10,4,4,0,10,1,5,5,5,5,5,5,3,10,3,8,5,5,6,,,,,5,,8,10,8,8,8,10,8,9,10,6,8,10,5,7,3,10,3,7,10,7,5,0,6,5,2,5,5,10,10,50,5,16,7,50 cents,1 min ,7 Hours ,2,,38,3,2,3,,3,1,1,1,213
4/27/2020 4:16,4/27/2020 4:35,0,42.110.150.190,100,1135,1,4/27/2020 4:35,R_3iDL4XJRZYTNeSm,,,,,22.56550598,88.36529541,anonymous,EN,1,7,7,1,1,0,9,10,10,9,10,10,10,10,10,10,70,30,0,10,10,,9,,,,0,0,0,0,8,10,10,10,0,8,5,4,10,7,2,9,10,8,5,3,2,5,5,2,2,8,10,10,9,6,5,8,1,0,10,2,0,1,3,0,0,10,0,0,0,70,70,2,16,9,25,300,,2,,43,1,0,3,,3,1,1,1,213
4/24/2020 12:17,4/27/2020 15:58,0,106.202.47.245,100,272463,1,4/27/2020 15:58,R_27vY9bAW4tZCTTG,,,,,28.65040588,77.23721313,anonymous,EN,1,9,0,2,10,10,9,9,10,2,8,5,10,2,10,10,70,25,5,9,9,0,7,8,10,9,9,0,9,0,8,9,2,8,1,6,8,8,8,7,8,6,8,9,8,7,8,8,9,8,10,2,0,8,9,7,7,0,9,8,10,8,8,4,0,8,0,1,2,2,2,10,70,5,16,7,50,300,4,3,Thomas mathew,67,3,4,5,,6,1,1,2,213
4/24/2020 1:44,4/24/2020 1:56,0,106.198.196.123,11,735,0,5/1/2020 1:56,R_3FXJEUHqs2QzOBt,,,,,,,anonymous,EN,1,8,1,10,10,10,7,6,10,10,8,8,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 2:42,4/24/2020 2:51,0,42.110.144.172,11,575,0,5/1/2020 2:52,R_XqcNdI9E3aSXGw1,,,,,,,anonymous,EN,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020 3:08,4/24/2020 4:30,0,42.110.161.29,64,4945,0,5/1/2020 4:30,R_3RpxnBbe282Vk6f,,,,,,,anonymous,EN,1,10,0,10,10,10,0,10,2,0,0,0,6,1,10,8,25,50,25,2,0,5,7,7,10,10,5,8,1,7,1,10,10,10,0,5,5,10,9,9,9,9,5,5,9,5,9,1,10,10,9,1,10,5,5,5,7,10,9,1,2,10,10,5,0,8,7,0,0,4,10,50,50,2,14,5,50 cents,3 minutes,4 hours,,,,,,,,,,,,
4/27/2020 21:51,5/2/2020 10:51,0,120.58.67.211,100,392409,1,5/2/2020 10:51,R_2YVPUdUCy9aXjdx,,,,,19.07479858,72.88560486,anonymous,EN,1,8,2,6,9,9,10,10,10,9,8,9,9,2,7,6,90,10,0,3,4,1,2,3,9,9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,35,1,0,1,,,1,1,1,213
4/26/2020 13:48,4/26/2020 14:16,0,112.79.118.11,100,1700,1,4/26/2020 14:16,R_2zIxVHHgNjarjbB,,,,,27.32569885,88.61221313,anonymous,EN,1,4,0,8,10,10,7,8,8,4,7,8,10,4,0,0,65,25,10,5,5,5,4,3,10,10,0,7,2,2,5,10,10,10,4,1,9,9,9,10,8,9,2,9,10,8,9,9,10,10,9,1,2,10,6,0,1,1,3,0,0,10,10,9,0,10,9,8,8,8,10,10,20,3,16,10,25,1,7,1,,51,3,1,1,,6,1,1,1,213
