StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,No_consent,Consent1,No_consent1,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,generosity_DO,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,FL_8_DO
28/04/2020 17:29,28/04/2020 18:11,0,94.1.97.92,100,2525,1,28/04/2020 18:11,R_2EAItOzr4UHUYxj,,,,,51.72979736,-3.134292603,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,7,8,10,8,8,9,10,10,10,10,30,50,20,3|2|1,3,6,2,3,3,3,3,4,4,4,5,0,9,9,7,0,1,7,5,6,5,5,7,7,6,7,6,6,5,6,2,7,7,6,2,0,1,6,0,4,1,1,10,9,8,0,2,2,4,8,9,9,10,20,3,11,4,50 cents,3 minutes,7 hours,2,-99,20,2,0,4,-99,7,2,1,1,213,ConspiracyTheoriesCOVID-19|Open-mindedness|Anti-coronapolicysupport|Physicalhealth|Traitoptimism|Physicalhygiene|NationalIdentification|Psychologicalwell-being|Traitself-control|Socialbelonging|MoralIdentity|Physicalcontact|Morality-as-cooperation(shortversion)|Moralcircle|Politicalideology|Attentioncheck|Generosity|Riskperception|Collectivenarcissism|Narcissism|Self-esteem
28/04/2020 17:51,28/04/2020 18:11,0,86.167.49.149,100,1196,1,28/04/2020 18:11,R_337OhH2n0O8NYQk,,,,,50.84309387,-1.063995361,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,3,10,6,9,4,8,6,100,0,0,2|3|1,4,4,1,0,0,10,6,0,0,0,0,2,7,8,8,1,1,6,2,9,7,2,3,3,6,2,3,7,6,6,3,2,8,10,7,0,3,0,1,0,0,1,9,5,2,0,4,3,8,4,4,6,50,40,4,4,9,50,300,7,1,-99,19,1,0,4,-99,4,1,1,2,213,Physicalhealth|MoralIdentity|Socialbelonging|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Open-mindedness|Physicalcontact|Attentioncheck|Psychologicalwell-being|Physicalhygiene|Traitoptimism|Generosity|Collectivenarcissism|Riskperception|Moralcircle|Narcissism|NationalIdentification|Politicalideology|Traitself-control|Self-esteem|Morality-as-cooperation(shortversion)
28/04/2020 17:58,28/04/2020 18:11,0,2.222.29.255,100,792,1,28/04/2020 18:11,R_2XptkQqgnb3Z1mC,,,,,51.51579285,-0.423400879,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,8,7,10,5,10,10,10,8,10,10,60,40,0,2|1|3,8,7,3,3,3,5,5,6,0,0,1,5,8,8,8,5,1,6,6,5,8,4,4,4,5,9,9,10,10,10,8,8,3,3,7,0,5,3,3,0,2,1,10,9,1,0,5,5,2,2,2,5,10,70,1,11,9,50,300 minutes,-99,2,-99,44,3,2,2,-99,6,1,1,1,213,NationalIdentification|Generosity|Anti-coronapolicysupport|Socialbelonging|Traitself-control|Collectivenarcissism|Attentioncheck|Physicalcontact|Moralcircle|Open-mindedness|Traitoptimism|Psychologicalwell-being|Physicalhygiene|ConspiracyTheoriesCOVID-19|Self-esteem|Riskperception|Morality-as-cooperation(shortversion)|Politicalideology|MoralIdentity|Narcissism|Physicalhealth
28/04/2020 17:39,28/04/2020 18:11,0,82.2.126.57,100,1974,1,28/04/2020 18:11,R_2w60CD82na0CNOE,,,,,52.22419739,0.131500244,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,4,6,10,0,7,4,2,0,6,10,0,0,100,2|3|1,8,6,0,6,2,6,2,3,0,0,3,0,10,10,10,0,0,10,10,10,10,10,10,6,8,8,8,4,8,9,8,10,4,2,6,0,2,3,0,7,4,0,10,8,2,0,7,10,0,6,6,10,60,80,3,16,8,50,300,4,2,-99,23,1,0,6,Part-time employment with two different (research) projects + casual self-employment,6,1,1,2,213,NationalIdentification|ConspiracyTheoriesCOVID-19|Self-esteem|Attentioncheck|MoralIdentity|Physicalhealth|Traitoptimism|Narcissism|Physicalhygiene|Physicalcontact|Morality-as-cooperation(shortversion)|Collectivenarcissism|Anti-coronapolicysupport|Socialbelonging|Politicalideology|Generosity|Riskperception|Open-mindedness|Traitself-control|Psychologicalwell-being|Moralcircle
28/04/2020 17:53,28/04/2020 18:11,0,92.233.64.133,100,1090,1,28/04/2020 18:11,R_1jiWbViyhfFfOWB,,,,,51.43510437,-2.541900635,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,8,10,7,7,10,6,7,10,10,10,10,10,50,35,15,1|2|3,8,7,3,3,1,10,8,0,0,0,0,4,10,10,10,0,2,8,8,9,7,8,8,7,9,9,7,7,8,8,4,4,6,5,9,0,3,4,4,4,4,3,10,8,4,0,3,3,2,6,6,8,80,80,4,5,9,50 cents,300,4,2,-99,38,3,4,2,-99,4,1,1,1,213,Physicalhygiene|Narcissism|MoralIdentity|Generosity|Collectivenarcissism|Open-mindedness|Riskperception|Psychologicalwell-being|Traitoptimism|Anti-coronapolicysupport|Self-esteem|Moralcircle|Physicalhealth|Socialbelonging|Morality-as-cooperation(shortversion)|Attentioncheck|Physicalcontact|Politicalideology|Traitself-control|NationalIdentification|ConspiracyTheoriesCOVID-19
28/04/2020 17:48,28/04/2020 18:11,0,176.253.150.157,100,1394,1,28/04/2020 18:12,R_2DU1TeoZeiyhiqW,,,,,53.49690247,-2.707199097,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,90,10,0,2|1|3,3,5,2,6,3,8,8,0,0,0,0,4,7,7,8,2,2,7,2,9,7,5,8,7,4,3,2,2,2,3,7,7,7,6,1,0,3,3,7,0,0,2,10,6,4,0,3,5,2,2,1,7,70,70,3,8,7,50,300,4,2,-99,28,2,1,1,-99,6,2,1,1,213,Traitoptimism|Generosity|Self-esteem|Riskperception|Attentioncheck|Open-mindedness|Socialbelonging|Psychologicalwell-being|ConspiracyTheoriesCOVID-19|Physicalhealth|Moralcircle|Physicalcontact|MoralIdentity|Morality-as-cooperation(shortversion)|NationalIdentification|Anti-coronapolicysupport|Politicalideology|Traitself-control|Collectivenarcissism|Physicalhygiene|Narcissism
28/04/2020 17:53,28/04/2020 18:12,0,31.124.10.12,100,1111,1,28/04/2020 18:12,R_1GHX6jiKwO51YAj,,,,,51.65390015,-0.088806152,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,0,10,7,8,9,4,10,10,10,10,10,10,90,10,0,1|3|2,2,5,4,2,0,0,0,7,2,0,7,1,10,6,10,0,0,10,10,10,9,6,9,9,3,3,0,3,2,6,6,10,6,1,3,0,2,1,4,3,1,0,8,8,3,0,0,0,0,7,10,10,0,10,1,10,6,50,300,4,2,-99,30,2,1,1,-99,7,1,1,2,213,Morality-as-cooperation(shortversion)|Moralcircle|Physicalhealth|Self-esteem|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Physicalcontact|Politicalideology|Physicalhygiene|Anti-coronapolicysupport|Socialbelonging|Generosity|Traitoptimism|NationalIdentification|Attentioncheck|Traitself-control|Narcissism|Psychologicalwell-being|MoralIdentity|Riskperception|Open-mindedness
28/04/2020 17:44,28/04/2020 18:12,0,80.3.227.109,100,1679,1,28/04/2020 18:12,R_xrxB7uITE7KsP05,,,,,50.82530212,-0.371902466,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,9,5,10,6,8,9,1,7,10,10,8,10,8,100,0,0,1|2|3,8,7,0,1,0,6,5,0,0,0,0,3,7,9,8,0,2,6,4,7,5,5,7,8,7,9,7,7,8,10,3,6,8,8,7,0,6,5,4,5,3,6,10,9,3,0,4,6,0,0,1,10,10,10,4,9,9,25,3 minutes,7,2,-99,20,1,0,2,-99,5,1,1,2,213,Moralcircle|Psychologicalwell-being|Traitself-control|Politicalideology|Physicalhealth|Physicalcontact|Attentioncheck|Self-esteem|NationalIdentification|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Narcissism|Riskperception|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Open-mindedness|Traitoptimism|Physicalhygiene|Generosity|MoralIdentity|Socialbelonging
28/04/2020 17:58,28/04/2020 18:12,0,82.69.101.253,100,844,1,28/04/2020 18:12,R_W0UUSJJN1TczCq5,,,,,51.47810364,-0.027893066,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,10,10,10,5,10,10,50,50,0,3|2|1,6,7,1,5,0,10,5,0,0,0,0,3,10,10,8,0,0,7,8,6,7,5,8,9,3,5,5,7,8,6,7,8,3,5,7,0,4,0,4,5,5,1,9,6,3,0,3,6,7,4,4,6,90,90,4,4,4,25,3 minutes,4hrs,1,-99,43,3,4,1,-99,4,1,1,1,213,Morality-as-cooperation(shortversion)|Physicalcontact|Open-mindedness|Psychologicalwell-being|Attentioncheck|ConspiracyTheoriesCOVID-19|NationalIdentification|Politicalideology|Physicalhygiene|Socialbelonging|Traitoptimism|MoralIdentity|Generosity|Collectivenarcissism|Riskperception|Self-esteem|Traitself-control|Moralcircle|Physicalhealth|Narcissism|Anti-coronapolicysupport
28/04/2020 17:46,28/04/2020 18:12,0,90.209.41.112,100,1585,1,28/04/2020 18:12,R_3Gre3goUbST0sCr,,,,,51.53840637,-0.039001465,anonymous,EN-GB,"1,3,4,5",-99,,,8,4,3,8,10,10,10,10,10,3,8,9,2,9,9,50,20,30,3|1|2,6,6,1,2,2,7,2,3,2,2,6,2,10,9,10,0,0,8,8,8,9,4,7,8,8,8,8,8,8,9,8,8,2,0,8,0,4,8,2,9,6,2,9,9,1,0,6,7,0,5,8,9,20,30,6,16,8,50,300,4,1,-99,28,2,0,1,-99,5,1,1,2,213,Riskperception|NationalIdentification|Traitself-control|Morality-as-cooperation(shortversion)|Open-mindedness|Politicalideology|Traitoptimism|MoralIdentity|Collectivenarcissism|Narcissism|Self-esteem|Socialbelonging|Psychologicalwell-being|Physicalhealth|Physicalcontact|ConspiracyTheoriesCOVID-19|Attentioncheck|Moralcircle|Anti-coronapolicysupport|Physicalhygiene|Generosity
28/04/2020 17:56,28/04/2020 18:12,0,165.225.81.98,100,978,1,28/04/2020 18:12,R_1dLzrnrLIncb1ME,,,,,51.50880432,-0.12600708,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,9,10,10,6,10,10,33,34,33,3|2|1,6,7,4,4,2,10,7,1,1,1,1,6,5,5,5,4,2,6,6,7,6,6,7,6,7,7,8,7,7,8,3,6,8,8,4,0,5,6,4,6,2,2,10,10,5,0,5,6,0,7,7,10,60,60,2,11,6,25,3 minutes,7 hours,2,-99,34,3,0,1,-99,4,2,1,1,213,Riskperception|Attentioncheck|Physicalhealth|ConspiracyTheoriesCOVID-19|Socialbelonging|Physicalcontact|Physicalhygiene|Politicalideology|Traitself-control|Open-mindedness|Psychologicalwell-being|Anti-coronapolicysupport|MoralIdentity|Self-esteem|Generosity|Narcissism|Collectivenarcissism|Traitoptimism|NationalIdentification|Morality-as-cooperation(shortversion)|Moralcircle
28/04/2020 18:01,28/04/2020 18:12,0,31.51.156.254,100,679,1,28/04/2020 18:12,R_2S90Ki1nJhzFxM7,,,,,53.39289856,-1.545501709,anonymous,EN-GB,"1,3,4,5",-99,,,10,2,10,10,10,8,8,10,5,5,10,10,3,9,9,80,20,0,3|2|1,5,6,4,4,2,7,6,6,4,0,6,6,9,9,3,0,5,6,8,6,9,5,3,0,5,5,4,5,5,7,4,6,3,8,5,0,6,6,7,7,5,6,8,8,5,0,6,6,1,4,5,7,20,10,6,8,6,25,3,7,1,-99,24,2,0,1,-99,6,1,1,2,213,Collectivenarcissism|Politicalideology|Attentioncheck|Psychologicalwell-being|MoralIdentity|NationalIdentification|Generosity|Narcissism|Socialbelonging|Morality-as-cooperation(shortversion)|Open-mindedness|Traitoptimism|Physicalcontact|Moralcircle|Physicalhygiene|Anti-coronapolicysupport|Self-esteem|Physicalhealth|Traitself-control|Riskperception|ConspiracyTheoriesCOVID-19
28/04/2020 17:40,28/04/2020 18:12,0,86.147.38.249,100,1965,1,28/04/2020 18:12,R_3yEsVymdcP2m1AB,,,,,51.47200012,-0.220397949,anonymous,EN-GB,"1,3,4,5",-99,,,8,1,8,10,10,10,10,10,10,0,9,10,4,10,9,95,4,1,3|2|1,10,3,5,7,7,1,1,2,3,4,4,1,10,10,10,1,3,5,6,8,8,6,3,2,4,6,5,2,7,5,0,3,0,7,6,0,1,3,3,5,5,5,10,10,5,0,5,5,1,1,6,6,40,70,4,4,10,25c,3m,7,1,-99,29,1,0,1,-99,5,1,1,1,213,Open-mindedness|Self-esteem|Traitoptimism|ConspiracyTheoriesCOVID-19|Attentioncheck|Riskperception|Traitself-control|Politicalideology|Moralcircle|Psychologicalwell-being|Physicalcontact|Collectivenarcissism|Morality-as-cooperation(shortversion)|NationalIdentification|Physicalhygiene|Socialbelonging|Narcissism|Generosity|Anti-coronapolicysupport|Physicalhealth|MoralIdentity
28/04/2020 17:44,28/04/2020 18:12,0,109.146.189.232,100,1692,1,28/04/2020 18:12,R_3ilKsxJ8OXJ2lne,,,,,55.91969299,-3.145904541,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,9,10,8,8,8,3,4,3,7,3,4,7,50,25,25,1|3|2,9,9,0,-99,0,0,0,0,0,0,0,2,9,10,10,0,0,3,3,9,6,5,7,10,10,9,7,8,8,9,8,9,6,0,8,0,2,2,1,4,1,0,8,7,1,0,3,10,2,1,1,6,100,70,2,14,9,15,300,4,2,-99,27,2,0,6,Full time student/Employed part-time,4,1,1,1,213,Collectivenarcissism|Generosity|Physicalhealth|Self-esteem|Traitself-control|Politicalideology|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Traitoptimism|Physicalcontact|Physicalhygiene|MoralIdentity|NationalIdentification|ConspiracyTheoriesCOVID-19|Narcissism|Socialbelonging|Riskperception|Moralcircle|Open-mindedness|Anti-coronapolicysupport|Attentioncheck
28/04/2020 17:52,28/04/2020 18:13,0,84.92.52.25,100,1244,1,28/04/2020 18:13,R_1Ld4DM0tnCxTM6H,,,,,51.47079468,-2.082199097,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,9,10,10,10,10,10,10,3,10,10,50,25,25,2|1|3,8,4,0,0,0,10,1,0,0,0,0,1,10,10,9,0,0,10,10,10,9,8,8,9,9,9,9,3,8,7,3,9,9,0,6,0,7,3,2,0,0,0,10,10,2,0,1,9,0,0,0,10,40,50,3,16,8,50,3,7,1,-99,31,1,0,2,-99,8,1,1,1,213,Riskperception|Self-esteem|Narcissism|Politicalideology|Physicalcontact|Generosity|Morality-as-cooperation(shortversion)|Physicalhealth|Collectivenarcissism|NationalIdentification|Physicalhygiene|Attentioncheck|Socialbelonging|MoralIdentity|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Traitoptimism|Moralcircle|Open-mindedness|Traitself-control|Psychologicalwell-being
28/04/2020 17:53,28/04/2020 18:13,0,90.249.102.165,100,1212,1,28/04/2020 18:13,R_2wvmrG1KEcClcVX,,,,,53.85470581,-2.164001465,anonymous,EN-GB,"1,3,4,5",-99,,,9,2,8,8,10,7,7,7,8,8,10,10,10,10,10,0,50,50,3|2|1,7,6,5,2,3,5,5,2,1,0,0,2,10,10,10,0,0,6,6,7,6,5,6,9,7,8,8,8,8,9,4,6,6,4,8,0,2,5,4,5,3,0,10,8,3,0,6,6,0,6,6,7,80,70,2,4,8,25,300 minutes,7 hours,2,-99,41,2,0,1,-99,4,2,1,2,213,Generosity|Narcissism|Morality-as-cooperation(shortversion)|Socialbelonging|Traitoptimism|Politicalideology|ConspiracyTheoriesCOVID-19|Self-esteem|Collectivenarcissism|NationalIdentification|Riskperception|MoralIdentity|Physicalhygiene|Psychologicalwell-being|Attentioncheck|Physicalcontact|Anti-coronapolicysupport|Traitself-control|Physicalhealth|Open-mindedness|Moralcircle
28/04/2020 17:50,28/04/2020 18:13,0,176.250.190.33,100,1409,1,28/04/2020 18:13,R_1daTRl7IO1f2vvy,,,,,54.90010071,-1.421096802,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,6,8,5,6,3,9,10,9,10,9,30,35,35,1|3|2,2,2,7,6,8,10,7,4,0,1,2,7,6,7,6,2,3,7,7,7,9,8,9,2,3,3,2,3,3,4,0,2,9,4,2,0,8,7,4,4,2,3,10,9,9,1,6,7,1,3,8,8,60,70,2,16,2,50,3 minutes ,4,1,-99,58,1,0,6,Not working due to long term illness ,9,1,1,2,213,Anti-coronapolicysupport|Traitoptimism|Socialbelonging|NationalIdentification|MoralIdentity|Generosity|Collectivenarcissism|Physicalhealth|Moralcircle|ConspiracyTheoriesCOVID-19|Riskperception|Physicalcontact|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Traitself-control|Politicalideology|Physicalhygiene|Self-esteem|Narcissism|Attentioncheck|Open-mindedness
28/04/2020 17:50,28/04/2020 18:13,0,94.192.76.68,100,1403,1,28/04/2020 18:13,R_3OjG3ifIKrWjOlF,,,,,50.78509521,-1.038894653,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,8,10,8,9,10,1,8,10,10,5,10,10,50,25,25,3|1|2,7,4,3,3,4,10,8,5,0,0,0,5,10,7,7,0,3,5,8,10,9,5,10,5,6,6,8,7,6,9,7,6,7,5,5,0,7,5,5,8,5,0,10,10,0,0,4,5,0,0,0,10,50,50,3,4,5,50,300,4,1,-99,32,1,0,1,-99,8,1,1,2,213,Anti-coronapolicysupport|Attentioncheck|Socialbelonging|Riskperception|Physicalcontact|Physicalhygiene|Self-esteem|Collectivenarcissism|Open-mindedness|Morality-as-cooperation(shortversion)|NationalIdentification|Generosity|Narcissism|MoralIdentity|ConspiracyTheoriesCOVID-19|Politicalideology|Psychologicalwell-being|Traitself-control|Traitoptimism|Physicalhealth|Moralcircle
28/04/2020 17:47,28/04/2020 18:13,0,82.132.240.183,100,1575,1,28/04/2020 18:13,R_2DZgL2vaXyPzoXT,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,8,8,9,8,8,8,6,7,7,10,7,10,10,0,100,0,3|2|1,7,7,4,7,7,10,10,4,1,0,0,5,8,8,9,1,3,9,8,10,10,7,9,7,8,8,8,8,8,8,8,8,7,6,8,0,7,8,4,8,7,1,8,9,7,1,7,7,2,1,8,9,50,50,5,1,7,50,900 minutes,4 hours,2,-99,25,2,0,1,-99,5,2,2,2,213,Self-esteem|Physicalhygiene|Collectivenarcissism|Socialbelonging|Riskperception|Physicalhealth|Psychologicalwell-being|NationalIdentification|Traitoptimism|ConspiracyTheoriesCOVID-19|MoralIdentity|Open-mindedness|Generosity|Traitself-control|Narcissism|Physicalcontact|Anti-coronapolicysupport|Politicalideology|Moralcircle|Morality-as-cooperation(shortversion)|Attentioncheck
28/04/2020 17:46,28/04/2020 18:14,0,82.34.228.119,100,1653,1,28/04/2020 18:14,R_3oB0WNWaKLjfJo8,,,,,51.34880066,-0.032104492,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,9,10,9,10,10,0,0,7,9,3,10,10,0,100,0,2|3|1,8,8,2,5,2,6,6,5,1,1,1,2,10,10,8,0,1,5,7,8,8,5,2,2,8,8,3,5,7,3,8,7,6,3,8,0,2,3,5,6,3,4,9,8,3,0,3,2,1,2,2,6,80,80,6,14,8,50,3 minutes,4 hours,1,-99,51,2,0,1,-99,6,1,1,1,213,Traitoptimism|Collectivenarcissism|Physicalhealth|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Traitself-control|MoralIdentity|Generosity|Attentioncheck|Anti-coronapolicysupport|Self-esteem|Narcissism|NationalIdentification|Socialbelonging|Open-mindedness|Riskperception|Politicalideology|Physicalcontact|ConspiracyTheoriesCOVID-19|Physicalhygiene|Moralcircle
28/04/2020 17:40,28/04/2020 18:14,0,90.212.208.230,100,2009,1,28/04/2020 18:14,R_2abQ9JKg28tuodf,,,,,52.62809753,1.286193848,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,8,10,8,10,8,10,10,0,50,50,2|1|3,7,7,5,9,5,0,0,4,4,4,4,1,10,9,10,0,0,7,7,7,7,5,5,0,8,5,6,7,7,9,3,3,5,5,7,0,2,2,0,0,5,0,10,10,2,0,5,0,0,7,7,6,50,50,5,14,9,25,300 minutes,4,2,-99,30,2,0,1,-99,4,1,1,1,213,Traitself-control|Psychologicalwell-being|Traitoptimism|Open-mindedness|Physicalhealth|Physicalcontact|ConspiracyTheoriesCOVID-19|Politicalideology|Generosity|Physicalhygiene|Self-esteem|Attentioncheck|Socialbelonging|Collectivenarcissism|Riskperception|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Narcissism|Moralcircle|NationalIdentification|MoralIdentity
28/04/2020 17:44,28/04/2020 18:14,0,87.81.77.194,100,1815,1,28/04/2020 18:14,R_2VjwxuqH2YUJIef,,,,,51.35090637,-0.201507568,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,9,9,7,9,8,8,8,7,7,80,20,0,1|2|3,7,3,5,5,5,10,7,4,4,3,3,7,7,7,8,2,4,6,7,7,7,6,6,7,8,8,9,9,8,8,3,8,4,6,7,0,3,3,3,6,5,5,10,9,7,0,9,9,1,10,9,7,80,80,5,16,6,50,300 mins,7,2,-99,50,1,1,6,self employed ,4,1,1,1,213,Traitself-control|ConspiracyTheoriesCOVID-19|Anti-coronapolicysupport|Physicalhygiene|Politicalideology|Physicalcontact|Riskperception|MoralIdentity|NationalIdentification|Collectivenarcissism|Socialbelonging|Attentioncheck|Traitoptimism|Self-esteem|Generosity|Physicalhealth|Moralcircle|Narcissism|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Open-mindedness
28/04/2020 17:56,28/04/2020 18:14,0,92.7.5.97,100,1085,1,28/04/2020 18:14,R_b9kmqmXM4m6aYBX,,,,,53.68769836,-2.740905762,anonymous,EN-GB,"1,3,4,5",-99,,,6,3,6,6,6,7,7,6,2,1,3,3,3,3,3,60,30,10,2|3|1,6,6,6,6,6,10,7,1,1,1,1,4,6,6,6,4,6,7,6,6,6,6,6,6,7,6,6,6,6,6,4,6,7,6,6,0,6,6,6,7,6,3,6,6,6,3,6,6,6,6,6,6,40,60,4,16,6,50,300,4,2,-99,22,2,0,1,-99,6,1,1,1,213,NationalIdentification|Riskperception|Traitoptimism|Physicalhealth|Self-esteem|MoralIdentity|Socialbelonging|Psychologicalwell-being|Narcissism|Moralcircle|Physicalcontact|Physicalhygiene|ConspiracyTheoriesCOVID-19|Politicalideology|Attentioncheck|Traitself-control|Generosity|Collectivenarcissism|Open-mindedness|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)
28/04/2020 17:49,28/04/2020 18:14,0,81.132.201.108,100,1507,1,28/04/2020 18:14,R_2ym8bvt4fj1PfLA,,,,,55.01669312,-6.666702271,anonymous,EN-GB,"1,3,4,5",-99,,,9,1,8,10,10,8,8,8,4,6,9,9,5,10,8,50,40,10,1|3|2,7,8,5,7,7,8,7,2,1,1,1,3,8,9,7,2,3,9,8,9,8,8,9,10,8,8,8,8,8,9,7,8,4,2,8,0,4,5,4,5,5,1,8,7,5,0,7,5,3,6,7,8,30,40,6,11,8,25,3,7,1,-99,64,3,1,2,-99,4,1,1,1,213,Open-mindedness|Generosity|Morality-as-cooperation(shortversion)|NationalIdentification|ConspiracyTheoriesCOVID-19|Self-esteem|MoralIdentity|Physicalcontact|Collectivenarcissism|Riskperception|Moralcircle|Narcissism|Attentioncheck|Physicalhygiene|Anti-coronapolicysupport|Traitoptimism|Psychologicalwell-being|Socialbelonging|Politicalideology|Physicalhealth|Traitself-control
28/04/2020 17:56,28/04/2020 18:15,0,2.101.84.175,100,1129,1,28/04/2020 18:15,R_217aQkuO9OE7tjQ,,,,,51.53599548,-0.092498779,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,8,5,10,10,9,10,10,6,10,10,50,50,0,2|1|3,7,7,5,6,1,10,9,0,0,0,0,1,10,10,10,0,0,7,7,7,6,5,9,9,7,6,9,8,7,9,8,7,0,2,2,0,1,0,0,1,0,0,10,10,3,0,6,7,0,1,7,10,30,70,1,16,5,50,300,4,2,-99,23,1,1,1,-99,5,1,1,1,213,Politicalideology|ConspiracyTheoriesCOVID-19|Anti-coronapolicysupport|Physicalhygiene|Moralcircle|Collectivenarcissism|Riskperception|Socialbelonging|Morality-as-cooperation(shortversion)|Traitself-control|MoralIdentity|NationalIdentification|Generosity|Physicalhealth|Physicalcontact|Psychologicalwell-being|Open-mindedness|Narcissism|Attentioncheck|Self-esteem|Traitoptimism
28/04/2020 17:53,28/04/2020 18:15,0,176.253.168.110,100,1272,1,28/04/2020 18:15,R_3I0S297mE8kj8Yg,,,,,51.21440125,-0.79359436,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,9,10,10,10,10,10,10,10,10,50,40,10,3|2|1,7,7,3,5,3,9,9,2,2,2,2,1,10,10,10,0,0,6,6,6,6,6,6,6,10,9,9,9,9,9,8,9,2,7,8,0,5,5,3,6,7,1,10,10,9,1,8,8,2,9,9,10,100,80,3,10,5,25c,3 minutes,7 hours,2,-99,33,2,4,1,-99,5,1,1,2,213,MoralIdentity|Anti-coronapolicysupport|Physicalcontact|Traitself-control|Physicalhygiene|Moralcircle|Attentioncheck|Open-mindedness|Self-esteem|Collectivenarcissism|Generosity|Politicalideology|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|Narcissism|NationalIdentification|Physicalhealth|Traitoptimism|Psychologicalwell-being|Socialbelonging|Riskperception
