StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,today,2015,2010,2005,2000,1995,1990,1985,1980,1975,2000_born,1995_born,1990_born,1985_born,1980_born,1975_born,1970_born,1965_born,1960_born,1955_ born,check_20,check_25,check_30,check_35,check_40,check_45,check_50,check_55,check_60,check_65,old_today,young_today,old_past,explain_more_20,explain_more_25,explain_more_30,explain_more_35,explain_more_40,explain_more_45,explain_more_50,explain_more_55,explain_more_60,explain_more_65,explain_less_20,explain_less_25,explain_less_30,explain_less_35,explain_less_40,explain_less_45,explain_less_50,explain_less_55,explain_less_60,explain_less_65,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments
1/29/20 10:26,1/29/20 10:27,IP Address,100,71,TRUE,1/29/20 10:27,R_1BRcNbTXBdMhl2W,,,,,29.70559692,-95.40200043,anonymous,EN,25-29,Bell bottoms,1,2,5,4,3,A wedding invitation,5,3,4,1,2,An elevator,1,4,2,5,3,I consent to take part in this study,4,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,25,Female,White,"$95,000 - $150,000",Other,apple,Four-year college degree,0,Somewhat conservative,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,65,TRUE,1/29/20 10:27,R_1l5JxG8Z6wOR6Q6,,,,,40.78089905,-73.95020294,anonymous,EN,25-29,Bell bottoms,5,3,1,2,4,A wedding invitation,4,5,1,3,2,An elevator,1,4,2,3,5,I consent to take part in this study,6,6,,,,,,,,,,6,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,29,Female,Hispanic or Latino Origin,"$150,000 - $200,000",Other,apple,Graduate school,0,Very liberal,,
1/29/20 10:25,1/29/20 10:27,IP Address,100,78,TRUE,1/29/20 10:27,R_3PdlDuQLkctIPkz,,,,,40.12150574,-75.32689667,anonymous,EN,25-29,Bell bottoms,4,3,1,5,2,A wedding invitation,1,3,2,4,5,An elevator,2,5,4,1,3,I consent to take part in this study,4,4,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,4,5,,,,,,,,,,,,The internet.,,,,,,,,,25,Male,More than 1 of the above,"$200,000+",Other,apple,Four-year college degree,0,Somewhat conservative,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,72,TRUE,1/29/20 10:27,R_ThCTjbZSJXeHMWJ,,,,,40.78689575,-74.25350189,anonymous,EN,18-24,Bell bottoms,1,3,5,4,2,A wedding invitation,1,4,5,3,2,An elevator,2,5,4,1,3,I consent to take part in this study,3,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,5,5,,,,,,,,,,,The state of emotion and economy.,,,,,,,,,,21,Male,Hispanic or Latino Origin,"$55,000 - $75,000",Introverted,,Four-year college degree,0,Neither liberal nor conservative,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,67,TRUE,1/29/20 10:27,R_1IXk09w9uw2X6xj,,,,,43.60549927,-84.77960205,anonymous,EN,18-24,Bell bottoms,2,1,4,5,3,A wedding invitation,1,2,5,3,4,An elevator,4,2,1,3,5,I consent to take part in this study,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,6,5,5,,,,,,,,,,,,,,,,,,,,,21,Female,White,"$15,000 - $35,000",Other,apple,Associate's degree,0,Very liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,71,TRUE,1/29/20 10:27,R_27rnZ0fQB6TSgGf,,,,,30.51159668,-92.39849854,anonymous,EN,18-24,Bell bottoms,2,4,3,1,5,A wedding invitation,1,2,5,3,4,An elevator,4,1,5,3,2,I consent to take part in this study,7,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,5,6,6,,,,,,,,,,,,,,,,,,,,,23,Male,Black or African-American,"$75,000 - $95,000",Other,apple,High school diploma,0,Neither liberal nor conservative,,
1/29/20 10:27,1/29/20 10:27,IP Address,100,8,TRUE,1/29/20 10:27,R_T4L6uJ16nOtTuOR,,,,,37.27180481,-77.40280151,anonymous,EN,70+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:25,1/29/20 10:27,IP Address,100,87,TRUE,1/29/20 10:27,R_3hhZJh8WCYJxZEt,,,,,47.30659485,-122.2619019,anonymous,EN,25-29,Bell bottoms,2,1,3,4,5,A wedding invitation,2,3,1,4,5,An elevator,1,3,4,5,2,I consent to take part in this study,3,3,,,,,,,,,,3,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,28,Female,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Very liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,79,TRUE,1/29/20 10:27,R_2qgyTt39r0oW1Wd,,,,,32.78939819,-83.68070221,anonymous,EN,18-24,Bell bottoms,2,3,4,5,1,A wedding invitation,4,5,2,3,1,An elevator,4,2,1,5,3,I consent to take part in this study,5,,,,,,,,,,4,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,4,4,,,,,,,,,,,"More technology, less respect. ",,,,,,,,,,21,Female,White,"$35,000 - $55,000",Other,apple,Some college,0,Very conservative,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,36,TRUE,1/29/20 10:27,R_33lIpaXZjYcFzSt,,,,,38.78300476,-90.63510132,anonymous,EN,18-24,Flip-flops,5,3,2,1,4,A thank-you note,4,3,1,2,5,A pizza,4,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,71,TRUE,1/29/20 10:27,R_3P6sBe4HzuHr8dJ,,,,,42.3157959,-85.17990112,anonymous,EN,30-34,Bell bottoms,2,5,4,3,1,A wedding invitation,5,4,1,3,2,An elevator,1,2,4,5,3,I consent to take part in this study,3,,3,,,,,,,,,,3,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,5,2,,,,,,,,,,,,,,,,,,,,,34,Other,Asian,"less than $15,000",Other,apple,Associate's degree,0,Very liberal,,
1/29/20 10:25,1/29/20 10:27,IP Address,100,97,TRUE,1/29/20 10:27,R_1Buv9uXnyipThmN,,,,,44.09689331,-70.18630219,anonymous,EN,25-29,Bell bottoms,3,2,5,1,4,A wedding invitation,3,2,5,4,1,An elevator,4,1,3,5,2,I consent to take part in this study,4,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,4,5,,,,,,,,,,,,Harder to make a living,,,,,,,,,27,Male,White,"$15,000 - $35,000",Introverted,,Some college,0,Somewhat conservative,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,92,TRUE,1/29/20 10:27,R_3erYnPVPiqo2aEC,,,,,42.2440033,-83.58229828,anonymous,EN,25-29,Bell bottoms,1,3,4,5,2,A wedding invitation,2,1,4,5,3,An elevator,1,2,3,5,4,I consent to take part in this study,5,6,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,6,4,5,,,,,,,,,,,,,,,,,,,,,29,Male,White,"$75,000 - $95,000",Other,apple,Four-year college degree,0,Somewhat liberal,,N/A
1/29/20 10:26,1/29/20 10:27,IP Address,100,65,TRUE,1/29/20 10:27,R_1C70ufluajKqqCg,,,,,39.80000305,-89.64949799,anonymous,EN,35-39,Bell bottoms,1,2,3,4,5,A wedding invitation,4,5,2,3,1,An elevator,2,4,5,1,3,I consent to take part in this study,5,,,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,5,,,,,,,,,,,,,,,,,,,,,35,Female,White,"$55,000 - $75,000",Other,apple,Graduate school,0,Somewhat liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,76,TRUE,1/29/20 10:27,R_R1QsnYb8eNR4Xol,,,,,40.67630005,-73.94920349,anonymous,EN,25-29,Bell bottoms,3,4,5,2,1,A wedding invitation,2,4,1,5,3,An elevator,1,5,2,4,3,I consent to take part in this study,5,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,3,5,,,,,,,,,,,,,,,,,,,,,25,Female,White,"$75,000 - $95,000",Other,apple,Four-year college degree,0,Very liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,97,TRUE,1/29/20 10:27,R_3hoa91KMUUft1BI,,,,,40.73640442,-73.86949921,anonymous,EN,30-34,Bell bottoms,1,5,2,4,3,A wedding invitation,3,1,5,4,2,An elevator,4,2,5,1,3,I consent to take part in this study,3,,5,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,3,3,4,,,,,,,,,,,,,"People today are more greedy. 30 years ago, people would actually help one another.",,,,,,,,31,Male,Asian,"$75,000 - $95,000",Other,apple,Four-year college degree,1,Somewhat liberal,2017,
1/29/20 10:26,1/29/20 10:27,IP Address,100,53,TRUE,1/29/20 10:27,R_ZyMMFwlOoWlQTJL,,,,,39.10899353,-77.24890137,anonymous,EN,30-34,Sneakers,4,5,1,2,3,A diary,1,5,2,3,4,A book,3,2,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,89,TRUE,1/29/20 10:27,R_1FJrG6UmbTj1qts,,,,,48.01319885,-122.0679016,anonymous,EN,45-49,Bell bottoms,3,1,4,5,2,A wedding invitation,3,5,1,2,4,An elevator,1,5,4,2,3,I consent to take part in this study,4,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 45 years ago",,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,50,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,2,Somewhat liberal,2004,
1/29/20 10:26,1/29/20 10:27,IP Address,100,91,TRUE,1/29/20 10:27,R_bC5zeWDob559pwl,,,,,37.26870728,-76.72720337,anonymous,EN,40-44,Bell bottoms,2,4,5,3,1,A wedding invitation,2,4,3,1,5,An elevator,5,4,2,3,1,I consent to take part in this study,5,,,,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,43,Female,White,"$35,000 - $55,000",Other,apple,Graduate school,0,Very liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,81,TRUE,1/29/20 10:27,R_2atvjh98Gsq4gjD,,,,,42.72869873,-83.0279007,anonymous,EN,35-39,Bell bottoms,2,5,4,3,1,A wedding invitation,3,4,5,2,1,An elevator,1,3,5,4,2,I consent to take part in this study,5,,,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,35,Female,White,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
1/29/20 10:27,1/29/20 10:27,IP Address,100,22,TRUE,1/29/20 10:27,R_2zdcq9zkvj12yrE,,,,,32.15440369,-94.35269928,anonymous,EN,30-34,Slippers,3,2,1,4,5,A diploma,1,2,3,4,5,A pizza,5,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:25,1/29/20 10:27,IP Address,100,109,TRUE,1/29/20 10:27,R_291iu347FzxOTD0,,,,,34.27589417,-86.20449829,anonymous,EN,50-54,Bell bottoms,1,2,3,4,5,A wedding invitation,1,4,2,3,5,An elevator,3,5,4,1,2,I consent to take part in this study,6,,,,,,7,,,,,,,,,,7,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 50 years ago",,,,7,6,6,,,,,,,,,,,,,,,,,,,,,54,Female,White,"less than $15,000",Other,apple,Some college,4+,Somewhat liberal,1982,
1/29/20 10:26,1/29/20 10:27,IP Address,100,90,TRUE,1/29/20 10:27,R_1Dwmb86vKvTRkfr,,,,,41.21200562,-96.11009979,anonymous,EN,35-39,Bell bottoms,2,1,5,3,4,A wedding invitation,3,5,4,2,1,An elevator,3,5,2,1,4,I consent to take part in this study,4,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,4,3,,,,,,,,,,,,,,,,,,,,,36,Female,White,"$35,000 - $55,000",Other,apple,Associate's degree,0,Somewhat liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,76,TRUE,1/29/20 10:27,R_1q2v1m6eyAfSFLP,,,,,40.73080444,-73.99749756,anonymous,EN,18-24,Bell bottoms,4,2,1,3,5,A wedding invitation,1,2,5,4,3,An elevator,5,4,3,2,1,I consent to take part in this study,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,5,5,4,,,,,,,,,,,Social media/internet,,,,,,,,,,24,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,104,TRUE,1/29/20 10:27,R_sGzta1kiyXGPTm9,,,,,34.06260681,-118.3945999,anonymous,EN,30-34,Bell bottoms,1,3,2,5,4,A wedding invitation,4,3,5,2,1,An elevator,4,2,1,3,5,I consent to take part in this study,4,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,30,Male,Hispanic or Latino Origin,"$35,000 - $55,000",Other,apple,Associate's degree,0,Very liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,71,TRUE,1/29/20 10:27,R_2PmKpHVcokUbqad,,,,,30.62150574,-81.59140015,anonymous,EN,18-24,Bell bottoms,5,2,3,4,1,A wedding invitation,5,3,1,4,2,An elevator,1,3,5,4,2,I consent to take part in this study,6,,,,,,,,,,6,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,6,7,6,,,,,,,,,,,,,,,,,,,,,22,Female,White,"$15,000 - $35,000",Introverted,,Some college,0,Somewhat conservative,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,94,TRUE,1/29/20 10:27,R_1pMfLUSO5riZND2,,,,,39.95970154,-75.19950104,anonymous,EN,25-29,Bell bottoms,5,3,1,2,4,A wedding invitation,4,3,2,1,5,An elevator,1,3,5,4,2,I consent to take part in this study,4,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,25,Female,White,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Very liberal,,n/a
1/29/20 10:25,1/29/20 10:27,IP Address,100,119,TRUE,1/29/20 10:27,R_2YbHl4vSgvHXjCG,,,,,39.03700256,-77.04119873,anonymous,EN,30-34,Bell bottoms,4,5,2,3,1,A wedding invitation,2,4,5,3,1,An elevator,4,1,3,5,2,I consent to take part in this study,5,,4,,,,,,,,,,4,,,,,,,,,,"People are MORE kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,6,7,6,,,I think that we have been through a lot as a society. I think that we also have a situation where a lot of people are poor and struggling so it makes people kinder to each other.,,,,,,,,,,,,,,,,,,30,Male,White,"$150,000 - $200,000",Other,Apple,Graduate school,0,Very liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,80,TRUE,1/29/20 10:27,R_3oAfdbOuURW53dJ,,,,,38.77420044,-76.07589722,anonymous,EN,25-29,Bell bottoms,3,1,5,2,4,A wedding invitation,3,4,1,2,5,An elevator,1,3,5,4,2,I consent to take part in this study,4,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,26,Male,White,"$95,000 - $150,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,,Great pay! Thank you! 
1/29/20 10:25,1/29/20 10:27,IP Address,100,116,TRUE,1/29/20 10:27,R_2U2W4AHiSSRu4pX,,,,,35.18930054,-86.10980225,anonymous,EN,40-44,Bell bottoms,3,4,1,5,2,A wedding invitation,4,3,1,2,5,An elevator,4,5,1,3,2,I consent to take part in this study,4,,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,4,5,6,,,,,,,,,,,,,,,,,,,,,42,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,,na
1/29/20 10:26,1/29/20 10:27,IP Address,100,78,TRUE,1/29/20 10:27,R_3oziA3oS5EOWxgW,,,,,42.12989807,-71.76319885,anonymous,EN,25-29,Bell bottoms,4,3,5,2,1,A wedding invitation,2,1,4,5,3,An elevator,2,4,5,3,1,I consent to take part in this study,5,5,,,,,,,,,,5,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,6,4,4,,,,,,,,,,,,,,,,,,,,,26,Female,White,"$95,000 - $150,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,90,TRUE,1/29/20 10:27,R_3n1alSYmPIg7Dzx,,,,,40.07319641,-82.40170288,anonymous,EN,30-34,Bell bottoms,5,1,3,4,2,A diploma,3,5,2,1,4,An elevator,4,1,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:26,1/29/20 10:27,IP Address,100,89,TRUE,1/29/20 10:27,R_2WGw5TLwCoz4za1,,,,,38.68409729,-121.0675964,anonymous,EN,50-54,Bell bottoms,1,5,3,4,2,A wedding invitation,5,4,3,2,1,An elevator,4,5,1,3,2,I consent to take part in this study,4,,,,,,4,,,,,,,,,,4,,,,,,,,,,"People are equally kind, honest, nice, and good today compared to about 50 years ago",,,,5,4,4,,,,,,,,,,,,,,,,,,,,,54,Male,White,"$15,000 - $35,000",Other,apple,Some college,0,Neither liberal nor conservative,,
1/29/20 10:26,1/29/20 10:28,IP Address,100,91,TRUE,1/29/20 10:28,R_1IbfzBoXItKBnix,,,,,33.09509277,-96.88050079,anonymous,EN,30-34,Bell bottoms,2,5,4,3,1,A wedding invitation,3,5,2,1,4,An elevator,5,1,2,3,4,I consent to take part in this study,4,,6,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,3,2,3,,,,,,,,,,,,,Traditional values gradually went away,,,,,,,,31,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Somewhat conservative,,
1/29/20 10:25,1/29/20 10:28,IP Address,100,126,TRUE,1/29/20 10:28,R_BVplJw29yhsQErT,,,,,38.62730408,-76.98590088,anonymous,EN,25-29,Bell bottoms,2,4,5,3,1,A wedding invitation,5,1,4,2,3,An elevator,1,3,4,5,2,I consent to take part in this study,4,5,,,,,,,,,,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,6,3,3,,,,,,,,,,,,The anonymity of the internet and the overall change in culture about complaining about some things that do not need that energy,,,,,,,,,26,Male,Black or African-American,"less than $15,000",Other,apple,Four-year college degree,0,Somewhat liberal,,
1/29/20 10:25,1/29/20 10:28,IP Address,100,124,TRUE,1/29/20 10:28,R_1jE6FTu6zgL4FZI,,,,,39.7875061,-75.17970276,anonymous,EN,60-64,Bell bottoms,5,1,3,4,2,A wedding invitation,2,3,4,5,1,An elevator,4,2,3,1,5,I consent to take part in this study,3,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 60 years ago",,4,3,5,,,,,,,,,,,,,,,,,,,I think the introduction of social media. You can be mean and lie without ever meeting someone.,,62,Male,White,"$35,000 - $55,000",Other,apple,High school diploma,3,Somewhat liberal,1982,
1/29/20 10:26,1/29/20 10:28,IP Address,100,121,TRUE,1/29/20 10:28,R_1djjO8m1ebXHwns,,,,,40.73590088,-73.99040222,anonymous,EN,40-44,Bell bottoms,2,1,5,4,3,A wedding invitation,5,3,1,4,2,An elevator,3,1,4,5,2,I consent to take part in this study,6,,,,7,,,,,,,,,,7,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,4,6,,,,,,,,,,,,,,,I think people just don't know how to communicate know because of electronic devices,,,,,,42,Male,White,"$75,000 - $95,000",Other,apple,Some college,4+,Very conservative,2005,
1/29/20 10:27,1/29/20 10:28,IP Address,100,25,TRUE,1/29/20 10:28,R_VOmyY14y2GE16LL,,,,,36.68170166,-77.5565033,anonymous,EN,30-34,High heels,5,2,3,1,4,A restaurant bill,1,2,3,5,4,An umbrella,3,5,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/20 10:25,1/29/20 10:28,IP Address,100,133,TRUE,1/29/20 10:28,R_2tLmaPdkwA0EUwt,,,,,29.12539673,-82.00759888,anonymous,EN,18-24,Bell bottoms,1,3,2,4,5,A wedding invitation,5,2,4,1,3,An elevator,4,2,3,1,5,I consent to take part in this study,4,,,,,,,,,,3,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,5,5,,,,,,,,,,,The economy and job market.,,,,,,,,,,22,Male,Hispanic or Latino Origin,"$35,000 - $55,000",Other,apple,Associate's degree,0,Somewhat liberal,,
