StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,today,2005,check,middle_today,replacements,middle_past,replaced,age,gender,race,income,check_3,check_3_4_TEXT,education,kids,political_ideology,oldest_kid,comments
3/18/20 12:31,3/18/20 12:33,IP Address,100,114,TRUE,3/18/20 12:33,R_uvPtFnnvZFOSHfj,,,,,39.0809021,-108.4925003,anonymous,EN,50-64,Bell bottoms,1,3,4,5,2,A wedding invitation,5,3,2,4,1,An elevator,1,3,2,4,5,I consent to take part in this study,5,5,"People are equally kind, honest, nice, and good today compared to about 15 years ago",5,4,5,5,54,Male,White,"$15,000 - $35,000",Other,cloud,Four-year college degree,0,Somewhat conservative,,
3/18/20 12:31,3/18/20 12:33,IP Address,100,100,TRUE,3/18/20 12:33,R_2PegUrJBCB8PdbS,,,,,40.03640747,-75.22190094,anonymous,EN,20-34,Bell bottoms,4,3,5,1,2,A wedding invitation,2,5,1,4,3,An elevator,3,5,1,4,2,I consent to take part in this study,2,6,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",6,3,6,6,31,Male,Asian,"$95,000 - $150,000",Other,cloud,Four-year college degree,1,Somewhat liberal,2016,No comment
3/18/20 12:31,3/18/20 12:33,IP Address,100,110,TRUE,3/18/20 12:33,R_xAbwEOq8zNiVA3L,,,,,37.83760071,-122.2397995,anonymous,EN,35-49,Bell bottoms,1,4,3,5,2,A wedding invitation,5,4,2,3,1,An elevator,3,1,2,4,5,I consent to take part in this study,4,4,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",4,4,4,5,48,Male,White,"$95,000 - $150,000",Other,cloud,Graduate school,0,Somewhat liberal,,
3/18/20 12:31,3/18/20 12:33,IP Address,100,104,TRUE,3/18/20 12:33,R_2653DINwargpQgq,,,,,42.96299744,-72.29290009,anonymous,EN,20-34,Bell bottoms,1,2,3,4,5,A wedding invitation,5,3,4,1,2,An elevator,2,4,1,5,3,I consent to take part in this study,1,1,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",4,1,1,1,34,Female,White,"$15,000 - $35,000",Introverted,,High school diploma,0,Neither liberal nor conservative,,
3/18/20 12:31,3/18/20 12:33,IP Address,100,122,TRUE,3/18/20 12:33,R_2fHRCBXEQcVxYMv,,,,,33.49479675,-117.0953979,anonymous,EN,35-49,Bell bottoms,1,2,4,3,5,A wedding invitation,5,4,2,1,3,An elevator,4,5,1,2,3,I consent to take part in this study,4,4,"People are equally kind, honest, nice, and good today compared to about 15 years ago",5,3,4,6,39,Male,White,"$15,000 - $35,000",Other,cloud,High school diploma,0,Somewhat liberal,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,87,TRUE,3/18/20 12:33,R_27rhXmA5VldBkBt,,,,,27.29130554,-80.29769897,anonymous,EN,20-34,Bell bottoms,2,4,1,3,5,A wedding invitation,2,3,1,4,5,An elevator,4,5,1,2,3,I consent to take part in this study,6,6,"People are MORE kind, honest, nice, and good today compared to about 15 years ago",6,6,6,6,31,Male,American Indian or Alaska Native,"less than $15,000",Introverted,,High school diploma,4+,Somewhat conservative,2007,
3/18/20 12:31,3/18/20 12:33,IP Address,100,116,TRUE,3/18/20 12:33,R_2UVqvARXKvS5nCW,,,,,41.55479431,-87.65930176,anonymous,EN,20-34,Bell bottoms,1,4,5,3,2,A wedding invitation,5,4,2,3,1,An elevator,2,1,4,5,3,I consent to take part in this study,4,5,4,4,4,4,4,29,Male,Black or African-American,"$15,000 - $35,000",Other,cloud,Four-year college degree,0,Somewhat liberal,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,63,TRUE,3/18/20 12:33,R_2fI1y8unsJbCHUa,,,,,38.64329529,-90.25749969,anonymous,EN,35-49,Sneakers,1,2,5,4,3,A diploma,4,3,5,2,1,A pizza,4,5,3,2,1,,,,,,,,,,,,,,,,,,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,78,TRUE,3/18/20 12:33,R_yCpLtXupb1Ybj2x,,,,,38.47990417,-121.4450989,anonymous,EN,35-49,Bell bottoms,4,5,3,1,2,A wedding invitation,4,3,5,1,2,An elevator,4,1,3,5,2,I consent to take part in this study,5,7,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",4,3,5,5,37,Male,Asian,"$75,000 - $95,000",Introverted,,Four-year college degree,0,Somewhat liberal,,
3/18/20 12:31,3/18/20 12:33,IP Address,100,96,TRUE,3/18/20 12:33,R_pMAbXn0sX1alwqd,,,,,47.5460968,-122.3722992,anonymous,EN,35-49,Bell bottoms,2,1,4,5,3,A wedding invitation,5,3,2,1,4,An elevator,3,5,2,4,1,I consent to take part in this study,3,3,"People are equally kind, honest, nice, and good today compared to about 15 years ago",4,4,3,3,36,Female,White,"$15,000 - $35,000",Other,cloud,Four-year college degree,0,Very liberal,,no
3/18/20 12:31,3/18/20 12:33,IP Address,100,109,TRUE,3/18/20 12:33,R_d76nw8cl5qmCrCx,,,,,45.668396,-111.2422028,anonymous,EN,35-49,Bell bottoms,1,5,3,4,2,A wedding invitation,1,4,5,3,2,An elevator,5,4,3,1,2,I consent to take part in this study,3,5,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",6,3,5,2,46,Male,White,"$95,000 - $150,000",Other,cloud,Four-year college degree,4+,Somewhat liberal,2002,thanks
3/18/20 12:32,3/18/20 12:33,IP Address,100,82,TRUE,3/18/20 12:33,R_2AZ0HAEN64W1Xh9,,,,,36.3125,-82.3769989,anonymous,EN,20-34,Bell bottoms,4,3,2,5,1,A wedding invitation,2,4,3,1,5,An elevator,5,4,1,3,2,I consent to take part in this study,5,4,"People are equally kind, honest, nice, and good today compared to about 15 years ago",4,5,4,4,22,Male,White,"$15,000 - $35,000",Other,cloud,Some college,0,Somewhat liberal,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,68,TRUE,3/18/20 12:33,R_22Vr0XG9MgfnMlo,,,,,40.12620544,-75.52680206,anonymous,EN,20-34,Bell bottoms,1,4,2,3,5,A wedding invitation,4,3,5,2,1,An elevator,1,2,3,4,5,I consent to take part in this study,5,5,"People are equally kind, honest, nice, and good today compared to about 15 years ago",5,7,4,5,20,Male,Hispanic or Latino Origin,"$150,000 - $200,000",Other,cloud,Some college,0,Somewhat liberal,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,93,TRUE,3/18/20 12:33,R_3KHqg50emq8MeSP,,,,,41.23570251,-81.92479706,anonymous,EN,20-34,Bell bottoms,2,3,5,1,4,A wedding invitation,3,4,2,5,1,An elevator,5,4,2,3,1,I consent to take part in this study,3,3,"People are equally kind, honest, nice, and good today compared to about 15 years ago",4,4,4,4,21,Male,Asian,"$55,000 - $75,000",Other,cloud,Some college,0,Somewhat liberal,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,79,TRUE,3/18/20 12:33,R_1FS40RQ4lmkOsmu,,,,,38.5316925,-89.99880219,anonymous,EN,20-34,Bell bottoms,3,2,1,5,4,A wedding invitation,3,4,1,2,5,An elevator,5,3,4,2,1,I consent to take part in this study,6,6,"People are equally kind, honest, nice, and good today compared to about 15 years ago",5,6,4,5,24,Female,White,"$15,000 - $35,000",Other,cloud,Some college,0,Very liberal,,
3/18/20 12:31,3/18/20 12:33,IP Address,100,124,TRUE,3/18/20 12:33,R_2t3wKLcNl52fj1P,,,,,35.31350708,-81.55989838,anonymous,EN,35-49,Bell bottoms,2,1,4,3,5,A wedding invitation,5,2,4,1,3,An elevator,3,4,5,2,1,I consent to take part in this study,2,2,"People are equally kind, honest, nice, and good today compared to about 15 years ago",3,4,3,6,35,Male,White,"$35,000 - $55,000",Other,cloud,Four-year college degree,0,Somewhat liberal,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,71,TRUE,3/18/20 12:33,R_2VeB9b8YNqw7wnn,,,,,47.60920715,-122.3314056,anonymous,EN,20-34,Bell bottoms,5,3,1,4,2,A wedding invitation,3,5,4,1,2,An elevator,5,3,2,1,4,I consent to take part in this study,5,5,"People are equally kind, honest, nice, and good today compared to about 15 years ago",5,5,5,5,27,Male,More than 1 of the above,"$95,000 - $150,000",Other,cloud,Graduate school,0,Very liberal,,
3/18/20 12:31,3/18/20 12:33,IP Address,100,113,TRUE,3/18/20 12:33,R_338XU5cSJ8tpApr,,,,,40.75030518,-74.00140381,anonymous,EN,20-34,Bell bottoms,4,1,3,5,2,A diary,4,2,5,1,3,A book,4,5,1,3,2,,,,,,,,,,,,,,,,,,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,83,TRUE,3/18/20 12:33,R_3e8iNeALVrMpMnf,,,,,40.53770447,-105.0546036,anonymous,EN,20-34,Bell bottoms,3,1,4,5,2,A wedding invitation,3,4,5,2,1,An elevator,3,1,5,4,2,I consent to take part in this study,5,5,"People are equally kind, honest, nice, and good today compared to about 15 years ago",6,5,6,6,32,Female,White,"$55,000 - $75,000",Other,cloud,Four-year college degree,1,Somewhat liberal,2016,no
3/18/20 12:31,3/18/20 12:33,IP Address,100,124,TRUE,3/18/20 12:33,R_2YDS6aRRH6SUD83,,,,,43.12249756,-76.12930298,anonymous,EN,20-34,Bell bottoms,4,1,2,5,3,A wedding invitation,1,4,3,5,2,An elevator,4,5,2,1,3,I consent to take part in this study,5,6,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",5,4,5,6,22,Male,White,"$35,000 - $55,000",Introverted,,Four-year college degree,0,Somewhat conservative,,
3/18/20 12:31,3/18/20 12:33,IP Address,100,115,TRUE,3/18/20 12:33,R_reE3m0eSEHBxUvD,,,,,33.39019775,-84.47480011,anonymous,EN,20-34,Bell bottoms,5,3,4,2,1,A wedding invitation,5,2,3,4,1,An elevator,2,4,1,3,5,I consent to take part in this study,3,5,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",4,3,5,6,33,Female,Black or African-American,"less than $15,000",Other,cloud,Some graduate school,0,Neither liberal nor conservative,,
3/18/20 12:32,3/18/20 12:33,IP Address,100,91,TRUE,3/18/20 12:33,R_2c5jUoCCwl28YkH,,,,,40.3052063,-79.54180145,anonymous,EN,35-49,Bell bottoms,3,5,2,1,4,A wedding invitation,4,1,5,3,2,An elevator,5,3,1,4,2,I consent to take part in this study,5,6,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",5,4,6,7,38,Male,White,"$35,000 - $55,000",Other,cloud,Four-year college degree,2,Somewhat conservative,2011,
3/18/20 12:31,3/18/20 12:33,IP Address,100,127,TRUE,3/18/20 12:33,R_oYOXAvaOkC8NhNn,,,,,43.11399841,-77.56890106,anonymous,EN,20-34,Bell bottoms,4,3,1,5,2,A wedding invitation,3,5,1,2,4,An elevator,5,2,4,3,1,I consent to take part in this study,3,5,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",1,4,5,2,29,Male,White,"$15,000 - $35,000",Other,cloud,Graduate school,0,Somewhat liberal,,
3/18/20 12:31,3/18/20 12:33,IP Address,100,124,TRUE,3/18/20 12:33,R_2PvtITqvBxGVGaa,,,,,32.25059509,-110.8840027,anonymous,EN,35-49,Bell bottoms,4,3,2,1,5,A wedding invitation,3,5,4,2,1,An elevator,5,1,3,4,2,I consent to take part in this study,5,5,"People are equally kind, honest, nice, and good today compared to about 15 years ago",4,5,4,4,36,Female,White,"$95,000 - $150,000",Other,cloud,Four-year college degree,2,Somewhat liberal,2015,
3/18/20 12:31,3/18/20 12:34,IP Address,100,129,TRUE,3/18/20 12:34,R_3LiM7FyaLa3bj1v,,,,,30.2881012,-97.76399994,anonymous,EN,20-34,Bell bottoms,5,4,2,3,1,A wedding invitation,2,1,4,3,5,An elevator,4,2,1,3,5,I consent to take part in this study,7,6,"People are equally kind, honest, nice, and good today compared to about 15 years ago",3,4,3,3,24,Male,Asian,"$15,000 - $35,000",Other,cloud,Graduate school,0,Neither liberal nor conservative,,
3/18/20 12:32,3/18/20 12:34,IP Address,100,117,TRUE,3/18/20 12:34,R_3qURYnuleUl0230,,,,,39.10009766,-94.57820129,anonymous,EN,35-49,Bell bottoms,2,3,1,5,4,A wedding invitation,4,3,5,1,2,An elevator,1,5,4,2,3,I consent to take part in this study,4,4,"People are equally kind, honest, nice, and good today compared to about 15 years ago",4,5,4,4,39,Female,White,"$15,000 - $35,000",Other,cloud,High school diploma,1,Somewhat liberal,2007,Thanks!
3/18/20 12:32,3/18/20 12:34,IP Address,100,109,TRUE,3/18/20 12:34,R_3O6OJkAxOin05Ed,,,,,42.77600098,-83.27349854,anonymous,EN,20-34,Bell bottoms,3,4,2,1,5,A wedding invitation,5,3,2,1,4,An elevator,3,4,2,5,1,I consent to take part in this study,3,5,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",5,4,4,6,29,Male,Asian,"$75,000 - $95,000",Other,cloud,Graduate school,0,Somewhat liberal,,
3/18/20 12:31,3/18/20 12:34,IP Address,100,148,TRUE,3/18/20 12:34,R_1esMeXxtaSkL6QE,,,,,33.74850464,-84.38710022,anonymous,EN,35-49,Bell bottoms,4,5,1,3,2,A wedding invitation,2,4,1,5,3,An elevator,5,4,3,1,2,I consent to take part in this study,4,6,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",5,1,7,7,41,Male,White,"$75,000 - $95,000",Other,cloud,High school diploma,1,Very conservative,2013,No
3/18/20 12:31,3/18/20 12:34,IP Address,100,142,TRUE,3/18/20 12:34,R_1QMbTLRSBVm2LqT,,,,,47.53289795,-122.580101,anonymous,EN,35-49,Bell bottoms,5,3,2,1,4,A wedding invitation,2,5,3,4,1,An elevator,1,3,2,4,5,I consent to take part in this study,5,7,4,5,4,5,6,42,Female,White,"$95,000 - $150,000",Other,cloud,Some college,4+,Very liberal,1998,
3/18/20 12:31,3/18/20 12:34,IP Address,100,131,TRUE,3/18/20 12:34,R_2ZJOBKMrUF1QUOJ,,,,,36.1867981,-86.50669861,anonymous,EN,35-49,Bell bottoms,3,4,2,5,1,A wedding invitation,5,3,4,2,1,An elevator,5,1,2,3,4,I consent to take part in this study,4,4,"People are equally kind, honest, nice, and good today compared to about 15 years ago",4,4,4,5,39,Female,White,"$95,000 - $150,000",Other,cloud,Four-year college degree,4+,Somewhat conservative,2005,
3/18/20 12:32,3/18/20 12:34,IP Address,100,125,TRUE,3/18/20 12:34,R_bxb0e4qhyuKF3zj,,,,,45.40849304,-122.7980957,anonymous,EN,20-34,Bell bottoms,4,2,1,3,5,A wedding invitation,5,1,4,2,3,An elevator,4,2,5,1,3,I consent to take part in this study,4,5,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",4,5,5,6,26,Male,White,"$55,000 - $75,000",Introverted,,Associate's degree,0,Neither liberal nor conservative,,
3/18/20 12:31,3/18/20 12:34,IP Address,100,146,TRUE,3/18/20 12:34,R_1OV0inLsDEgjgMz,,,,,42.64109802,-83.04499817,anonymous,EN,35-49,Bell bottoms,4,1,2,5,3,A wedding invitation,1,5,3,2,4,An elevator,2,5,4,1,3,I consent to take part in this study,3,4,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",3,3,4,6,46,Male,White,"$75,000 - $95,000",Other,cloud,Four-year college degree,1,Neither liberal nor conservative,2000,
3/18/20 12:32,3/18/20 12:34,IP Address,100,95,TRUE,3/18/20 12:34,R_115VQXnJ8whejs7,,,,,44.82269287,-68.80010223,anonymous,EN,35-49,Bell bottoms,3,1,4,2,5,A wedding invitation,3,5,2,4,1,An elevator,1,5,4,3,2,I consent to take part in this study,4,5,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",5,4,6,7,38,Female,White,"$55,000 - $75,000",Other,cloud,Graduate school,0,Somewhat liberal,,
3/18/20 12:32,3/18/20 12:34,IP Address,100,86,TRUE,3/18/20 12:34,R_3nJDJTXUZWpSi6r,,,,,43.02130127,-85.60639954,anonymous,EN,20-34,Bell bottoms,4,2,5,1,3,A wedding invitation,1,4,5,3,2,An elevator,4,1,3,5,2,I consent to take part in this study,5,5,"People are equally kind, honest, nice, and good today compared to about 15 years ago",5,4,5,4,27,Female,White,"$150,000 - $200,000",Other,cloud,Four-year college degree,0,Very liberal,,
3/18/20 12:31,3/18/20 12:34,IP Address,100,155,TRUE,3/18/20 12:34,R_1riXOc1cCbw4ojo,,,,,39.00059509,-77.10030365,anonymous,EN,20-34,Bell bottoms,3,1,4,5,2,A wedding invitation,3,5,2,1,4,An elevator,2,5,4,3,1,I consent to take part in this study,4,7,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",6,1,7,7,33,Male,Asian,"$15,000 - $35,000",Other,cloud,Some college,0,Somewhat liberal,,I hate twitter. It makes it seem like the entire world is very unkind.
3/18/20 12:32,3/18/20 12:34,IP Address,100,114,TRUE,3/18/20 12:34,R_29cgvlY2kJ3Geic,,,,,39.72909546,-105.1896973,anonymous,EN,35-49,Bell bottoms,2,3,4,1,5,A wedding invitation,3,5,4,2,1,An elevator,3,1,4,5,2,I consent to take part in this study,3,4,"People are LESS kind, honest, nice, and good today compared to about 15 years ago",5,3,4,5,47,Female,White,"$75,000 - $95,000",Other,cloud,Four-year college degree,1,Very liberal,2009,
3/18/20 12:32,3/18/20 12:34,IP Address,100,72,TRUE,3/18/20 12:34,R_3HUFRDV8EBSbgkL,,,,,27.8170929,-82.62680054,anonymous,EN,35-49,Bell bottoms,3,4,5,1,2,A wedding invitation,1,2,4,3,5,An elevator,1,5,4,3,2,I consent to take part in this study,5,7,"People are MORE kind, honest, nice, and good today compared to about 15 years ago",7,7,7,7,37,Female,White,"less than $15,000",Introverted,,Four-year college degree,2,Somewhat liberal,2015,n
3/18/20 12:32,3/18/20 12:34,IP Address,100,122,TRUE,3/18/20 12:34,R_1mWSRz5JQGleWYm,,,,,32.33659363,-111.1771011,anonymous,EN,35-49,Bell bottoms,4,5,2,3,1,A wedding invitation,2,1,5,4,3,An elevator,1,5,2,4,3,I consent to take part in this study,6,6,"People are equally kind, honest, nice, and good today compared to about 15 years ago",6,6,6,6,48,Female,White,"$95,000 - $150,000",Other,cloud,Graduate school,3,Somewhat liberal,2000,no
