StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,birth_year,overall,all_change,all_replacement,known_in_check,known_change,replacements_yes,replacements_yes,known_replacement,final_check,age,gender,race,income,check_3,check_3_4_TEXT,education,kids,political_ideology,oldest_kid,comments
5/22/20 9:46,5/22/20 9:46,IP Address,100,17,TRUE,5/22/20 9:46,R_2TsBQTIedQGfyLv,,,,,32.70970154,-117.1228027,anonymous,EN,Bell bottoms,3,2,5,1,4,A thank-you note,5,1,4,2,3,An elevator,2,3,1,5,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:46,IP Address,100,45,TRUE,5/22/20 9:46,R_2qEtECT2iLFtRry,,,,,41.53689575,-93.62190247,anonymous,EN,Slippers,4,5,3,2,1,A wedding invitation,1,2,4,3,5,A pizza,3,2,4,1,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:46,IP Address,100,94,TRUE,5/22/20 9:46,R_2B9UF2VnDroicyE,,,,,34.59260559,-112.4237976,anonymous,EN,Bell bottoms,5,1,2,4,3,A wedding invitation,5,3,1,2,4,An elevator,1,3,2,4,5,I consent to take part in this study,1993,1,1,2,"Yes, more than one was",2,No,No,,2,26,Male,White,"$15,000 - $35,000",Other,shoe,High school diploma,0,Somewhat liberal,,
5/22/20 9:44,5/22/20 9:46,IP Address,100,95,TRUE,5/22/20 9:46,R_Qm27bCl3lazaIXn,,,,,40.75450134,-111.8830032,anonymous,EN,Bell bottoms,1,3,5,2,4,A wedding invitation,4,1,3,2,5,An elevator,2,4,5,1,3,I consent to take part in this study,1980,-1,0,0,"Yes, one was",-2,"Yes, one is","Yes, more than one was",0,1,40,Male,Black or African-American,"$35,000 - $55,000",Other,shoe,Associate's degree,0,Somewhat conservative,,
5/22/20 9:46,5/22/20 9:46,IP Address,100,21,TRUE,5/22/20 9:46,R_2b1toKGfKdrtlf4,,,,,44.66279602,-93.15390015,anonymous,EN,Bell bottoms,1,4,5,2,3,A wedding invitation,4,2,1,5,3,A person,3,2,1,5,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:46,IP Address,100,64,TRUE,5/22/20 9:46,R_2YXn3LOCFs5L7Kh,,,,,44.95480347,-93.15509796,anonymous,EN,Bell bottoms,3,5,4,2,1,A wedding invitation,5,3,2,4,1,An elevator,2,1,5,4,3,I consent to take part in this study,1993,0,1,0,No,,No,No,,,26,Male,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,0,Somewhat conservative,,
5/22/20 9:45,5/22/20 9:46,IP Address,100,46,TRUE,5/22/20 9:46,R_OBUclaSwU6hKPw5,,,,,33.81599426,-117.9692001,anonymous,EN,Flip-flops,5,4,2,1,3,A diploma,4,1,3,2,5,A person,3,2,5,1,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:46,IP Address,100,99,TRUE,5/22/20 9:46,R_3GpIiVwJrbeNFFD,,,,,47.60920715,-122.3314056,anonymous,EN,Bell bottoms,5,3,4,1,2,A diary,1,4,3,5,2,A book,5,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:46,IP Address,100,102,TRUE,5/22/20 9:46,R_2TNQTvqklzGJnHz,,,,,34.0296936,-84.14689636,anonymous,EN,Slippers,5,1,4,2,3,A wedding invitation,5,4,1,2,3,A pizza,1,4,2,3,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:46,IP Address,100,113,TRUE,5/22/20 9:46,R_1nUeLeRfGxBTwlk,,,,,38.6710968,-121.1495056,anonymous,EN,Bell bottoms,3,1,2,4,5,A wedding invitation,1,4,3,5,2,An elevator,1,4,2,3,5,I consent to take part in this study,1999,0,0,-2,"Yes, more than one was",0,"Yes, more than one is",No,,0,21,Female,White,"$150,000 - $200,000",Other,Shoe,Some college,0,Somewhat conservative,,
5/22/20 9:46,5/22/20 9:46,IP Address,100,48,TRUE,5/22/20 9:46,R_1EYu6fQd25Y3rWC,,,,,44.4828949,-73.22530365,anonymous,EN,Flip-flops,5,4,3,2,1,A restaurant bill,5,1,2,4,3,An umbrella,5,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:46,IP Address,100,51,TRUE,5/22/20 9:46,R_3QYuCH3SDfnL3OH,,,,,37.37730408,-122.0194016,anonymous,EN,Slippers,1,2,5,3,4,A restaurant bill,4,2,3,5,1,A pizza,5,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:46,IP Address,100,14,TRUE,5/22/20 9:46,R_C2Fct5MXrAaG0ql,,,,,37.75100708,-97.8219986,anonymous,EN,Flip-flops,5,4,3,2,1,A restaurant bill,3,1,5,4,2,A pizza,3,1,2,5,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:47,IP Address,100,139,TRUE,5/22/20 9:47,R_2amnbx1dtuVXCSW,,,,,39.50819397,-84.3986969,anonymous,EN,Bell bottoms,1,5,3,4,2,A wedding invitation,1,4,2,5,3,An elevator,2,5,3,1,4,I consent to take part in this study,1976,-1,-1,1,"Yes, more than one was",-1,"Yes, one is","Yes, one was",1,0,43,Female,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,1,Somewhat liberal,1999,None
5/22/20 9:46,5/22/20 9:47,IP Address,100,36,TRUE,5/22/20 9:47,R_abo9eFKMDTQcIgx,,,,,38.87150574,-94.77130127,anonymous,EN,Bell bottoms,5,2,3,4,1,A diary,4,2,5,1,3,An elevator,3,2,1,4,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:47,IP Address,100,32,TRUE,5/22/20 9:47,R_TpXx26OTS7oNncl,,,,,47.69869995,-117.4396973,anonymous,EN,Sneakers,5,2,4,1,3,A diploma,5,4,1,3,2,A pizza,2,1,5,4,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:47,IP Address,100,105,TRUE,5/22/20 9:47,R_YSscB5sCJ0qkr7j,,,,,42.54449463,-83.27890015,anonymous,EN,Bell bottoms,5,1,2,3,4,A wedding invitation,1,4,5,2,3,An elevator,1,4,2,5,3,I consent to take part in this study,1992,0,0,0,"Yes, more than one was",0,"Yes, one is",No,,,27,Male,Asian,"$35,000 - $55,000",Other,shoe,Graduate school,0,Somewhat liberal,,
5/22/20 9:45,5/22/20 9:47,IP Address,100,100,TRUE,5/22/20 9:47,R_1PY1ARUunbCsBnR,,,,,40.78759766,-74.05999756,anonymous,EN,Bell bottoms,1,5,3,4,2,A wedding invitation,4,2,5,1,3,A pizza,5,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:47,IP Address,100,52,TRUE,5/22/20 9:47,R_28MuEEcnHRPQWvl,,,,,28.30560303,-81.41970062,anonymous,EN,Sneakers,4,1,2,3,5,A wedding invitation,3,4,5,1,2,A pizza,4,1,3,2,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:47,IP Address,100,46,TRUE,5/22/20 9:47,R_r86GRQPrlIKzb57,,,,,41.43670654,-75.6556015,anonymous,EN,Slippers,5,3,1,2,4,A restaurant bill,3,2,1,5,4,A pizza,5,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:47,IP Address,100,147,TRUE,5/22/20 9:47,R_ZxiQVC55StStUvT,,,,,41.64349365,-91.5684967,anonymous,EN,Bell bottoms,3,1,2,4,5,A wedding invitation,5,4,2,1,3,An elevator,2,1,4,3,5,I consent to take part in this study,1998,1,1,1,"Yes, more than one was",1,"Yes, one is",No,,,21,Female,White,"less than $15,000",Other,shoe,Four-year college degree,0,Very liberal,,
5/22/20 9:46,5/22/20 9:47,IP Address,100,66,TRUE,5/22/20 9:47,R_23aAFakESVmGSfn,,,,,40.50250244,-86.14620209,anonymous,EN,Flip-flops,1,4,5,3,2,A diploma,5,1,2,3,4,A person,2,1,5,3,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:47,IP Address,100,132,TRUE,5/22/20 9:47,R_2tfMg8kU38kpDBL,,,,,42.96850586,-78.74919891,anonymous,EN,Bell bottoms,1,3,5,2,4,A wedding invitation,4,2,1,5,3,An elevator,3,4,1,5,2,I consent to take part in this study,1986,0,0,0,"Yes, more than one was",0,"Yes, more than one is",No,,0,34,Female,White,"$95,000 - $150,000",Other,shoe,Four-year college degree,3,Very liberal,2010,
5/22/20 9:44,5/22/20 9:47,IP Address,100,156,TRUE,5/22/20 9:47,R_2R9NpKIXE8J24lM,,,,,42.82519531,-86.01059723,anonymous,EN,Bell bottoms,1,4,2,5,3,A wedding invitation,3,2,4,5,1,An elevator,4,5,2,1,3,I consent to take part in this study,1989,-2,-1,-2,"Yes, more than one was",0,"Yes, more than one is","Yes, more than one was",0,,30,Male,White,"$55,000 - $75,000",Other,shoe,Four-year college degree,0,Somewhat conservative,,
5/22/20 9:45,5/22/20 9:47,IP Address,100,108,TRUE,5/22/20 9:47,R_QfDxGgQmyq9qflv,,,,,25.65890503,-80.3553009,anonymous,EN,Bell bottoms,5,1,2,3,4,A wedding invitation,1,2,4,5,3,An elevator,5,2,4,1,3,I consent to take part in this study,1998,0,1,-1,"Yes, more than one was",0,"Yes, one is","Yes, more than one was",-1,,21,Female,White,"$75,000 - $95,000",Other,shoe,Four-year college degree,0,Very liberal,,
5/22/20 9:47,5/22/20 9:47,IP Address,100,30,TRUE,5/22/20 9:47,R_3nOCMxeGRbyK8NF,,,,,34.0296936,-84.14689636,anonymous,EN,Sneakers,5,2,1,3,4,A wedding invitation,3,5,1,4,2,An elevator,5,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:47,IP Address,100,152,TRUE,5/22/20 9:47,R_27O0Nc612zBx4V2,,,,,46.24330139,-114.1678009,anonymous,EN,Flip-flops,5,3,1,4,2,A wedding invitation,3,2,4,1,5,An elevator,2,1,4,3,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:47,IP Address,100,165,TRUE,5/22/20 9:47,R_2EGnTAUrhtgZX1z,,,,,29.94949341,-89.96209717,anonymous,EN,Bell bottoms,1,3,5,2,4,A wedding invitation,5,3,2,1,4,A pizza,3,1,4,5,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:47,IP Address,100,75,TRUE,5/22/20 9:47,R_ur09Ck56gA2TpWp,,,,,32.70970154,-117.1228027,anonymous,EN,Bell bottoms,4,2,1,5,3,A wedding invitation,3,1,5,4,2,An elevator,5,2,3,1,4,I consent to take part in this study,1991,1,1,1,No,,"Yes, more than one is","Yes, more than one was",1,1,28,Male,White,"$75,000 - $95,000",Other,shoe,Some graduate school,0,Very conservative,,
5/22/20 9:45,5/22/20 9:47,IP Address,100,120,TRUE,5/22/20 9:47,R_1K8tJcPtyvG16HG,,,,,41.21699524,-73.05519867,anonymous,EN,Bell bottoms,1,5,3,4,2,A wedding invitation,2,4,1,5,3,An elevator,4,1,2,3,5,I consent to take part in this study,2000,1,1,2,"Yes, more than one was",2,"Yes, more than one is",No,,1,19,Male,White,"$95,000 - $150,000",Other,shoe,Some college,0,Very liberal,,
5/22/20 9:47,5/22/20 9:47,IP Address,100,14,TRUE,5/22/20 9:47,R_DxjXw4N1XRHQtSV,,,,,34.0296936,-84.14689636,anonymous,EN,Sneakers,1,5,2,4,3,A wedding invitation,1,2,5,3,4,A pizza,3,5,2,1,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:47,IP Address,100,188,TRUE,5/22/20 9:47,R_wTrTiScsXDeRS6d,,,,,29.76789856,-94.97239685,anonymous,EN,Bell bottoms,5,1,4,2,3,A thank-you note,4,5,1,3,2,A pizza,5,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:48,IP Address,100,99,TRUE,5/22/20 9:48,R_6Ed8m1LDNQ1f7TH,,,,,42.34979248,-71.07649994,anonymous,EN,Bell bottoms,4,2,5,3,1,A wedding invitation,4,1,3,5,2,An elevator,2,3,5,4,1,I consent to take part in this study,1988,0,0,1,No,,"Yes, more than one is",No,,,32,Female,Asian,"$200,000+",Other,shoe,Graduate school,0,Neither liberal nor conservative,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,168,TRUE,5/22/20 9:48,R_1qb8kUGUaNVhP5Y,,,,,39.88450623,-74.90670013,anonymous,EN,Bell bottoms,1,5,2,3,4,A wedding invitation,3,5,4,2,1,An elevator,3,4,5,2,1,I consent to take part in this study,1994,-1,-1,-1,"Yes, more than one was",0,"Yes, more than one is",No,,,25,Female,Asian,"$95,000 - $150,000",Other,shoe ,Graduate school,0,Neither liberal nor conservative,,
5/22/20 9:47,5/22/20 9:48,IP Address,100,30,TRUE,5/22/20 9:48,R_1pWmBnenXYbzB5h,,,,,41.53689575,-93.62190247,anonymous,EN,Slippers,5,3,1,4,2,A restaurant bill,4,1,3,2,5,An elevator,3,4,1,5,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:48,IP Address,100,117,TRUE,5/22/20 9:48,R_3EtW5EscGvPm8pT,,,,,41.61720276,-87.84190369,anonymous,EN,Bell bottoms,2,3,4,5,1,A diploma,5,1,4,2,3,An elevator,1,2,3,5,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:47,5/22/20 9:48,IP Address,100,20,TRUE,5/22/20 9:48,R_d4Qoqj60hDHqDU5,,,,,40.50250244,-86.14620209,anonymous,EN,Bell bottoms,4,5,3,2,1,A diploma,3,1,5,4,2,A person,1,4,5,2,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:44,5/22/20 9:48,IP Address,100,199,TRUE,5/22/20 9:48,R_3MLIvD1pnYZDiH8,,,,,45.33779907,-122.572403,anonymous,EN,Bell bottoms,4,1,2,3,5,A wedding invitation,2,3,1,4,5,An elevator,4,3,2,1,5,I consent to take part in this study,1965,1,2,0,"Yes, one was",1,"Yes, one is",No,,1,55,Male,Black or African-American,"$35,000 - $55,000",Other,shoe,Four-year college degree,1,Somewhat conservative,2008,
5/22/20 9:45,5/22/20 9:48,IP Address,100,142,TRUE,5/22/20 9:48,R_3MmPkCdK1LbPm8N,,,,,41.10699463,-85.06629944,anonymous,EN,Bell bottoms,1,3,5,2,4,A wedding invitation,2,4,3,1,5,An elevator,4,2,3,5,1,I consent to take part in this study,1992,0,0,-1,"Yes, more than one was",0,"Yes, more than one is",No,,,28,Male,White,"$35,000 - $55,000",Other,shoe,Graduate school,0,Somewhat liberal,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,167,TRUE,5/22/20 9:48,R_Ox5KmUHd8IfzOEx,,,,,25.92889404,-80.18270111,anonymous,EN,Flip-flops,5,3,1,2,4,A restaurant bill,4,2,5,1,3,A pizza,2,3,1,5,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,154,TRUE,5/22/20 9:48,R_3pawBhVrO0aC4tV,,,,,47.60920715,-122.3314056,anonymous,EN,Bell bottoms,1,5,4,2,3,A wedding invitation,5,4,1,3,2,An elevator,4,5,1,3,2,I consent to take part in this study,1968,1,1,1,"Yes, one was",1,"Yes, one is","Yes, one was",1,1,52,Male,Black or African-American,"$35,000 - $55,000",Other,shoe,Four-year college degree,3,Very conservative,1998,good
5/22/20 9:44,5/22/20 9:48,IP Address,100,202,TRUE,5/22/20 9:48,R_CfB7ul8Fy1EkuOt,,,,,39.10899353,-77.24890137,anonymous,EN,Bell bottoms,4,2,3,1,5,A wedding invitation,3,4,1,5,2,An elevator,4,3,2,5,1,I consent to take part in this study,1978,-1,-1,-1,"Yes, more than one was",0,"Yes, more than one is","Yes, one was",0,,42,Male,White,"$95,000 - $150,000",Other,shoe,Graduate school,3,Somewhat conservative,2006,People are rude as heck now a days. 
5/22/20 9:47,5/22/20 9:48,IP Address,100,28,TRUE,5/22/20 9:48,R_28AMDTSRajPF9PR,,,,,34.22399902,-82.16249847,anonymous,EN,Sneakers,1,3,4,5,2,A wedding invitation,1,4,5,3,2,An elevator,5,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,151,TRUE,5/22/20 9:48,R_2YVyqZukr2RyKOQ,,,,,34.14830017,-118.0016022,anonymous,EN,Bell bottoms,4,5,1,3,2,A wedding invitation,1,2,3,4,5,An elevator,2,4,1,5,3,I consent to take part in this study,1957,0,-1,-1,"Yes, one was",0,"Yes, more than one is",No,,,62,Male,White,"$35,000 - $55,000",Other,shoe,Graduate school,0,Very liberal,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,164,TRUE,5/22/20 9:48,R_xaWHNrX4ARHCf1n,,,,,37.75100708,-97.8219986,anonymous,EN,Slippers,2,1,5,4,3,A wedding invitation,4,2,5,3,1,A person,3,1,2,5,4,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,186,TRUE,5/22/20 9:48,R_2VgNbEU9CQxIxOg,,,,,39.66140747,-77.6914978,anonymous,EN,Bell bottoms,2,5,3,4,1,A wedding invitation,3,1,2,5,4,An elevator,5,1,4,3,2,I consent to take part in this study,1950,-1,-1,-1,"Yes, more than one was",0,No,No,,,69,Male,White,"$15,000 - $35,000",Other,shoe,Four-year college degree,1,Somewhat liberal,1984,
5/22/20 9:45,5/22/20 9:48,IP Address,100,185,TRUE,5/22/20 9:48,R_3ELsOirMDFQnBsi,,,,,38.80749512,-94.91570282,anonymous,EN,Bell bottoms,2,4,5,3,1,A diploma,4,3,5,2,1,A person,3,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:47,5/22/20 9:48,IP Address,100,79,TRUE,5/22/20 9:48,R_25GvIm3voJ0VBQN,,,,,26.14810181,-80.20880127,anonymous,EN,Bell bottoms,3,4,2,1,5,A wedding invitation,4,5,1,3,2,A person,2,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:48,5/22/20 9:48,IP Address,100,15,TRUE,5/22/20 9:48,R_2YXk8Cc142ny3i2,,,,,39.10290527,-94.57129669,anonymous,EN,Sneakers,3,4,1,2,5,A diploma,4,1,3,5,2,A book,5,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,165,TRUE,5/22/20 9:48,R_20PwI1kG8tWgkiU,,,,,38.82240295,-76.94660187,anonymous,EN,Bell bottoms,3,1,2,5,4,A wedding invitation,3,5,4,2,1,An elevator,3,4,5,1,2,I consent to take part in this study,1989,-2,-1,2,"Yes, more than one was",1,"Yes, more than one is","Yes, one was",1,0,30,Male,Black or African-American,"$35,000 - $55,000",Introverted,,Associate's degree,0,Very liberal,,
5/22/20 9:48,5/22/20 9:48,IP Address,100,26,TRUE,5/22/20 9:48,R_1r8Kgc7YlnYoa5q,,,,,34.0296936,-84.14689636,anonymous,EN,Sneakers,2,3,4,1,5,A wedding invitation,2,5,1,4,3,An elevator,4,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:47,5/22/20 9:48,IP Address,100,52,TRUE,5/22/20 9:48,R_ZLibitcWQcKIrsZ,,,,,35.86390686,-78.53500366,anonymous,EN,Bell bottoms,1,5,3,2,4,A wedding invitation,3,1,4,2,5,A pizza,5,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:48,5/22/20 9:48,IP Address,100,26,TRUE,5/22/20 9:48,R_10BnZWDeIgKUaya,,,,,27.9447937,-82.24089813,anonymous,EN,Bell bottoms,3,2,1,5,4,A restaurant bill,2,1,3,4,5,An elevator,5,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:46,5/22/20 9:48,IP Address,100,152,TRUE,5/22/20 9:48,R_2OZLrGqy2F2zAoo,,,,,32.37359619,-86.1832962,anonymous,EN,Slippers,1,3,2,5,4,A wedding invitation,3,5,1,4,2,A pizza,1,4,3,5,2,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:47,5/22/20 9:48,IP Address,100,39,TRUE,5/22/20 9:48,R_1mrwhJ3sxKFMpAQ,,,,,42.33099365,-83.37850189,anonymous,EN,Bell bottoms,1,2,4,5,3,A diary,1,3,5,2,4,An umbrella,2,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,170,TRUE,5/22/20 9:48,R_2whGixsMWaPDG6F,,,,,41.89570618,-87.9434967,anonymous,EN,Bell bottoms,3,1,5,4,2,A wedding invitation,4,1,5,3,2,An elevator,1,4,5,3,2,I consent to take part in this study,1964,-1,-1,-1,"Yes, more than one was",0,No,No,,,55,Female,White,"$150,000 - $200,000",Other,shoe,Graduate school,0,Very liberal,,none
5/22/20 9:45,5/22/20 9:48,IP Address,100,189,TRUE,5/22/20 9:48,R_UXamTCUSoSX8VbP,,,,,30.42399597,-97.79319763,anonymous,EN,Bell bottoms,4,2,3,5,1,A wedding invitation,5,2,4,3,1,An elevator,2,1,3,5,4,I consent to take part in this study,1998,1,1,2,"Yes, more than one was",0,"Yes, more than one is","Yes, one was",1,,22,Female,Asian,"$75,000 - $95,000",Other,shoe,Four-year college degree,0,Somewhat liberal,,
5/22/20 9:44,5/22/20 9:48,IP Address,100,221,TRUE,5/22/20 9:48,R_Oa2U6qV2Wl5aHIZ,,,,,41.43490601,-88.21829987,anonymous,EN,Bell bottoms,2,5,4,3,1,A wedding invitation,2,4,1,3,5,An elevator,3,1,2,4,5,I consent to take part in this study,1962,-1,0,-1,"Yes, more than one was",0,"Yes, more than one is","Yes, more than one was",-1,,58,Male,White,"$35,000 - $55,000",Other,shoe,Graduate school,1,Somewhat liberal,2006,nope
5/22/20 9:45,5/22/20 9:48,IP Address,100,182,TRUE,5/22/20 9:48,R_3LcmHFnERY7GRk2,,,,,40.11489868,-82.90540314,anonymous,EN,Bell bottoms,1,4,2,5,3,A wedding invitation,4,2,3,5,1,An elevator,1,2,3,5,4,I consent to take part in this study,1994,0,0,0,"Yes, more than one was",0,"Yes, more than one is",No,,,25,Male,Asian,"$15,000 - $35,000",Other,shoe,Four-year college degree,0,Somewhat liberal,,
5/22/20 9:46,5/22/20 9:48,IP Address,100,148,TRUE,5/22/20 9:48,R_3CSYqLIXAmNCuQE,,,,,30.23930359,-95.54090118,anonymous,EN,Bell bottoms,4,3,5,1,2,A wedding invitation,3,4,2,5,1,An elevator,1,3,2,5,4,I consent to take part in this study,1987,-1,0,-1,"Yes, more than one was",-1,"Yes, more than one is",No,,,33,Female,Asian,"$75,000 - $95,000",Other,shoe,Graduate school,0,Somewhat liberal,,
5/22/20 9:45,5/22/20 9:48,IP Address,100,210,TRUE,5/22/20 9:48,R_560lz1Mtr1QaOiZ,,,,,41.21699524,-73.05519867,anonymous,EN,Bell bottoms,5,2,4,1,3,A wedding invitation,1,3,4,5,2,An elevator,2,3,1,4,5,I consent to take part in this study,1959,0,0,1,"Yes, more than one was",0,"Yes, more than one is",No,,,60,Female,White,"$75,000 - $95,000",Other,,Four-year college degree,2,Somewhat conservative,1996,
