StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,QID41,today,2012,2002,manip_check,explain_more,explain_less,age,gender,race,check,check_4_TEXT,education,political_ideology,party,kids,oldest_kid,comments,PROLIFIC_PID
11/18/22 10:07,11/18/22 10:12,IP Address,100,281,TRUE,11/18/22 10:12,R_5zfSuwtiL4Pv0oV,,,,,42.2739,-89.0474,anonymous,EN,I consent to take part in this study,6373acd3f3943f2d3a3d328d@email.prolific.co,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,50,Female,White,Other,Sky,Four-year college degree,Somewhat conservative,Lean Republican,2,2001,,
11/18/22 10:12,11/18/22 10:13,IP Address,100,77,TRUE,11/18/22 10:13,R_1K2RhUQF0g20p4D,,,,,30.0521,-89.9584,anonymous,EN,I consent to take part in this study,5f50196326475e18b036b372,4,5,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,27,Female,White,Other,sky,Some college,Very liberal,Strongly Democrat,0,,,
11/18/22 10:13,11/18/22 10:14,IP Address,100,52,TRUE,11/18/22 10:14,R_1dgLh0PG75n5lT4,,,,,31.5171,-97.1198,anonymous,EN,I consent to take part in this study,60c16e90119a1cea1089762b,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,24,Female,Asian,Other,sky,Four-year college degree,Neither liberal nor conservative,Lean Democrat,0,,,
11/18/22 10:12,11/18/22 10:14,IP Address,100,88,TRUE,11/18/22 10:14,R_3CIrrKvCeEUSjnK,,,,,39.5693,-76.9869,anonymous,EN,I consent to take part in this study,60fd0aa1b7fab4c6243f854c,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,22,Female,White,Other,sky,Some college,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:11,11/18/22 10:14,IP Address,100,190,TRUE,11/18/22 10:14,R_6ofWiqFBF8J6Avf,,,,,38.0573,-76.6616,anonymous,EN,I consent to take part in this study,5fe64758bf7c8246fee7d3bc,5,5,6,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",less division in the group of individuals -- more coop,,70,Male,White,Introverted,,Graduate school,Somewhat liberal,Strongly Democrat,0,,none,
11/18/22 10:15,11/18/22 10:16,IP Address,100,79,TRUE,11/18/22 10:16,R_2qxGrAxeNq97T4w,,,,,40.694,-73.9901,anonymous,EN,I consent to take part in this study,6123c5ba49d88d0b6aaa659f,3,6,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Industrialization, technology and social media",23,Female,Asian,Introverted,,Four-year college degree,Very liberal,Independent,0,,,
11/18/22 10:13,11/18/22 10:16,IP Address,100,171,TRUE,11/18/22 10:16,R_1ohbKpOLXTKvjYM,,,,,34.6993,-77.2079,anonymous,EN,I consent to take part in this study,5e94627fbd18cc000995584c,5,6,6,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","There was much less chaos in the world. The economy and job market were better. There was more trust in people, the media, and government. People in general were less entitled and less self centered.",,52,Male,White,Other,sky,Graduate school,Somewhat conservative,Lean Republican,2,2000,none,
11/18/22 10:14,11/18/22 10:17,IP Address,100,136,TRUE,11/18/22 10:17,R_VJ5MsG4Jc813iEh,,,,,41.8719,-87.6589,anonymous,EN,I consent to take part in this study,62c4cde91d8422196bc3665c,4,5,5,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",I think there has been a change and shift in outlook towards overall society in the last 20 years ,,25,Male,Asian,Neither extroverted nor introverted,,Some graduate school,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:16,11/18/22 10:17,IP Address,100,60,TRUE,11/18/22 10:17,R_3OQ5tT5dSqRBiX7,,,,,38.9191,-76.782,anonymous,EN,I consent to take part in this study,61032640181839ead293c28d,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,20,Female,Black or African-American,Introverted,,High school diploma,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:16,11/18/22 10:17,IP Address,100,73,TRUE,11/18/22 10:17,R_1o5wkJXN81aRrgs,,,,,35.2296,-80.843,anonymous,EN,I consent to take part in this study,5e9b6bff86b73f07497155e3,4,6,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,People are just shitty now everyone is self absorbed,22,Male,More than 1 of the above,Other,sky,Some college,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:15,11/18/22 10:17,IP Address,100,107,TRUE,11/18/22 10:17,R_30dAFjIDfxhuBlf,,,,,29.522,-98.5974,anonymous,EN,I consent to take part in this study,5b72d1b972a6fc0001b2abc2,4,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The internet and being able to hide behind a keyboard,28,Male,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,,thank you,
11/18/22 10:16,11/18/22 10:18,IP Address,100,107,TRUE,11/18/22 10:18,R_1jKhcRwxuh2K0P7,,,,,30.0516,-95.4707,anonymous,EN,I consent to take part in this study,6109a77382a46b2eaa24f2ee,3,4,3,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Times have changed and people are becoming more open minded ,,30,Female,White,Other,sky,High school diploma,Very liberal,Independent,0,,,
11/18/22 10:17,11/18/22 10:18,IP Address,100,85,TRUE,11/18/22 10:18,R_23VPK11k2VsbVOg,,,,,35.2916,-80.8201,anonymous,EN,I consent to take part in this study,611997bd63dd5b68e9048179,5,3,3,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",They are not as traditional and more accepting of things now.,,20,Female,Other,Other,sky,High school diploma,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:18,11/18/22 10:19,IP Address,100,52,TRUE,11/18/22 10:19,R_2qmBAY8ZZ82Vx8r,,,,,42.0618,-70.8661,anonymous,EN,I consent to take part in this study,5b9b0f12d1ff7a00013b3b8a,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,social media and just general distaste,33,Male,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:16,11/18/22 10:19,IP Address,100,193,TRUE,11/18/22 10:19,R_86q1VZzWpokpA53,,,,,33.9141,-84.8274,anonymous,EN,I consent to take part in this study,5d38056eb846880001b41df7,5,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"I’m not sure, but I think probably a lot of things. It seems like people are more selfish and lot of them just care about themselves and the things they want.",36,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:17,11/18/22 10:20,IP Address,100,186,TRUE,11/18/22 10:20,R_qLtl4sEMlVUWRsl,,,,,37.7562,-122.4866,anonymous,EN,I consent to take part in this study,62ff26509176c97c9ceebc2b,3,5,3,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Technology and the modern generation,,60,Male,Black or African-American,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,1,1989,,
11/18/22 10:18,11/18/22 10:20,IP Address,100,91,TRUE,11/18/22 10:20,R_wNPwpkmMcSQXmDf,,,,,38.9523,-94.7395,anonymous,EN,I consent to take part in this study,60ff73944b8a448452e215ec,5,4,4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Reality. Hardships. ,,29,Female,White,Other,sky,Graduate school,Very conservative,Strongly Republican,0,,,
11/18/22 10:18,11/18/22 10:20,IP Address,100,115,TRUE,11/18/22 10:20,R_3EzN6H4eDqCfIJR,,,,,32.7638,-117.07,anonymous,EN,I consent to take part in this study,616f0db947219764c0ee33b7,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,37,Male,White,Other,sky,Graduate school,Somewhat liberal,Lean Democrat,1,2020,,
11/18/22 10:19,11/18/22 10:20,IP Address,100,79,TRUE,11/18/22 10:20,R_1pGuPKyoa5Ir2wD,,,,,31.8053,-106.4261,anonymous,EN,I consent to take part in this study,5db25a62299961000fc5628d,5,6,7 (very),"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,More focused on consumption and acquiring wealth and less focused on family or values,32,Female,Hispanic or Latino Origin,Other,sky,Four-year college degree,Somewhat conservative,Strongly Republican,0,,,
11/18/22 10:18,11/18/22 10:21,IP Address,100,141,TRUE,11/18/22 10:21,R_1gFk69MCgNF1xbx,,,,,32.7822,-97.4969,anonymous,EN,I consent to take part in this study,607d032ff575a93bdc070711,2,3,3,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"I think we are more and more politically polarized in a way that makes people approach the world around them in a more aggressive and less accepting way. It has always been that way to a certain extent, but the spread of social media/news media bubbles means that people interact less with people that have different opinions than themselves.",46,Male,White,Other,sky,Graduate school,Very liberal,Strongly Democrat,4+,2000,,
11/18/22 10:20,11/18/22 10:21,IP Address,100,68,TRUE,11/18/22 10:21,R_1E4XlhdUY0Ubv8a,,,,,41.1236,-83.1819,anonymous,EN,I consent to take part in this study,626c10f079cdf71ed9128bfd,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,48,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,3,1997,,
11/18/22 10:19,11/18/22 10:21,IP Address,100,97,TRUE,11/18/22 10:21,R_3FUKXVy53bkRrcB,,,,,39.1918,-96.5818,anonymous,EN,I consent to take part in this study,62ffb36147e8cb67b697e5dd,3,4,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,overpopulation. the vastly extreme wage gap. quality of life.,34,Male,White,Other,sky,High school diploma,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:20,11/18/22 10:21,IP Address,100,55,TRUE,11/18/22 10:21,R_1IyjiSUoZJrRklS,,,,,40.0471,-82.9709,anonymous,EN,I consent to take part in this study,6285130fc532c72c28eec863,3,3,3,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,29,Male,White,Introverted,,Some college,Somewhat liberal,Strongly Democrat,0,,,
11/18/22 10:16,11/18/22 10:21,IP Address,100,297,TRUE,11/18/22 10:21,R_3r7qdk2xf31LCCZ,,,,,43.6138,-116.3972,anonymous,EN,I consent to take part in this study,6100a281782ca857e97f7a1f,3,3,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social media,71,Female,White,Other,Sky,Some college,Somewhat conservative,Strongly Republican,3,1972,N/A,
11/18/22 10:18,11/18/22 10:21,IP Address,100,196,TRUE,11/18/22 10:21,R_2ckBQVJrsL5pzru,,,,,43.409,-84.2216,anonymous,EN,I consent to take part in this study,62b8ecb4cab77b15079e3388,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I really think that the COVID pandemic has definitely had an effect on how people treat others these days. ,30,Female,White,Other,sky,Associate's degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:20,11/18/22 10:22,IP Address,100,124,TRUE,11/18/22 10:22,R_Uu0KCbZH5c1ynkd,,,,,33.784,-118.1854,anonymous,EN,I consent to take part in this study,61005a18f5d475edcc803430,3,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think how people were raised as something to do with it and also living conditions have changed.,21,Female,White,Introverted,,Some college,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:20,11/18/22 10:22,IP Address,100,91,TRUE,11/18/22 10:22,R_5hal5rWjqMOQvXX,,,,,33.4948,-117.0954,anonymous,EN,I consent to take part in this study,62e47e029b91347575df3047,1 (not very),4,7 (very),"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","people, society driven by $$$$$",,60,Male,Hispanic or Latino Origin,Extroverted,,Graduate school,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:20,11/18/22 10:22,IP Address,100,109,TRUE,11/18/22 10:22,R_3fTR1ZBbJyvascm,,,,,45.4356,-117.2913,anonymous,EN,I consent to take part in this study,5eb192fcbb01520b5cae89ee,3,4,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,There is more focus on yourself than the collective today.,32,Male,White,Introverted,,Associate's degree,Somewhat liberal,Lean Democrat,2,2019,,
11/18/22 10:21,11/18/22 10:23,IP Address,100,107,TRUE,11/18/22 10:23,R_2bGVV6EccZ5CaxO,,,,,39.1181,-76.8396,anonymous,EN,I consent to take part in this study,5f29c0faf0ba1413f69fb423,5,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The crazy political divide,34,Female,Asian,Other,Sky,Graduate school,Somewhat liberal,Lean Democrat,1,2020,"My child was born in 2021, but it won't let me enter anything beyond 2020",
11/18/22 10:21,11/18/22 10:23,IP Address,100,96,TRUE,11/18/22 10:23,R_1qh6S61F1KtNulI,,,,,37.2532,-80.4347,anonymous,EN,I consent to take part in this study,6108246331ddbd855cc7bd71,5,5,6,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",There was less conflict and hate in the world.,,20,Male,White,Other,Sky,Some college,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:17,11/18/22 10:23,IP Address,100,381,TRUE,11/18/22 10:23,R_3luBBqrzkMpQicw,,,,,40.09,-75.0363,anonymous,EN,I consent to take part in this study,632e4ac3a1ed32e0c597aa9d,4,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Inflation, prices for everything went up including health care, crime...",76,Female,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,2,1975,,
11/18/22 10:22,11/18/22 10:23,IP Address,100,98,TRUE,11/18/22 10:23,R_XSVxZSiMUoEo8Uh,,,,,39.715,-75.6178,anonymous,EN,I consent to take part in this study,5a9c8551f053610001720820,3,4,4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",The political landscape was less polarized and hostile. Social media had less influence ,,33,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Independent,0,,,
11/18/22 10:23,11/18/22 10:24,IP Address,100,64,TRUE,11/18/22 10:24,R_1OppId6gRDncLZg,,,,,32.6414,-85.3755,anonymous,EN,I consent to take part in this study,5a216247c3e60a0001780c42,3,4,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social media.,31,Male,White,Other,sky,High school diploma,Neither liberal nor conservative,Independent,2,2013,,
11/18/22 10:20,11/18/22 10:24,IP Address,100,269,TRUE,11/18/22 10:24,R_233u3siLvCdTiK6,,,,,35.7633,-78.71,anonymous,EN,I consent to take part in this study,6166c0eb123b6e8b34628249,2,3,3,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"There is more competition in life such as jobs, schooling, and athletics. Life is more fast-paced. This makes people more self-interested and more envious of others due to success ,luck, and life advantages. However, there are still kind people.",25,Female,Black or African-American,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,,,
11/18/22 10:22,11/18/22 10:24,IP Address,100,140,TRUE,11/18/22 10:24,R_110ZFmRuPF2a1Nj,,,,,38.6487,-90.3297,anonymous,EN,I consent to take part in this study,5ef2d7247fab4b18187eb534,5,4,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,24,Male,Asian,Other,sky,Four-year college degree,Very liberal,Independent,0,,,
11/18/22 10:23,11/18/22 10:25,IP Address,100,66,TRUE,11/18/22 10:25,R_3NxDQIaL7nPySKP,,,,,38.9091,-77.0203,anonymous,EN,I consent to take part in this study,61086394d34b117363ba53cd,6,7 (very),7 (very),"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The media,23,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:23,11/18/22 10:25,IP Address,100,133,TRUE,11/18/22 10:25,R_pnOzoPFAiN9OPXb,,,,,36.8558,-76.0042,anonymous,EN,I consent to take part in this study,5d65515bd08d610001eb40a6,5,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,More crowded population,64,Male,White,Other,sky,High school diploma,Somewhat conservative,Lean Republican,1,1984,,
11/18/22 10:23,11/18/22 10:25,IP Address,100,120,TRUE,11/18/22 10:25,R_Ovv9FczpPTEUGA1,,,,,35.9936,-96.5242,anonymous,EN,I consent to take part in this study,5750a40d6c3d370007d1a373,5,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,To much lying and cheating going on today. Prices are so high no one wants to work for anything.,47,Female,White,Other,sky,Some college,Somewhat conservative,Lean Republican,4+,1997,,
11/18/22 10:22,11/18/22 10:25,IP Address,100,185,TRUE,11/18/22 10:25,R_1K2RJZ5lU4UKARo,,,,,36.8919,-76.2325,anonymous,EN,I consent to take part in this study,612d435206d267d587b12789,3,4,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,There is less collective investment in what makes everyone's life better.,58,Male,Black or African-American,Other,sky,Some graduate school,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:24,11/18/22 10:25,IP Address,100,63,TRUE,11/18/22 10:25,R_3irQcUxBPU9AUh9,,,,,41.1236,-83.1819,anonymous,EN,I consent to take part in this study,6004f2c9a814f031f50a5562,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,30,Female,White,Other,Sky,Associate's degree,Very liberal,Strongly Democrat,0,,,
11/18/22 10:24,11/18/22 10:25,IP Address,100,68,TRUE,11/18/22 10:25,R_3Pn33aEeKrXE12Y,,,,,40.9058,-73.3381,anonymous,EN,I consent to take part in this study,6229dbd104c9cf8c397853cb,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,60,Male,White,Other,Sky,Four-year college degree,Somewhat liberal,Lean Democrat,1,1995,,
11/18/22 10:23,11/18/22 10:26,IP Address,100,127,TRUE,11/18/22 10:26,R_3dYBF5rG1wjIsyZ,,,,,33.2908,-96.9905,anonymous,EN,I consent to take part in this study,5ca999aacf827100165119f4,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social media,36,Male,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,,,
11/18/22 10:24,11/18/22 10:26,IP Address,100,93,TRUE,11/18/22 10:26,R_9H1YUtvaU1sgjgR,,,,,42.9135,-78.889,anonymous,EN,I consent to take part in this study,5ddb1b1e929d5da850164610,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,41,Female,White,Other,sky,Some college,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:24,11/18/22 10:26,IP Address,100,95,TRUE,11/18/22 10:26,R_RQWDS75ngqOu3sZ,,,,,39.6438,-84.1743,anonymous,EN,I consent to take part in this study,5f485065df39043089194d8e,4,6,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Politics, Covid ",34,Female,White,Other,Sky,Four-year college degree,Very conservative,Strongly Republican,0,,,
11/18/22 10:24,11/18/22 10:26,IP Address,100,104,TRUE,11/18/22 10:26,R_2TM2pllmGc3KlbP,,,,,38.6226,-121.3885,anonymous,EN,I consent to take part in this study,5f81ead00afba52e71dcf414,6,6,6,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,65,Male,White,Other,Sky,High school diploma,Neither liberal nor conservative,Independent,2,1979,None,
11/18/22 10:24,11/18/22 10:26,IP Address,100,117,TRUE,11/18/22 10:26,R_1GIdilUxQCPOrI9,,,,,40.8,-73.9763,anonymous,EN,I consent to take part in this study,5f51287698edeb30a0cf878d,3,5,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social media allowing certain mindsets to propagate.,37,Male,Asian,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:24,11/18/22 10:26,IP Address,100,128,TRUE,11/18/22 10:26,R_2Vx1XktVuGDaLtK,,,,,36.1962,-115.2633,anonymous,EN,I consent to take part in this study,5ec9cf3ed4642d4ebb802b42,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,55,Male,White,Other,sky,Graduate school,Very liberal,Strongly Democrat,0,,,
11/18/22 10:25,11/18/22 10:26,IP Address,100,97,TRUE,11/18/22 10:26,R_2ea3b13Iq4KFyXs,,,,,42.4652,-83.3713,anonymous,EN,I consent to take part in this study,60304f7d4403b3ea77288c65,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,28,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,
11/18/22 10:26,11/18/22 10:26,IP Address,100,44,TRUE,11/18/22 10:26,R_22EsJdGf51EXN4L,,,,,45.0196,-93.2402,anonymous,EN,I consent to take part in this study,60fd50570dd4923fec4a6f50,6,5,6,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,26,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,,,
