StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,kindergarten,kindergarten_DO_1,kindergarten_DO_2,kindergarten_DO_3,kindergarten_DO_4,kindergarten_DO_5,zip,zip_DO_1,zip_DO_2,zip_DO_3,zip_DO_4,zip_DO_5,turkey,turkey_DO_1,turkey_DO_2,turkey_DO_3,turkey_DO_4,turkey_DO_5,consent,today,2010,2000,1990,manip_check,explain_more,explain_less,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments
1/20/20 8:43,1/20/20 8:45,IP Address,100,82,TRUE,1/20/20 8:45,R_3nrsKoYKR6z4J5E,,,,,36.56860352,-82.18190002,anonymous,EN,Kindergarten,3,5,2,4,1,2138,1,2,3,5,4,Eating turkey,4,5,1,2,3,I consent to take part in this study,5,5,4,4,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,38,Male,Asian,English,,Very Good,Other,sky,Four-year college degree,1,Somewhat conservative,2010,
1/20/20 8:43,1/20/20 8:45,IP Address,100,79,TRUE,1/20/20 8:45,R_2arkzPTpWdFDUVb,,,,,47.53289795,-122.580101,anonymous,EN,Kindergarten,5,2,1,4,3,2138,4,3,5,2,1,Eating turkey,3,1,5,2,4,I consent to take part in this study,4,4,4,4,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,47,Male,Other,English,,Good,Other,sky,Four-year college degree,0,Very liberal,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,89,TRUE,1/20/20 8:45,R_1CrTSdqYgS9KbH7,,,,,43.67460632,-96.79129791,anonymous,EN,Kindergarten,3,4,1,5,2,2138,3,2,5,1,4,Eating turkey,5,3,2,4,1,I consent to take part in this study,5,5,5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,23,Female,White,English,,Very Good,Other,sky,Some college,0,Neither liberal nor conservative,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,73,TRUE,1/20/20 8:45,R_1PaRDA032eoQgWK,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,1,2,4,5,3,112,4,2,1,3,5,Costumes,1,5,3,2,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,81,TRUE,1/20/20 8:45,R_2SAyNpBB4a4t786,,,,,44.92410278,-123.3247986,anonymous,EN,Kindergarten,1,5,4,2,3,2138,5,4,1,2,3,Eating turkey,2,5,1,3,4,I consent to take part in this study,2,2,2,2,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,32,Male,White,English,,Very Good,Other,sky,Four-year college degree,0,Somewhat liberal,,
1/20/20 8:44,1/20/20 8:45,IP Address,100,61,TRUE,1/20/20 8:45,R_2xDzSayw2CaTVuk,,,,,33.50379944,-112.0252991,anonymous,EN,Kindergarten,3,4,5,1,2,2138,4,3,1,5,2,Eating turkey,2,4,5,3,1,I consent to take part in this study,5,5,5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,37,Male,White,English,,Very Good,Other,sky,Four-year college degree,0,Somewhat liberal,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,103,TRUE,1/20/20 8:45,R_2dMXWF9dg6xLmE8,,,,,32.60850525,-96.8655014,anonymous,EN,Kindergarten,4,2,1,5,3,2138,1,5,2,4,3,Eating turkey,4,5,2,1,3,I consent to take part in this study,5,6,7 (very),7 (very),"People are MORE kind, honest, nice, and good today compared to thirty years ago",Doversity,,25,Female,Black or African-American,English,,Very Good,Other,sky,Four-year college degree,0,Neither liberal nor conservative,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,105,TRUE,1/20/20 8:45,R_2RVVFgFL0oGZ0s5,,,,,34.94410706,-89.85440063,anonymous,EN,Kindergarten,5,1,4,2,3,2138,5,1,2,3,4,Eating turkey,3,1,4,5,2,I consent to take part in this study,4,5,6,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,The tensions of society are so high now and everyone seems to grow up with an entitled mentality.,35,Female,White,English,,Very Good,Other,sky,Some college,1,Somewhat conservative,2013,None
1/20/20 8:43,1/20/20 8:45,IP Address,100,87,TRUE,1/20/20 8:45,R_3knAbBnh6a32isK,,,,,41.5480957,-73.00119781,anonymous,EN,Kindergarten,3,1,4,5,2,2138,4,5,3,1,2,Eating turkey,1,2,5,4,3,I consent to take part in this study,5,5,5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,33,Male,White,English,,Very Good,Other,sky,High school diploma,0,Very liberal,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,103,TRUE,1/20/20 8:45,R_22LnBdMO8SRb6nr,,,,,40.3625946,-83.75650024,anonymous,EN,Kindergarten,3,5,1,4,2,2138,2,5,3,4,1,Eating turkey,1,4,5,2,3,I consent to take part in this study,5,6,6,6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,38,Female,White,English,,Very Good,Other,sky,Associate's degree,0,Somewhat liberal,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,97,TRUE,1/20/20 8:45,R_2RWliRZsX0zg7OI,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,3,1,2,4,5,2138,2,5,3,1,4,Costumes,5,2,3,1,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:45,IP Address,100,55,TRUE,1/20/20 8:45,R_2e9cILcV32b5Vuj,,,,,47.60920715,-122.3314056,anonymous,EN,Fifth Grade,2,3,1,4,5,7TX 4LZ,5,1,3,4,2,Trick-or-treating,3,2,4,5,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:45,IP Address,100,59,TRUE,1/20/20 8:45,R_2U9o0Uqn90HaMJu,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,4,3,1,5,2,112,5,2,1,4,3,Trick-or-treating,3,4,5,2,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:45,IP Address,100,86,TRUE,1/20/20 8:45,R_4UFB3AorwqFCmqt,,,,,37.15310669,-84.09860229,anonymous,EN,Kindergarten,1,2,5,4,3,2138,4,5,2,1,3,Eating turkey,4,3,1,5,2,I consent to take part in this study,5,5,5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,33,Male,White,English,,Very Good,Other,sky,Some college,0,Very liberal,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,112,TRUE,1/20/20 8:45,R_3jdqMLJdfmzT1uE,,,,,34.89649963,-76.88690186,anonymous,EN,Kindergarten,1,2,5,3,4,2138,1,3,2,5,4,Eating turkey,3,1,5,4,2,I consent to take part in this study,4,4,4,4,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,65,Female,White,English,,Very Good,Other,sky,Some college,2,Neither liberal nor conservative,1973,thanks
1/20/20 8:43,1/20/20 8:45,IP Address,100,102,TRUE,1/20/20 8:45,R_yBC00FrKZCMUtWx,,,,,42.97160339,-76.22299957,anonymous,EN,Kindergarten,4,3,2,1,5,2138,4,3,5,1,2,Eating turkey,4,2,1,5,3,I consent to take part in this study,6,5,4,4,"People are MORE kind, honest, nice, and good today compared to thirty years ago","Higher education, social awareness ",,28,Male,White,English,,Very Good,Other,sky,High school diploma,0,Somewhat conservative,,n/a
1/20/20 8:44,1/20/20 8:45,IP Address,100,45,TRUE,1/20/20 8:45,R_UuUCiZZ2ygVRc7n,,,,,43.18060303,-77.59480286,anonymous,EN,Seventh Grade,3,1,4,2,5,2138,2,1,5,3,4,Trick-or-treating,5,3,2,4,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:45,IP Address,100,89,TRUE,1/20/20 8:45,R_2OPdo7THooeesqM,,,,,38.85740662,-77.09999847,anonymous,EN,Kindergarten,1,4,2,3,5,2138,3,1,4,5,2,Eating turkey,2,1,5,4,3,I consent to take part in this study,5,5,5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,31,Male,White,English,,Very Good,Other,sky,Graduate school,0,Somewhat conservative,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,114,TRUE,1/20/20 8:45,R_1PYNlm1BRrGNQH9,,,,,47.60920715,-122.3314056,anonymous,EN,Kindergarten,1,5,3,4,2,2138,3,2,4,5,1,Eating turkey,3,2,1,4,5,I consent to take part in this study,6,6,6,6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,63,Male,White,English,,Very Good,Other,sky,Some college,4+,Somewhat conservative,1976,
1/20/20 8:43,1/20/20 8:45,IP Address,100,113,TRUE,1/20/20 8:45,R_wSu3ar0JPC4ldFD,,,,,28.02059937,-82.45739746,anonymous,EN,Kindergarten,1,2,5,3,4,2138,4,1,2,3,5,Eating turkey,2,4,5,3,1,I consent to take part in this study,6,6,3,6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,27,Male,Black or African-American,English,,Very Good,Other,sky,High school diploma,0,Somewhat conservative,,
1/20/20 8:45,1/20/20 8:45,IP Address,100,12,TRUE,1/20/20 8:45,R_3D0CMS7y5fpLms2,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,5,1,4,2,3,112,4,5,3,1,2,Eating turkey,1,4,2,3,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:45,IP Address,100,12,TRUE,1/20/20 8:45,R_3mgURdhrMfbKlrT,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,5,1,2,3,4,2138,3,1,5,4,2,Ghosts,3,4,2,5,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,122,TRUE,1/20/20 8:45,R_3n9tiRIPVGQpn63,,,,,33.47929382,-112.3121033,anonymous,EN,Kindergarten,2,5,4,1,3,2138,3,1,2,4,5,Eating turkey,5,2,1,3,4,I consent to take part in this study,4,5,5,6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,59,Female,Asian,English,,Very Good,Other,sky,Some college,2,Neither liberal nor conservative,1987,Great survey questions. Thank you!
1/20/20 8:45,1/20/20 8:45,IP Address,100,33,TRUE,1/20/20 8:45,R_2YDua8WJVsmTQHK,,,,,38.19819641,-92.67140198,anonymous,EN,Kindergarten,1,4,5,3,2,112,5,1,4,2,3,Pumpkins,2,5,3,4,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,126,TRUE,1/20/20 8:45,R_3qar57Os2DFmZTL,,,,,29.88340759,-95.45529938,anonymous,EN,Kindergarten,3,1,4,2,5,2138,3,1,4,2,5,Eating turkey,4,1,2,3,5,I consent to take part in this study,5,5,5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,65,Female,White,English,,Very Good,Other,sky,Some college,3,Neither liberal nor conservative,1979,none
1/20/20 8:44,1/20/20 8:45,IP Address,100,93,TRUE,1/20/20 8:45,R_2Qh7GD6HhRj8NrY,,,,,35.20829773,-89.80580139,anonymous,EN,Ninth Grade,1,3,5,4,2,2138,4,3,2,5,1,Trick-or-treating,5,2,1,4,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:45,IP Address,100,71,TRUE,1/20/20 8:45,R_ddnS752xDAAnbJ7,,,,,38.2131958,-84.54550171,anonymous,EN,Kindergarten,1,4,5,3,2,2138,5,2,4,1,3,Eating turkey,1,2,5,3,4,I consent to take part in this study,5,5,5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,33,Female,White,English,,Very Good,Other,sky,Associate's degree,0,Very liberal,,
1/20/20 8:45,1/20/20 8:45,IP Address,100,13,TRUE,1/20/20 8:45,R_BtFpxf5Y7WXRpuN,,,,,47.60920715,-122.3314056,anonymous,EN,Seventh Grade,2,4,5,3,1,2138,4,5,3,1,2,Eating turkey,1,4,3,2,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:45,IP Address,100,42,TRUE,1/20/20 8:45,R_1jYVxqT2g5yShOE,,,,,38.3085022,-85.81600189,anonymous,EN,Fifth Grade,3,1,5,4,2,2138,2,4,3,1,5,Ghosts,2,4,5,1,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:45,IP Address,100,12,TRUE,1/20/20 8:45,R_1lgAoZZn7nt9WI9,,,,,43.18060303,-77.59480286,anonymous,EN,Ninth Grade,2,4,1,5,3,112,1,3,4,5,2,Costumes,1,2,5,4,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:45,IP Address,100,134,TRUE,1/20/20 8:45,R_1g5EUdoagZ75Jya,,,,,32.21229553,-110.8789978,anonymous,EN,Kindergarten,1,3,2,5,4,2138,5,4,2,1,3,Eating turkey,4,1,3,2,5,I consent to take part in this study,7 (very),7 (very),5,5,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,32,Female,Black or African-American,English,,Very Good,Other,sky,Graduate school,3,Neither liberal nor conservative,2012,
1/20/20 8:43,1/20/20 8:46,IP Address,100,134,TRUE,1/20/20 8:46,R_2wh46M4T0DnCHl0,,,,,37.55169678,-122.3300018,anonymous,EN,Kindergarten,4,5,2,1,3,2138,2,1,4,3,5,Eating turkey,4,2,3,5,1,I consent to take part in this study,5,6,6,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,People pay more attention to their own interests and benefits.,28,Male,Asian,Other (please enter in box below),Chinese,Good,Other,sky,Some graduate school,0,Neither liberal nor conservative,,
1/20/20 8:45,1/20/20 8:46,IP Address,100,11,TRUE,1/20/20 8:46,R_wNTzDtqOMXaxcRz,,,,,35.20829773,-89.80580139,anonymous,EN,Ninth Grade,5,4,3,2,1,2138,1,3,2,4,5,Pumpkins,2,5,4,3,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:46,IP Address,100,12,TRUE,1/20/20 8:46,R_4Sc9JNouIO7FDfX,,,,,43.18060303,-77.59480286,anonymous,EN,Seventh Grade,5,1,4,3,2,112,3,1,2,5,4,Pumpkins,1,4,2,3,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:46,IP Address,100,157,TRUE,1/20/20 8:46,R_6hPrjnQ73DwEyE9,,,,,39.64379883,-84.17430115,anonymous,EN,Kindergarten,5,3,4,2,1,2138,2,1,3,4,5,Eating turkey,2,4,5,1,3,I consent to take part in this study,4,4,4,4,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,38,Male,White,English,,Very Good,Other,sky,Four-year college degree,0,Neither liberal nor conservative,,
1/20/20 8:43,1/20/20 8:46,IP Address,100,141,TRUE,1/20/20 8:46,R_1pnimD1ON4sX4G0,,,,,41.83790588,-88.084198,anonymous,EN,Fifth Grade,3,5,4,2,1,2138,2,4,5,1,3,Ghosts,2,1,3,5,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:46,IP Address,100,22,TRUE,1/20/20 8:46,R_1hKJpr7f7CL6NOU,,,,,38.19819641,-92.67140198,anonymous,EN,Third grade,3,1,2,4,5,112,2,4,1,5,3,Ghosts,3,4,1,5,2,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:46,IP Address,100,136,TRUE,1/20/20 8:46,R_AzosRJUj44RTwu5,,,,,35.88459778,-78.6384964,anonymous,EN,Kindergarten,1,3,4,5,2,2138,3,4,1,2,5,Eating turkey,2,3,5,1,4,I consent to take part in this study,2,3,4,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"Social media, mass media, multiculturalism.  The destruction of the nuclear family.  ",33,Male,White,English,,Very Good,Other,sky,Some college,0,Somewhat conservative,,I would also add globalization and the population fleeing from religion. 
1/20/20 8:45,1/20/20 8:46,IP Address,100,32,TRUE,1/20/20 8:46,R_2zJeHOrgYWLG3Sy,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,1,5,3,2,4,2138,5,2,4,3,1,Trick-or-treating,1,5,4,2,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:46,IP Address,100,109,TRUE,1/20/20 8:46,R_1hKI1Xonn2Qjxsp,,,,,38.00120544,-84.53250122,anonymous,EN,Kindergarten,2,4,1,3,5,2138,1,2,4,3,5,Eating turkey,1,3,2,4,5,I consent to take part in this study,4,4,5,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,I think that tough economic conditions and divisive politics have made people slightly less friendly than they were 30 years ago.,38,Female,White,English,,Very Good,Other,sky,Some college,1,Very liberal,2011,
1/20/20 8:46,1/20/20 8:46,IP Address,100,12,TRUE,1/20/20 8:46,R_2VJZnwW2LCdABK9,,,,,43.18060303,-77.59480286,anonymous,EN,Seventh Grade,4,2,1,5,3,112,3,2,4,1,5,Trick-or-treating,4,2,1,3,5,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:46,IP Address,100,165,TRUE,1/20/20 8:46,R_1M0T5wY4MCjUJLm,,,,,43.08009338,-77.63420105,anonymous,EN,Kindergarten,5,2,4,3,1,2138,4,3,2,5,1,Eating turkey,2,1,3,4,5,I consent to take part in this study,6,6,6,6,"People are equally kind, honest, nice, and good today compared to thirty years ago",,,58,Female,White,English,,Very Good,Other,sky,Four-year college degree,2,Somewhat conservative,1990,none
1/20/20 8:44,1/20/20 8:46,IP Address,100,118,TRUE,1/20/20 8:46,R_TvYje1TtXpYEfTP,,,,,41.61340332,-74.5848999,anonymous,EN,Kindergarten,5,1,2,4,3,2138,1,4,5,3,2,Eating turkey,3,1,2,4,5,I consent to take part in this study,6,6,7 (very),7 (very),"People are LESS kind, honest, nice, and good today compared to thirty years ago",,The change in society.,41,Female,White,English,,Very Good,Other,sky,Four-year college degree,4+,Very conservative,2001,
1/20/20 8:46,1/20/20 8:46,IP Address,100,10,TRUE,1/20/20 8:46,R_1eXEBnOMo1CDM23,,,,,43.18060303,-77.59480286,anonymous,EN,Seventh Grade,2,1,5,3,4,112,3,4,5,2,1,Ghosts,3,4,5,2,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:46,1/20/20 8:46,IP Address,100,14,TRUE,1/20/20 8:46,R_1f7wdV8y3M5WBVF,,,,,47.60920715,-122.3314056,anonymous,EN,Ninth Grade,4,2,1,5,3,2138,3,1,2,4,5,Eating turkey,1,5,3,2,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:44,1/20/20 8:46,IP Address,100,150,TRUE,1/20/20 8:46,R_3fSODb7I9BAvvsR,,,,,42.64559937,-83.35630035,anonymous,EN,Kindergarten,3,2,4,5,1,2138,4,3,2,5,1,Eating turkey,3,5,2,1,4,I consent to take part in this study,4,3,3,3,"People are MORE kind, honest, nice, and good today compared to thirty years ago",Exposed to more people from diverse backgrounds.,,52,Male,White,English,,Very Good,Other,sky,Some graduate school,0,Very liberal,,
1/20/20 8:45,1/20/20 8:46,IP Address,100,51,TRUE,1/20/20 8:46,R_1k1fAyUM95M0goA,,,,,37.75100708,-97.8219986,anonymous,EN,Kindergarten,1,2,5,4,3,112,3,5,1,4,2,Eating turkey,3,4,2,5,1,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:46,IP Address,100,168,TRUE,1/20/20 8:46,R_3IXdBPdFfkcIvv0,,,,,39.71839905,-82.6072998,anonymous,EN,Kindergarten,1,2,3,5,4,2138,5,2,4,1,3,Eating turkey,5,2,4,1,3,I consent to take part in this study,5,6,6,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,People use social media. They have more opportunities to interact and it doesn't always go well. I think personal contact is just as nice as it ever was.,67,Female,White,English,,Very Good,Other,sky,Four-year college degree,0,Somewhat liberal,,no
1/20/20 8:46,1/20/20 8:46,IP Address,100,16,TRUE,1/20/20 8:46,R_1GVsCR15jMUrDAb,,,,,37.75100708,-97.8219986,anonymous,EN,Third grade,3,1,4,5,2,2138,3,2,5,1,4,Costumes,1,4,5,3,2,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:46,IP Address,100,44,TRUE,1/20/20 8:46,R_1g8A7cOZjwKth7y,,,,,38.3085022,-85.81600189,anonymous,EN,Third grade,4,5,1,3,2,2138,3,2,5,1,4,Ghosts,5,4,3,1,2,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:46,1/20/20 8:46,IP Address,100,6,TRUE,1/20/20 8:46,R_1Onqc2qXMzyJ65X,,,,,47.60920715,-122.3314056,anonymous,EN,Ninth Grade,4,3,5,2,1,14 Monroe Avenue,5,1,3,4,2,Pumpkins,2,1,4,5,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:43,1/20/20 8:46,IP Address,100,176,TRUE,1/20/20 8:46,R_1Q6DEwzIPKDRYyh,,,,,37.33709717,-79.28150177,anonymous,EN,Kindergarten,4,2,3,1,5,2138,2,1,5,4,3,Eating turkey,4,5,1,3,2,I consent to take part in this study,4,5,5,5,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,"A less family oriented lifestyle, a  faster paced, more dog eat dog world",34,Female,White,English,,Very Good,Other,sky,Did not complete high school,2,Very liberal,2010,
1/20/20 8:46,1/20/20 8:46,IP Address,100,10,TRUE,1/20/20 8:46,R_1gCJijxXY8Vx7D4,,,,,37.75100708,-97.8219986,anonymous,EN,Third grade,5,3,1,2,4,2138,2,3,1,5,4,Ghosts,4,3,1,5,2,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:46,IP Address,100,75,TRUE,1/20/20 8:46,R_3qjs95C0LunGcov,,,,,34.68840027,-90.36849976,anonymous,EN,Seventh Grade,4,1,5,2,3,7TX 4LZ,3,1,4,2,5,Costumes,2,1,5,3,4,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:46,IP Address,100,96,TRUE,1/20/20 8:46,R_1HiR3nGvX0U4tYD,,,,,43.11520386,-85.51360321,anonymous,EN,Kindergarten,3,5,1,4,2,2138,5,3,4,1,2,Eating turkey,3,1,2,4,5,I consent to take part in this study,5,6,6,6,"People are LESS kind, honest, nice, and good today compared to thirty years ago",,Meth and heroin and that's literally what it is.,28,Male,White,English,,Very Good,Other,sky,High school diploma,2,Somewhat conservative,2009,"Long hair, don't care."
1/20/20 8:43,1/20/20 8:46,IP Address,100,209,TRUE,1/20/20 8:46,R_28TgJLx4HgtJ3UV,,,,,41.49510193,-81.66790009,anonymous,EN,Kindergarten,5,3,1,2,4,2138,3,4,5,1,2,Eating turkey,3,2,4,1,5,I consent to take part in this study,5,5,6,5,"People are MORE kind, honest, nice, and good today compared to thirty years ago",its based  on their interests ,,28,Male,White,English,,Very Good,Other,sky,Some graduate school,0,Very conservative,,
1/20/20 8:46,1/20/20 8:47,IP Address,100,52,TRUE,1/20/20 8:47,R_1Eb9eRl16t3NTBH,,,,,42.01550293,-87.86869812,anonymous,EN,Kindergarten,2,1,4,3,5,2138,3,2,1,4,5,Trick-or-treating,2,5,4,1,3,,,,,,,,,,,,,,,,,,,,,
1/20/20 8:45,1/20/20 8:47,IP Address,100,82,TRUE,1/20/20 8:47,R_1gbwHtJ7W2GHxUH,,,,,37.75100708,-97.8219986,anonymous,EN,Third grade,2,5,1,4,3,2138,3,5,2,4,1,Trick-or-treating,3,5,4,1,2,,,,,,,,,,,,,,,,,,,,,
