StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,QID41,today,2010,2000,manip_check,explain_more,explain_less,age,gender,race,check,check_4_TEXT,education,political_ideology,party,kids,oldest_kid,comments,PROLIFIC_PID
6/11/20 13:06,6/11/20 13:11,IP Address,100,282,TRUE,6/11/20 13:11,R_1IMlifrLvATvinp,,,,,38.46890259,-121.3440018,anonymous,EN,I consent to take part in this study,5c567e2acc53750001751cb0,3,5,6,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","I thought I had said that people were MORE kind 20 years ago than today. So I will on that premise rather than the one printed here. People that have had latent racism within their personality somewhere has gotten the green light to act out their aggression towards minorities for some reason.

People nowadays are nowhere near the people back 20 years ago. Back then I guess people were more tolerant of minorities. Now the social environment is totally different and minorities are now speaking out against the establishment.

So I do NOT believe that people today are more kind, honest nice and good than people were 20 years ago.",,71,Male,Hispanic or Latino Origin,Other,sky,Associate's degree,Somewhat conservative,Lean Republican,2,1991,none,5c567e2acc53750001751cb0
6/11/20 13:09,6/11/20 13:11,IP Address,100,113,TRUE,6/11/20 13:11,R_SUcC5kqZgmcOuFr,,,,,40.17500305,-76.18170166,anonymous,EN,I consent to take part in this study,5cb780117c68990016026fcf,4,3,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I was a child so my perceptions are very skewed but if I had to attribute it to one thing I'd say social media and viral news are the reason people are not so nice today,28,Male,White,Other,Sky,Four-year college degree,Somewhat conservative,Lean Republican,3,2015,,5cb780117c68990016026fcf
6/11/20 13:08,6/11/20 13:11,IP Address,100,211,TRUE,6/11/20 13:11,R_233G8Vh7WqJEsEd,,,,,40.76620483,-74.01779938,anonymous,EN,I consent to take part in this study,5ecd27804dc5af04219cbb84,6,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"A lot of things has changed because people's mentality has changed, the way kids are being raised is very different from 20 years ago",30,Male,White,Other,sky,Some college,Somewhat liberal,Independent,0,,,5ecd27804dc5af04219cbb84
6/11/20 13:09,6/11/20 13:12,IP Address,100,139,TRUE,6/11/20 13:12,R_3J8X1KDUL1ZDMxI,,,,,42.31820679,-71.64289856,anonymous,EN,I consent to take part in this study,5ba4309d6347f70001650348,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,People today depend on instant gratification. Many people are vocal on social media platforms - saying things they would never say otherwise. People have come into a sense of false entitlement and look down on others.,30,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Lean Republican,0,,,5ba4309d6347f70001650348
6/11/20 13:09,6/11/20 13:12,IP Address,100,148,TRUE,6/11/20 13:12,R_1PbH2O8qAAZMaKD,,,,,42.28529358,-87.95320129,anonymous,EN,I consent to take part in this study,5eb0554cc233820e5e36351a,1,1,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Ignorance and entitlement ,29,Male,White,Other,sky,Some graduate school,Neither liberal nor conservative,Independent,0,,People are awful because they are incredibly stupid and have large egos,5eb0554cc233820e5e36351a
6/11/20 13:09,6/11/20 13:12,IP Address,100,168,TRUE,6/11/20 13:12,R_2a8KtVtppL9wtvM,,,,,37.73530579,-122.3731995,anonymous,EN,I consent to take part in this study,5ddaa698e0b21ba0b0c2fc64,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,35,Male,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,0,,,5ddaa698e0b21ba0b0c2fc64
6/11/20 13:10,6/11/20 13:12,IP Address,100,143,TRUE,6/11/20 13:12,R_1OoF5CWOwXWa8k1,,,,,37.4967041,-122.2664948,anonymous,EN,I consent to take part in this study,5eaf9c6d12e70169784c6c9b,5,5,4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",not sure,,22,Female,Black or African-American,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,,,5eaf9c6d12e70169784c6c9b
6/11/20 13:08,6/11/20 13:12,IP Address,100,255,TRUE,6/11/20 13:12,R_3DvkYMTGh3Sdpaf,,,,,39.66700745,-85.99810028,anonymous,EN,I consent to take part in this study,5ed2e2c33160b8144ff35cee,3,4,4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I believe that kindness takes attention and concern for others. I believe that we are now more distracted and don't have the time inclination to pay attention to others to extend kindness.,30,Female,Black or African-American,Other,sky,Graduate school,Somewhat liberal,Strongly Democrat,0,,,5ed2e2c33160b8144ff35cee
6/11/20 13:07,6/11/20 13:12,IP Address,100,343,TRUE,6/11/20 13:12,R_2aWVVskjjfH47QQ,,,,,42.46490479,-83.36840057,anonymous,EN,I consent to take part in this study,5e987a22826ef708dc75c698,5,6,7,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"I feel that Donald Trump has divided people in the United States, giving people the attitude that this is an us versus them situation. It does not have to be that way. I feel that people basically want the same things in life and those basics should be the goal for all Americans.",63,Female,Black or African-American,Other,sky,Associate's degree,Somewhat liberal,Strongly Democrat,1,1987,No comments,5e987a22826ef708dc75c698
6/11/20 13:11,6/11/20 13:13,IP Address,100,106,TRUE,6/11/20 13:13,R_25Xcd9oKMpnQvAl,,,,,33.96539307,-78.0358963,anonymous,EN,I consent to take part in this study,5c28d3540091e40001ca581e,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,63,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,5c28d3540091e40001ca581e
6/11/20 13:12,6/11/20 13:13,IP Address,100,61,TRUE,6/11/20 13:13,R_20SZqSlLcwN00BF,,,,,52.23939514,21.03619385,anonymous,EN,I consent to take part in this study,5e94b7bee18f513504b6787c,5,4,2,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,because they don't even need to talk anymore,20,Female,White,Other,sky,High school diploma,Neither liberal nor conservative,Independent,0,,,5e94b7bee18f513504b6787c
6/11/20 13:10,6/11/20 13:13,IP Address,100,151,TRUE,6/11/20 13:13,R_0Ajf8ENljyyqbsJ,,,,,37.75100708,-97.8219986,anonymous,EN,I consent to take part in this study,5ed40ddff615650a50f1cbb2,3,4,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Greed, fast lane antics of everyday life, only caring about your job and not enjoying the roses.  ",30,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Independent,0,,,5ed40ddff615650a50f1cbb2
6/11/20 13:12,6/11/20 13:14,IP Address,100,74,TRUE,6/11/20 13:14,R_1fZqtKhwL8DfXKx,,,,,30.67010498,-81.46579742,anonymous,EN,I consent to take part in this study,5dd5e3abdba6345a8640ec03,3,3,3,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,27,Female,White,Other,sky,Graduate school,Very liberal,Independent,0,,,5dd5e3abdba6345a8640ec03
6/11/20 13:12,6/11/20 13:14,IP Address,100,133,TRUE,6/11/20 13:14,R_33j0gfHNYRNhLp9,,,,,39.95170593,-76.70639801,anonymous,EN,I consent to take part in this study,56d7848303a4c2000c876dbd,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,67,Male,White,Other,sky,High school diploma,Somewhat conservative,Lean Republican,3,1982,Thanks. You are very kind. Probably much kinder than people were 20 years ago. ,56d7848303a4c2000c876dbd
6/11/20 13:14,6/11/20 13:15,IP Address,100,43,TRUE,6/11/20 13:15,R_OdQzM8By3kTcYhj,,,,,29.74499512,-95.73259735,anonymous,EN,I consent to take part in this study,5ce9f365b91054001541ca1e,5,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,30,Male,White,Other,sky,High school diploma,Somewhat liberal,Strongly Democrat,0,,,5ce9f365b91054001541ca1e
6/11/20 13:13,6/11/20 13:15,IP Address,100,108,TRUE,6/11/20 13:15,R_3EFk9KU5l8O9ZVY,,,,,35.37159729,-80.52999878,anonymous,EN,I consent to take part in this study,5c5792947b9ffe00013df57c,5,4,4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",People were less considerate of others race and gender compared to today.,,20,Male,Asian,Other,sky,Some college,Somewhat liberal,Lean Democrat,0,,,5c5792947b9ffe00013df57c
6/11/20 13:13,6/11/20 13:15,IP Address,100,167,TRUE,6/11/20 13:15,R_1OkvgZuTUpCawH2,,,,,33.93429565,-84.60759735,anonymous,EN,I consent to take part in this study,5e5d0db691b5f00115a796b8,1,7,7,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,everything that has changed in the world and how it runs has changed people,26,Female,Hispanic or Latino Origin,Other,sky,Some college,Neither liberal nor conservative,Independent,0,,,5e5d0db691b5f00115a796b8
6/11/20 13:14,6/11/20 13:16,IP Address,100,76,TRUE,6/11/20 13:16,R_1ClJLdW0UYlP1CS,,,,,25.97290039,-97.46949768,anonymous,EN,I consent to take part in this study,5d43c5d3397a630001f3c7fd,3,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,social media,21,Female,Hispanic or Latino Origin,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,,,5d43c5d3397a630001f3c7fd
6/11/20 13:15,6/11/20 13:17,IP Address,100,68,TRUE,6/11/20 13:17,R_qUwXW8zLDBOthm1,,,,,32.77940369,-117.1365967,anonymous,EN,I consent to take part in this study,5eab155e3616510c9347b93c,4,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The economy,24,Male,Asian,Introverted,,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,5eab155e3616510c9347b93c
6/11/20 13:15,6/11/20 13:17,IP Address,100,97,TRUE,6/11/20 13:17,R_RF60s2xTbwlbvrP,,,,,33.74850464,-84.38710022,anonymous,EN,I consent to take part in this study,564d4918b48dec0005b51a1d,5,4,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,29,Male,Black or African-American,Other,sky,Associate's degree,Neither liberal nor conservative,Independent,0,,None.,564d4918b48dec0005b51a1d
6/11/20 13:14,6/11/20 13:17,IP Address,100,164,TRUE,6/11/20 13:17,R_pmiDm9V1pqovsZP,,,,,43.19630432,-86.271698,anonymous,EN,I consent to take part in this study,57509d9b363e77000695620b,7,6,7,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",I think because there's more awareness about equality and social issues and a push to be more PC that people really try harder to be nicer to others today than they may have been 20 years ago.,,66,Female,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,2,1979,Have a great day!,57509d9b363e77000695620b
6/11/20 13:15,6/11/20 13:17,IP Address,100,87,TRUE,6/11/20 13:17,R_z2UjqmGI81eTh4J,,,,,38.92999268,-77.34999847,anonymous,EN,I consent to take part in this study,5ea5d4a12992295d2fb91917,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,23,Male,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,,,5ea5d4a12992295d2fb91917
6/11/20 13:15,6/11/20 13:17,IP Address,100,108,TRUE,6/11/20 13:17,R_12A7pz0MEPWU0Qj,,,,,40.08999634,-75.03630066,anonymous,EN,I consent to take part in this study,5ed9bd075540a656621f4401,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,too many people and people can be rude and lie,22,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,,,5ed9bd075540a656621f4401
6/11/20 13:14,6/11/20 13:17,IP Address,100,163,TRUE,6/11/20 13:17,R_2zdb3MU9SQZtz2d,,,,,36.13589478,-81.15730286,anonymous,EN,I consent to take part in this study,5b76ce43bfc4cb0001f2c4c3,4,6,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think the stress of life nowadays is too much for everyone and it has made people meaner.,46,Female,White,Other,sky,Associate's degree,Very liberal,Independent,2,1999,no,5b76ce43bfc4cb0001f2c4c3
6/11/20 13:16,6/11/20 13:17,IP Address,100,84,TRUE,6/11/20 13:17,R_3Pt4lB9P0SnaCvN,,,,,40.62690735,-122.3540039,anonymous,EN,I consent to take part in this study,5e680c9f65bd0b0be56430a4,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,31,Female,White,Introverted,,High school diploma,Neither liberal nor conservative,Independent,4+,2013,,5e680c9f65bd0b0be56430a4
6/11/20 13:14,6/11/20 13:18,IP Address,100,200,TRUE,6/11/20 13:18,R_3smouIDzIDXCees,,,,,39.61239624,-104.8804016,anonymous,EN,I consent to take part in this study,5afda89559ae1e00017e62f2,4,5,6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Todays generation are more materialistic than before. The availability of goods to buy and more buying power in young people has led to niceties and kindness being forgotten. ,51,Male,Asian,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,2,1997,,5afda89559ae1e00017e62f2
6/11/20 13:15,6/11/20 13:18,IP Address,100,167,TRUE,6/11/20 13:18,R_1P2eoa4fnBHgncn,,,,,38.78930664,-104.8220978,anonymous,EN,I consent to take part in this study,5de884714fc5667f1e51c96f,4,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,64,Female,White,Other,sky,Four-year college degree,Very liberal,Lean Democrat,1,1986,No,5de884714fc5667f1e51c96f
6/11/20 13:17,6/11/20 13:18,IP Address,100,71,TRUE,6/11/20 13:18,R_2rGTq6pqWv1uCoA,,,,,39.73880005,-104.9868011,anonymous,EN,I consent to take part in this study,5d75619be689da001f2570d8,4,3,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,31,Male,White,Introverted,,Four-year college degree,Very liberal,Strongly Democrat,0,,,5d75619be689da001f2570d8
6/11/20 13:17,6/11/20 13:18,IP Address,100,61,TRUE,6/11/20 13:18,R_3iLwKrDxU7HQoeG,,,,,40.6598053,-73.63710022,anonymous,EN,I consent to take part in this study,5c54a8697f5e0c000143ec6c,6,6,6,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,34,Female,More than 1 of the above,Other,Sky,Some college,Somewhat liberal,Lean Democrat,0,,,5c54a8697f5e0c000143ec6c
6/11/20 13:16,6/11/20 13:18,IP Address,100,137,TRUE,6/11/20 13:18,R_12FqRCPGop9zV8n,,,,,29.5,-98.67440033,anonymous,EN,I consent to take part in this study,5eacb59883d005350337494e,3,4,4,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,21,Male,Black or African-American,Other,sky,Some college,Neither liberal nor conservative,Strongly Democrat,0,,,5eacb59883d005350337494e
6/11/20 13:17,6/11/20 13:19,IP Address,100,116,TRUE,6/11/20 13:19,R_eXLXxpyon2U4I3D,,,,,35.59620667,-81.0338974,anonymous,EN,I consent to take part in this study,5cbe00898f939c0017c0b9d8,1,1,1,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,53,Male,White,Other,sky,Associate's degree,Somewhat liberal,Lean Democrat,4+,1988,,5cbe00898f939c0017c0b9d8
6/11/20 13:17,6/11/20 13:19,IP Address,100,112,TRUE,6/11/20 13:19,R_10TT9Z9ixUkaRcC,,,,,42.12919617,-70.91339874,anonymous,EN,I consent to take part in this study,5dcdd7bf324a3d0a6c24b608,5,5,4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",I think technology has allowed people to connect and understand the opinions of others more so than people 20 years ago were able to. ,,23,Male,White,Introverted,,Four-year college degree,Neither liberal nor conservative,Lean Republican,0,,,5dcdd7bf324a3d0a6c24b608
6/11/20 13:16,6/11/20 13:19,IP Address,100,206,TRUE,6/11/20 13:19,R_28AnFnq7LBDGpiu,,,,,33.80189514,-84.38610077,anonymous,EN,I consent to take part in this study,5e1c863dfa970c011a77d150,5,5,4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","I think that social norms have changed, and what is considered kind, honest, nice, and good have progressed from 20 years ago. For example, today more people are fully accepting of people with non-cis sexualities than they were 20 years ago. I think that means people are better today than they were 20 years ago. ",,26,Female,Asian,Other,sky,Graduate school,Very liberal,Strongly Democrat,0,,,5e1c863dfa970c011a77d150
6/11/20 13:17,6/11/20 13:19,IP Address,100,165,TRUE,6/11/20 13:19,R_24qIFMcDE2mdhNY,,,,,53.01759338,18.62019348,anonymous,EN,I consent to take part in this study,5ebd69cfb6b9b70571a22c00,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Life tempo, careers, its more about the money",27,Male,White,Other,sky,High school diploma,Somewhat conservative,Independent,0,,,5ebd69cfb6b9b70571a22c00
6/11/20 13:17,6/11/20 13:19,IP Address,100,118,TRUE,6/11/20 13:19,R_T13dhtlgbge1puN,,,,,42.1815033,-71.30110168,anonymous,EN,I consent to take part in this study,5e7d324b0b53c33bfeb9e642,4,3,2,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",People learning about other cultures through modern platforms such as social media,,24,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,5e7d324b0b53c33bfeb9e642
6/11/20 13:18,6/11/20 13:20,IP Address,100,98,TRUE,6/11/20 13:20,R_3m2Z4fsRDgxAaRS,,,,,32.41299438,-110.9420013,anonymous,EN,I consent to take part in this study,5c01dc58067bbf00019bb318,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,63,Male,White,Neither extroverted nor introverted,,Four-year college degree,Somewhat liberal,Lean Democrat,0,,,5c01dc58067bbf00019bb318
6/11/20 13:19,6/11/20 13:20,IP Address,100,90,TRUE,6/11/20 13:20,R_3WbY1ZCelGDyPhD,,,,,44.30560303,-94.4693985,anonymous,EN,I consent to take part in this study,5d96bd7df99276001128087c,4,5,5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,People today seem to be more focused on themselves and their technology and don't have their eyes open to what is going on around them. ,30,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Strongly Democrat,0,,,5d96bd7df99276001128087c
6/11/20 13:17,6/11/20 13:20,IP Address,100,187,TRUE,6/11/20 13:20,R_AgPSxOU5wFA6Stz,,,,,32.92750549,-97.25119781,anonymous,EN,I consent to take part in this study,5dce56cf1480fb0dfc4bfd2f,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,64,Female,White,Other,sky,Graduate school,Somewhat liberal,Lean Democrat,3,1983,,5dce56cf1480fb0dfc4bfd2f
6/11/20 13:19,6/11/20 13:21,IP Address,100,66,TRUE,6/11/20 13:21,R_1QEeC2NN4w07xD5,,,,,37.47279358,-77.59059906,anonymous,EN,I consent to take part in this study,5ea735ea40f51810b10ffc1e,5,5,5,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,29,Male,White,Neither extroverted nor introverted,,Some graduate school,Neither liberal nor conservative,Independent,0,,,5ea735ea40f51810b10ffc1e
