"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q118","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1_1","psych_wellbeing2_1","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","conspiracy_theories_1","conspiracy_theories_2","conspiracy_theories_3","conspiracy_theories_4","open_mindness_1","open_mindness_2","open_mindness_3","open_mindness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self.control_1","trait_self.control_2","trait_self.control_3","trait_self.control_4","self.esteem_1","Q108_1","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","moral_identity_1","moral_identity_2","moral_identity_3","moral_identity_4","moral_identity_5","moral_identity_6","moral_identity_7","moral_identity_8","moral_identity_9","moral_identity_10","risk_perception_1","risk_perception_2","political_ideology_1","moral_circle1","health_1","CRT1","CRT2","CRT3","sex","sex_3_TEXT","age","marital","children","employment","employment_6_TEXT","ladder_answer","urban","tested_positive","know_tested_positive","no_bots","Q119","Q120","Q122","survey"
"13","2020-05-01 09:05:14","2020-05-01 09:16:16","IP Address","109.76.42.203","100","661","True","2020-05-01 09:16:16","R_aXnNSJ2pWqJNb57","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","10","0","10","10","10","9","9","10","9","9","10","10","9","9","8","98","2","0","7","6","6","6","5","10","9","0","0","0","0","3","7","6","6","0","1","4","6","5","7","3","6","5","6","7","4","7","8","6","8","7","4","1","6","0","4","3","3","4","3","1","6","7","4","0","7","5","1","5","6","7","20","50","3","4","6","50","3","7","Male","","41","Married","1","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"14","2020-05-01 09:20:37","2020-05-01 09:37:37","IP Address","37.228.240.150","100","1020","True","2020-05-01 09:37:38","R_28LCztsZ6OUTHjm","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","9","1","7","9","9","10","8","10","2","10","9","9","4","9","9","90","10","0","7","6","3","7","6","10","8","3","2","2","1","6","10","10","10","1","1","4","6","8","8","8","2","6","7","8","7","8","8","3","4","8","6","4","8","0","1","3","6","3","2","1","9","9","3","0","7","2","1","3","7","9","90","80","2","3","7","50","3 minutes","4 hours","Male","","51","In a relationship","2","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"15","2020-05-01 10:03:41","2020-05-01 10:22:28","IP Address","51.171.13.59","100","1126","True","2020-05-01 10:22:28","R_2triJnoETxleVat","","","","","53.30670166015625","-6.179901123046875","anonymous","EN","I agree","10","1","10","10","10","10","10","10","7","7","8","9","2","9","2","50","50","0","4","4","8","5","5","10","10","2","0","0","0","4","9","9","10","0","2","7","7","7","5","7","5","6","5","5","9","9","9","9","4","5","5","5","7","0","1","2","1","6","4","0","8","8","5","1","5","5","2","3","5","7","0","0","7","4","2","50","3 minutes","7 hours","Male","","57","Married","2","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","Yes","Yes","Yes (Republic of Ireland)","snowball"
"16","2020-05-01 12:50:55","2020-05-01 12:59:50","IP Address","109.78.12.190","100","534","True","2020-05-01 12:59:50","R_sp7QWfbyMxRNztT","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","9","2","9","9","10","8","8","8","6","9","9","9","9","9","9","90","8","2","7","7","5","5","3","10","7","0","0","0","0","3","8","8","8","2","2","5","7","7","7","3","6","6","8","8","6","8","8","5","6","8","7","5","7","0","3","6","2","3","6","0","9","9","4","1","5","6","2","3","5","8","30","20","3","10","8","25","300 minutes","7","Male","","40","Single","0","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"17","2020-05-02 07:35:34","2020-05-02 07:45:08","IP Address","37.228.243.7","100","573","True","2020-05-02 07:45:09","R_BXTki6zHpuKsX6h","","","","","53.33380126953125","-6.2487945556640625","anonymous","EN","I agree","4","0","0","0","0","6","6","8","8","4","10","10","0","10","4","90","0","10","0","2","0","0","0","10","8","0","0","0","0","10","10","10","10","0","0","6","6","6","7","7","8","8","0","0","0","0","0","0","0","0","10","10","0","0","6","4","10","0","1","8","10","0","0","0","0","0","0","0","0","10","60","60","6","1","1","50","300","4","Male","","40","Single","0","Employed full-time","","2","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"18","2020-05-02 12:10:36","2020-05-02 12:22:41","IP Address","90.249.153.84","100","725","True","2020-05-02 12:22:42","R_1I4Yfg5eZVaE2lK","","","","","53.5652008056640625","-2.376495361328125","anonymous","EN","I agree","9","1","10","9","10","7","7","8","2","5","7","8","6","10","9","80","15","5","6","5","5","8","6","10","8","1","1","1","1","3","8","8","8","1","1","7","7","7","6","6","2","1","5","5","7","7","7","9","7","7","3","1","8","0","5","2","5","7","5","5","10","10","6","0","5","6","0","1","5","5","20","20","1","3","8","25","3","2","Male","","40","In a relationship","0","Other","self employed","3","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Northern Ireland)","snowball"
"19","2020-05-01 06:01:10","2020-05-01 06:22:19","IP Address","212.129.74.34","98","1268","False","2020-05-02 15:34:02","R_cwHgNkNYkr2o1Xz","","","","","","","anonymous","EN","I agree","10","0","10","10","10","10","10","9","3","7","10","10","4","10","10","95","2.5","2.5","7","7","5","4","4","10","10","0","0","0","0","0","10","10","10","0","0","10","10","10","10","10","10","10","10","10","10","8","10","10","4","9","4","3","8","0","0","2","5","0","3","0","10","10","5","0","5","6","0","6","5","10","40","60","3","16","8","125","3","4","Male","","61","Married","1","Retired","","7","Rural (in a village or a small place)","No","Yes","213","Yes","Yes","Yes (Republic of Ireland)","snowball"
"20","2020-05-01 06:55:53","2020-05-01 07:01:58","IP Address","94.13.237.50","98","364","False","2020-05-02 15:34:02","R_eRS4HVBMw2dRRzX","","","","","","","anonymous","EN","I agree","8","0","10","10","10","6","6","10","8","0","9","10","10","9","10","70","10","20","2","5","0","4","2","10","10","0","0","0","0","4","6","3","6","0","0","4","5","6","4","5","5","4","6","4","2","3","5","3","5","6","8","5","5","0","0","0","2","2","0","1","7","4","0","2","3","1","8","0","6","3","30","50","1","3","6","5 cents","3 minutes","7 hours","Male","","34","In a relationship","0","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Northern Ireland)","snowball"
"21","2020-05-01 06:01:52","2020-05-01 06:24:05","IP Address","86.185.138.238","98","1332","False","2020-05-02 15:34:03","R_bxZ3SK8EGyiCIiR","","","","","","","anonymous","EN","I agree","10","0","9","10","10","10","10","10","9","9","10","10","9","10","10","0","60","40","4","5","5","2","5","10","10","1","3","2","2","1","10","10","10","0","0","9","7","7","3","3","7","6","5","5","6","7","7","9","7","4","7","6","3","0","2","0","0","0","0","0","10","10","1","0","3","6","0","4","5","9","20","10","0","11","7","50","300","4","Male","","45","In a relationship","0","Other","","3","Urban or suburban (in a city or near a city)","No","No","213","Yes","Yes","No","snowball"
"22","2020-05-01 08:05:35","2020-05-01 08:41:08","IP Address","77.226.215.89","98","2132","False","2020-05-02 15:34:03","R_Yacg8LFi5pxZgVr","","","","","","","anonymous","EN","I agree","7","0","10","5","10","6","5","6","2","5","2","1","1","1","1","50","25","25","5","7","5","7","5","6","6","5","1","3","3","3","10","10","10","0","1","8","8","1","8","5","10","10","6","6","5","1","5","2","7","7","3","2","3","0","1","0","0","5","5","5","10","10","4","0","5","5","8","2","2","8","40","40","4","16","6","50 cents","300 minutes","6.25 hours","Male","","56","Married","0","Employed full-time","","4","Rural (in a village or a small place)","No","No","213","No","No","No","snowball"
"23","2020-05-01 11:11:57","2020-05-01 11:21:10","IP Address","80.233.32.157","98","553","False","2020-05-02 15:34:04","R_Ofnk9qppNPqzbi1","","","","","","","anonymous","EN","I agree","8","2","9","9","10","10","10","7","4","10","10","10","3","10","2","80","15","5","7","4","6","8","9","10","10","7","3","0","0","10","8","7","8","3","4","9","10","4","9","3","2","2","10","10","7","10","7","10","10","10","7","7","4","0","3","4","1","7","3","2","10","8","3","2","4","7","7","4","7","9","30","70","3","5","10","50","3","2","Male","","51","Married","2","Employed full-time","","8","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"24","2020-05-01 07:40:52","2020-05-01 08:03:08","IP Address","82.24.126.139","98","1335","False","2020-05-02 15:34:04","R_O0TXm3aJaOjB96h","","","","","","","anonymous","EN","I agree","10","1","7","8","10","7","7","7","7","8","9","10","6","10","10","95","4","1","8","6","0","4","4","8","2","0","0","0","0","4","10","9","10","0","8","4","6","8","7","4","6","10","10","10","9","8","7","6","7","8","4","4","6","0","4","0","6","4","4","2","10","9","5","0","5","6","1","5","6","10","10","30","4","14","5","25","300 minutes","7 ","Male","","32","In a relationship","0","Employed full-time","","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Northern Ireland)","snowball"
"25","2020-05-01 06:29:57","2020-05-01 06:47:17","IP Address","213.233.155.164","98","1040","False","2020-05-02 15:34:05","R_578jPRU98An9g8p","","","","","","","anonymous","EN","I agree","10","0","10","10","10","9","9","9","8","10","10","10","10","10","10","85","10","5","8","7","6","4","6","10","10","2","1","1","1","8","9","8","8","1","7","9","9","10","10","8","2","0","9","9","8","8","8","9","9","9","4","1","8","0","2","6","1","8","4","1","8","9","7","0","3","4","2","3","7","8","0","10","6","10","9","50","300","4","Male","","64","Married","0","Employed full-time","","7","Rural (in a village or a small place)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"26","2020-05-01 05:52:53","2020-05-01 06:11:49","IP Address","86.128.73.28","98","1136","False","2020-05-02 15:34:10","R_2xCRUQAYJS30zga","","","","","","","anonymous","EN","I agree","9","0","7","10","10","9","9","9","2","8","6","6","0","8","8","95","5","0","7","3","5","5","5","10","10","0","0","0","0","7","10","8","6","0","2","8","5","8","8","5","1","1","2","3","5","0","0","10","3","7","6","4","0","0","5","0","10","0","0","0","3","10","0","0","6","9","5","9","7","6","70","70","7","5","6","25","3","7","Male","","49","Single","0","Unemployed / Looking for work","","3","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Northern Ireland)","snowball"
"27","2020-05-01 06:09:59","2020-05-01 06:18:22","IP Address","94.13.90.174","98","503","False","2020-05-02 15:34:12","R_8x2En92YJjyBdL3","","","","","","","anonymous","EN","I agree","10","0","9","10","10","10","10","10","10","10","10","10","10","10","10","70","20","10","7","8","5","7","5","10","10","10","1","0","1","1","10","10","10","0","0","8","9","7","7","3","4","0","10","10","6","8","9","10","7","10","4","6","7","0","2","5","2","7","2","0","10","10","5","0","8","6","1","8","8","10","60","60","4","5","7","25","300","4","Male","","33","Married","2","Employed full-time","","7","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Northern Ireland)","snowball"
"28","2020-05-01 15:56:41","2020-05-01 16:45:50","IP Address","86.42.153.25","98","2949","False","2020-05-02 15:34:13","R_2V2MWfcR1SPZQlh","","","","","","","anonymous","EN","I agree","10","0","10","10","10","10","10","10","9","10","10","10","10","10","10","90","5","5","6","7","8","7","7","10","8","0","0","0","0","1","10","9","6","0","0","8","8","8","8","5","7","10","8","8","9","9","9","10","6","8","5","1","8","0","6","7","5","6","5","1","10","9","5","0","5","5","1","5","5","9","20","30","2","14","8","50","300 minutes","7 hours","Male","","48","In a relationship","0","Other","was working full time. Now laid off because of Covid 19. Unsure if my place of employment will re-open. So considering looking for alternative employment.","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","Yes","213","No","Yes","Yes (Republic of Ireland)","snowball"
"29","2020-05-01 12:48:34","2020-05-01 13:03:41","IP Address","82.3.162.75","98","906","False","2020-05-02 15:34:14","R_3lAF2GOlta9UIXm","","","","","","","anonymous","EN","I agree","10","2","8","10","10","10","10","10","4","6","9","9","9","9","9","0","100","0","4","7","3","3","3","10","10","2","2","2","2","3","8","8","8","2","2","8","6","6","8","4","4","6","6","7","3","7","6","10","3","7","7","3","7","0","3","3","2","7","3","3","9","9","3","3","4","1","3","4","2","3","60","70","6","9","5","25","3 minutes","7 hours","Male","","48","Married","2","Employed full-time","","8","Urban or suburban (in a city or near a city)","No","Yes","213","No","No","No","snowball"
"30","2020-05-02 03:43:23","2020-05-02 04:13:21","IP Address","86.44.248.91","98","1798","False","2020-05-02 15:34:17","R_33DbdoiixHkJXdq","","","","","","","anonymous","EN","I agree","8","1","9","9","10","7","7","7","2","7","10","10","7","10","10","20","60","20","4","5","5","5","5","10","10","5","0","0","0","2","10","10","10","0","0","0","0","7","5","5","7","2","7","5","5","8","8","7","7","7","3","2","5","0","2","1","1","1","1","1","10","10","5","0","6","5","1","7","7","8","70","80","5","3","7","25 cents","3 minutes","7 hours","Male","","44","Married","4","Employed full-time","","7","Rural (in a village or a small place)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"31","2020-05-01 06:06:51","2020-05-01 06:23:33","IP Address","137.191.240.98","98","1002","False","2020-05-02 15:34:19","R_32ScR2neBKNrIdJ","","","","","","","anonymous","EN","I agree","6","0","4","8","10","8","9","7","4","10","9","9","8","9","9","90","5","5","7","6","5","5","5","9","6","1","0","0","0","3","8","8","8","3","2","6","8","7","7","7","9","9","7","7","8","9","9","9","4","6","7","6","8","0","2","2","4","4","3","3","8","8","4","0","4","6","2","2","3","6","40","60","2","11","7","125","3  minutes","7","Male","","43","In a relationship","3","Employed full-time","","4","Rural (in a village or a small place)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"32","2020-05-01 09:12:35","2020-05-01 09:30:03","IP Address","64.43.28.148","98","1047","False","2020-05-02 15:34:31","R_2Tq7LCaBEN4MnoB","","","","","","","anonymous","EN","I agree","10","0","10","10","10","10","7","10","5","10","10","10","2","10","10","90","10","0","8","9","5","0","5","10","10","0","0","0","0","3","10","10","10","0","0","10","10","8","7","0","0","0","10","10","10","10","10","10","5","10","7","0","9","0","6","5","3","0","2","0","10","8","0","0","5","5","0","0","5","10","10","10","0","16","6","50","3","7","Male","","62","Married","2","Other","homemaker","7","Rural (in a village or a small place)","No","No","213","Yes","Yes","Yes (Republic of Ireland)","snowball"
"33","2020-05-02 05:07:59","2020-05-02 05:29:09","IP Address","64.43.35.202","98","1270","False","2020-05-02 15:34:33","R_2DOizaZ1Tp9eFJX","","","","","","","anonymous","EN","I agree","10","0","10","10","10","10","10","10","10","10","10","10","10","10","10","80","15","5","5","8","5","4","4","10","5","0","0","0","0","0","10","10","10","0","0","10","10","10","10","5","4","0","6","10","10","10","10","10","8","10","6","4","7","0","5","0","1","5","5","0","10","8","2","0","5","5","2","5","5","7","10","10","3","9","10","25","3","7","Female","","69","Single","0","Retired","","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"34","2020-05-01 06:04:24","2020-05-01 06:28:03","IP Address","86.43.67.235","98","1419","False","2020-05-02 15:34:33","R_2ClakXhxx9T76c4","","","","","","","anonymous","EN","I agree","10","0","10","9","10","10","10","10","6","10","10","10","6","9","9","96","2","2","6","8","2","6","1","9","9","0","0","0","0","5","10","10","10","0","0","9","6","8","5","5","5","8","6","6","5","9","8","9","5","7","9","8","7","0","2","5","9","4","0","2","8","8","5","1","9","5","1","7","8","5","50","50","4","14","5","25","3 minutes if working as a 3-nurse team in parallel, and all patients present, and enough blood pressure monitors to work simultaneously","7hrs","Male","","34","In a relationship","1","Employed full-time","","5: In the middle in Ireland","Urban or suburban (in a city or near a city)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
"35","2020-05-01 06:19:47","2020-05-01 06:38:35","IP Address","5.83.245.205","98","1128","False","2020-05-02 15:34:34","R_29phKy6oRFj78K4","","","","","","","anonymous","EN","I agree","10","0","10","10","10","10","10","10","10","10","10","10","10","10","10","25","50","25","8","4","5","3","8","10","10","0","0","0","0","1","10","10","10","0","1","10","10","10","9","8","1","0","9","8","9","10","7","9","10","9","9","1","6","0","6","3","2","8","4","2","10","10","7","0","7","3","1","5","7","10","40","60","1","16","6","50","3 minutes","4 hours","Male","","44","In a relationship","3","Employed part-time","","3","Rural (in a village or a small place)","No","No","213","No","No","Yes (Republic of Ireland)","snowball"
"36","2020-05-01 16:42:37","2020-05-01 17:27:57","IP Address","95.151.231.225","98","2719","False","2020-05-02 15:34:35","R_28YsiopqpwmF4Br","","","","","","","anonymous","EN","I agree","10","0","10","10","10","8","7","3","0","0","10","10","4","10","10","70","20","10","7","7","5","8","8","10","10","0","0","0","0","0","10","10","10","0","0","5","9","9","5","1","0","0","5","5","10","10","10","10","5","10","8","0","3","0","0","2","0","10","8","0","7","8","0","7","10","3","0","10","10","5","10","60","2","12","4","50","2700","4","Male","","59","Married","2","Employed full-time","","4","Urban or suburban (in a city or near a city)","No","Yes","213","Yes","Yes","No","snowball"
"37","2020-05-01 12:20:37","2020-05-01 12:34:51","IP Address","84.13.240.13","98","854","False","2020-05-02 15:34:35","R_1q576YPTk4X0RW2","","","","","","","anonymous","EN","I agree","8","0","9","10","10","9","10","10","8","10","9","10","4","9","9","80","10","10","8","7","5","6","5","6","6","4","3","1","2","4","7","7","7","0","10","7","8","7","7","5","6","7","7","7","8","6","8","8","6","8","6","5","6","0","5","5","5","5","3","3","9","7","5","0","5","6","8","5","5","8","60","50","3","9","7","25 cents","3 minutes","7","Female","","66","Married","4","Employed part-time","","5: In the middle in Ireland","Rural (in a village or a small place)","No","No","213","No","Yes","No","snowball"
"38","2020-05-01 08:17:26","2020-05-01 08:31:17","IP Address","86.43.106.105","98","831","False","2020-05-02 15:34:36","R_1nUTWRLQTyDarPj","","","","","","","anonymous","EN","I agree","10","0","10","10","10","8","10","10","8","10","10","10","8","10","10","94","4","2","8","7","4","4","4","10","6","0","0","0","0","3","10","10","10","0","0","5","6","8","8","2","7","10","9","8","4","4","4","6","10","9","4","1","4","0","6","2","2","2","0","0","9","6","0","0","4","1","2","1","2","10","70","70","4","9","8","50","3","7","Male","","42","Married","1","Employed full-time","","6","Rural (in a village or a small place)","No","No","213","No","Yes","Yes (Republic of Ireland)","snowball"
